"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"5239",-3.15667989532839,NA,-2.68438396484195,0.151606942644368,NA,-0.401267323595414,0.884199847656301,0.560992820254509,NA,NA,NA,3.8324069856337,NA,0.0227158093685852,8,-61.0028299312725,138.867935311647,11.0116631520164,3.63353252968672e-05
"3571",-3.05980022102569,NA,-2.73214207791391,NA,NA,-0.365681763368922,0.963470030347409,0.806651860051494,1.41960958698599,-0.528847258236526,NA,3.6281722186523,-1.2734795510774,NA,9,-59.892337187034,138.869011723466,11.0127395638352,3.63157746716757e-05
"2544",-0.124722990244414,1.60461815561169,-4.63821011118766,0.0214327349830388,-2.00524476775789,NA,1.36618727306437,0.123393484600233,2.95547373394271,-0.986846738099068,NA,NA,-1.74211291061697,NA,10,-58.7678474010136,138.86902813536,11.0127559757301,3.63154766675597e-05
"5173",-4.03403966548417,NA,NA,-0.0660842586174498,NA,-0.219365499343295,0.2569892310788,NA,NA,NA,NA,4.54310266242423,NA,-0.138408266103569,6,-63.1864038421769,138.869849104472,11.0135769448417,3.63005727843663e-05
"2672",1.69619711889092,1.07676392932729,-4.98950594527252,-0.00194555683467002,-1.74923934639515,NA,0.96112911321801,-1.30432584890866,NA,NA,1.65603565125773,NA,-1.84930429840509,NA,9,-59.8928369203988,138.870011190195,11.0137390305649,3.62976310012772e-05
"6452",0.709915864083954,1.08258152582244,-4.00600911946496,NA,NA,-1.05101589274482,0.876064522634878,NA,NA,-0.693347376838817,NA,NA,-1.41171682975432,0.253453179630159,8,-61.0039582619682,138.870191973038,11.0139198134078,3.62943501550986e-05
"7393",-3.54422942153103,NA,NA,NA,NA,NA,0.410295187762739,-0.645409857767438,1.0995599643923,NA,NA,4.10653487030709,-1.49658272907957,0.0752728548218017,7,-62.1029851049785,138.872636876624,11.0163647169932,3.62500091695661e-05
"1310",-3.52140357293864,0.662050120832589,NA,0.0901510948634379,-0.778791646391384,0.0249436381908472,NA,NA,NA,-1.12960431259094,NA,4.56375984086339,NA,NA,7,-62.1033875597175,138.873441786102,11.0171696264714,3.62354231168948e-05
"3809",-3.54513352481711,NA,NA,NA,NA,NA,0.422301012886288,-0.590360374381389,1.1163150391449,NA,-0.066734990799197,4.10279480871662,-1.47081198122079,NA,7,-62.1048276829035,138.876322032474,11.0200498728433,3.61832772011946e-05
"488",-1.3150705127109,1.33596335538172,-4.0642152909332,0.143042885232561,NA,NA,1.16477775334991,-0.570068289681965,2.16300830675638,-0.911827720985593,NA,NA,NA,NA,8,-61.0070375133997,138.876350475901,11.0200783162709,3.61827626166411e-05
"3301",-3.51916278943642,NA,NA,-0.0263864484093875,NA,NA,0.416066110684588,-0.636895782010402,1.10479379305069,NA,NA,4.11081813959681,-1.48023170588631,NA,7,-62.1063864273529,138.879439521373,11.0231673617421,3.61269206528344e-05
"4487",-1.03428844845022,NA,-3.0186194331736,-0.0228851346432527,NA,NA,NA,NA,1.54286687789018,-0.709550180976599,NA,NA,NA,0.134685339953397,6,-63.1912742841122,138.879589988343,11.0233178287124,3.61242028009245e-05
"4580",-1.26503170977289,1.3292130347913,-4.05736462565743,NA,NA,NA,1.1578722553161,-0.555982433103695,2.1625045763053,-0.931673959219189,NA,NA,NA,0.076639743591504,8,-61.0088538998577,138.879983248817,11.0237110891868,3.61171003886571e-05
"5431",-2.76905258072619,NA,-2.38282809476402,0.180163888211636,NA,-0.289849523718662,1.01042760818048,NA,NA,-0.473955182251233,NA,3.5679529261756,NA,0.0785170738331805,8,-61.0095552890134,138.881386027129,11.0251138674983,3.60917771278752e-05
"7257",-2.55616054440936,NA,NA,NA,-0.632553757085431,-0.157571972396876,NA,-0.338766016912848,NA,NA,NA,4.19806123060887,-1.66665812793722,0.0877852979135664,7,-62.1081980066094,138.883062679885,11.0267905202551,3.6061533118013e-05
"7753",-2.62504970584962,NA,NA,NA,-0.6905189360247,NA,NA,-0.48442567817039,NA,NA,0.183316895084988,4.27856532385425,-1.65633757364309,0.0776492884760249,7,-62.1082995249017,138.88326571647,11.0269935568396,3.60578723985724e-05
"4263",-1.5639105008318,NA,-3.37572592077296,0.0233398413867701,NA,NA,0.771073612792071,NA,1.68521005626032,NA,NA,NA,NA,0.0649267912333489,6,-63.1938536851287,138.884748790376,11.0284766307454,3.60311440649942e-05
"455",-1.05818196730815,NA,-3.07808843744647,-0.0660014158279398,NA,NA,NA,0.189698393477787,1.59983435391464,-0.756627802209772,NA,NA,NA,NA,6,-63.1942179861002,138.885477392319,11.0292052326884,3.60180202748575e-05
"576",0.329714017309972,1.13714815908643,-5.11591171841815,0.212924315655076,-1.32961100157904,-0.774404643601148,0.918353554435597,NA,NA,NA,0.951260981572578,NA,NA,NA,8,-61.0126801602997,138.887635769701,11.0313636100707,3.59791710013175e-05
"3661",-2.63987053460619,NA,NA,0.0640482965722876,-0.69682689530874,NA,NA,-0.480208353938582,NA,NA,0.186409774948522,4.28338129505442,-1.64044685782912,NA,7,-62.1109445649829,138.888555796632,11.0322836370021,3.59626239044083e-05
"1920",-1.87465348019908,0.984303802289065,-4.85135354507499,0.118328836008227,-1.58183438756374,-0.222757080631381,1.41704999875597,0.101610178098671,NA,-1.88232296445693,2.46317203447707,3.82532435683642,NA,NA,11,-57.6394105595581,138.888577216677,11.0323050570469,3.59622387459629e-05
"5952",-1.82950416982768,0.990532352252207,-4.83507934566493,0.117218353243799,-1.57309150104661,-0.214072416414117,1.43818419318213,NA,NA,-1.85345701901271,2.4827578876498,3.80326778623213,NA,-0.0364996033351359,11,-57.6404908323788,138.890737762319,11.0344656026882,3.59234106930962e-05
"3165",-2.56849394431554,NA,NA,0.0582303481981979,-0.639154280320961,-0.152953064156642,NA,-0.331610214450588,NA,NA,NA,4.20447699138611,-1.6473792824293,NA,7,-62.1121131982937,138.890893063254,11.0346209036237,3.59206213317514e-05
"7818",-3.52016711227145,0.868115707489032,NA,NA,-0.916125635353534,NA,NA,NA,1.62108746135647,NA,-0.751404515342656,4.29252609096517,-1.63688933625306,0.069704491169205,8,-61.0147219377067,138.891719324515,11.0354471648848,3.59057844877993e-05
"7206",-3.72182280447988,0.481626599421533,NA,-0.0308608501196093,NA,NA,0.104581013421623,NA,NA,NA,NA,4.84263110412498,-1.40672755115477,0.0277584461867639,7,-62.1129329349863,138.892532536639,11.0362603770088,3.5891187945888e-05
"3726",-3.54379598163653,0.870690318166025,NA,0.0899754073703641,-0.920282753255848,NA,NA,NA,1.61818981581094,NA,-0.754199772616383,4.28818502387687,-1.61897927842193,NA,8,-61.0154089591389,138.89309336738,11.0368212077492,3.58811249161139e-05
"6012",-1.79895632974166,0.978736448885654,-4.85365024890243,NA,-1.57835110140485,-0.229026715450504,1.41446961726317,0.109068322407125,NA,-1.88584387837975,2.48420998316649,3.82927406610386,NA,-0.0445468538050113,11,-57.6418902381421,138.893536573845,11.0372644142149,3.58731744237948e-05
"2231",-0.245466248246551,NA,-3.25293917056757,-0.188359841504963,NA,-0.744733757548994,0.802269637490974,NA,1.47885384800844,NA,NA,NA,-1.58804974028431,NA,7,-62.1134947293608,138.893656125388,11.0373839657579,3.5871030141206e-05
"5766",-4.5251662205666,0.862021443224224,NA,0.0918015799351046,NA,NA,NA,NA,1.39645294442819,NA,-1.07948052243286,4.32112192245781,NA,-0.076112760745482,7,-62.11446179639,138.895590259447,11.0393180998164,3.58363572188739e-05
"3738",-3.5183137015831,0.867787558857962,NA,NA,-0.922917537761573,0.0217373030220561,NA,NA,1.63140676965139,NA,-0.746972304565703,4.30076799841712,-1.6183201476864,NA,8,-61.0174600773884,138.897195603879,11.0409234442482,3.58076039118989e-05
"1536",-3.65644725412946,1.45180907751177,-4.1210891967539,0.297905831588446,-1.53369413226113,0.0802629448978578,1.57087757047013,0.883000934977007,2.46048967529354,-1.12896496106721,NA,3.61677334161587,NA,NA,11,-57.6450652976101,138.899886692781,11.0436145331507,3.57594555892601e-05
"5778",-4.47529574849144,0.857697642752625,NA,NA,NA,-0.00258903829491136,NA,NA,1.39599805341923,NA,-1.06634203570043,4.32420705881782,NA,-0.0829337566441559,7,-62.1169038760574,138.900474418781,11.044202259151,3.57489487522187e-05
"5616",-3.5869558257267,1.45310048836589,-4.13159294684696,0.281803915087111,-1.51790530211989,NA,1.5850460447597,0.900867340953905,2.4335193888213,-1.11265278100973,NA,3.59316692992893,NA,-0.0594806262474559,11,-57.6459973831584,138.901750863878,11.0454787042475,3.57261402462751e-05
"8155",-1.49215190404919,NA,-4.63840802343962,NA,-1.93365348091605,-0.111700303570744,NA,0.748220755716417,1.68018801153377,-1.92395737419185,2.91915671952922,3.5794527012158,-1.7715148971749,0.216644207052572,11,-57.6460230570302,138.901802211621,11.0455300519911,3.57252230297041e-05
"2291",-0.304331839850947,NA,-3.1975597540193,NA,NA,-0.719537981034234,0.834669483861598,-0.144059734715681,1.44975883323022,NA,NA,NA,-1.57227022132205,NA,7,-62.1175935860756,138.901853838818,11.0455816791875,3.57243008450533e-05
"8144",-1.12543521036265,1.04887324683955,-4.93049131805612,-0.355369426431585,-2.10019130512623,NA,NA,0.559435863710837,2.13112659139274,-1.7277266613544,2.25907069519972,3.38627424455221,-1.89145489852518,0.180785669051295,12,-56.4943402537424,138.902790936933,11.0465187773022,3.57075661783808e-05
"1686",-4.5633343349081,0.862821305254763,NA,0.104272426567171,NA,0.0039460945484876,NA,NA,1.39859658915644,NA,-1.0901760724835,4.3223500637329,NA,NA,7,-62.1181967497538,138.903060166174,11.0467880065438,3.57027597414154e-05
"248",-0.985677431607297,1.32895689480235,-4.22235017421581,0.147225811777394,NA,-0.643197689154983,1.1536564468105,-0.784610687968139,1.81236018005599,NA,NA,NA,NA,NA,8,-61.0205618864942,138.90339922209,11.0471270624598,3.56967076384761e-05
"7245",-2.69028322223918,NA,NA,0.0942490558052892,-0.666402930278173,NA,NA,-0.369981185943658,NA,NA,NA,4.25309263601614,-1.63575414885128,0.094142891018296,7,-62.119120114813,138.904906896293,11.0486347366623,3.5669808276009e-05
"4395",-0.104702783092181,NA,-3.11021494107938,NA,-0.822479354871186,NA,0.746762983426795,NA,NA,-0.749303823209052,NA,NA,NA,0.150202365904982,6,-63.2048505764112,138.906742572941,11.0504704133103,3.56370841789751e-05
"935",-0.90823836391821,NA,-4.41346894108623,-0.407240806056448,NA,NA,0.87097710168427,NA,1.64562943450542,-1.80953842867107,1.90785290403903,NA,NA,NA,7,-62.1202331742675,138.907133015202,11.0508608555713,3.56301277461575e-05
"63",-0.19008202939013,NA,-3.316470191896,0.213287046777455,-0.697136717730492,-0.573835418695279,0.80561448012852,NA,NA,NA,NA,NA,NA,NA,6,-63.2055251515511,138.908091723221,11.0518195635901,3.5613052394463e-05
"4064",-0.892279444691006,1.05116490695368,-4.95202419087699,-0.425042366478851,-2.07834160361704,-0.188627439851337,NA,0.597354091374996,2.06559157975822,-1.68969877998278,2.27390186723876,3.33505691084693,-1.93057053720744,NA,12,-56.4970114782746,138.908133385997,11.0518612263666,3.56123105328692e-05
"303",-0.177979679285214,NA,-3.11686440423989,0.228929650885021,-0.850810978912909,NA,0.773896018368934,NA,NA,-0.720099212033847,NA,NA,NA,NA,6,-63.205685460973,138.908412342064,11.0521401824339,3.56073437442085e-05
"4307",-0.893568239691232,NA,-3.22346548875695,NA,NA,-0.530259135626917,NA,0.0299346317090647,1.36366120861129,NA,NA,NA,NA,0.0797185564515507,6,-63.2056922493587,138.908425918836,11.0521537592053,3.56071020286462e-05
"4247",-0.878741107212759,NA,-3.20876460925888,-0.00470297124262481,NA,-0.525832078994582,NA,NA,1.35883231578624,NA,NA,NA,NA,0.0808060700061007,6,-63.20593623069,138.908913881498,11.052641721868,3.55984156201915e-05
"4668",0.453936879467803,1.12655585565983,-5.12036404994026,NA,-1.31682395839082,-0.788209823782364,0.908311984659164,NA,NA,NA,0.988206917646778,NA,NA,-0.0262622304560637,8,-61.0239701933914,138.910215835885,11.0539436762542,3.55752494046692e-05
"7225",-2.92502800340655,NA,NA,NA,-0.712076476681931,-0.203199008587159,0.273164291541424,NA,NA,NA,NA,4.39530365213939,-1.64858943189865,0.050555858286603,7,-62.1221244443528,138.910915555372,11.0546433957419,3.55628052340092e-05
"5011",-0.404747463061613,NA,-4.33914569598262,NA,NA,-0.642981641506911,NA,NA,1.17350776245355,-1.67219988455434,1.95266344587623,NA,NA,0.215860897158426,7,-62.1228735876826,138.912413842032,11.0561416824015,3.55361735723911e-05
"3133",-2.94538122816443,NA,NA,0.0532067296962527,-0.717505131489118,-0.199147364463746,0.283487159589108,NA,NA,NA,NA,4.3987873308158,-1.63652499070475,NA,7,-62.122942614263,138.912551895193,11.0562797355623,3.55337207165068e-05
"3641",-2.90513995672215,NA,NA,NA,-0.706791118570351,-0.201676671662308,0.285954256793468,NA,NA,NA,-0.0247429768485096,4.38595705663553,-1.63431563669867,NA,7,-62.1234286128534,138.913523892373,11.057251732743,3.55164555740855e-05
"979",-0.20528073400507,NA,-4.24308886916752,NA,NA,-0.607304072082015,NA,-0.360651124951811,1.12635727121451,-1.55044658404829,2.03539184929211,NA,NA,NA,7,-62.1239125860693,138.914491838805,11.0582196791748,3.54992707197042e-05
"2784",1.4357593312546,1.24945765598507,-5.29763537627996,-0.456539355142847,-1.96970806598223,-0.594488216812667,NA,-0.447981945053921,2.23471822348127,NA,1.48384022892589,NA,-2.33656012184406,NA,10,-58.7907121740683,138.91475768147,11.0584855218395,3.54945524229302e-05
"6088",-2.94142729413742,0.982578086467316,-3.96953572513511,-0.068191339783713,NA,NA,NA,0.0874325567883543,1.43143673717247,-1.19667406984381,1.33169466878545,3.70669649913744,NA,0.0681908468717268,10,-58.7908821123386,138.915097558011,11.0588253983802,3.54885210525796e-05
"4340",-0.913577982204398,1.32580800539696,-4.21626553272359,NA,NA,-0.65130947002251,1.15174357601995,-0.768278394880515,1.8178387876247,NA,NA,NA,NA,8.20874768872203e-05,8,-61.0264267726625,138.915128994427,11.0588568347965,3.54879632410033e-05
"752",-0.806655155140518,1.33633090240026,-5.16740363930963,0.243772995322398,-1.62506093292439,NA,1.3107013984427,-0.850145379027811,2.29220767036405,NA,1.02749721954113,NA,NA,NA,9,-59.9154948981866,138.915327145771,11.0590549861404,3.54844474213679e-05
"215",-0.86312743606045,NA,-3.21794608242932,-0.0205127823704842,NA,-0.53251030400683,NA,0.0408677422240214,1.37415601744604,NA,NA,NA,NA,NA,6,-63.209811880641,138.9166651814,11.06039302177,3.54607156332738e-05
"4200",-0.238693733692689,1.16815351528853,-3.84785414677795,0.331683006721846,NA,NA,0.889301114371677,-1.19168063749747,NA,NA,NA,NA,NA,0.139424672485914,7,-62.1272471516757,138.921160970018,11.0648888103877,3.53810932173291e-05
"5538",-4.54583302065577,0.595036144719205,NA,NA,NA,NA,0.383969780011882,NA,1.23034546788383,-1.16391001192718,NA,4.48486630277571,NA,-0.116186235927743,7,-62.1280038667534,138.922674400173,11.0664022405431,3.53543299379922e-05
"4155",-0.104894697228562,NA,-3.30865969952656,NA,-0.672615565873184,-0.581869114948633,0.782571451170121,NA,NA,NA,NA,NA,NA,0.0800350781690158,6,-63.2134846543315,138.924010728781,11.0677385691509,3.53307153268374e-05
"7370",-3.04380319559904,0.788470259369328,NA,NA,-0.895553300524039,NA,NA,-0.870602531066567,1.41077156732352,NA,NA,4.17583854063838,-1.75430970433471,0.0707691360228629,8,-61.0311114946326,138.924498438367,11.0682262787366,3.53221008129578e-05
"7288",-1.92744363007625,1.14664942514665,-3.32850990856421,0.105212490744365,NA,-0.600920782829351,1.09184606903498,-0.130964524177241,NA,NA,NA,3.61040657957508,-1.34889698836352,0.122172599866031,10,-58.7958326923595,138.924998718052,11.0687265584219,3.53132664531772e-05
"3290",-3.06697497069234,0.789044452348071,NA,NA,-0.908554873680971,0.0499613476212782,NA,-0.869406250703301,1.4338004005445,NA,NA,4.19592886086102,-1.72819117376508,NA,8,-61.0329162755613,138.928108000224,11.071835840594,3.52584096506358e-05
"4844",-0.660526077182099,1.32498939954038,-5.18365062367752,NA,-1.63387546271875,NA,1.31916626101302,-0.829984569735922,2.32522617141902,NA,1.07628583466116,NA,NA,-0.120305016871581,9,-59.9220735320716,138.928484413541,11.0722122539103,3.52517744076013e-05
"2428",1.68173246897742,1.39790938867345,-4.18990996058207,NA,-1.50697207355972,-0.913371948093016,1.18423394006607,-0.187247870854529,NA,-0.680859800894866,NA,NA,-1.85526166291884,NA,9,-59.9224154172691,138.929168183936,11.0728960243055,3.52397244077189e-05
"123",-0.0606809353164139,NA,-3.26694800663233,NA,-0.665596301805721,-0.574326371104878,0.804229804768489,-0.0744689220697197,NA,NA,NA,NA,NA,NA,6,-63.2163248150946,138.929691050308,11.0734188906771,3.52305127784641e-05
"3278",-3.04615515094425,0.788517053089765,NA,0.0367209840770616,-0.899226813578697,NA,NA,-0.863874517642945,1.41084941416457,NA,NA,4.17758211490741,-1.73801068155092,NA,8,-61.0338068634312,138.929889175964,11.0736170163337,3.5227022917087e-05
"7377",-3.28013614410995,NA,NA,NA,NA,-0.166439697682295,NA,-0.515331927259122,1.00552428950564,NA,NA,4.06453275725747,-1.54416350847587,0.0930224888784724,7,-62.1323467502487,138.931360167164,11.0750880075336,3.5201123122492e-05
"363",-0.0756965332733767,NA,-3.13256768172513,NA,-0.847330219858324,NA,0.741261084312696,0.0997385180191573,NA,-0.760814927356537,NA,NA,NA,NA,6,-63.2175309605561,138.932103341231,11.0758311816001,3.5188045271514e-05
"1446",-4.52049475582174,0.591545497553092,NA,-0.111218516916582,NA,NA,0.370499602538001,NA,1.23733329721767,-1.17899564862209,NA,4.47976683093269,NA,NA,7,-62.1330633951168,138.9327934569,11.0765212972699,3.51759054553888e-05
"7775",-0.819315011766683,NA,-4.15612254488775,-0.26622869249026,-1.33948916377139,-0.444076702308521,NA,0.0725542066546958,NA,NA,2.29748856406876,3.65962335655243,-1.91678587478022,0.13422138260496,10,-58.800005484149,138.933344301631,11.077072142001,3.51662185583523e-05
"1458",-4.52491950962474,0.59314883887934,NA,NA,NA,-0.0723569483064893,0.376820797430137,NA,1.20243065395483,-1.17038440124191,NA,4.45454373532382,NA,NA,7,-62.133800105036,138.934266876739,11.0779947171083,3.51500005602909e-05
"4680",0.172997362853457,0.987446657862837,-4.24021409719517,0.181245055980441,NA,NA,NA,-1.33363774160213,NA,NA,0.92688991392004,NA,NA,0.141828776551191,7,-62.1344424052169,138.9355514771,11.07927931747,3.51274309575793e-05
"6000",-1.96237713273499,0.981698434665147,-4.81008874300091,0.138353374373728,-1.63340451162938,NA,1.40590212070898,0.0513728407705082,NA,-1.89557249929813,2.46449066940059,3.90371312322353,NA,-0.0391924982507249,11,-57.6636628677453,138.937081833052,11.0808096734211,3.5100562501959e-05
"3285",-3.22958210037226,NA,NA,-0.0635906519147484,NA,-0.168451052637891,NA,-0.50085910099235,1.01331973070792,NA,NA,4.06862114129657,-1.52529527443562,NA,7,-62.1366741679727,138.940015002612,11.0837428429816,3.50491222811586e-05
"3793",-3.26858032409799,NA,NA,NA,NA,-0.164198991355406,NA,-0.477927930667049,1.01694857067886,NA,-0.0384624098016663,4.06442834992321,-1.51909230064326,NA,7,-62.1372542795704,138.941175225807,11.0849030661771,3.50287957752236e-05
"5628",-3.48323372584402,1.44440265757295,-4.10360195841633,NA,-1.52097442661751,0.0603533199733371,1.5644018351046,0.91174618435867,2.47458595088648,-1.1287829178656,NA,3.61501598784505,NA,-0.0763474647193787,11,-57.6663414774304,138.942439052422,11.0861668927914,3.50066676053188e-05
"2368",1.6439355922397,1.38545772185075,-4.24790936491388,0.016038763365428,-1.54118860060736,-0.929606699031139,1.16000028569407,NA,NA,-0.740675306522961,NA,NA,-1.85793805887564,NA,9,-59.9296670364082,138.943671422214,11.0873992625836,3.4985103669846e-05
"4679",0.0307115577401667,NA,-4.02246459622741,-0.0527046941035405,NA,NA,NA,-1.06482420286623,NA,NA,1.5181923991051,NA,NA,0.129518174845173,6,-63.223892976131,138.94482737238,11.0885552127499,3.49648889939952e-05
"2360",0.842469279228983,1.08910963075298,-3.98962825802326,-0.117238152102063,NA,-1.06546558939018,0.895976541357187,NA,NA,-0.667931967168092,NA,NA,-1.38129025770313,NA,8,-61.0413133226699,138.944902094442,11.0886299348113,3.49635826941068e-05
"8156",-1.23491851264092,1.06758666716649,-4.8932086484093,NA,-2.05203502214022,-0.148961975981428,NA,0.563113689655683,2.03344083430892,-1.68293913359272,2.185219475975,3.34947986310675,-1.88226296350527,0.21076667915702,12,-56.5156984188812,138.94550726721,11.0892351075799,3.49530047904825e-05
"5872",-3.35887200577208,1.21460755397708,-4.71868481906831,0.210261533752282,-1.50158035695443,NA,1.54515430586725,-0.0452040395531869,2.02886480169053,NA,1.24939248469715,3.72949632834785,NA,-0.177753144474254,11,-57.6682645748294,138.94628524722,11.0900130875893,3.49394110650675e-05
"5824",-3.38922245896404,1.21322370092369,-4.72282767737383,0.210002402325267,-1.50776794242927,0.00648558113994449,1.53837979524698,NA,2.04173122503552,NA,1.23298871723891,3.74428297665694,NA,-0.178411577538406,11,-57.6686115987223,138.946979295006,11.0907071353752,3.49272883581788e-05
"6708",0.694606619098985,0.921175616780997,-4.56796608881742,NA,NA,-1.14455587681613,0.679228331439067,NA,NA,NA,0.63131724593758,NA,-1.56975365580602,0.225354369752961,8,-61.0435524564674,138.949380362037,11.0931082024062,3.48853821378439e-05
"347",0.226144311125659,NA,-3.09823620448947,NA,-0.692826299996002,-0.520614275173345,NA,0.363055021920897,NA,-0.743290863553304,NA,NA,NA,NA,6,-63.2262060426161,138.949453505351,11.0931813457202,3.48841063449424e-05
"5975",-2.11296129626417,NA,-3.84744880651535,-0.276806659121597,NA,-0.455991258527426,NA,0.263855640440124,NA,-1.52679652054384,2.28557463566587,3.79504695765694,NA,0.094027592539278,9,-59.9330114917485,138.950360332895,11.0940881732643,3.4868292995966e-05
"7197",-2.83398584052687,NA,NA,0.046207489590033,-0.700021032375157,-0.185096366436465,NA,NA,NA,NA,NA,4.36974122754941,-1.65802752547878,0.0704183518919385,7,-62.1429119797868,138.95249062624,11.0962184666098,3.48311729223671e-05
"7213",-3.10144505599937,NA,NA,0.084391564746276,-0.760351633267197,NA,0.255456857683569,NA,NA,NA,NA,4.48729800879031,-1.60801903290833,0.0538117558355038,7,-62.1430654365593,138.952797539785,11.0965253801548,3.4825828253087e-05
"5027",-1.16874683150065,NA,-4.40649102110429,NA,NA,NA,0.865063764872462,NA,1.607409275064,-1.79522097516979,1.8341606831979,NA,NA,0.181385720593581,7,-62.1433415059485,138.953349678564,11.0970775189332,3.48162152349433e-05
"7705",-2.80795222667197,NA,NA,NA,-0.698159213946621,-0.188356087439176,NA,NA,NA,NA,0.00466970202656854,4.37027614394678,-1.65861465956444,0.0668898369989512,7,-62.1435010355625,138.953668737792,11.0973965781613,3.48106614605717e-05
"3629",-3.07371683941477,NA,NA,0.0813901144193673,-0.750766556088213,NA,0.271918501356748,NA,NA,NA,-0.0383656485234819,4.47146474579363,-1.59164265887788,NA,7,-62.144137699708,138.954942066083,11.0986699064523,3.47885058141407e-05
"7721",-3.04039181891945,NA,NA,NA,-0.744336653520216,NA,0.258787891867319,NA,NA,NA,-0.0375369781032504,4.46958767705241,-1.6029763013319,0.0511954567623753,7,-62.1443600927858,138.955386852238,11.0991146926079,3.4780769951493e-05
"1642",-3.50562022092507,0.854720119049047,NA,NA,-0.543672433526748,NA,0.554916489631225,-0.739632942613787,NA,NA,-0.560631586142486,4.34939491026061,NA,NA,7,-62.144795495853,138.956257658373,11.0999854987423,3.47656295938957e-05
"608",0.894843251152495,1.11148033421289,-4.86050211613842,0.184358256106336,-1.22237505441022,-0.578392108885417,NA,-0.90149441233256,NA,NA,1.37998592013894,NA,NA,NA,8,-61.0474635398385,138.957202528779,11.1009303691483,3.47492089657667e-05
"6427",1.26093770849179,NA,-3.02412191759119,NA,-0.895184977350837,-0.678931474890118,NA,NA,NA,-0.405957069976866,NA,NA,-1.8696118515385,0.302785476492676,7,-62.1458681769587,138.958403020584,11.1021308609537,3.47283571541976e-05
"3613",-2.80931378566356,NA,NA,0.0342999789783238,-0.703056260358608,-0.185048553728049,NA,NA,NA,NA,0.00932884449464423,4.37393673626421,-1.64435436219416,NA,7,-62.1459957731289,138.958658212924,11.1023860532941,3.47239262315177e-05
"635",0.423616829287865,NA,-4.66275008836761,NA,-1.13415316161335,-0.529453150949422,0.891329854486839,-0.915094499150958,NA,NA,2.09291799460445,NA,NA,NA,7,-62.1462466299996,138.959159926666,11.1028877670355,3.47152165885271e-05
"7873",-3.41616970852039,NA,NA,NA,NA,NA,NA,-0.505633196972641,1.06886238656935,NA,-0.0530408405384871,4.11067350141555,-1.50565364719165,0.0939007441143108,7,-62.1463209122454,138.959308491158,11.1030363315272,3.47126379600487e-05
"7365",-3.39049156550677,NA,NA,-0.0339906405524918,NA,NA,NA,-0.542133758456845,1.06149721146961,NA,NA,4.11756472785784,-1.51201298181113,0.0890012458023462,7,-62.1471070069444,138.960880680556,11.1046085209251,3.46853612617992e-05
"6816",1.22907722657828,1.24711503589934,-5.39744293129483,-0.463775556569835,-2.02007997158461,-0.648585567210559,NA,NA,2.31520868879657,NA,1.3166739424916,NA,-2.37776380409364,0.165408385385674,10,-58.8145544839405,138.962442301214,11.1061701415839,3.46582891439175e-05
"6876",1.09098857755856,1.26422912618855,-5.22223117218014,NA,-1.93388186091208,-0.543312970088159,NA,-0.501181771990908,2.18194250890051,NA,1.3828510660945,NA,-2.26462857893553,0.201232924749186,10,-58.8148156007339,138.962964534801,11.1066923751707,3.46492404640242e-05
"4700",0.965149480892061,1.10234209440453,-4.86961001866074,NA,-1.20861892613565,-0.589981520049849,NA,-0.900766269027692,NA,NA,1.40025163234756,NA,NA,0.0690360818395141,8,-61.0530041806528,138.968283810407,11.112011650777,3.45572084743645e-05
"3781",-3.37366119375216,NA,NA,-0.046409871538005,NA,NA,NA,-0.499250178815744,1.07410936787321,NA,-0.0442566046806383,4.11650088831624,-1.48727108558698,NA,7,-62.151297436207,138.969261539081,11.1129893794503,3.45403188162799e-05
"5884",-3.2491015422489,1.20396173619211,-4.71895807057457,NA,-1.4951074071069,-0.000262057846685477,1.53012797520881,-0.0402799858623994,2.03700928216216,NA,1.27878506967792,3.73171319897869,NA,-0.193020532653444,11,-57.6801175804529,138.969991258467,11.1137190988364,3.45277187449276e-05
"7651",-3.34468521015319,NA,-2.6872253650398,NA,NA,NA,0.915090627748149,0.727676575679849,1.51257567495152,-0.568091842921067,NA,3.7293404880091,-1.23913677909003,0.16763345832208,9,-59.9438541120297,138.972045573457,11.1157734138267,3.44922715478721e-05
"2616",0.935979952901029,0.91741782933767,-4.58042038552739,-0.289987404735387,NA,-1.16986962750923,0.693450115138374,NA,NA,NA,0.690568347315777,NA,-1.56897986489749,NA,8,-61.0559869232559,138.974249295614,11.1179771359833,3.44542867871598e-05
"3008",1.16061042943321,1.24009871452612,-5.83344908566316,-0.539282883395557,-2.45259808820897,-0.565367242360455,1.44284916957817,NA,2.65655182053066,-1.98030801447163,2.33359624520235,NA,-2.17943817791572,NA,11,-57.6840238007779,138.977803699117,11.1215315394863,3.43931089471186e-05
"3761",-3.75762702695223,NA,NA,NA,NA,-0.204099359879978,0.335750276947718,NA,1.12305145753644,NA,-0.293264840874991,4.20843309079021,-1.45110850897934,NA,7,-62.1574963417283,138.981659350123,11.125387190493,3.43268689046883e-05
