"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"1972",-3.21571597724825,1.03946136025852,-4.29740531910128,NA,NA,-0.327361449686667,1.34451466369295,NA,1.50652776806122,-1.28290736126417,1.38346686265892,3.65748557560614,NA,NA,9,-58.3240437063887,135.732424762175,7.87615260254454,0.000174259521600394
"323",-0.158958372515363,NA,-2.9542507919839,NA,NA,NA,NA,-0.107801189171516,NA,-0.649680228097689,NA,NA,NA,NA,4,-63.7495912789157,135.733100686486,7.87682852685602,0.000174200638427518
"220",-0.433398679397436,1.44290910972335,-4.50139137291354,NA,-1.3217704414456,-0.277206199183712,NA,-0.112566224838422,2.18619504913447,NA,NA,NA,NA,NA,7,-60.5337249753855,135.734116617438,7.87784445780731,0.000174112172987957
"2468",-0.920162334398098,1.23596865315105,-4.18331019494433,NA,NA,NA,1.00790472827297,NA,2.30211012577216,-0.863236838796625,NA,NA,-1.2308722808473,NA,7,-60.5339227093485,135.734512085364,7.87823992573318,0.000174077748501555
"7943",-1.65424763228149,NA,-3.69640198567605,-0.286628113784156,NA,NA,NA,NA,NA,-1.30696554992819,2.15964105268265,3.84004551643362,-1.33246578704801,0.189583448462277,8,-59.4377423664865,135.737760182075,7.88148802244449,0.000173795267264028
"263",-0.211868183920922,NA,-2.99705015624013,0.0352766933960276,NA,NA,NA,NA,NA,-0.687923782356561,NA,NA,NA,NA,4,-63.7524056916076,135.73872951187,7.88245735223974,0.000173711055207573
"4252",-0.468689081553709,1.4344343123492,-4.55001123226648,NA,-1.34011927841105,-0.290568885600598,NA,NA,2.20950472081087,NA,NA,NA,NA,-0.0210866515591452,7,-60.536507531677,135.739681730021,7.88340957039021,0.000173628369482994
"844",1.21830455280494,0.974232923386892,-5.09753734643012,NA,-1.65452155315622,NA,NA,-0.582904378734903,NA,-1.82993698341416,2.35397204073625,NA,NA,NA,7,-60.5367975895017,135.74026184567,7.88398968603961,0.000173578014519114
"7396",-3.11789890060152,1.23566185055605,-3.50328001597122,NA,NA,NA,1.16241423098064,-0.120860124969186,1.83079266082072,NA,NA,3.61804477434518,-1.2761091532538,0.0930359992054142,9,-58.3294344259427,135.743206201283,7.88693404165254,0.000173322664824644
"2891",1.97733203269397,NA,-4.8951877318019,NA,-1.85017564412294,NA,NA,-0.429549928839009,NA,-1.82997876367081,2.99405588089081,NA,-1.78714848689478,NA,7,-60.5386900261815,135.74404671903,7.88777455939935,0.000173249839740555
"7336",-3.23816054314081,1.22237672036241,-3.54616975208311,0.0756120159224283,NA,NA,1.14304771495323,NA,1.83978888824868,NA,NA,3.66257060715425,-1.26438480806771,0.0939933476449605,9,-58.3310520388996,135.746441427197,7.89016926756635,0.00017304252247833
"3086",-3.14592506744573,0.598789538896018,NA,0.0806173173889019,-0.946917812153196,NA,NA,NA,NA,NA,NA,4.76260599223238,-1.62634868062367,NA,6,-61.6255858029751,135.748213026068,7.89194086643811,0.000172889309377593
"99",-0.401725901240535,NA,-3.09157416339916,NA,NA,NA,0.648726260601987,-0.486204448249893,NA,NA,NA,NA,NA,NA,4,-63.7575169474098,135.748952023474,7.89267986384409,0.00017282543880279
"3932",-0.265586949037344,0.930178230384633,-4.6479471004163,NA,-1.78048976638543,-0.424059767363854,NA,0.278250781764384,NA,-1.60137419263089,2.43032986114883,3.57506029781936,-1.78488343935662,NA,10,-57.2082176043199,135.749768541973,7.89349638234283,0.000172754895619806
"3735",-2.01634565080771,NA,-3.65521818022466,-0.327338608775503,NA,-0.471929969342874,NA,NA,1.02107972252487,NA,1.69793707960463,3.63453565447557,-1.55666781257091,NA,8,-59.4438952004722,135.750065850046,7.89379369041588,0.000172729216815919
"7178",-3.11362881106851,0.597346009582616,NA,NA,-0.941820769912188,NA,NA,NA,NA,NA,NA,4.76254810912041,-1.6359355769372,0.0369162525430424,6,-61.6265815448754,135.750204509869,7.89393235023867,0.000172717241929735
"3304",-3.14364471756318,1.2399493148956,-3.50659302041776,0.0718432745106378,NA,NA,1.18115660825995,-0.119748784823927,1.82972708224719,NA,NA,3.62437399836003,-1.25148023737667,NA,9,-58.333275806923,135.750888963244,7.89461680361315,0.000172658143593292
"1321",-3.52854905767492,NA,NA,NA,-0.58554297598786,NA,0.428439281210411,NA,NA,-0.983152227110363,NA,4.33295195227697,NA,NA,5,-62.7022834767345,135.75750812994,7.90123597030926,0.000172087661625883
"208",-0.685166772112867,1.44970904572773,-4.49639484690494,0.293375170582397,-1.40403997668893,NA,NA,-0.197106768651647,2.2831314641002,NA,NA,NA,NA,NA,7,-60.5459406887686,135.758548044204,7.90227588457346,0.000171998206677259
"7827",-2.25864234338457,NA,-3.63356912691476,NA,NA,-0.464556823490861,NA,NA,1.00355771603056,NA,1.64073917768477,3.64350194436096,-1.55845323897136,0.181379715517658,8,-59.4520782210832,135.766431891268,7.91015973163776,0.000171321537464233
"7443",-1.59812964196524,NA,-2.20417994599591,NA,NA,-0.372431636621875,NA,NA,NA,-0.24973359374949,NA,3.40334837760512,-1.4739356077119,0.232347826363257,7,-60.5510561717369,135.76877901014,7.91250685051004,0.000171120599386778
"2260",0.166552637750563,1.23855955208272,-3.95317756935831,NA,NA,-0.734088780740716,NA,-0.532864339951958,1.78298719838807,NA,NA,NA,-1.52155964109036,NA,7,-60.5513355179248,135.769337702516,7.91306554288595,0.000171072804175675
"3399",-2.20777289654442,NA,-2.39197547253941,-0.0193461868542333,NA,NA,NA,0.66605150959364,NA,-0.481973787546456,NA,3.82971474481226,-1.28802059356185,NA,7,-60.5513623371565,135.76939134098,7.91311918134936,0.000171068216196025
"3020",1.04026592609285,1.18393069852639,-5.47442317985459,NA,-2.32237722514456,NA,NA,-0.134154063750129,2.54692287761161,-1.75051537576982,2.19964295584161,NA,-1.96686366677592,NA,9,-58.3430978974453,135.770533144288,7.91426098465779,0.000170970580941131
"80",0.436393739530235,1.29180170103022,-4.06071775494333,0.418213214484567,-1.1657207625102,NA,NA,-0.607847623244735,NA,NA,NA,NA,NA,NA,6,-61.6373353447512,135.771712109621,7.9154399499903,0.000170869826446658
"2708",-0.00719409228135117,1.07699427774228,-4.50906732702977,NA,NA,-0.828685534487582,NA,NA,1.76215191586745,NA,0.502280183217991,NA,-1.55835784705286,NA,7,-60.5526122694152,135.771891205497,7.91561904586671,0.000170854526091067
"7452",-0.643742886510416,1.29775621715762,-3.21952128883699,NA,-1.20904167793907,-0.346258131283914,NA,NA,NA,-0.439027843005816,NA,3.33870261062857,-1.6970069509513,0.231938207597741,9,-58.3442370709753,135.772811491348,7.91653933171783,0.000170775926674455
"3408",-1.22865764150821,1.23455062704641,-3.34064497210744,0.122878658052925,-1.361842674851,NA,NA,0.654707406911563,NA,-0.680454165270792,NA,3.73998839168232,-1.53372267391049,NA,9,-58.3447175010863,135.77377235157,7.91750019193982,0.000170693900482551
"4240",-0.76174031015607,1.43267316591557,-4.58416249783602,0.279090040680816,-1.44056773542208,NA,NA,NA,2.331830768705,NA,NA,NA,NA,-0.00851900033372982,7,-60.5555413753439,135.777749417354,7.92147725772396,0.00017035480730767
"8003",-1.79932775223256,NA,-3.66126111878177,NA,NA,NA,NA,-0.06015926385286,NA,-1.27030480758534,2.12582419419178,3.82817585220993,-1.33093877047709,0.213928039675065,8,-59.4587268388374,135.779729126777,7.92345696714618,0.000170186264229439
"1801",-3.410467090917,NA,NA,NA,-0.648746847854453,NA,NA,NA,NA,-1.13450507717075,0.324579999949231,4.39163636820781,NA,NA,5,-62.7135431121048,135.78002740068,7.92375524104988,0.000170160885061278
"3911",-1.57647084032329,NA,-3.67779843141437,-0.322014652051992,NA,NA,NA,-0.0354325898376788,NA,-1.27457306913794,2.17737022459365,3.84504315225425,-1.30988396897553,NA,8,-59.4593754414961,135.781026332094,7.92475417246369,0.000170075916755677
"3394",-2.64826855628255,0.680437840019139,NA,NA,NA,NA,NA,-0.92181006054453,NA,-0.586223069292258,NA,4.2770074935345,-1.37660935629574,NA,6,-61.6423075484353,135.781656516989,7.92538435735851,0.000170022335560779
"7828",-2.31278009112777,1.01366443532905,-3.89892895491232,NA,NA,-0.45981571675249,NA,NA,1.41310185360226,NA,0.958726830680668,3.5885356724151,-1.47921139362771,0.159951424072185,9,-58.348854248466,135.78204584633,7.92577368669923,0.000169989241440106
"4075",-2.08099598037055,NA,-4.92715737558753,NA,-2.10270891526848,NA,1.40205243191072,0.578371136440428,2.02401100865434,-2.07739231499307,3.06240118724077,3.72342338947171,-1.64607032600368,NA,10,-57.2244865143193,135.782306361972,7.92603420234148,0.00016996710045395
"5703",-2.69822900396673,NA,-3.53153417229567,-0.0927459002365897,NA,NA,NA,-0.155880881235651,NA,NA,1.65860642778431,3.97967110135436,NA,-0.0162038356874069,7,-60.5583221441096,135.783310954886,7.92703879525546,0.000169881748019495
"835",0.273919693273875,NA,-4.16814619549548,NA,NA,NA,NA,-0.739540442279738,NA,-1.51254265326419,2.10932540227855,NA,NA,NA,5,-62.7152183742365,135.783377924944,7.92710576531319,0.000169876059619498
"2276",-0.619815360477929,1.27971917781894,-4.01347005551302,NA,NA,NA,1.04141415535603,-0.918835157277526,2.13019080029516,NA,NA,NA,-1.37933463154625,NA,7,-60.5584580773571,135.783582821381,7.9273106617505,0.000169858657011246
"6795",0.39370147562113,NA,-4.87162780847436,NA,-1.85622953109667,NA,NA,NA,2.04023971509733,NA,1.94977204386723,NA,-2.06405185478459,0.150055490112249,7,-60.5588781002178,135.784422867102,7.92815070747194,0.000169787327473277
"1971",-3.10841650680213,NA,-4.01555940187305,NA,NA,-0.341519796901908,1.19501420601189,NA,1.10792218903495,-1.51047332523251,2.20504997766413,3.73190086268851,NA,NA,8,-59.4617856690169,135.785846787136,7.92957462750526,0.00016966648870607
"3796",-2.12554751010379,1.02396895587599,-3.86028458596487,NA,NA,-0.434330531681369,NA,-0.238832505574804,1.37896023100818,NA,1.05208255954014,3.53183914075937,-1.46747586933237,NA,9,-58.3534561085108,135.791249566419,7.9349774067888,0.000169208771924959
"3736",-2.14464367895282,1.00843801894159,-3.908383247196,-0.197786100893971,NA,-0.469486265965914,NA,NA,1.41426479190592,NA,1.00124010409054,3.58598709950434,-1.4763336279521,NA,9,-58.3543195712904,135.792976491978,7.93670433234801,0.000169062729508588
"3699",-1.85146865385102,NA,-3.73578352283157,NA,NA,-0.619745290973526,0.895372698645709,-0.346997008588606,NA,NA,1.81474944272859,3.72105682319711,-1.50826631109978,NA,8,-59.4654960003085,135.793267449719,7.93699529008832,0.000169038136242657
"648",-1.25477882292405,1.14025770242203,-4.4504469121861,0.0826701032606271,NA,NA,NA,NA,1.99367136399407,NA,0.204665117795432,NA,NA,NA,6,-61.648676166878,135.794393753874,7.9381215942439,0.000168942968864376
"3465",-3.10283118300841,NA,NA,NA,-0.852088302689819,NA,NA,NA,1.33125287303179,-0.795222331521384,NA,4.10081164645253,-1.558500083641,NA,6,-61.6489371397265,135.794915699571,7.938643539941,0.000168898885089133
"7260",-0.975839008221105,1.24389915003401,-3.46918354283537,NA,-1.24895150060213,-0.448551549823233,NA,0.467842966287805,NA,NA,NA,3.54264264084473,-1.75491116689308,0.191952500165199,9,-58.3555204461722,135.795378241742,7.93910608211162,0.000168859828177212
"4740",-1.22007519199831,1.1339854950031,-4.45458882173702,NA,NA,NA,NA,NA,1.99076801754201,NA,0.219114602918214,NA,NA,0.0266606261363623,6,-61.650056274043,135.797153968204,7.94088180857396,0.000168709970281054
"1473",-4.04547965153703,NA,NA,NA,NA,NA,NA,-0.139568517024069,1.05265896595548,-0.905545986189916,NA,4.17257542030126,NA,NA,5,-62.7230573769699,135.79905593041,7.94278377077994,0.000168549606550955
"1413",-4.08120530374257,NA,NA,-0.131205371879581,NA,NA,NA,NA,1.07547700301207,-0.957440872375807,NA,4.23150638593819,NA,NA,5,-62.7238139402527,135.800569056976,7.94429689734555,0.00016842213633303
"1387",-2.93272419419496,NA,-2.6899784739688,NA,-0.829516781107007,NA,0.919937206618929,1.08798362434816,NA,-0.838992392911192,NA,3.98146936926383,NA,NA,7,-60.5671620202486,135.800990707164,7.94471854753344,0.000168386632463
"2203",0.36727313615748,NA,-3.17204534122527,NA,-1.12031375629705,-0.438048395037607,NA,NA,1.75280672766887,NA,NA,NA,-1.8755136000677,NA,6,-61.653824557774,135.804690535666,7.94841837603597,0.000168075419579211
"4300",-0.547490535837187,1.4394925232143,-4.48763162604901,NA,-1.39472489172149,NA,NA,-0.174372013860876,2.29976206659298,NA,NA,NA,NA,-0.00848224078403302,7,-60.5695039705725,135.805674607812,7.94940244818132,0.000167992740751999
"5505",-4.13070570615714,NA,NA,NA,NA,NA,NA,NA,1.06693326380684,-0.945647573202361,NA,4.23571714393693,NA,-0.0631263181772449,5,-62.726388328421,135.805717833313,7.94944567368218,0.000167989110006055
"7191",-1.68546073610924,NA,-2.26094934742925,0.0479155008948851,NA,-0.388752968151912,NA,NA,NA,NA,NA,3.42938245437421,-1.50070902169518,0.223816565734221,7,-60.569690530772,135.806047728211,7.94977556858034,0.000167961402916056
"3795",-2.19305285111644,NA,-3.61551809237291,NA,NA,-0.447864583106635,NA,-0.0426411570419438,0.996448976691252,NA,1.6637367278231,3.64241784645777,-1.52805336766197,NA,8,-59.4722028528819,135.806681154866,7.95040899523512,0.000167908215724256
"2947",-0.174006508963591,NA,-4.24506686898678,NA,NA,NA,NA,NA,1.53445980822755,-1.37837589041421,1.74723381572955,NA,-1.3980085636691,NA,6,-61.6555630503852,135.808167520889,7.95189536125825,0.000167783475548958
"2948",-0.351534164831194,1.01133871659237,-4.552297794086,NA,NA,NA,NA,NA,2.0385152545123,-1.20625673398147,1.0108199000592,NA,-1.30661108883972,NA,7,-60.5710559570636,135.808778580794,7.95250642116348,0.000167732220501999
"1425",-4.12943609511037,NA,NA,NA,NA,-0.0299420699255528,NA,NA,1.05573510354184,-0.951235041186972,NA,4.22406496987232,NA,NA,5,-62.7285044982872,135.809950173045,7.95367801341463,0.000167633992390727
"1921",-4.14760956298907,NA,NA,NA,NA,NA,NA,NA,1.07068087783068,-0.938913979139281,-0.0242656634371944,4.22754594697798,NA,NA,5,-62.728747286451,135.810435749373,7.95416358974221,0.000167593297781811
"4232",-1.29211268147988,1.1841409718271,-4.32255776488481,0.124881911129682,NA,NA,NA,NA,2.01702565495331,NA,NA,NA,NA,0.0375325739402625,6,-61.6588236610331,135.814688742185,7.95841658255422,0.000167237289895308
"3639",-1.88913783856061,NA,-3.77896399350157,-0.204243589914732,NA,-0.659351602980661,0.818950048676506,NA,NA,NA,1.72316414847831,3.80765045314706,-1.50741374010437,NA,8,-59.4796685767144,135.821612602531,7.9653404429002,0.000166659327086053
"7731",-2.04440818189941,NA,-3.76742780095757,NA,NA,-0.655813071891787,0.819366478929802,NA,NA,NA,1.6831877601644,3.80668120819524,-1.51483593909829,0.131463242157702,8,-59.4798202875693,135.82191602424,7.9656438646099,0.000166634044974905
"803",-0.195441102186282,NA,-4.36574409613431,NA,NA,NA,0.643811754377801,NA,NA,-1.76836237211667,1.89269483971321,NA,NA,NA,5,-62.7351799427532,135.823301061977,7.96702890234651,0.000166518687702812
"4015",-1.51840003925844,NA,-4.86891909879801,-0.399260952765686,-2.02687828985559,NA,1.42713275184686,NA,1.95986367103471,-1.98735098420189,3.25943693860417,3.52932588092444,-1.71615951052327,NA,10,-57.247163281154,135.827659895641,7.97138773601101,0.000166156169254845
"2020",-3.36917734262103,1.04907551244816,-4.21904916844163,NA,NA,NA,1.3440943879496,-0.184716880395529,1.60631056562167,-1.2829993365793,1.38211537371214,3.71851383443531,NA,NA,9,-58.3727711226158,135.829879594629,7.97360743499881,0.000165971863209393
"1660",-2.17942300794577,1.07958314288066,-4.49168946742552,NA,-1.2202107264527,-0.308114952170486,1.27959114684695,-0.343749344489995,NA,NA,1.57050920740882,3.83738006132617,NA,NA,9,-58.3737037198811,135.83174478916,7.97547262952939,0.000165817150457207
"3360",-0.661325595901404,1.29953217076916,-3.19987950239254,0.094444491870027,-1.20353777922033,-0.335072022570727,NA,NA,NA,-0.418758295164239,NA,3.3584545656897,-1.6425665070121,NA,9,-58.3740536800327,135.832444709463,7.9761725498327,0.00016575913121489
"3351",-1.55108090321468,NA,-2.18296374760139,0.00666600369748039,NA,-0.366110469310985,NA,NA,NA,-0.228689216442199,NA,3.4155252765871,-1.4379942351794,NA,7,-60.5846741657761,135.836014998219,7.97974283858842,0.000165463491192295
"1600",-2.48718215695676,1.07680725284594,-4.52269712995543,0.269508423697305,-1.25779029345373,-0.327133695099702,1.25128655938433,NA,NA,NA,1.42634812582271,3.9434535340612,NA,NA,9,-58.3768060983363,135.83794954607,7.98167738643987,0.000165303520052035
"3168",-0.977005045088155,1.24479416868027,-3.45609642065746,0.0523017826867645,-1.24761655136712,-0.438980131514973,NA,0.483339244269724,NA,NA,NA,3.55992139673032,-1.70914768665987,NA,9,-58.3770530538351,135.838443457068,7.98217129743743,0.000165262702479059
"308",0.107797031293796,1.15629638595105,-4.03687650899446,NA,NA,-0.952486252729194,0.942136356255074,NA,NA,-0.887829005430868,NA,NA,NA,NA,6,-61.6708454276499,135.838732275418,7.98246011578765,0.000165238838751631
"1960",-3.44415920565803,1.03793854600978,-4.23896824197338,-0.037809030833482,NA,NA,1.31268467390142,NA,1.63461699405645,-1.31486891199852,1.33477359377368,3.763850994559,NA,NA,9,-58.3786375647033,135.841612478804,7.98534031917386,0.000165001049281782
"6052",-3.46584152986051,1.04009109382783,-4.23786073329019,NA,NA,NA,1.31352614466971,NA,1.63402682406513,-1.31000355707737,1.32634730173551,3.76420439954319,NA,0.00141588256774296,9,-58.3790243198383,135.842385989074,7.98611382944382,0.000164937246617494
"4172",0.595762506792778,1.27687030525193,-4.04646688446505,NA,-1.1368149479952,NA,NA,-0.60254436735813,NA,NA,NA,NA,NA,0.129904851423898,6,-61.672966087659,135.842973595436,7.9867014358059,0.000164888794647787
"2835",1.08004878964693,NA,-4.30739548138159,NA,NA,-0.951101702600869,NA,NA,NA,-1.37052133653804,1.92881852243018,NA,-1.51080540305511,NA,6,-61.6730666374937,135.843174695106,7.98690253547535,0.000164872215940244
"1193",-4.60410777504313,NA,NA,NA,-0.649420493879271,NA,0.417569120540046,NA,1.2302206504952,NA,NA,4.46726644818641,NA,NA,5,-62.7451220079375,135.843185192346,7.98691303271518,0.000164871350590919
"5835",-3.00268709823887,NA,-4.14790908640229,NA,-1.30122482710601,NA,NA,0.377333453579642,1.45661357000404,NA,2.00352807527459,3.8479760354109,NA,-0.069634594621329,8,-59.4904755448858,135.843226538873,7.9869543792429,0.000164867942197216
"1755",-3.07146756010168,NA,-4.14252425840495,NA,-1.32075055878246,0.0813308086971407,NA,0.357813923020118,1.49137353343902,NA,1.99335441412572,3.8631818504829,NA,NA,8,-59.4906341274563,135.843543704014,7.98727154438409,0.00016484179908811
"1743",-2.98681009603783,NA,-4.15449953415811,-0.0831953089311402,-1.29333850855342,NA,NA,0.375515548876595,1.4610152579587,NA,2.00480577327758,3.8462359733096,NA,NA,8,-59.4916476835647,135.845570816231,7.98929865660087,0.000164674807317786
"3940",-1.92493066615238,0.900445504210724,-3.98111463949253,NA,NA,NA,1.12222659041161,-0.548167613939392,NA,-1.104736885116,1.65745018179966,3.86692252134908,-1.19744920558889,NA,9,-58.381620114594,135.847577578586,7.99130541895521,0.000164509658583191
"4876",1.0011668317437,0.943219680753277,-5.23617396673488,NA,-1.72877492717861,NA,NA,NA,NA,-2.04736346614376,2.26368088102037,NA,NA,0.187082292596551,7,-60.5905155855364,135.847697837739,7.991425678109,0.000164499766984417
"5692",-2.29995900270691,1.0668987691452,-4.5256380788175,NA,-1.25141861664958,-0.337977284308544,1.25837027105976,NA,NA,NA,1.48422455773717,3.95457376697151,NA,-0.152521268101738,9,-58.3817342788184,135.847805907034,7.99153374740398,0.00016449087853764
"7239",-2.30706109179188,NA,-2.43673121294917,0.0439790224824066,NA,NA,NA,0.468058352260004,NA,NA,NA,3.80793705380139,-1.38432697412676,0.192216432852709,7,-60.5925184787371,135.851703624141,7.99543146451053,0.000164170621251504
"5385",-3.32054768435203,NA,NA,NA,-0.555911658794948,NA,NA,NA,NA,-0.925138862458369,NA,4.29150737794614,NA,-0.0775236987173823,5,-62.7517505634314,135.856442303333,8.00017014370299,0.000163782105742379
"6212",0.763325928232783,1.05228890351276,-3.62439986815297,NA,NA,NA,NA,-0.978781402973036,NA,NA,NA,NA,-1.40138580316759,0.31335644098476,6,-61.6800614688305,135.857164357779,8.00089219814903,0.000163722986616011
"6292",-0.10712333268396,1.17850018542709,-4.19634072825454,NA,NA,-0.79671289742912,NA,NA,1.82711165296929,NA,NA,NA,-1.54890379015026,0.202730703303798,7,-60.5968060238387,135.860278714344,8.0040065547136,0.000163468239132043
"2340",0.311131199386339,1.00445190257413,-3.92646533265487,NA,NA,NA,0.751427029930414,NA,NA,-0.805333373446835,NA,NA,-1.20064767051492,NA,6,-61.681820343473,135.860682107064,8.00440994743404,0.000163435271508035
"1305",-3.36504236514455,NA,NA,NA,-0.562063342428468,0.0298561266683307,NA,NA,NA,-0.937269967459597,NA,4.30364865276745,NA,NA,5,-62.7552320995801,135.863405375631,8.00713321600033,0.000163212883878944
"1353",-3.37465343870499,NA,NA,NA,-0.56076413050196,NA,NA,0.0386198872537921,NA,-0.948393744248394,NA,4.30882636686284,NA,NA,5,-62.7552968788867,135.863534934244,8.00726277461366,0.00016320231140393
"3170",-2.84919813586105,0.703788586642214,NA,NA,NA,NA,0.464414739622407,-1.25930213673293,NA,NA,NA,4.3054382955306,-1.46590466435457,NA,6,-61.6833550467899,135.863751513698,8.0074793540678,0.000163184639227046
"1293",-3.36342017094713,NA,NA,0.0245868056959113,-0.554862320774379,NA,NA,NA,NA,-0.934418432459436,NA,4.29104802801058,NA,NA,5,-62.7555350536071,135.864011283685,8.00773912405434,0.00016316344536769
"3650",-2.72330783082404,0.763009147820227,NA,NA,NA,NA,NA,-0.892315778677587,NA,NA,-0.409682674800088,4.27007930721619,-1.417566181467,NA,6,-61.6836660301287,135.864373480376,8.00810132074535,0.000163133899413129
"3499",-2.40222066468122,NA,-2.52645227082749,NA,-1.03927405457864,NA,1.22613929314257,NA,1.78456255014552,-0.38744706882387,NA,3.31593332934292,-1.52144457236849,NA,8,-59.5011589654019,135.864593379906,8.00832122027528,0.000163115963865254
"6412",1.46414895014801,1.25576178085762,-4.05385568156732,NA,-1.54163564279585,NA,NA,NA,NA,-0.74135936097073,NA,NA,-1.67751067991382,0.334484824392372,7,-60.6002265817048,135.867119830076,8.01084767044581,0.000162910041778248
"7952",-0.358393547631302,0.91779702961984,-4.57380811965229,-0.179088057715515,-1.80424940800371,NA,NA,NA,NA,-1.63618492947104,2.48287435015801,3.64493296703559,-1.72950398453451,0.207119860120346,10,-57.2678425930825,135.869018519498,8.01274635986805,0.000162755457380248
"4131",-0.602327729723215,NA,-3.31978176336413,NA,NA,NA,0.533523375337831,NA,NA,NA,NA,NA,NA,0.123706860692189,4,-63.8182120197084,135.870342168072,8.01407000844144,0.000162647777502271
"8012",-0.566638893915611,0.915265610813124,-4.58388345866837,NA,-1.82401832649006,NA,NA,0.181917955074854,NA,-1.67010607846399,2.4165358412935,3.70462026810382,-1.6994074087464,0.217038798764099,10,-57.2694048522958,135.872143037925,8.01587087829454,0.000162501389678928
"7440",-1.0135464704294,1.28235513537652,-3.17766468412026,0.186312174752422,-1.25784103843742,NA,NA,NA,NA,-0.495931231039529,NA,3.50450801667331,-1.5883422310274,0.239884537493952,9,-58.3943026171755,135.872942583749,8.0166704241182,0.000162436439008823
"5224",-2.9881314751926,1.16772456432689,-3.33244986574361,0.278253235840336,NA,NA,1.08960612478752,-0.237044943906854,NA,NA,NA,3.89970644465988,NA,-0.0219111514049627,8,-59.505642741711,135.873560932524,8.01728877289345,0.000162386225585017
"1648",-2.4534340528139,1.08601072912615,-4.42803125229645,0.310385665579971,-1.30153549092883,NA,1.2720288619238,-0.43056356587983,NA,NA,1.52939383651482,3.92564897021978,NA,NA,9,-58.3947561192146,135.873849587827,8.01757742819647,0.00016236279045365
"1959",-3.21220178652687,NA,-3.9694734989052,-0.247273501979218,NA,NA,1.14497332397578,NA,1.2506876008257,-1.55749448167974,2.18007114240533,3.81732546110304,NA,NA,8,-59.5064438134954,135.875163076093,8.01889091646213,0.000162256194650546
"2443",0.162161399968643,NA,-3.07525132596482,NA,-1.21293246978228,NA,NA,NA,1.92951689593586,-0.424683360123075,NA,NA,-1.71202702944169,NA,6,-61.6902035078238,135.877448435766,8.02117627613562,0.000162070893658548
"3791",-1.72567043560466,NA,-4.29305896566235,-0.362676915036496,-1.6199988872695,NA,NA,0.298139730472884,1.69142791011223,NA,2.1998467319716,3.63107772732539,-1.87129523786895,NA,9,-58.3971338700691,135.878605089536,8.02233292990537,0.000161977190801541
"1267",-3.95613095570631,NA,-2.85394951523786,NA,NA,-0.268134778418112,1.012296767255,0.707308722159936,1.46299081142212,NA,NA,3.79455946196372,NA,NA,7,-60.6071176689051,135.880902004477,8.02462984484644,0.000161791273666105
"6188",1.07537098720237,1.23788203889013,-4.38977700383507,NA,-1.59666096063702,NA,0.803122945480688,NA,NA,NA,NA,NA,-1.75052455986389,0.243471083385874,7,-60.6077370258465,135.88214071836,8.02586855872919,0.000161691098143112
"2372",0.83734604683532,1.05520199760756,-3.57518103492333,NA,NA,NA,NA,-0.762875982406472,NA,-0.425959601452513,NA,NA,-1.27488764982681,NA,6,-61.6933781250334,135.883797670185,8.02752551055484,0.00016155719643781
"7200",-0.834460168031214,1.28154535503912,-3.30988108023429,0.113897520489321,-1.18499888491686,-0.379131718086454,NA,NA,NA,NA,NA,3.39206593064231,-1.72922175940296,0.215498836990848,9,-58.3998577757274,135.884052900852,8.02778074122209,0.000161536580577764
"3743",-1.35987517315404,NA,-4.26922191931171,-0.3807107084842,-1.54667360476855,-0.178870902198262,NA,NA,1.5430074778039,NA,2.32091261496654,3.48282316151236,-1.9308357267339,NA,9,-58.4011201241026,135.886577597603,8.0303054379725,0.000161332793789758
"39",-0.608319712779375,NA,-3.31538360572769,0.0876513804729519,NA,NA,0.545555363968317,NA,NA,NA,NA,NA,NA,NA,4,-63.8267502245089,135.887418577673,8.0311464180423,0.000161264969218444
