"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LM","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"3536",-3.2368238725245,-0.0753637977719155,2.674217416748,1.34266038791392,-2.05909616866539,NA,NA,0.98424375142774,-2.89714879940564,0.400230529256931,NA,3.48378867918318,0.495161548544261,NA,10,-83.9382128013522,189.226118854238,12.9761299727589,3.08483782326316e-05
"1774",-2.86571544419018,-0.0812426509853461,NA,0.898211624062727,-2.96079702004942,NA,2.07677618530706,3.45572889958004,-2.93660779278556,NA,-0.698939575702253,3.9395877648245,NA,NA,9,-85.0643752287121,189.226311433034,12.9763225515545,3.08454080038706e-05
"3689",-4.3080498248875,NA,NA,NA,-2.75866175142887,NA,1.87291739349825,3.28647935564926,NA,NA,-1.49102410091921,4.95971668752304,1.15666045291268,NA,7,-87.2759646798541,189.226628154889,12.9766392734095,3.08405236832034e-05
"5962",-2.98520519281299,-0.0148169731864868,NA,NA,-2.25367701578431,NA,NA,3.05099064142068,NA,1.49374950711424,-1.67290381512428,4.90411689773334,NA,-1.46143250954765,8,-86.1781042914975,189.228935855722,12.9789469742429,3.0804958854292e-05
"1629",-4.11698594019712,NA,NA,1.29476511501154,-1.81919419773243,1.10823779944442,NA,2.40638302426233,NA,NA,-1.271716084264,4.65407852879621,NA,NA,7,-87.278617772639,189.231934340459,12.9819454589793,3.07588093581122e-05
"8120",-5.3034882962838,-0.0420250245018253,3.1192069928455,2.30145115566378,NA,1.2724247740918,0.988309639421478,NA,-2.46204134560353,1.40151394933317,-1.17196595958188,3.38054743041055,1.07060931695245,-1.88924238879338,12,-81.6478151794921,189.233518557742,12.9835296762627,3.07344546864571e-05
"6871",-2.48017773620356,NA,3.27873558718759,2.09422870984566,NA,1.37855490003665,NA,0.235059090454416,-3.41043588856473,NA,-0.745119853994028,NA,0.747403694829751,-1.78957636934055,9,-85.0694188392692,189.236398654148,12.9864097726688,3.06902274425386e-05
"5780",-2.17489044009313,-0.00114122394546446,2.4944409182246,NA,NA,1.22294059530905,NA,NA,-2.65285510953639,NA,-0.549411112852735,2.8149923354348,NA,-1.38699745679889,8,-86.1827783146406,189.238283902009,12.9882950205292,3.06613117301907e-05
"4499",-0.999479086572778,NA,3.04231420063526,NA,NA,1.35837836187213,NA,NA,-3.95969595313085,0.333409440573919,NA,NA,NA,-1.45824952487548,6,-88.3680239826905,189.239041977357,12.9890530958777,3.06496921401729e-05
"8057",-4.72155863142865,NA,NA,NA,-2.44417640355932,0.763519168826093,1.68679377883444,3.06589697847766,NA,1.44678473661084,-1.91101761899375,5.05125062551727,1.43672286700367,-1.56265111719664,10,-83.9450017442071,189.239696739948,12.9897078584686,3.06396596465704e-05
"4687",-2.16058192148077,NA,3.87842063296412,1.72849604178174,-1.96763119698377,NA,NA,1.08511221446975,NA,NA,-1.33997838491273,NA,NA,-1.85511980736478,7,-87.2829691007439,189.240636996669,12.9906481151892,3.0625258459089e-05
"5982",-4.59345646157365,-0.0591032039751314,NA,1.72714196857153,-1.74785933040152,1.14897932278466,NA,2.66046163727902,NA,1.66362773349696,-1.74919583177689,4.96965332791796,NA,-1.67361083973419,10,-83.9459332291483,189.24155970983,12.9915708283509,3.06111325533488e-05
"3648",-5.44727752681782,-0.108611523700298,3.48567043691266,1.5081517620448,-2.37607379117113,0.784578013436206,2.45784969578212,NA,NA,NA,-1.00112925959967,3.86934194167226,0.575297086027068,NA,10,-83.9463136642812,189.242320580096,12.9923316986168,3.05994892179733e-05
"7395",-3.39558991545061,NA,2.9260508738575,NA,NA,NA,0.51779874410732,0.598725631770437,-3.0280870445309,NA,NA,3.46729945951142,1.58765668955924,-1.68922423538457,8,-86.1877599313967,189.248247135521,12.9982582540413,3.05089486482476e-05
"3871",-4.89590481192172,NA,2.63374427616221,1.64643412298765,-1.42000766082683,0.893625902113003,NA,NA,NA,1.22893033817939,-1.50972117562524,4.22129798807916,0.378457019090312,NA,9,-85.076015903806,189.249592783222,12.9996039017425,3.04884284039695e-05
"7786",-4.06725420372869,-0.169276711485595,NA,NA,-2.84084342570225,NA,1.67294312594827,3.32766202861755,NA,NA,-1.14429294095652,5.09709610722424,1.66000189519406,-1.60869513731501,9,-85.0760586931397,189.249678361889,12.9996894804098,3.04871238523439e-05
"4619",-0.688083554424221,NA,3.82455417829217,NA,-2.06340394432481,NA,NA,NA,NA,NA,-1.21515871554901,NA,NA,-1.57588532245252,5,-89.4462678560048,189.249678569152,12.9996896876731,3.04871206929136e-05
"7955",-4.54450869124815,NA,2.37681902531675,NA,NA,0.999971781317836,NA,NA,NA,1.49777309139489,-1.84637405356864,4.26527048263293,1.41652287540422,-1.64564535199555,8,-86.1888838942646,189.250495061256,13.0005061797771,3.04746769864736e-05
"1869",-4.2469881285372,NA,NA,1.16935004086952,-1.96001612012747,NA,NA,2.96854642148873,NA,1.48553024912134,-1.904029809949,5.0906774277547,NA,NA,7,-87.2887952532736,189.252289301728,13.0023004202486,3.04473497967909e-05
"6808",-2.42239395247489,0.0357657403908483,3.36943237169887,2.10908272510935,NA,1.39674699361897,NA,NA,-3.42006410670971,NA,-0.747126742775965,NA,0.747515970928724,-1.78820390019412,9,-85.0802287242762,189.258018424162,13.0080295426827,3.03602563012811e-05
"3271",-4.28506868711438,NA,2.9671214482965,1.6660946590713,NA,NA,NA,0.437131109207441,-2.91744427495926,NA,NA,3.49246268220513,0.858108733419835,NA,7,-87.2928921827512,189.260483160683,13.0104942792038,3.03228643301045e-05
"5031",-2.48256286577785,NA,4.25990019596238,2.1627038217579,NA,NA,0.937575654665948,NA,-3.40112907587902,1.10718025058788,-1.21134146514867,NA,NA,-1.71415606926082,8,-86.1951907104161,189.26310869356,13.0131198120802,3.02830836086137e-05
"1645",-4.29541945925362,NA,NA,1.00550641691555,-2.73815901164382,NA,1.68856417498751,3.46260517128288,NA,NA,-1.38651317996869,4.86561183808803,NA,NA,7,-87.2961885478855,189.267075890952,13.0170870094723,3.02230736609586e-05
"1564",-2.93298618290086,0.0598246778117252,2.46023713493034,NA,-1.87494139740823,0.703312224132145,NA,NA,NA,NA,-0.966805932647614,3.89438164486868,NA,NA,7,-87.2975053639408,189.269709523062,13.019720641583,3.01833016242946e-05
"5454",-4.14490440539311,-0.528540335473384,NA,1.51739486172389,-2.51042302197653,NA,NA,2.96745876866551,NA,0.757905897602242,NA,5.49214784562775,NA,-1.78332284648779,8,-86.1998398238094,189.272406920346,13.0224180388667,3.01426208855833e-05
"8136",-4.8707316795262,-0.0501907939683032,3.07081093673951,2.15877544904943,NA,NA,NA,0.750997683706935,-2.17778497997981,1.39595795336826,-1.16949776904498,3.79553234186657,1.31094785172467,-2.02963082589448,11,-82.8218338809996,189.273297391629,13.0233085101495,3.01292033036537e-05
"3657",-3.44400594051133,NA,NA,NA,-2.12614919930911,NA,NA,2.67879222696614,NA,NA,-1.32345030352715,4.90345143773528,1.062490493327,NA,6,-88.38580447892,189.274602969816,13.0246140883366,3.01095417064756e-05
"1447",-4.45023210579003,NA,3.50692852426969,1.84829450141442,NA,NA,0.770229429798493,NA,-3.04665016728202,0.555596234988217,NA,3.36418569962721,NA,NA,7,-87.3004494451272,189.275597685435,13.0256088039557,3.00945702141688e-05
"1847",-6.23529714283755,NA,2.84892878731864,2.02952423870154,NA,1.43159033448468,0.974456268768867,NA,NA,1.64944472767758,-2.0498753821919,3.92486630603464,NA,NA,8,-86.2023492267874,189.277425726302,13.0274368448227,3.00670757292312e-05
"7318",-3.35984021671415,-0.240794618683864,NA,1.80317371747218,NA,1.81949140503977,NA,NA,-3.05247240936134,NA,NA,4.1358769845148,1.29647824872814,-1.72320769320003,8,-86.2041359317879,189.280999136303,13.0310102548238,3.00134026978894e-05
"5088",-1.44434530638621,0.0895639142537663,3.28893568424601,1.88677345450589,-1.75743686037247,0.994170334469963,NA,0.734498197360602,-3.58213371200946,0.674924091571779,-0.721304662933798,NA,NA,-1.79734490278523,11,-82.8259287900071,189.281487209644,13.0314983281644,3.00060792206643e-05
"8061",-5.59631473175063,NA,NA,1.46924353987212,-2.17808460464254,0.978918905689136,1.48895875036575,3.05018857465205,NA,1.57429624738428,-1.93853713099011,5.14988592429626,1.18852424129802,-1.73372038630291,11,-82.8270137034401,189.28365703651,13.0336681550304,2.9973542874997e-05
"7332",-3.21351526645779,-0.196807240624108,3.1166314626607,NA,NA,NA,0.549800010601545,NA,-2.9005831249018,NA,NA,3.46183413236689,1.59682210381864,-1.68538739758268,8,-86.2058389801356,189.284405232998,13.0344163515191,2.9962331922361e-05
"5300",-2.64655456555731,-0.164834329571704,2.71962896394226,NA,NA,1.25355161613255,0.64740722866085,NA,-3.01765541244721,NA,NA,2.82199305644458,NA,-1.38539631470739,8,-86.2058451762055,189.284417625138,13.0344287436589,2.99621462742322e-05
"1944",-4.40167552283322,0.088755139396448,2.55004381101149,1.92135703943861,NA,1.44083012586615,NA,NA,-2.35650234129392,1.29434164901484,-1.33945354237471,3.18781737297681,NA,NA,9,-85.0939254982617,189.285411972133,13.0354230906538,2.99472535916087e-05
"7772",-3.47530415080513,-0.00887944734355508,2.24736274144297,NA,-2.05703579172565,0.299127002920466,NA,1.28662780988049,NA,NA,-0.876237058859928,4.25451573832841,1.37910905373446,-1.83459142990478,10,-83.9689666800882,189.28762661171,13.0376377302308,2.99141107583399e-05
"1672",-3.50727619630396,-0.00640901928303894,3.14032822013007,1.78607640490153,NA,NA,NA,NA,-2.43964448550647,NA,-0.728544753096981,3.16917678811852,NA,NA,7,-87.306753424517,189.288205644215,13.0382167627354,2.99054513906759e-05
"5363",-2.77067810158389,NA,2.58056139471053,NA,NA,1.2369472651943,0.608093813514617,0.438282452508782,-3.12585218893423,NA,NA,2.83713297285712,NA,-1.3894681502481,8,-86.207840800168,189.288408873063,13.038419991584,2.99024127198389e-05
"4244",-0.880725004483836,-0.14178823246218,3.00519902684585,NA,NA,1.34568769201411,NA,NA,-3.79879932002951,NA,NA,NA,NA,-1.43654020339757,6,-88.3934516080551,189.289897228086,13.0399083466069,2.9880168294681e-05
"1187",-2.78520529254327,NA,3.11148017517757,NA,NA,NA,0.660909307309661,NA,-3.0724573863578,NA,NA,3.06943547533731,NA,NA,5,-89.4670628820951,189.291268621333,13.0412797398537,2.98596865870967e-05
"4399",-3.30388905213466,NA,5.19155874792182,1.74119043760215,-2.93792326034817,NA,2.2972431587185,NA,NA,-0.206557655370215,NA,NA,NA,-1.80292801292728,7,-87.3089907380645,189.29268027131,13.0426913898304,2.98386183102926e-05
"8008",-6.06213771338567,-0.0739077435191705,3.0568339752559,2.20170440222291,NA,NA,NA,0.925953964812196,NA,1.63858367214669,-1.83887717500618,4.49664243995911,1.33191452088129,-2.05489916310923,10,-83.975388793973,189.30047083948,13.0504819580004,2.97226144958551e-05
"7853",-1.70896778565529,NA,NA,1.06459638292335,-2.41790842526839,NA,0.960512581294201,NA,-2.92952134948264,NA,-0.263320488556646,4.72137445119377,1.70850839622473,-1.74961619171935,9,-85.1029522767434,189.303465529097,13.0534766476173,2.96781427963895e-05
"4307",-0.984311359471225,NA,2.90918922255231,NA,NA,1.33756525395832,NA,0.336442509900818,-3.91154831228933,NA,NA,NA,NA,-1.43604556834285,6,-88.403220513598,189.309435039172,13.0594461576928,2.9589692876504e-05
"3004",-1.65186616569058,0.0960013521629414,3.87167965489925,NA,-2.8324771503796,0.925064386722564,3.22668119664998,NA,-4.15101855557756,0.303377127833285,-0.786061416768649,NA,0.530485203731805,NA,10,-83.9803067191209,189.310306689776,13.0603178082963,2.95767997494566e-05
"5549",-1.10344339081698,NA,NA,1.24956730366202,-2.49078489563626,NA,0.743261665860545,NA,-3.08754017879461,0.65043607825321,NA,4.56146219755194,NA,-1.5747012973104,8,-86.2208420293868,189.314411331501,13.0644224500216,2.95161609127396e-05
"249",-0.533987743516169,NA,NA,NA,-2.80746170850654,1.42869058657382,2.24030499306617,2.87235582634031,-4.98839732657647,NA,NA,NA,NA,NA,6,-88.4063162695078,189.315626550992,13.0656376695123,2.949823205315e-05
"6699",-2.19899335093486,NA,4.42484424929046,NA,-2.71275745878598,NA,2.39973687523399,NA,NA,NA,-1.36647232343331,NA,0.994564727242026,-1.57416362909968,7,-87.3211057072646,189.31691020971,13.0669213282305,2.94793052963007e-05
"7072",-1.44618817055286,0.0592464325199395,3.5594456830654,1.89253854332621,-1.67520945837927,0.957572038251481,NA,NA,-3.59878307090795,0.611765383950296,-0.63463215064953,NA,0.509346529352914,-1.8829284779184,11,-82.8445614053167,189.318752440263,13.0687635587838,2.94521639599167e-05
"1120",-4.83452618969209,-0.267580457385854,2.54082253338512,1.60244802763502,-1.87768557962428,0.71804883619177,NA,0.774656891046045,NA,NA,NA,4.31250299452666,NA,NA,8,-86.2271832278973,189.327093728522,13.0771048470425,2.93295852589499e-05
"8085",-3.80079536791783,NA,NA,1.82225917967006,NA,1.83536263714612,NA,NA,-2.47621338903468,1.50095822498312,-1.30581455610297,4.29619297183627,1.2116094915808,-1.70247503059263,9,-85.1167444158205,189.331049807251,13.0810609257714,2.92716275250021e-05
"5405",-3.83283551007662,NA,NA,1.64181818767399,-2.00457935253261,1.54103226153237,NA,NA,NA,0.652182021342101,NA,5.59451187320868,NA,-1.66259733293719,7,-87.3287483227814,189.332195440744,13.0822065592642,2.92548650479332e-05
"1237",-3.7607419870206,NA,NA,1.6189522533833,NA,1.77868997085699,NA,1.57699521119726,-3.23322659439385,NA,NA,3.68461129586104,NA,NA,6,-88.4150304257624,189.333054863501,13.0830659820215,2.92422966001377e-05
"1129",-4.05121470473984,NA,NA,NA,-3.10930055128462,NA,1.498579693927,3.09430848391337,NA,NA,NA,5.28970769053311,NA,NA,5,-89.491592813807,189.340328484757,13.0903396032776,2.9136141055884e-05
"7364",-3.10816358210661,-0.170983848183064,2.73593693787953,NA,NA,NA,NA,0.580956275234071,-2.81949410652005,NA,NA,3.50508138366586,1.57101728999722,-1.72773433251821,8,-86.2353105504827,189.343348373693,13.0933594922133,2.90921802983861e-05
"1824",-4.75758975801133,0.0770400044135804,2.68481572960791,1.71082949459444,-1.4542620383098,0.958131286288112,NA,NA,NA,1.26807842221434,-1.54989395084326,4.14156202253579,NA,NA,9,-85.1237381050438,189.345037185697,13.095048304218,2.90676250554759e-05
"8149",-4.62290093515501,NA,NA,1.86322683624867,NA,1.55316407796881,NA,2.01822662686469,-2.34667082077279,1.63561234872209,-1.56229626161257,4.15064250997783,1.1129927148628,-1.74088871983042,10,-83.9980464301264,189.345786111787,13.0957972303073,2.90567423418119e-05
"7566",-1.88561969229674,-0.256603790707146,NA,1.23275243938703,-2.13664987440705,NA,NA,NA,-2.84026685334191,0.674384949659902,NA,4.91524883483789,1.60533490208034,-1.90605111657405,9,-85.1250130589564,189.347587093523,13.0975982120433,2.90305887879646e-05
"4112",-2.29498234738709,-0.471537053060581,4.46685240180776,1.81135595761148,-2.08588007449461,NA,NA,NA,NA,NA,NA,NA,NA,-1.98783106215891,6,-88.4226815510035,189.348357113983,13.0983682325037,2.90194138656601e-05
"4739",-0.361970622562922,NA,3.56152942008832,NA,NA,NA,NA,NA,-3.33503230272804,NA,-0.725173044899843,NA,NA,-1.4252617527553,5,-89.4964118502576,189.349966557658,13.0999776761786,2.89960707032479e-05
"1411",-2.73760192698098,NA,2.90864576372045,NA,NA,NA,NA,NA,-2.97766961463653,0.513336066039407,NA,3.27312450644788,NA,NA,5,-89.4964427332603,189.350028323663,13.1000394421841,2.89951752313441e-05
"5764",-1.94317918807727,-0.036386944930152,3.0422646957206,NA,NA,NA,NA,NA,-2.50173932525255,NA,-0.535540731460027,3.01212327378694,NA,-1.44167534550501,7,-87.3388473924398,189.35239358006,13.102404698581,2.89609049879692e-05
"4599",-3.11195001700236,NA,3.69065420990376,2.28864025053492,NA,1.57945982404913,1.02140473102676,0.0862370525605852,-4.17357962356801,0.481791402036425,NA,NA,NA,-1.71122300920264,9,-85.132815026566,189.363191028742,13.1132021472625,2.88049743373124e-05
"1312",-4.93501374899872,-0.300792363202144,2.82031966925407,1.67323116497857,-1.75896594604998,0.794911437846307,NA,NA,NA,0.469543067768112,NA,4.39939409522129,NA,NA,8,-86.2459941338368,189.364715540401,13.1147266589216,2.87830259439121e-05
"3008",-2.66737119953381,0.0780423207548681,4.09645568913271,1.44064728131827,-2.61360497859223,1.1383170891349,3.15178783199532,NA,-4.07630795357519,0.428724117191703,-0.825429781366142,NA,0.221048240494925,NA,11,-82.8734367887836,189.376503207197,13.1265143257174,2.86138825255068e-05
"7187",-4.91168994758774,NA,2.74668999545817,NA,NA,0.951026194075733,NA,NA,NA,NA,NA,4.47961385452847,1.38101438010206,-1.7406472758271,6,-88.4368799921596,189.376753996295,13.126765114816,2.86102947255546e-05
"919",-2.61579099323388,NA,2.99682322237106,1.83161293196624,NA,1.59898411931437,NA,NA,-3.29644914114662,0.944434744916514,-1.31826500515251,NA,NA,NA,7,-87.3533219921137,189.381342779408,13.1313538979288,2.85447267549716e-05
"1192",-4.17047260163661,-0.238443152126803,3.46171427269007,1.84362917733124,NA,NA,0.856591261698471,NA,-2.89001001452071,NA,NA,3.19765751191606,NA,NA,7,-87.3573055505229,189.389309896226,13.1393210147471,2.84312433526211e-05
"3481",-1.65657117053013,NA,NA,NA,-1.8779231697669,1.29908467511178,NA,NA,-3.12445049084235,0.272463369405165,NA,4.14657409504033,0.811050317585592,NA,7,-87.3588022529123,189.392303301005,13.142314419526,2.838872207155e-05
"3919",-4.93352367481918,NA,2.38195891071607,1.43995011797726,-1.73571770866207,NA,NA,1.38436859535265,NA,1.24734210523508,-1.58440670876762,4.42533367371409,0.572714325380968,NA,9,-85.1486977944377,189.394956564485,13.1449676830058,2.83510856621413e-05
"2560",-2.82888958028407,-0.103886354588513,3.88408582122276,1.34676295981759,-3.00683946690883,0.928843829348777,3.37324356807372,1.12744999236948,-4.48703724618218,-0.0153453279312476,NA,NA,0.171883849321865,NA,11,-82.8828868442672,189.395403318164,13.1454144366847,2.83447533934991e-05
"3975",-4.38139512170129,NA,2.98673825528036,1.6877679565092,NA,NA,NA,NA,-2.23839977809648,1.19957004433626,-1.30850205765779,3.61232577166882,0.86266569548771,NA,8,-86.2619439849251,189.396615242578,13.1466263610982,2.83275827470899e-05
"1591",-5.67351686669675,NA,2.92984252652584,1.99638390729035,NA,1.38207733628821,0.891133377195108,NA,NA,NA,-1.38204442962619,3.68987940209396,NA,NA,7,-87.3616311804946,189.39796115617,13.1479722746905,2.83085259206905e-05
"7095",-3.4859021142656,NA,3.62113851761388,2.2186991750185,NA,1.52585210527713,1.29776507666254,NA,-3.50651996793347,1.12343677632655,-1.31552846983819,NA,0.761279794868524,-1.72179816593539,10,-84.0242203500942,189.398133951722,13.1481450702428,2.8306080232658e-05
"975",-1.06963178140747,NA,3.25256077800704,1.28749140606871,-1.98996951535597,NA,NA,0.970718812576033,-3.56358071151148,0.486274040281037,-0.792537691448787,NA,NA,NA,8,-86.264521715303,189.401770703333,13.1517818218539,2.82546559097546e-05
"3715",-2.88862079704532,NA,2.64665846208167,NA,NA,NA,NA,NA,-2.52285333393439,NA,-0.859619029801932,3.32994577194455,1.23705547686695,NA,6,-88.450690120989,189.404374253954,13.1543853724748,2.82178986263392e-05
"1959",-4.50101551414648,NA,3.38490289100288,1.85255231919673,NA,NA,0.962875764883309,NA,-2.3636274871399,1.3028970657782,-1.35263997442619,3.34601869814403,NA,NA,8,-86.2662692922494,189.405265857226,13.1552769757467,2.82053218445522e-05
"7271",-6.39943612395468,NA,3.71279248200153,2.23696265965825,NA,NA,0.197641024503548,0.324718890740888,NA,NA,NA,4.72898467896691,1.36932938124484,-2.12544851827112,8,-86.2677808697225,189.408289012172,13.1583001306929,2.81627195218974e-05
"5608",-4.63339284822029,-0.309164744625673,3.62396336704096,2.3679601749925,NA,NA,0.588143752705183,0.47103576461182,-2.80919891777297,0.996080084931477,NA,3.53342115467191,NA,-1.90251658483607,10,-84.030262007368,189.41021726627,13.1602283847905,2.81355801672341e-05
"4667",-2.03043900471499,NA,4.14812705367179,NA,-2.62482239006477,0.717431285121131,2.35389841614659,NA,NA,NA,-1.34054110221152,NA,NA,-1.37045331426557,7,-87.367983027912,189.410664851005,13.1606759695253,2.81292843436446e-05
"6880",-1.33062207488961,0.0694380881565957,3.33080692632527,1.78501359388876,-1.83180674818943,0.872896166866969,NA,0.665282776410892,-3.66652994376623,NA,-0.410725313403269,NA,0.53248342700545,-1.85697309721027,11,-82.8943951148337,189.418419859297,13.1684309778177,2.80204241163569e-05
"3805",-2.88548367282726,NA,NA,1.12438755684508,-1.83489686530736,1.13604875640686,NA,2.19554407062862,-2.71829287238128,NA,-0.683489760488442,3.88923425001046,0.49918863809789,NA,9,-85.1609988582057,189.419558692021,13.1695698105418,2.80044733701318e-05
"5481",-3.64061517782607,NA,NA,NA,-3.18749508566533,NA,1.28530117520041,3.20738559499932,NA,0.376573753799637,NA,5.35207404985456,NA,-1.49477542835832,7,-87.3727630666103,189.420224928401,13.170236046922,2.79951461242732e-05
"5133",-2.41969556369668,NA,NA,1.26896409016382,-2.42266003155873,NA,NA,NA,NA,NA,NA,5.67792538170361,NA,-1.53842528293275,5,-89.5320532912318,189.421249439606,13.1712605581271,2.79808091262435e-05
"6046",-2.19050651598961,-0.0175845671984769,NA,1.6678545095555,-1.629086219403,1.64748526723739,NA,NA,-2.67637908858916,1.1292435610562,-0.708099785663211,4.21971941522662,NA,-1.62777299714112,10,-84.0378152730401,189.425323797614,13.1753349161347,2.79238652315293e-05
"3644",-4.44760093607257,-0.0775510959406092,3.18190283888765,NA,-2.58361290066881,0.601593335110858,2.52360028115253,NA,NA,NA,-1.05867545173314,3.92914730712659,0.889330088993285,NA,9,-85.1639044412005,189.425369858011,13.1753809765314,2.79232221467787e-05
"5738",-3.15817177894845,-0.156306914340752,NA,NA,-2.97858453461591,NA,1.58499993935385,3.49450901363903,NA,NA,-1.06475473211393,4.73802910715437,NA,-1.33293638390062,8,-86.2777412815542,189.428209835836,13.1782209543563,2.78835996193636e-05
"6719",-3.64264206736178,NA,4.53060110639137,1.84358453542443,-2.30171787768126,0.856973326022485,2.29645837080591,NA,NA,NA,-1.42132982360229,NA,0.672287319416551,-1.75412884235197,9,-85.1671054992261,189.431771974062,13.1817830925826,2.78339812013502e-05
"1949",-2.41430925193135,NA,NA,1.2970342673514,-1.50636344945892,1.6209138121874,NA,NA,-2.55998378947204,0.986394359663046,-0.967391270633501,4.07045782771233,NA,NA,8,-86.2796368696613,189.43200101205,13.1820121305706,2.78307938643329e-05
"3963",-5.3670454801122,NA,2.53187272612427,NA,-2.66084210918193,0.500649688197653,2.71920132451335,1.8232807512612,NA,1.1378166586424,-1.75238659850589,4.14596209577929,0.845360825188805,NA,10,-84.0419965345787,189.433686320691,13.1836974392119,2.78073520037161e-05
"3565",-3.33091192047497,NA,NA,0.758244848875555,-3.0029220747594,NA,2.02667129853215,3.17102327881671,-3.45023129587556,0.151672420412702,NA,4.27229315699566,0.824187823460945,NA,9,-85.1685823783485,189.434725732307,13.1847368508274,2.77929041160329e-05
"3226",-1.53791900823065,-0.101604220604975,NA,NA,-1.86520489540809,1.27798376086059,NA,NA,-3.05080430862113,NA,NA,4.07997205933195,0.852617191721664,NA,7,-87.3801678426481,189.435034480477,13.1850455989975,2.77886139430428e-05
"1219",-2.65604682368016,NA,2.66030513655165,NA,NA,NA,NA,0.614985132088375,-2.96906338969467,NA,NA,3.13802462947866,NA,NA,5,-89.5399394196832,189.437021696509,13.1870328150299,2.77610166661777e-05
"5518",-1.0688483973805,-0.242847472220724,NA,1.33904790559101,-2.21485378045711,NA,NA,NA,-2.83813918883566,0.785636100417387,NA,4.59886277598285,NA,-1.63383531712812,8,-86.2824429612835,189.437613195294,13.1876243138149,2.77528075763406e-05
"559",-3.23400222049352,NA,4.68724881980752,1.37067176912676,-2.62518539453801,NA,2.61637774984547,NA,NA,NA,-1.45840237980395,NA,NA,NA,6,-88.4704350458245,189.443864103625,13.1938752221456,2.76662028583382e-05
"7377",-2.96203024796021,NA,NA,NA,NA,1.45232331335994,NA,1.57639183543134,-3.28798800309009,NA,NA,3.86691955442715,1.4524038476411,-1.5409603602599,7,-87.3848667714416,189.444432338064,13.1944434565846,2.76583435302467e-05
"8010",-3.74590082588946,-0.0277238970808902,NA,NA,-2.12267829322221,NA,NA,2.86846636059006,NA,1.38409064675837,-1.69865161783253,5.20645543865833,1.53418688377474,-1.71053048987167,9,-85.1740089317284,189.445578839066,13.1955899575871,2.76424929145742e-05
"2026",-2.67331768828347,0.00150604574559977,NA,NA,-2.95541244015305,NA,2.14308873757482,3.4543185962519,-2.79810209570821,0.956305658883241,-1.20467770250131,3.98145227014188,NA,NA,9,-85.1762918895877,189.450144754785,13.2001558733059,2.75794582482431e-05
"7258",-3.71008008328326,-0.380170501701825,NA,NA,-2.3297498205372,0.656133339292103,NA,2.32492451733248,NA,NA,NA,5.27227236404403,1.41606854696872,-1.795016314716,8,-86.2888873338755,189.450501940478,13.200513058999,2.75745331940914e-05
"5347",-2.52943636542282,NA,3.03281236204872,NA,NA,NA,0.441271220265415,0.633538337257802,-2.95705063386632,NA,NA,3.06513634422191,NA,-1.46234260313226,7,-87.3882480302509,189.451194855683,13.2012059742032,2.7564981442175e-05
"3915",-3.99146519782544,NA,1.96448423920406,NA,-1.88695077422315,NA,NA,1.52088672791753,NA,1.15176939259239,-1.58289441109752,4.3910484037741,0.842703088546205,NA,8,-86.2915043727509,189.455736018229,13.2057471367497,2.7502463913939e-05
"4975",-3.63951020488734,NA,4.33488250305454,1.72664243803031,-2.6647267319481,NA,2.47630277281681,1.55712128092483,NA,0.926000972264643,-1.8114160707713,NA,NA,-1.72869396782381,9,-85.1819989101232,189.461558795856,13.2115699143768,2.74225099931054e-05
"3967",-6.27590936003386,NA,2.86328958026655,1.46472844586648,-2.42059770789561,0.707333914563755,2.60400378064279,1.62009604064044,NA,1.22203825474312,-1.73587309339628,4.11262253724337,0.501691998516143,NA,11,-82.9164149526201,189.46245953487,13.2124706533905,2.74101625114769e-05
"3721",-1.0507574795307,NA,NA,NA,-2.06858003267449,NA,NA,NA,-2.69525265594857,NA,-0.551909217947253,4.39582640162992,1.23407645606949,NA,6,-88.480251163663,189.463496339302,13.2135074578227,2.73959567049666e-05
"1375",-5.12655504524701,NA,2.62458231079763,1.59893586359389,-1.91031693555711,0.730952066005611,NA,0.731657354899088,NA,0.358827864655553,NA,4.48726561358178,NA,NA,8,-86.2965867887522,189.465900850232,13.2159119687523,2.73630395576795e-05
"5432",-6.44883616449228,-0.505583482052182,3.39347621231794,2.52681367215688,NA,1.25573980112964,0.386233865596102,NA,NA,0.893345125938489,NA,4.39597285351083,NA,-1.94223813112598,9,-85.1846186473541,189.466798270318,13.2168093888386,2.73507642412531e-05
"7891",-3.07032572250751,NA,2.19999579408552,NA,NA,1.00805484390579,NA,0.616931469111698,-2.57445659390866,NA,-0.698972053498651,3.22568205625283,1.44215462533065,-1.59442526076258,9,-85.1858691063839,189.469299188378,13.2193103068982,2.73165846057066e-05
"1113",-3.65529773897323,NA,NA,NA,-2.27707702083237,0.915774762505272,NA,2.17010537851983,NA,NA,NA,5.04779208712658,NA,NA,5,-89.5595636540661,189.476270165275,13.2262812837956,2.72215387025273e-05
"1101",-4.11781626688906,NA,NA,1.04947318097887,-2.44309312887473,NA,NA,2.69259945797187,NA,NA,NA,5.37242630312985,NA,NA,5,-89.5603211470012,189.477785151145,13.227796269666,2.72009263871031e-05
