"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LM","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"5295",-3.25505954672628,NA,4.2722786893431,1.89010273887511,-2.94147895497137,NA,2.526249636454,NA,-3.01717096394227,NA,NA,2.99532848583705,NA,-1.75277967253929,8,-79.688630804376,176.249988881479,0,0.020275107192601
"7343",-3.87218642505221,NA,4.13034559691997,1.76761047640776,-2.84770139464874,NA,2.58561371523052,NA,-3.0865474060286,NA,NA,3.26656236627741,1.27824753502434,-1.95144966143631,9,-79.060234984197,177.218030944004,0.968042062524376,0.0124955534329629
"5263",-2.38106871627312,NA,3.52857095188214,1.95699632221968,-2.15434148275851,NA,NA,NA,-2.66833509215181,NA,NA,3.27174776778185,NA,-1.9262526828837,7,-81.3669246647087,177.408548124598,1.1585592431187,0.0113601800809407
"5359",-3.72066754475875,NA,3.74079931193924,1.80739013647296,-3.1503606781226,NA,2.75582219717437,1.50701341712838,-3.13302891028539,NA,NA,3.02956924799491,NA,-1.719357148006,9,-79.2072214637274,177.512003903065,1.2620150215852,0.0107874818739953
"5311",-3.55861476555693,NA,3.89317367439539,1.9807896477784,-2.7299111452334,0.860671995968523,2.48443542402257,NA,-3.13683015071771,NA,NA,2.89561273449065,NA,-1.72377012348116,9,-79.2142124904915,177.525985956593,1.27599707511337,0.0107123293024033
"5291",-1.90938927912224,NA,3.82584998320805,NA,-3.12732342087993,NA,2.62716099709292,NA,-3.12788218018373,NA,NA,2.8412195081576,NA,-1.42057123200686,7,-81.4681558714731,177.611010538127,1.36102165664749,0.0102664680834008
"4271",-1.70301774502026,NA,4.81882003876569,1.74506047545251,-3.01812343892184,NA,2.82144258634952,NA,-4.11788259487477,NA,NA,NA,NA,-1.65427201291003,7,-81.673464952838,178.021628700857,1.77163981937741,0.00836096605495716
"5551",-3.62678113262029,NA,4.27130874011235,1.95402633673124,-2.8955598274892,NA,2.49324026086676,NA,-3.07045864798992,0.669837394885964,NA,3.19184041502735,NA,-1.82342765906283,9,-79.4729133172972,178.043387610204,1.79339872872484,0.00827049632673798
"7339",-2.73336616516272,NA,3.69512420209765,NA,-3.04163579876341,NA,2.69312118151232,NA,-3.21499732961726,NA,NA,3.21599732962511,1.48079210034174,-1.65597776963488,8,-80.5982300880724,178.069187448872,1.8191985673927,0.00816449277985515
"5296",-3.27359999787505,-0.11503847693289,4.26234539623706,1.90008356312393,-2.92470986925128,NA,2.54066055264657,NA,-2.95118132617302,NA,NA,2.99347150676171,NA,-1.7574496120888,9,-79.6655597352329,178.428680446075,2.17869156459614,0.0068212865968263
"7311",-2.96707663538685,NA,3.36867993856986,1.84291655727261,-2.04501365697012,NA,NA,NA,-2.68707486857472,NA,NA,3.55702298622403,1.20714328992225,-2.11839845107866,8,-80.7865806915115,178.44588865575,2.19589977427091,0.0067628473012585
"5807",-3.26121878755387,NA,4.27608882777898,1.89174177455021,-2.9491296540266,NA,2.52630803138426,NA,-3.03663023414023,NA,0.0325895581343797,3.00154011707658,NA,-1.75734703819369,9,-79.6879489733924,178.473458922395,2.22347004091517,0.00667026017867663
"5355",-2.48913361140291,NA,3.25738831267788,NA,-3.36167404181832,NA,2.85181759636418,1.71477663622312,-3.24638819478346,NA,NA,2.87742056734346,NA,-1.41003929304217,8,-80.8240413725663,178.52081001786,2.27082113638045,0.00651419289462883
"5279",-2.73766336942777,NA,3.15006434164685,2.05494684867058,-1.93562515184664,0.891912462443282,NA,NA,-2.76752633808965,NA,NA,3.18826482676913,NA,-1.91291169575231,8,-80.8564808424953,178.585688957718,2.33570007623854,0.00630626667174889
"7407",-4.29264798652474,NA,3.63931249044361,1.69157956853092,-3.04075965602569,NA,2.80673664956581,1.42597050443984,-3.19396860781788,NA,NA,3.27689753911999,1.23251366505943,-1.91526147703726,10,-78.6352835437083,178.62026033895,2.37027145747106,0.00619819523276804
"1195",-2.36052198484871,NA,3.79866574150315,NA,-3.17393149414992,NA,2.92756613978066,NA,-3.38187992291133,NA,NA,2.76609324826844,NA,NA,6,-83.2026642188512,178.908322449678,2.65833356819911,0.00536677464240468
"7359",-4.02179886692742,NA,3.85301974568877,1.84758426075503,-2.68967278388781,0.673892650575582,2.55329743022513,NA,-3.1646429483413,NA,NA,3.14765708550956,1.09409061093566,-1.89888736563367,10,-78.7890442644892,178.927781780512,2.67779289903274,0.00531481092549048
"4287",-2.14413014352333,NA,4.37575213168245,1.86044306161193,-2.76342326174173,0.978776313236012,2.78662565655615,NA,-4.20589369661038,NA,NA,NA,NA,-1.61284745223143,8,-81.0502793933991,178.973286059525,2.72329717804612,0.00519525286419641
"1199",-3.42008270560465,NA,4.09958538693157,1.38312753870818,-3.01592239123019,NA,2.88243552477986,NA,-3.3043102743978,NA,NA,2.84707899677318,NA,NA,7,-82.1523460526272,178.979390900435,2.72940201895571,0.00517941894626747
"5519",-2.82158884677018,NA,3.53641540566522,2.02239567552937,-2.11270272986355,NA,NA,NA,-2.72687031457021,0.761178894843557,NA,3.50053462913106,NA,-1.99455565106451,8,-81.0816397053654,179.036006683458,2.78601780197866,0.005034856301954
"4267",-0.548368370414797,NA,4.41008822217404,NA,-3.18532035880388,NA,2.87622724806074,NA,-4.12662213697435,NA,NA,NA,NA,-1.36870048882123,6,-83.2751731445934,179.053340301163,2.80335141968342,0.00499140871271956
"5375",-3.89171228904445,NA,3.49879543124358,1.89229733736379,-2.93192308472238,0.719811460458396,2.67648356282072,1.27096542689552,-3.21828090878173,NA,NA,2.93703785972514,NA,-1.70079159262453,10,-78.8884576310868,179.126608513707,2.87661963222803,0.00481186176619752
"5327",-2.63608358486939,NA,3.09817993570579,1.88779175857762,-2.23480393487479,NA,NA,1.04043825328617,-2.71546030948944,NA,NA,3.31234708268865,NA,-1.91440776996033,8,-81.1272536285223,179.127234529772,2.87724564829259,0.00481035585050863
"7403",-3.26088617128201,NA,3.17341829219594,NA,-3.2540735475849,NA,2.91811249434329,1.62230171063931,-3.32309833199148,NA,NA,3.21773630830403,1.42936089367501,-1.64281318955477,9,-80.0306111272968,179.158783230203,2.90879434872406,0.00473507095887297
"5307",-2.10486724905139,NA,3.50360195632391,NA,-2.97022625848206,0.685873218942651,2.6061901234042,NA,-3.23559730944442,NA,NA,2.77059113567444,NA,-1.37789053281103,8,-81.1516799753861,179.1760872235,2.92609834202023,0.00469427985750266
"5167",-5.01083765720532,NA,4.31343820932569,1.99442357217017,-2.86141044204563,NA,2.12196591357062,NA,NA,NA,NA,4.24997240142529,NA,-1.91891759554811,7,-82.2515431064468,179.177785008074,2.92779612659504,0.00469029661044974
"5259",-0.925379453073748,NA,3.00201625084271,NA,-2.30494400818594,NA,NA,NA,-2.75517444245336,NA,NA,3.0921212512492,NA,-1.59942652167987,6,-83.3385107874559,179.180015586888,2.93002670540847,0.00468506848830232
"7599",-4.12453686855249,NA,4.12935606402089,1.82301311987166,-2.8170598320519,NA,2.55317379490684,NA,-3.13797669248945,0.54676858353911,NA,3.39562921195679,1.21158963956091,-1.99705145936436,10,-78.9183436230397,179.186380497613,2.93639161613385,0.00467018216705766
"5615",-4.06741378247954,NA,3.75831292861056,1.8680559642892,-3.10035707477475,NA,2.72819079959862,1.47329350752368,-3.18750869570623,0.640619303941546,NA,3.21047239091149,NA,-1.78516155032686,10,-79.0109803812623,179.371654014058,3.12166513257904,0.00425698567005395
"4335",-2.11354566303428,NA,4.33208000387535,1.66435997575774,-3.21577965097302,NA,3.041367641747,1.39857088080325,-4.25010619070398,NA,NA,NA,NA,-1.62651165658912,8,-81.2560451376825,179.384817548092,3.13482866661286,0.00422905918579955
"5567",-3.89375513209167,NA,3.89514960504786,2.03568881532583,-2.68280347633815,0.838651472002994,2.45043871553335,NA,-3.17784831717202,0.625157587930881,NA,3.07354523204969,NA,-1.79041449366551,10,-79.0267612232544,179.403215698043,3.15322681656326,0.00419033414364325
"7344",-3.89929787820898,-0.13615004112713,4.11804811296139,1.77952404390586,-2.82797732989732,NA,2.6020073323407,NA,-3.0071814927401,NA,NA,3.26616716877948,1.28455479053253,-1.95481864572924,10,-79.0286767994719,179.407046850478,3.15705796899817,0.00418231492238142
"7855",-3.86819936119743,NA,4.12673120008413,1.76546577859855,-2.83975592089225,NA,2.58580700235932,NA,-3.06659510090153,NA,-0.032642465864042,3.26138105969097,1.28096122087818,-1.94697493101121,10,-79.059574173879,179.468841599292,3.21885271781244,0.00405506828859409
"6319",-2.08545123386662,NA,4.76604282826355,1.66796649536284,-2.95468608868644,NA,2.89753906013462,NA,-4.23475199999158,NA,NA,NA,0.937398374566126,-1.79484129979665,8,-81.3214614619751,179.515650196678,3.26566131519823,0.00396126424983062
"5135",-4.1108695704795,NA,3.69108211556148,2.02959390488662,-2.17638001163447,NA,NA,NA,NA,NA,NA,4.35720863723085,NA,-2.02964664115017,6,-83.5102632204807,179.523520452938,3.27353157145819,0.00394570679781025
"5547",-2.1475089431614,NA,3.81236665860984,NA,-3.09691569146445,NA,2.59916516740378,NA,-3.15452845018511,0.482114284067234,NA,2.9802339205064,NA,-1.46132911908877,8,-81.3523931977328,179.577513668193,3.3275247867135,0.00384061109616838
"5264",-2.3879904502673,-0.0591779173486153,3.52357134231411,1.96278399108061,-2.14246657527779,NA,NA,NA,-2.63412150340836,NA,NA,3.26993332706159,NA,-1.93183931818253,8,-81.3606808556116,179.594088983951,3.3441001024712,0.00380891295845074
"5775",-2.38656463366471,NA,3.53185978303234,1.95781858502023,-2.16210730649937,NA,NA,NA,-2.69024938399989,NA,0.0351228753945871,3.27828970706262,NA,-1.9306593189676,8,-81.3661312736246,179.604989819976,3.35500093849711,0.00378820926380114
"7307",-1.71597190868109,NA,2.84809083410256,NA,-2.20042187934694,NA,NA,NA,-2.78754012388851,NA,NA,3.48211273604146,1.41751368448809,-1.82556362042295,7,-82.5175750912069,179.709848977595,3.45986009611519,0.00359471186399881
"5360",-3.7408760093999,-0.121052826293388,3.72813347445887,1.81784583986778,-3.13419280365733,NA,2.77077839675301,1.51115330082685,-3.06202679274226,NA,NA,3.02665234733225,NA,-1.7240328053796,10,-79.182043643787,179.713780539108,3.46379165762843,0.0035876523895538
"5871",-3.71032453903623,NA,3.7191495575491,1.80081959395284,-3.13046717650428,NA,2.75925223266584,1.53341188364422,-3.0730877832601,NA,-0.100706660047807,3.01155644824076,NA,-1.70478862299691,10,-79.2008687375407,179.751430726615,3.50144184513579,0.00352074623018812
"1259",-2.9540082364045,NA,3.2591688569188,NA,-3.41854017123457,NA,3.17424172952038,1.69270412625908,-3.49999270029781,NA,NA,2.82021431072082,NA,NA,7,-82.5399295286859,179.754557852553,3.50456897107324,0.00351524562315367
"5312",-3.56773363346527,-0.0749848271207399,3.89041700599535,1.98515742121451,-2.71926253041396,0.850860786105651,2.49342880513472,NA,-3.09107268135717,NA,NA,2.89480356945548,NA,-1.72644162436769,10,-79.2048315600475,179.759356371629,3.5093674901494,0.00350682174613823
"5823",-3.55143513234695,NA,3.88627941304177,1.97883408362,-2.71713397166988,0.865746926991711,2.48486112595467,NA,-3.10699752952881,NA,-0.0519004516069358,2.88491155460973,NA,-1.71612219417716,10,-79.2125169598049,179.774727171143,3.52473828966416,0.00347997372019624
"5292",-1.9146336811748,-0.0635713467225353,3.81631110831815,NA,-3.11842941303214,NA,2.63638514570626,NA,-3.09305752283512,NA,NA,2.84014206829658,NA,-1.42137168433452,8,-81.4609109431406,179.794549159008,3.54456027752909,0.00344565407360297
"5803",-1.90295450346442,NA,3.82131606815139,NA,-3.11817707444386,NA,2.62870319514094,NA,-3.10404514886049,NA,-0.0424057677174525,2.83423823178352,NA,-1.41506751977904,8,-81.4669585890391,179.806644450805,3.55665556932615,0.00342487886175871
"1215",-3.77422487797773,NA,3.71530140403146,1.48972331797168,-2.7784889748007,0.95697796622979,2.85532407606507,NA,-3.43760696589351,NA,NA,2.72100424003563,NA,NA,8,-81.5543306763833,179.981388625494,3.73139974401445,0.00313834005399966
"7355",-2.82392214864293,NA,3.47421865269464,NA,-2.92839951684195,0.493556283979107,2.68107633336217,NA,-3.27774201364671,NA,NA,3.14324374666186,1.37136994289185,-1.60880514225746,9,-80.4450853567461,179.987731689102,3.73774280762268,0.00312840247570894
"1263",-3.92492618297777,NA,3.58426482348221,1.31284877358488,-3.25112973920557,NA,3.13468631737582,1.56325704449076,-3.42493380997222,NA,NA,2.90153540173635,NA,NA,8,-81.5990360974082,180.070799467544,3.8208105860644,0.00300112912810075
"4331",-1.07531972710638,NA,3.87468859515631,NA,-3.40463522940883,NA,3.09682517516395,1.62094967115751,-4.26841845102433,NA,NA,NA,NA,-1.36360725997458,7,-82.6980846222467,180.070868039674,3.82087915819483,0.00300102623295569
"7327",-3.14836627764271,NA,3.09326217395803,1.9324957458772,-1.88224012173891,0.702771658888361,NA,NA,-2.75141864595719,NA,NA,3.44593676926531,0.997604003370379,-2.07310294492988,9,-80.4947850450419,180.087131065694,3.83714218421417,0.00297672229690372
"4239",-0.563818958572208,NA,4.04369267077574,1.77955003620847,-2.15372711437656,NA,NA,NA,-3.77514894697669,NA,NA,NA,NA,-1.85000125733761,6,-83.8060439620711,180.115081936118,3.86509305463883,0.00293541065378305
"4527",-1.80698188004653,NA,4.82872381341091,1.76715558844879,-3.00246203983032,NA,2.81912706273063,NA,-4.18015476403147,0.275252335850876,NA,NA,NA,-1.68272137120375,8,-81.634244130685,180.141215534097,3.89122665261789,0.00289730374269223
"7595",-2.87976924167288,NA,3.6827342106453,NA,-3.02341199178495,NA,2.66830730448052,NA,-3.2423432429334,0.363162373511738,NA,3.30044554055382,1.44493698033041,-1.6803619338663,9,-80.5332742747495,180.164109525109,3.91412064362939,0.00286432741976438
"4272",-1.72167726909754,-0.114291092760796,4.8055218797836,1.75455314981024,-3.00278090878469,NA,2.83222426760077,NA,-4.04501343133653,NA,NA,NA,NA,-1.65694586649288,8,-81.6504092545229,180.173545781773,3.9235569002937,0.00285084498634889
"5552",-3.69449922302265,-0.189575527786128,4.25613278941429,1.98019175179945,-2.86570069381006,NA,2.51150979343889,NA,-2.9689917346195,0.742110673559617,NA,3.2059918836429,NA,-1.83944330510342,10,-79.4122677020836,180.174228655701,3.92423977422169,0.00284987176864764
"4783",-1.68983492776899,NA,4.79396730370209,1.74047994310285,-2.977028030287,NA,2.81824893625632,NA,-3.99824889326819,NA,-0.177135401329612,NA,NA,-1.63137727942084,8,-81.6522760213429,180.177279315413,3.92729043393365,0.00284552808776845
"6063",-3.6684473309724,NA,4.22791535222055,1.95525554412299,-2.80289397636695,NA,2.48224826230792,NA,-2.88110747706458,0.864998646904912,-0.341785558363328,3.185225857611,NA,-1.7955685021974,10,-79.4170939979917,180.183881247517,3.93389236603787,0.00283615058207944
"7215",-5.59576872512906,NA,4.15392493001855,1.89131654019408,-2.77054425954892,NA,2.12476026400457,NA,NA,NA,NA,4.52807841469636,1.21223013716982,-2.12353407187638,8,-81.6587239067251,180.190175086177,3.94018620469808,0.00282723947361331
"1211",-2.59515915083308,NA,3.45070714214741,NA,-2.98735729341352,0.805937015442228,2.91427567752562,NA,-3.50154017005135,NA,NA,2.67305022718255,NA,NA,7,-82.7583176224183,180.191334040017,3.94134515853793,0.0028256016281839
"6315",-1.0441652143898,NA,4.37523095999281,NA,-3.12481620479493,NA,2.96484804099266,NA,-4.27893541676787,NA,NA,NA,1.0931667860735,-1.53627952512702,7,-82.7770384616429,180.228775718467,3.97878683698718,0.00277319606300837
"171",-1.0142166175591,NA,4.37569165740386,NA,-3.25712426152675,NA,3.17618985899996,NA,-4.34584007890364,NA,NA,NA,NA,NA,5,-84.9404207885575,180.237984434258,3.98799555277861,0.00276045662678761
"7567",-3.29348068504439,NA,3.37908463422432,1.90159328652572,-2.02087528384014,NA,NA,NA,-2.74631304927598,0.654117731464842,NA,3.7205837073553,1.13406625171332,-2.16164935623525,9,-80.578749293308,180.255059562226,4.00507068074637,0.00273698937085506
"7340",-2.74330391275203,-0.0873490286848725,3.68191420859474,NA,-3.03024109937159,NA,2.70542689837326,NA,-3.16665806475813,NA,NA,3.21574952846768,1.48403685543717,-1.65544430567246,9,-80.5849097729071,180.267380521424,4.01739163994458,0.0027201800336241
"7851",-2.72459401524853,NA,3.68314969361589,NA,-3.01277604074021,NA,2.69861602470018,NA,-3.14283851324989,NA,-0.125941023066277,3.1997286076882,1.49149674243177,-1.63991469303785,9,-80.5880796613762,180.273720298362,4.02373141688281,0.00271157101831952
"7375",-3.18207206390741,NA,2.98801859912919,1.78494464906655,-2.11594802425542,NA,NA,0.940821723215765,-2.7247377684916,NA,NA,3.58150904772303,1.16555805301001,-2.1024510996577,9,-80.5930455695087,180.283652114627,4.03366323314791,0.00269813898447381
"3243",-2.95679027934121,NA,3.72155262362367,NA,-3.10915836293317,NA,3.00614135779422,NA,-3.47633835353306,NA,NA,2.99591564686568,0.965603638986153,NA,7,-82.8073606831033,180.289420161387,4.039431279908,0.0026903686987886
"5535",-3.14789742046072,NA,3.15908919364109,2.11125207498084,-1.89102940632323,0.873029326930291,NA,NA,-2.81563098328537,0.726165219870997,NA,3.39875029345572,NA,-1.97675887726033,9,-80.5986354596036,180.294831894817,4.04484301333767,0.00268309875985451
"4283",-0.83759291847575,NA,4.02814774358338,NA,-2.99162339061685,0.787097868226798,2.86220103811516,NA,-4.21527837325962,NA,NA,NA,NA,-1.31494427426066,7,-82.8479602981184,180.370619391417,4.12063050993808,0.00258332836624948
"5371",-2.57871695378997,NA,3.05131658433456,NA,-3.21001311744996,0.534117777105573,2.80791244910252,1.55579699981434,-3.32380828151368,NA,NA,2.81555904984779,NA,-1.38057158973294,9,-80.6392130404417,180.375987056493,4.12599817501373,0.00257640444100823
"175",-1.95901034127019,NA,4.66229986090032,1.29838971504189,-3.11785907148012,NA,3.16693665281567,NA,-4.3341358891614,NA,NA,NA,NA,NA,6,-83.9780961583709,180.459186328718,4.20919744723855,0.00247142563254216
"7183",-4.69512921802733,NA,3.52481063526064,1.9276144537633,-2.08213386183946,NA,NA,NA,NA,NA,NA,4.64335748994807,1.20530146378297,-2.23235463066988,7,-82.9129058309037,180.500510456988,4.25052157550883,0.00242088481449414
"5611",-2.71710277020253,NA,3.25827003243342,NA,-3.32797927338543,NA,2.83042301882758,1.69919247262578,-3.27586642433339,0.466008141125363,NA,3.00439373116726,NA,-1.44952973379182,9,-80.7168142681027,180.531189511815,4.28120063033575,0.00238403295318986
"5343",-2.89857624992332,NA,2.84745837538045,1.99115299770065,-2.01469216926094,0.809083653040147,NA,0.805976603895705,-2.79878563000251,NA,NA,3.226519828876,NA,-1.90562218701623,9,-80.7195369438555,180.536634863321,4.28664598184139,0.00237755083283456
"7423",-4.35646469835035,NA,3.46838819452956,1.76242063062992,-2.88798327343741,0.536252670153327,2.74866019869165,1.26243630570737,-3.2470417180547,NA,NA,3.18038702177298,1.09140077764324,-1.87770520986867,11,-78.4693845458865,180.568398721403,4.31840983992319,0.00234008900965577
"5323",-1.29541015182451,NA,2.50681594962844,NA,-2.40997837442957,NA,NA,1.29573786710536,-2.8156609065767,NA,NA,3.13194094568195,NA,-1.60913023559376,7,-82.9502256255753,180.575150046331,4.32516116485206,0.00233220297680349
"5231",-5.46917190103367,NA,3.853736197509,1.92090552610753,-3.0379312720411,NA,2.30101318563341,1.3227324175329,NA,NA,NA,4.3086977935515,NA,-1.9014785540442,8,-81.8687948845711,180.61031704187,4.36032816039017,0.00229155312161893
"7663",-4.53186468507602,NA,3.65080923988725,1.74417309526606,-3.00733673992027,NA,2.77881182161235,1.40514221917293,-3.2464027772197,0.52687031115307,NA,3.39724895969556,1.17031793680307,-1.95833644108554,11,-78.5039148102005,180.637459250031,4.38747036855136,0.0022606642875676
"7312",-2.97897053174329,-0.0801972428847093,3.36098892648129,1.85076895694863,-2.02919587392044,NA,NA,NA,-2.64028316738552,NA,NA,3.55545546340837,1.21096094354995,-2.12531267928852,9,-80.7754376799487,180.648436335507,4.39844745402786,0.00224829052303854
"5808",-3.30397887972338,-0.149316700314866,4.2752021606882,1.90990227238706,-2.95191914397641,NA,2.54477460265303,NA,-3.01269561866536,NA,0.135502412924966,3.01806821962413,NA,-1.7777589126191,10,-79.6558245530375,180.661342357609,4.41135347612948,0.0022338289898478
"7823",-2.96460156241678,NA,3.36636621981612,1.84201477379204,-2.03910323285599,NA,NA,NA,-2.67093386399791,NA,-0.0252556192912073,3.55299779221783,1.20911271386169,-2.11540781064788,9,-80.786185507437,180.669931990484,4.41994310900432,0.00222425567691003
"4351",-2.421043660329,NA,4.02972256916843,1.77758859191954,-2.94426369316414,0.863986496328944,2.96399360213314,1.13264705470287,-4.30464903063913,NA,NA,NA,NA,-1.59666455385197,9,-80.786959413176,180.671479801962,4.42149092048246,0.00222253497859155
"5867",-2.47737993479331,NA,3.21978494094726,NA,-3.3263132672615,NA,2.86326048344625,1.76360364863604,-3.13961530744478,NA,-0.190112122441263,2.84718654819896,NA,-1.38518700019797,9,-80.8004803500064,180.698521675623,4.44853279414326,0.00219268646818455
"5275",-1.15026717630106,NA,2.6815415706855,NA,-2.13848354427825,0.698897473299864,NA,NA,-2.84379112336735,NA,NA,3.03420551104265,NA,-1.57367727685491,7,-83.0119597766094,180.6986183484,4.44862946692018,0.00219258048420112
"5183",-5.3148082666593,NA,4.0064933370595,2.07941890727124,-2.68100671030779,0.695208313773516,2.06637693065564,NA,NA,NA,NA,4.21561052303705,NA,-1.90494363206587,8,-81.9214286257965,180.71558452432,4.4655956428409,0.00217405930057791
"5679",-4.6550043062109,NA,4.22505047716993,1.97264118329301,-2.70485811676383,NA,2.14297929617969,NA,NA,NA,-0.661983431645959,3.96957260753968,NA,-1.8352342188873,8,-81.9254633223248,180.723653917377,4.47366503589748,0.00216530530280314
"5356",-2.49572059716901,-0.0715009978721253,3.24677233155393,NA,-3.35283929612601,NA,2.86243019016923,1.71734623024907,-3.20632277699814,NA,NA,2.87503825494754,NA,-1.41155343067678,9,-80.8150083234202,180.72757762245,4.47758874097073,0.0021610614573629
"3247",-3.78204787559028,NA,4.01799938332906,1.27315761520774,-2.96545391963291,NA,2.9429762477945,NA,-3.37224016772643,NA,NA,2.99377545530332,0.721088620394608,NA,8,-81.9404634945785,180.753654261884,4.50366538040498,0.00213306773924825
"5791",-2.73366126871466,NA,3.14637357029249,2.05452610296316,-1.92759537240026,0.894641570618184,NA,NA,-2.74626585619581,NA,-0.0347759421561366,3.18150006563559,NA,-1.90846152544765,9,-80.8557165514184,180.808994078446,4.55900519696715,0.0020748550346827
"5280",-2.73939741477915,-0.0192245216164736,3.14935641184924,2.0563518795844,-1.93197113641931,0.88951212670365,NA,NA,-2.75571314369799,NA,NA,3.18810307099862,NA,-1.91456561578771,9,-80.8558485662159,180.809258108041,4.55926922656212,0.00207458114119488
"5583",-3.05080492188533,NA,3.12633984214579,1.95282337504352,-2.18724551958282,NA,NA,0.993532396606293,-2.77171248971386,0.73618878984634,NA,3.5288105769502,NA,-1.97785460438292,9,-80.8614644965702,180.82048996875,4.5705010872708,0.00206296309160499
"6335",-2.39004597033726,NA,4.38918150240446,1.78517053921265,-2.73956709521985,0.863602563440757,2.85863638052069,NA,-4.27713061064659,NA,NA,NA,0.711709990750265,-1.72239952344965,9,-80.8627031491561,180.822967273922,4.57297839244265,0.0020604093789448
"7408",-4.32131466952114,-0.141397324679782,3.62416570660707,1.70368761460662,-3.02213963660559,NA,2.82412083231561,1.4303667871029,-3.10921934850863,NA,NA,3.27465819320562,1.23900754387676,-1.91866558274132,11,-78.6017442790437,180.833118187717,4.58312930623762,0.00204997835345308
"7919",-4.28699208705694,NA,3.60623654243437,1.67845370140281,-3.00704782823508,NA,2.81438013763211,1.46834519422628,-3.09440843636077,NA,-0.162464430318856,3.25177689281983,1.24546539863258,-1.89229156329353,11,-78.6193718095555,180.868373248741,4.61838436726134,0.00201415892898663
"5168",-4.93779353605135,-0.357789640069144,4.27785312483551,2.02464324667344,-2.81549468244211,NA,2.18861175436403,NA,NA,NA,NA,4.14357142489114,NA,-1.93318376047771,8,-82.0088322996812,180.89039187209,4.64040299061028,0.00199210604187208
"5151",-4.46966718052336,NA,3.37401775260657,2.12468188955163,-1.9926264972569,0.757432925398304,NA,NA,NA,NA,NA,4.31586153393592,NA,-2.02331558742129,7,-83.1187210594428,180.912140914066,4.66215203258693,0.00197056020555856
"7615",-4.27262613209739,NA,3.85045995490135,1.90008070002934,-2.65403722369809,0.669528793948965,2.51861578566403,NA,-3.20807698409639,0.538608736292769,NA,3.27467546694245,1.03410290793009,-1.9455123873487,11,-78.6514799546899,180.932589539009,4.68260065753014,0.00195051522993903
"1707",-2.29821236639021,NA,3.7637211965519,NA,-3.1144622269383,NA,2.93246812208214,NA,-3.22289553855818,NA,-0.288456677793465,2.72107857176921,NA,NA,7,-83.1436512132224,180.962001221625,4.71201234014609,0.00192204114335099
"6383",-2.47004293452375,NA,4.30882569996916,1.59050096111334,-3.14215035841405,NA,3.11152735103554,1.34189080931459,-4.35317291973019,NA,NA,NA,0.89451319048466,-1.76296854543764,9,-80.941682775593,180.980926526796,4.73093764531632,0.00190393931647889
"4255",-1.05336607829939,NA,3.62367515911218,1.90367876377996,-1.8842741920268,0.997746031637806,NA,NA,-3.84456765232812,NA,NA,NA,NA,-1.82984223743614,7,-83.1611768758423,180.997052546865,4.74706366538589,0.00188864955823645
"5515",-1.23262671524351,NA,2.99398704486791,NA,-2.27702888614152,NA,NA,NA,-2.79020321996669,0.586987604805385,NA,3.26582024334949,NA,-1.64325672194686,7,-83.1623796138853,180.999458022951,4.74946914147208,0.0018863793730554
"1451",-2.50025075904263,NA,3.79569057857151,NA,-3.15638970487302,NA,2.91683037195175,NA,-3.3965765915465,0.257425451877656,NA,2.84117439734985,NA,NA,7,-83.1673555289518,181.009409853084,4.75942097160492,0.00187701622394846
"5423",-5.34583348443168,NA,4.30793634578424,2.03236253095912,-2.834815465568,NA,2.08345821020552,NA,NA,0.580045132974733,NA,4.45007754837598,NA,-1.96789612492225,8,-82.0874079586957,181.047543190119,4.79755430863943,0.00184156680291228
"5631",-4.2129037631604,NA,3.51488449955978,1.94653922157823,-2.8834493483789,0.700419432199463,2.64770706047665,1.24629798426292,-3.26270608758902,0.607819202063697,NA,3.10579169319157,NA,-1.76381196786283,11,-78.7118497783066,181.053329186243,4.80334030476351,0.00183624685273354
"1196",-2.36882096763604,-0.0840543451164982,3.78502856105747,NA,-3.16258349663862,NA,2.9461022167561,NA,-3.33779956516817,NA,NA,2.76424504243415,NA,NA,7,-83.189731627747,181.054162050675,4.80417316919542,0.00183548233958261
"191",-2.47363848717862,NA,4.20947080376877,1.44143078733195,-2.83116455165664,1.08527977788846,3.14113831668388,NA,-4.4238778602454,NA,NA,NA,NA,NA,7,-83.1928417692989,181.060382333778,4.81039345229914,0.00182978259778693
"1455",-3.6126356129019,NA,4.10180950499619,1.39891298435662,-2.99257355230944,NA,2.86938179845985,NA,-3.32531462893649,0.332406936985428,NA,2.94462198591686,NA,NA,8,-82.0944096189714,181.06154651067,4.81155762919067,0.00182871781240819
"1711",-3.35679849918226,NA,4.06434300937378,1.38372708818905,-2.95337450008565,NA,2.88089553865173,NA,-3.14621555588556,NA,-0.284305815029345,2.79976208856651,NA,NA,8,-82.0956021995664,181.06393167186,4.81394279038065,0.00182653821896015
"5647",-3.76774428783918,NA,3.60874369795623,2.02286690148506,-2.02983333307999,NA,NA,NA,NA,NA,-0.629559388051701,4.09149546447867,NA,-1.9609589736425,7,-83.2089184540908,181.092535703362,4.84254682188302,0.00180060096023944
