"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"592",-3.37175819895789,0.496123551567635,-2.90582526322754,0.872243167361429,-1.81754171401485,NA,NA,4.00351702437564,NA,NA,5.86275529739371,NA,NA,7,-90.030473832533,194.727614331733,2.86437068049327,0.00437379583557461
"1747",-3.45104868150935,NA,-2.71392813756071,NA,NA,-1.43293778131868,NA,2.92019907959176,1.11073210462533,NA,6.11093918804945,0.61045363419563,NA,7,-90.0316833741709,194.730033415008,2.86678976376896,0.0043685087455184
"608",-2.59314774912651,0.553076936502689,-2.94206104852759,0.827418848444484,-1.55514081604961,-1.15185600229732,NA,3.45807873012776,NA,NA,5.75609368408565,NA,NA,8,-88.9477754505192,194.75782635014,2.89458269890088,0.00430822176364308
"1612",-3.41078493425474,0.461354510634946,-2.90263187405611,NA,-1.59740876734844,NA,NA,3.9662672358716,NA,NA,6.03882541923884,0.689171757329172,NA,7,-90.0979202245969,194.862507115861,2.99926346462115,0.00408852738346635
"963",-4.50960490465035,NA,-1.70210161792094,NA,NA,NA,NA,3.85709249488397,1.90188627705,-1.49660509202438,6.18097249079705,NA,NA,6,-91.186392226422,194.869825872962,3.00658222172297,0.00407359325553352
"724",-3.11394541892701,0.270858910356271,-2.86697440873135,NA,NA,-1.49521954370376,NA,3.04594811783728,1.16318692371771,NA,6.00658355634163,NA,NA,7,-90.1023707277496,194.871408122166,3.00816447092637,0.0040703718101421
"961",-5.22121756975306,NA,NA,NA,NA,NA,NA,3.83763803654335,2.12386871066718,-2.39920934433048,6.49801405227082,NA,NA,5,-92.2623839641547,194.87770910478,3.01446545354059,0.00405756831837249
"636",-2.69673808084374,0.439231503751676,-3.11454356759086,NA,-1.52164537097001,-1.2062407228382,0.786349948699378,3.64990278489841,NA,NA,5.89280236624731,NA,NA,8,-89.031386928994,194.92504930709,3.06180565585038,0.00396265302463939
"727",-3.39235771059991,NA,-2.70017583581176,0.486940983024513,NA,-1.47911604013954,NA,2.9143662105286,1.2482891231372,NA,5.99965806688287,NA,NA,7,-90.1348911961385,194.936449058944,3.07320540770417,0.00394013064242638
"1628",-2.60538522957225,0.524257686974088,-2.93800734112202,NA,-1.34683382708891,-1.14779056022579,NA,3.43071199990699,NA,NA,5.89762716166972,0.615742751338703,NA,8,-89.0408436312585,194.943962711619,3.08071906037929,0.00392535602606649
"2771",-3.08554371537352,NA,-2.65641094559842,NA,NA,-1.46808891687162,NA,2.9760459239721,1.2322782042689,NA,5.97467889272285,NA,-0.16858520999578,7,-90.2126906562916,195.09204797925,3.22880432801043,0.0036452116170646
"620",-3.39896555547129,0.39029802788222,-3.03120476283234,NA,-1.7726947857269,NA,0.640184196197532,4.18563770824223,NA,NA,5.98811217229934,NA,NA,7,-90.2215669714798,195.109800609626,3.24655695838692,0.00361299874711835
"1603",-4.24560811081901,NA,-2.49810092355541,NA,NA,NA,NA,3.49557996076069,NA,NA,6.18592641268799,0.891142819902877,NA,5,-92.381317513749,195.115576203969,3.25233255272914,0.00360258019013723
"1643",-3.98087429289306,NA,-2.84786866492966,NA,-1.61664194571758,NA,0.829398118658831,4.03158389218309,NA,NA,6.18518463532866,0.667284344676064,NA,7,-90.2316464497763,195.129959566219,3.26671591497978,0.00357676452247234
"1615",-3.78679526651675,NA,-2.56379704069084,0.760165160914336,-1.58309768255366,NA,NA,3.76410981611196,NA,NA,6.00378970381867,0.649956608547637,NA,7,-90.2317352168037,195.130137100274,3.26689344903471,0.00357644703780904
