"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"765",-4.11384875329223,NA,NA,0.733522021161826,-1.12073260009436,-1.10963210592857,-0.6969042928428,2.81039434075933,0.838336277887142,NA,6.61112776196063,NA,NA,8,-92.7636017278036,202.389478904709,10.5262352534697,9.48649438892346e-05
"3743",-1.90597370802508,NA,-2.57395302319008,0.867559188300534,-0.975275009094484,-1.68767604583884,NA,NA,1.06845096852167,NA,6.39463090866121,0.682504740272939,-0.248522400691224,9,-91.654615062717,202.393567474832,10.5303238235921,9.46712109917092e-05
"899",-2.72011441566807,NA,-1.68543283171261,NA,NA,NA,NA,NA,1.58700432504173,-1.10720991359799,6.58907453088638,NA,NA,5,-96.0220629822938,202.397067141058,10.5338234898188,9.45056970249772e-05
"2620",-0.617556009633186,0.277997967361455,-2.55919788077261,NA,-1.08559054936335,-1.74018399213475,0.225294709115676,NA,NA,NA,6.05623217809623,NA,-0.175769614435539,8,-92.7711171173586,202.404509683819,10.5412660325796,9.41546692193002e-05
"2781",-4.37021018569668,NA,NA,0.629571920348332,-1.23162313866037,-1.15869874386945,NA,3.01314689520555,0.648377688795754,NA,6.78379734040058,NA,-0.405557613500906,8,-92.7733154715624,202.408906392227,10.5456627409872,9.39479112533055e-05
"2712",-1.87483675212475,0.120798602103635,-2.5883789587239,0.639752372130455,NA,-1.94724618539554,NA,NA,1.19204410810924,NA,6.28444640870489,NA,-0.0952050763361982,8,-92.7740378340494,202.410351117201,10.5471074659612,9.38800713119488e-05
"683",-1.70009429639577,NA,-2.31959444418264,NA,-1.23024902311167,NA,-0.433309498246456,NA,1.14701288371085,NA,6.39581457965436,NA,NA,6,-94.9574305784334,202.411902576985,10.5486589257457,9.38072739735327e-05
"870",-5.01780171789975,0.280228803937069,NA,0.613415147725895,NA,NA,0.298391834107957,3.7838855647839,NA,-1.89389807325431,6.25265028647516,NA,NA,7,-93.8783199769457,202.423306620558,10.5600629693187,9.32739049396479e-05
"613",-4.64331836439523,NA,NA,0.40367078693014,NA,NA,-0.848316085132603,3.13609209855993,NA,NA,6.42103727392455,NA,NA,5,-96.035463027687,202.423867231845,10.5606235806052,9.32477634017061e-05
"3793",-4.63903114133742,NA,NA,NA,NA,-1.44485370380381,NA,2.67459791547491,0.585414907839559,NA,6.87243645502875,0.607565923291263,-0.435897366638918,7,-93.8789032457493,202.424473158165,10.5612295069259,9.32195170436306e-05
"2793",-4.26169160492014,NA,NA,NA,-1.3582660266779,NA,-0.752798656690084,3.4586710561712,0.83101660002033,NA,6.67143707740569,NA,-0.416854102380557,7,-93.8805835865646,202.427833839796,10.5645901885565,9.30630080154397e-05
"2657",-4.38075187275815,NA,NA,NA,NA,NA,-0.788652257351592,3.20542608266355,NA,NA,6.41658188999775,NA,-0.256214441946808,5,-96.0380882929615,202.429117762394,10.5658741111541,9.30032843381373e-05
"907",-1.98651005641284,NA,-2.17634513623452,NA,-1.17069490401507,NA,NA,NA,1.22702561413208,-0.404886104913341,6.48185497189242,NA,NA,6,-94.9660614965089,202.429164413136,10.5659207618968,9.30011150272966e-05
"754",-3.86887746782207,-0.0863172058204442,NA,NA,NA,-1.36701438366788,-0.825071358131217,2.50885224729831,0.954575452624439,NA,6.47950524642554,NA,NA,7,-93.8850163881665,202.436699443,10.5734557917604,9.26513911463992e-05
"828",-0.631298203630342,0.254467014296622,-2.69999649863076,NA,-1.10840717215117,-1.73579825042054,0.134100978473552,NA,NA,0.207249931320872,6.04547032913974,NA,NA,8,-92.7874897267299,202.437254902562,10.5740112513221,9.26256626687845e-05
"1817",-2.33359321630499,NA,NA,NA,-0.501803042899575,-1.58241960459686,NA,NA,NA,-1.08182061010919,6.55068268675601,0.792587081916201,NA,6,-94.9706999427597,202.438441305638,10.5751976543982,9.25707332769369e-05
"4066",-5.57160682481038,0.385549115389135,NA,NA,NA,NA,0.020629201255388,3.93460199732752,2.04788638361071,-2.71126776525831,6.70792413725517,0.730982127066521,-0.263455484999001,9,-91.6782743042132,202.440885957824,10.5776423065846,9.24576507801087e-05
"1667",-3.09680356407634,NA,-2.48359679924636,NA,NA,NA,NA,NA,0.861390112165921,NA,6.818280414128,0.941075293415871,NA,5,-96.0451416904398,202.44322455735,10.5799809061108,9.23496032532414e-05
"519",-2.41868218825955,NA,-2.2510453537128,0.480965982757027,NA,NA,NA,NA,NA,NA,6.36056338667991,NA,NA,4,-97.1106181354568,202.455154399569,10.5919107483292,9.18003848061705e-05
"652",-1.81672890691551,0.152380699557774,-2.55715129838944,NA,-1.34102067643819,NA,NA,NA,0.990937853441667,NA,6.48334032299619,NA,NA,6,-94.9793304816383,202.455702383395,10.5924587321556,9.17752356885867e-05
"2886",-4.76943306621289,0.297207977142702,NA,0.610692010068328,NA,NA,NA,3.71429639467705,NA,-1.77013895734325,6.18641621057982,NA,-0.0908321664019137,7,-93.9006065294695,202.467879725606,10.6046360743663,9.12181441574567e-05
"3661",-5.13663271521822,NA,NA,0.625230958432524,-1.48808512087933,NA,NA,3.55193697615011,NA,NA,6.87493131325349,0.608290593653932,-0.473252105130819,7,-93.9010849519048,202.468836570476,10.6055929192368,9.11745137884945e-05
"2941",-4.14247219102212,NA,NA,0.728981572411561,-0.996998479490683,-1.09364681219953,0.652331742612397,3.3854460010441,NA,-1.41741592779512,6.23827677897472,NA,-0.233690136763983,9,-91.6960621490868,202.476461647571,10.6132179963319,9.08275692301226e-05
"2699",-1.80640512213901,NA,-2.42600589632076,NA,-1.31411001930128,NA,NA,NA,1.03983207706953,NA,6.47702121026046,NA,-0.180180194176584,6,-94.9917722613134,202.480585942745,10.6173422915058,9.06404623646952e-05
"3912",-4.50663818500352,0.440976569576838,-2.09737239537768,0.469943108638798,NA,NA,NA,3.72140291497794,NA,-0.926471136900658,6.1683708488313,1.01113955184829,-0.162176578013574,9,-91.6995186327658,202.483374614929,10.6201309636897,9.05141671660664e-05
"3815",-4.6415934089704,NA,-2.59905787898467,0.381458603148543,NA,NA,-0.235899895547314,3.49621464927725,1.09469628006459,NA,6.36439093359659,0.770209869903656,-0.211221573217737,9,-91.6995396694782,202.483416688354,10.6201730371146,9.05122630655894e-05
"3940",-4.6474903991973,0.392050462297254,-2.16642231425336,NA,NA,NA,0.552380246113439,3.88112348215788,NA,-1.04342991103428,6.28059429454485,1.03745729209834,-0.194329764657457,9,-91.6996664611253,202.483670271648,10.6204266204088,9.0500787594187e-05
"2809",-3.64018908525153,NA,NA,NA,-1.08308992925536,-1.12882437330476,-0.590330680588154,2.9177204054652,0.81527145800189,NA,6.58375111879561,NA,-0.416752841225327,8,-92.8126058579682,202.487487165038,10.6242435137988,9.03282363699854e-05
"706",-5.45124518401503,-0.2913101974713,NA,NA,NA,NA,NA,3.25765605954367,0.672415159202442,NA,6.83425514325104,NA,NA,5,-96.0674675214122,202.487876219295,10.6246325680555,9.03106667864879e-05
"1548",-1.99397545176381,0.218513156543475,-2.50718243628057,NA,-1.27736744614363,NA,NA,NA,NA,NA,6.53660903645542,0.94336511362568,NA,6,-94.9957321551364,202.488505730391,10.6252620791517,9.02822454761824e-05
"2765",-5.1348134030275,NA,NA,0.670981340416409,-1.54880268352691,NA,NA,3.60664584029217,0.59337047325261,NA,6.91169898588929,NA,-0.403654750150354,7,-93.9121221429828,202.490910952632,10.6276673013929,9.01737363040273e-05
"897",-3.41157107986295,NA,NA,NA,NA,NA,NA,NA,1.82979129533506,-2.01515794620166,6.85400396521267,NA,NA,4,-97.1285257644263,202.490969657508,10.6277260062681,9.01710895239036e-05
"1727",-1.9235743874962,NA,-2.56577842496159,0.905377057552934,-0.940648192660674,-1.67487390181452,-0.145642511056712,NA,1.10000309756577,NA,6.34841694057618,0.61876467958096,NA,9,-91.7146530457867,202.513643440971,10.6503997897317,8.91546024336648e-05
"1605",-5.84899171866784,NA,NA,0.31484458549824,NA,NA,NA,3.25128359020893,NA,NA,6.98594633141898,0.710777911924459,NA,5,-96.0816107358855,202.516162648242,10.6529189970022,8.90423736690587e-05
"2585",-2.0743239055201,NA,NA,NA,-0.90102632818133,-1.66711379998235,NA,NA,NA,NA,6.69480719298175,NA,-0.324069594945694,5,-96.0858112045378,202.524563585546,10.6613199343068,8.86691384000386e-05
"610",-4.47281227771975,-0.114501068959885,NA,NA,NA,NA,-0.721744854170215,3.15399813282273,NA,NA,6.3937389646732,NA,NA,5,-96.0885032635398,202.52994770355,10.6667040523109,8.84307568603551e-05
"771",-2.1164748609169,NA,-1.97159813470984,NA,NA,NA,NA,NA,NA,-0.343985243190748,6.30859989028546,NA,NA,4,-97.1547963533475,202.54351083535,10.6802671841105,8.7833086715423e-05
"3595",-1.98902585427124,NA,-2.30340769707836,NA,-1.23273746091002,NA,NA,NA,NA,NA,6.52926069669027,0.990830372227689,-0.253349298100259,6,-95.0259961328914,202.549033685901,10.6857900346617,8.75908767859579e-05
"797",-2.20283914469691,NA,NA,0.826842835645448,-0.723940015002014,-1.59792822857272,NA,NA,NA,-1.01901767968965,6.36647875950192,NA,NA,6,-95.0272517655965,202.551544951311,10.688301300072,8.74809638359806e-05
"3697",-3.96421403140648,NA,NA,NA,NA,-1.35359559519709,-0.514368140440418,2.59244336065052,NA,NA,6.52414087899473,0.724909775504022,-0.413184517368731,7,-93.9426379464653,202.551942559597,10.6886989083579,8.74635739865848e-05
"3801",-4.25418767234891,NA,NA,NA,-1.1082659493254,-1.14986367715153,NA,3.00746199733118,0.547327166511452,NA,6.82936878667397,0.444239757427504,-0.49755603420309,8,-92.8481704377225,202.558616324547,10.6953726733074,8.7172204722229e-05
"547",-1.92655487912031,NA,-2.10790744529037,NA,NA,NA,-0.368235466447469,NA,NA,NA,6.25168219564123,NA,NA,4,-97.1657254213211,202.565368971297,10.7021253200578,8.68783794734068e-05
"3677",-4.32395214575066,NA,NA,0.589981699978449,-1.19467269189659,-1.11423418631642,NA,2.98751150110531,NA,NA,6.71185385864054,0.530834053865348,-0.461435935754234,8,-92.8558690499602,202.574013549022,10.7107698977829,8.65036763922476e-05
"3785",-5.04028350706141,NA,NA,NA,-1.41073362354103,NA,NA,3.58705785408929,0.475264381984251,NA,6.98210416408588,0.544996210936049,-0.51728885767194,7,-93.9554657262186,202.577598119104,10.7143544678645,8.63487760013658e-05
"4046",-5.73245915805933,0.444274554241199,NA,1.10571646982962,-0.927200216385038,NA,NA,4.00287200170918,2.01552424740141,-2.58784664524025,6.72275719485955,0.564805246919646,-0.253756226068693,10,-90.6228901820035,202.57911369734,10.7158700461009,8.62833666249281e-05
"4071",-5.41712901222978,NA,-1.68008936781952,0.659149082763677,NA,NA,0.305702853732538,3.8533334769294,1.82835717206567,-1.703387826254,6.43256810070972,0.733114796519189,-0.15559164512652,10,-90.6238654908743,202.581064315082,10.7178206638425,8.61992547162722e-05
"704",-1.40158960895508,0.30429846647684,-2.6727252144953,0.978586326046278,-1.09398087124837,-1.71549527330662,-0.33245678649133,NA,1.18879862825898,NA,6.21698641226797,NA,NA,9,-91.7539622346048,202.592261818607,10.7290181673677,8.57179949710473e-05
"3952",-4.25430329227091,0.492129663193088,-2.85055135487129,0.811589723225152,-1.73068505559619,NA,0.767295998601604,4.1736296289984,NA,-0.455746107126982,6.19851331019532,0.775106396413665,-0.280164256405995,11,-89.4921838034154,202.594123704392,10.7308800531524,8.56382335453089e-05
"2720",-1.4471635531833,0.276886123508416,-2.72665405135395,0.930500795265578,-1.13868491360638,-1.74165762366982,NA,NA,1.11662987581235,NA,6.27377928674159,NA,-0.175829224269899,9,-91.7561132793586,202.596563908115,10.7333202568755,8.55338098938429e-05
"2875",-0.675954207267317,NA,-2.63097381477525,NA,-1.09562450173669,-1.71876851398785,0.24028823453114,NA,NA,0.340490901668186,6.04421845097373,NA,-0.187552031414442,8,-92.8681187545165,202.598512958135,10.7352693068954,8.54504956593999e-05
"922",-2.41200049020311,0.200658944169273,NA,NA,-0.374563777311509,-1.68265040569224,NA,NA,1.74548163203233,-1.87257689212183,6.65269707453237,NA,NA,7,-93.9777552867554,202.622177240177,10.7589335889381,8.44453913385996e-05
"2922",-4.38158066084752,0.250790224322872,NA,NA,-1.17539018572759,NA,0.439804824960424,3.99124913242776,NA,-1.53613304022806,6.34249169138771,NA,-0.247994923178977,8,-92.8829941379196,202.628263724941,10.7650200737015,8.41887941864381e-05
"2938",-3.74175167011847,0.307759935791082,NA,NA,-0.927988042892663,-1.14493241170816,0.570028545189425,3.49014633382772,NA,-1.56493757838921,6.26112948976876,NA,-0.263497141769107,9,-91.772302012101,202.6289413736,10.7656977223602,8.41602738066802e-05
"3689",-4.4597911734102,NA,NA,NA,-1.34772368746889,NA,-0.427650747756716,3.475904177846,NA,NA,6.69103573610714,0.639346589572172,-0.486088443419709,7,-93.9929934312654,202.652653529197,10.7894098779581,8.31683548064613e-05
"3857",-2.45490413231916,NA,NA,NA,NA,-1.68458745336982,NA,NA,NA,-1.18543989225953,6.53836632432312,0.969980594155108,-0.291866981008323,6,-95.0793760405224,202.655793501163,10.7925498499238,8.30378841005859e-05
"2740",-1.29883664472012,0.156136019250283,-2.45189751109172,NA,NA,-1.89135906958728,-0.440406440120559,NA,1.26470393649354,NA,6.18735951914978,NA,-0.124456507144175,8,-92.8988568811532,202.659989211408,10.7967455601688,8.28638652470581e-05
"1769",-4.5980338944756,NA,NA,NA,-1.26627452717046,NA,-0.767514511927087,3.34543184202781,0.714992007295895,NA,6.74662208668838,0.371052744636817,NA,7,-93.9987660245051,202.664198715677,10.8009550644374,8.26896407638158e-05
"2753",-5.45707074923634,NA,NA,NA,NA,NA,NA,3.36527231587579,0.601589984188321,NA,6.94638589374054,NA,-0.311675522053585,5,-96.1571297501994,202.667200676869,10.8039570256299,8.25656183184464e-05
"1803",-2.01601625023253,NA,-2.46782705574467,NA,-1.26184468450578,NA,NA,NA,NA,0.162077081440569,6.50571696830769,0.911611930014037,NA,6,-95.0851327377168,202.667306895552,10.8040632443126,8.25612334292808e-05
"538",-2.19957114719669,-0.142273907975204,NA,NA,-0.834460223224743,-1.63885856505073,NA,NA,NA,NA,6.62900530217492,NA,NA,5,-96.1623787454193,202.677698667309,10.8144550160698,8.21333672169902e-05
"946",-2.29575991778457,0.226947948887813,NA,NA,NA,-1.71483843513036,-0.484477329320251,NA,1.92432510805894,-1.8771116142833,6.55225284745672,NA,NA,7,-94.0069202561551,202.680507178977,10.8172635277374,8.201811189984e-05
"2969",-2.32963592160021,NA,NA,NA,-0.384408725153151,-1.6634818246612,NA,NA,1.71213745753462,-1.68228277605659,6.6016052940359,NA,-0.207800122251059,7,-94.007216201336,202.681099069339,10.8178554180994,8.19938426262357e-05
"2770",-4.29180357131571,-0.193808572998361,NA,NA,NA,-1.44792892775109,NA,2.66560772738834,0.764972149578189,NA,6.65839488727177,NA,-0.340967157209121,7,-94.0097762368406,202.686219140348,10.8229754891085,8.17842039336981e-05
"953",-2.24212708997879,NA,NA,NA,-0.346585802756086,-1.632070212641,-0.35700425723596,NA,1.76430427602012,-1.61151987827017,6.54353880833818,NA,NA,7,-94.0098562491642,202.686379164995,10.8231355137557,8.17776604512889e-05
"1757",-4.71094410486256,NA,NA,0.667477293763561,-1.16057123771383,-1.14756723760691,NA,2.92965048684121,0.560199570176021,NA,6.85728705614434,0.288177339550307,NA,8,-92.9127178103105,202.687711069723,10.8244674184834,8.17232185548719e-05
"2917",-4.9683147030038,NA,NA,0.541147403714972,NA,NA,0.386090759135009,3.70442875265859,NA,-1.69903715447991,6.23177794146792,NA,-0.0994859826867319,7,-94.0106770352382,202.688020737143,10.8247770859036,8.1710566025285e-05
"1645",-4.82663902441975,NA,NA,0.717880940161565,-1.39499838058023,NA,-0.524943375938311,3.36509678230738,NA,NA,6.66261485627339,0.481680009296448,NA,7,-94.0107374911953,202.688141649057,10.8248979978178,8.17056262841297e-05
"516",-2.14693705056272,0.0324226483479245,-2.2626139653293,NA,NA,NA,NA,NA,NA,NA,6.3572248801048,NA,NA,4,-97.2286081921241,202.691134512903,10.8278908616637,8.15834508131105e-05
"2669",-4.40587318244042,NA,NA,0.685345957015094,-1.49779080509449,NA,-0.460310676225974,3.49661521714198,NA,NA,6.5322182126646,NA,-0.350320076250759,7,-94.0139974709285,202.694661608524,10.8314179572843,8.1439701288908e-05
"1579",-2.04584493039869,NA,-2.34533187265718,NA,-1.21222714691107,NA,0.00786239605255547,NA,NA,NA,6.50195939751369,0.929114131790243,NA,6,-95.098956437882,202.694954295882,10.8317106446429,8.1427783975413e-05
"2563",-2.14479510173403,NA,-2.23683292030677,NA,NA,NA,NA,NA,NA,NA,6.3506107977197,NA,-0.012693974685582,4,-97.2308717071147,202.695661542884,10.8324178916451,8.13989942880131e-05
"1741",-5.50841328358898,NA,NA,0.706776570650622,-1.46474182535312,NA,NA,3.5036461816525,0.482001096312511,NA,7.00095433218306,0.375756908792254,NA,7,-94.0148844339303,202.696435534527,10.8331918832879,8.13674993119602e-05
"1746",-4.66720909968924,-0.186257930280111,NA,NA,NA,-1.41052134921462,NA,2.59948451966716,0.638178269059769,NA,6.77429036072066,0.463330333406786,NA,7,-94.0150517367192,202.696770140105,10.8335264888657,8.13538874410824e-05
"1749",-4.95743702319242,NA,NA,0.397533992102709,NA,-1.45106933122034,NA,2.60405292256011,0.596126639129103,NA,6.88979915769784,0.483945330076764,NA,7,-94.0164700083471,202.699606683361,10.8363630321215,8.12385873134848e-05
"2030",-5.86752691649022,0.444083122504035,NA,1.14379475778022,-0.910916131624455,NA,0.0731508202667561,4.01127260828749,2.02458665615494,-2.65840435073586,6.73385796321738,0.497479728589548,NA,10,-90.689109926509,202.711553186351,10.848309535112,8.07547752045661e-05
"3669",-4.5699226018859,NA,NA,0.314995367066429,NA,-1.42045490348605,NA,2.65481646792488,NA,NA,6.73191200649422,0.711510646666133,-0.41342390262871,7,-94.0244471845232,202.715561035713,10.8523173844736,8.05931107532336e-05
"2778",-4.00926241265273,-0.104290111509534,NA,NA,-1.13633373051364,-1.15478111688562,NA,3.02361268672547,0.663117832118926,NA,6.6967206945011,NA,-0.428974223662836,8,-92.9326351493342,202.72754574777,10.8643020965308,8.01116122362327e-05
"2773",-4.55340518891693,NA,NA,0.357619520118276,NA,-1.48718687720073,NA,2.67451989118055,0.716285685607693,NA,6.76969205515683,NA,-0.329437960135026,7,-94.0332980753965,202.73326281746,10.8700191662202,7.98829373944055e-05
"718",-5.26437709514335,-0.164738133925743,NA,0.699207361307172,-1.47745551125144,NA,NA,3.51556284789201,0.615475286146885,NA,6.86208701906106,NA,NA,7,-94.0375398670285,202.741746400724,10.8785027494842,7.954480826268e-05
"734",-4.52833998478928,-0.0971927873603341,NA,0.661442627719119,-1.17645386455344,-1.14469704710623,NA,2.94304725240284,0.648434035634613,NA,6.75768483578525,NA,NA,8,-92.9402532108473,202.742781870796,10.8795382195569,7.95036357876174e-05
"2914",-4.68091907428186,0.246305830448001,NA,NA,NA,NA,0.327496815621845,3.81606671944834,NA,-1.81132213612569,6.25055742687491,NA,-0.12987523335044,7,-94.0388340498856,202.744334766438,10.8810911151984,7.94419293218924e-05
"3666",-4.34001691956542,-0.120102066322902,NA,NA,NA,-1.39065148764726,NA,2.65676818465357,NA,NA,6.64825204109561,0.706871613557216,-0.421360035202451,7,-94.0393204033836,202.745307473434,10.8820638221944,7.94033018557426e-05
"3968",-3.50837279380314,0.542787774506422,-2.9319615714221,0.771770536661992,-1.48129193886604,-1.16317289753927,0.895177714830071,3.65515993986547,NA,-0.43909667112237,6.08615024679283,0.706464605529402,-0.28084373870338,12,-88.416847998523,202.747806426494,10.8845627752544,7.93041512497481e-05
"1816",-1.98713077206386,0.272263830314506,-2.30522910545553,0.628306834375784,NA,-1.84531263535593,NA,NA,NA,-0.358273547008372,6.26562516031903,0.997495322621697,NA,8,-92.9429387075756,202.748152864253,10.8849092130136,7.92904154632022e-05
"2975",-1.70173022578176,NA,-2.24720762833986,0.941659977618866,-0.911547184533672,-1.70302617542805,NA,NA,1.40366198853412,-0.450076129361483,6.24646725219811,NA,-0.139399173309477,9,-91.8368145798,202.757966508998,10.8947228577582,7.89023044533036e-05
"1810",-2.53001462254015,0.149735884285314,NA,NA,NA,-1.69378426130241,NA,NA,NA,-1.32330589104654,6.55952485859925,0.919538530129415,NA,6,-95.1321573977025,202.761356215523,10.8981125642838,7.87686898856819e-05
"1948",-1.59784422475244,0.323970866772425,-2.39799981995636,NA,-0.763250757329469,-1.72429231628787,NA,NA,1.20978553571571,-0.566241552466165,6.4089800287012,0.696265948390566,NA,9,-91.8385348563164,202.76140706203,10.8981634107911,7.87666873547585e-05
"1653",-4.21349469393032,NA,NA,0.41971929131396,NA,-1.34955280795661,-0.588950522683766,2.50661523694622,NA,NA,6.50031499288087,0.609767925982203,NA,7,-94.0489448805097,202.764556427686,10.9013127764467,7.8642752409502e-05
"3658",-4.77845031686626,-0.11708629788444,NA,NA,-1.38738371035033,NA,NA,3.5551752623896,NA,NA,6.79276630002197,0.630997129694827,-0.498915311886859,7,-94.0528157133357,202.772298093338,10.9090544420987,7.8338927868309e-05
"2962",-2.4745249271325,0.187902862602744,NA,NA,NA,-1.75823506365592,NA,NA,1.85586418701803,-1.97358321557844,6.62141527197082,NA,-0.174066482417592,7,-94.0541738094877,202.775014285642,10.9117706344026,7.8232608284274e-05
"2762",-4.73775996773237,-0.174167949176802,NA,NA,-1.43607886938025,NA,NA,3.60240757891597,0.638834743687056,NA,6.80667275292988,NA,-0.430966328145563,7,-94.0551058354177,202.776878337502,10.9136346862627,7.81597274334755e-05
"1585",-2.44402881894946,NA,NA,NA,NA,-1.7028344592998,-0.833963579836216,NA,NA,NA,6.60106259443682,0.745223787597785,NA,5,-96.2124610975944,202.777863371659,10.9146197204199,7.81212419110213e-05
"709",-5.76305443857102,NA,NA,0.346662448402349,NA,NA,NA,3.30694148099262,0.586159371970951,NA,6.97797543226744,NA,NA,5,-96.2135679783184,202.780077133107,10.9168334818681,7.80348188530421e-05
"3740",-1.37601943041819,0.270682306184488,-2.70283571002668,NA,-0.940643129503579,-1.72852612091235,NA,NA,0.953411933826246,NA,6.41268312220427,0.743937510964756,-0.299909443575382,9,-91.8480353748948,202.780408099187,10.9171644479479,7.80219064824172e-05
"528",-1.80418532638223,0.245398543369409,-2.46891411293385,0.92675246735153,-1.5101669117734,NA,NA,NA,NA,NA,6.27265796455627,NA,NA,6,-95.1436706293722,202.784382678863,10.9211390276234,7.78670083053074e-05
"1785",-3.93855203071571,NA,NA,NA,-1.00230916781072,-1.11902365525277,-0.615325804132193,2.82427232308568,0.727025085141863,NA,6.64282585464642,0.285875228417822,NA,8,-92.9635430651571,202.789361579416,10.9261179281765,7.7673403344896e-05
"3608",-1.91427244266902,0.2180275475621,-2.50716199096566,0.551069326105082,NA,-1.87669255497406,NA,NA,NA,NA,6.30310966544691,1.01243617912435,-0.19008629639897,8,-92.9671174119278,202.796510272957,10.933266621718,7.73962672517834e-05
"959",-1.73736443902652,NA,-2.23692516439989,0.964533253953149,-0.886944420888514,-1.69436318972839,-0.0814247863998623,NA,1.42020612882568,-0.460052560378614,6.23026053250159,NA,NA,9,-91.8562425861751,202.796822521748,10.9335788705085,7.73841847495756e-05
"746",-4.40935533600032,-0.0785896607247412,NA,NA,-1.30419635372941,NA,-0.724445354222836,3.38587807761119,0.801953056862153,NA,6.65024733711805,NA,NA,7,-94.0674924072717,202.80165148121,10.9384078299706,7.71975675863327e-05
"2685",-3.7593788073007,NA,NA,0.626346367037772,-1.22550205963657,-1.11042929141757,-0.311515295644412,2.9672760848588,NA,NA,6.45349501673681,NA,-0.362212748410467,8,-92.9705415094679,202.803358468038,10.9401148167982,7.71317080801617e-05
"2993",-2.28755291718891,NA,NA,NA,NA,-1.70389835315083,-0.374834511042057,NA,1.8726325932142,-1.70909266653175,6.51382102378161,NA,-0.167798959400605,7,-94.0722699071105,202.811206480888,10.9479628296482,7.68296358164386e-05
"726",-4.63493949543644,-0.195922309423588,NA,0.387453731481116,NA,-1.44671227882162,NA,2.59914441771264,0.755418138055485,NA,6.69650593278276,NA,NA,7,-94.0733810255704,202.813428717808,10.9501850665681,7.6744316398581e-05
"3705",-3.79225297163055,NA,NA,NA,-1.08746543026857,-1.10353377364846,-0.283747777750898,2.95512151260039,NA,NA,6.57958030515399,0.551017768954765,-0.475522120268932,8,-92.9782185623211,202.818712573744,10.9554689225047,7.65418310363269e-05
"2626",-4.99708441082808,-0.228503278423315,NA,NA,NA,NA,NA,3.30406830098684,NA,NA,6.62782430290365,NA,-0.269916219847229,5,-96.2453809253111,202.843703027093,10.9804593758534,7.55913739620123e-05
"1841",-2.49494094631991,NA,NA,NA,NA,-1.67015514521696,-0.0508551588231081,NA,NA,-1.19648521505995,6.51052304368636,0.892675365843342,NA,6,-95.1755282036791,202.848097827477,10.9848541762371,7.54254518277928e-05
"3926",-4.33749468743178,0.391860832532131,NA,0.621862032042822,NA,-1.26291583874528,NA,3.09506187548343,NA,-1.74940348522152,6.30187644357973,0.917819792225932,-0.287439586319912,9,-91.8835746640673,202.851486677532,10.9882430262928,7.52977572694594e-05
"1910",-4.76638303665136,0.358446209594034,NA,0.638522778684217,NA,-1.27542267139497,0.515232522286471,3.20820690455797,NA,-1.96309329638713,6.38480371336395,0.843028825036096,NA,9,-91.885865060091,202.85606746958,10.9928238183401,7.51254929376967e-05
"4062",-4.99795110053453,0.506853808619066,NA,1.09129434604049,-0.65869475966255,-1.11472896009352,NA,3.47410307577247,2.05494382526571,-2.5870366897075,6.58604592816957,0.52051396442413,-0.259644990133765,11,-89.6238278522573,202.857411802076,10.9941681508363,7.5075013084301e-05
"1944",-2.60919546499886,0.331253666061793,-2.01666220605319,0.889925651304933,NA,-1.85791136076834,NA,NA,1.60459070893839,-1.19466873026341,6.49036235435099,0.809202557144681,NA,9,-91.8866354427784,202.857608234954,10.9943645837151,7.50676398459207e-05
"2638",-4.74186518358612,-0.0976127656476228,NA,0.637115963994993,-1.53698162113456,NA,NA,3.58716814829895,NA,NA,6.65772184545164,NA,-0.369242825163341,7,-94.09768928347,202.862045233607,10.9988015823672,7.49012869326563e-05
"1592",-1.92343528271064,0.222054823647522,-2.51537257961033,0.581369850509779,NA,-1.86364823331855,-0.0773287658925874,NA,NA,NA,6.26767528663642,0.965279090594925,NA,8,-93.0056371072308,202.873549663563,11.010306012324,7.4471675421524e-05
"762",-3.77985401626785,-0.029497034681098,NA,NA,-1.03540677661653,-1.12798138367105,-0.601214091856058,2.85241200964626,0.787064047567328,NA,6.57504736196066,NA,NA,8,-93.0084877837372,202.879251016576,11.0160073653368,7.42596830703767e-05
"2751",-1.48417214460849,NA,-2.49798132642865,0.896620175643838,-1.02209156997026,-1.69886290316339,-0.15563809076225,NA,1.21489242671464,NA,6.21380934536859,NA,-0.161197867457095,9,-91.900600241782,202.885537832962,11.0222941817222,7.40266210706321e-05
"3674",-4.00659881368389,-0.0425973991328392,NA,NA,-1.11324131069679,-1.11781136306556,NA,3.00775954125835,NA,NA,6.65766532007518,0.542183907187501,-0.484931724211494,8,-93.012612048787,202.887499546676,11.0242558954363,7.39540471498838e-05
"2654",-3.99279702713202,-0.0267877296334712,NA,0.598668481122911,-1.25176710963041,-1.13034878067652,NA,3.02742842374441,NA,NA,6.55228461577139,NA,-0.376348669146608,8,-93.0149991225024,202.892273694107,11.0290300428671,7.37777239197839e-05
"3943",-4.87927404346832,NA,-2.02403603104691,0.37737003912614,NA,NA,0.6395411938178,3.71888144584507,NA,-0.885899590691782,6.27592631427282,0.990126355541466,-0.172152389168956,9,-91.904937131891,202.89421161318,11.0309679619401,7.37062709137364e-05
