"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(nearest_LM)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"2592",-5.03949472667002,-0.325997111421622,1.23331953740283,0.603202039856131,0.0581136780357182,-0.193763682650169,NA,NA,NA,NA,0.607410824869687,NA,-0.957121154037367,8,-86.491715984782,189.856159242291,7.84580310506482,0.000703361284557636
"2815",-6.73623984518055,NA,1.18403307182363,0.594269196136259,0.0723236666044643,-0.0747689551062282,0.695178294620519,-0.790193050151269,0.755925247917175,NA,0.526405918869242,NA,-0.959790183170535,10,-84.2543110680351,189.858315387604,7.84795925037741,0.000702603418579951
"840",-4.9221554926574,-0.113538630379756,1.06142371106478,0.457402104028416,NA,NA,NA,-0.735842822192398,NA,-0.0418079830275028,0.485300079544124,NA,NA,7,-87.5924223414891,189.859543478159,7.84918734093239,0.000702172120700591
"3856",-8.66420337648667,-0.285812843073526,1.22072697984288,0.564724516661259,0.0508616922853239,NA,NA,NA,NA,-0.0880475339247194,0.66226739573508,0.93316795716684,-1.06246879261532,9,-85.3825185774649,189.86259813054,7.85224199331307,0.000701100493401055
"1611",-6.98655381017977,NA,1.02950758324734,NA,0.131540370271078,NA,NA,-0.88880369060953,NA,NA,0.51317988344009,0.76215146391872,NA,6,-88.6813494657464,189.865692943469,7.85533680624221,0.000700016444913384
"3183",-11.1276737747751,NA,1.3822882701958,0.516955578821225,0.0971948244379413,NA,0.415356425826953,-1.14089521056372,NA,NA,NA,0.686880407906162,-0.981785564974157,8,-86.5005596114948,189.873846495717,7.86349035849022,0.000697168443860199
"616",-5.96852323974806,-0.181169413900027,1.00847456573475,0.455201411159577,NA,NA,0.687863832601063,-0.781853198859612,NA,NA,0.495535948018947,NA,NA,7,-87.6018489410661,189.878396677313,7.86804054008633,0.000695584125266583
"855",-5.09456584276539,NA,1.08170334393587,0.452981727295174,NA,0.0457856695698308,NA,-0.757572352897568,NA,-0.0573543563450334,0.48788728861507,NA,NA,7,-87.6066828385672,189.888064472315,7.87770833508858,0.000692229856528742
"2243",-5.82507486458318,NA,1.2341908559566,NA,NA,NA,NA,-1.09705182624664,0.195520641285618,NA,NA,NA,-0.784193806742196,5,-89.7692906750184,189.89572420718,7.88536806995307,0.000689583778244481
"2616",-5.61315706504886,-0.328912193329566,1.16147033792456,0.599186408136743,NA,-0.165554688109389,0.531620055380312,NA,NA,NA,0.615261501209432,NA,-0.981517489184548,8,-86.5174648545351,189.907656981797,7.89730084457094,0.000685481703792714
"3272",-9.97000504406237,-0.2505058696823,1.34614882092755,0.527093461385614,NA,NA,NA,-1.08809713358759,0.306864881222265,NA,NA,0.649741794364245,-1.03330537428197,8,-86.5174916130593,189.907710498846,7.89735436161934,0.000685463361559361
"3864",-8.2051683429795,-0.26078533420114,1.17079247866012,0.568097840432045,NA,-0.0615361934963274,NA,NA,NA,-0.0754633222552,0.654977189912941,0.924935445799591,-1.0804328380064,9,-85.4130171442551,189.92359526412,7.91323912689347,0.000680040712142136
"535",-4.08211601343573,NA,1.01089133367689,0.493897585288532,NA,-0.306604129275535,NA,NA,NA,NA,0.597291824033278,NA,NA,5,-89.7882617111791,189.933666279501,7.92331014227452,0.000676624969123953
"3887",-10.0504286236364,NA,1.15169436994201,0.552304814958163,0.051007244644246,NA,0.922233480301432,NA,NA,-0.118898011659262,0.6617758976779,0.93406492438735,-1.04336915517121,9,-85.4286879824252,189.95493694046,7.94458080323361,0.000669466970278384
"2131",-5.75684012901503,NA,1.2337171786781,NA,NA,0.00717608106855974,NA,-1.08616864850668,NA,NA,NA,NA,-0.777021430886605,5,-89.8007026938701,189.958548244883,7.94819210765641,0.000668259236464795
"3743",-7.64989420817379,NA,1.16042918400152,0.599413097915756,0.0660410173284657,-0.350539203284896,NA,NA,0.690078532365803,NA,0.675859912310531,0.811570758837312,-1.06510203082554,9,-85.4359096629091,189.969380301428,7.95902416420142,0.000664649709021374
"3400",-9.92063808347192,-0.152360085058728,1.33748892416914,0.51642698962974,NA,NA,NA,-1.0295398634564,NA,-0.0332699336238915,NA,0.690537921120964,-1.00518628851294,8,-86.5484174428331,189.969562158394,7.95920602116695,0.000664589276179339
"600",-5.00372306960983,-0.188777411082751,1.06896612581535,0.457569933894364,NA,0.0111572442739784,NA,-0.781933355680237,NA,NA,0.494027328194642,NA,NA,7,-87.6549971206741,189.984693036529,7.9743368993023,0.000659580337805293
"3431",-10.5964074376012,NA,1.30434336235507,0.510568718470128,NA,NA,0.454073193909095,-1.03732997319865,NA,-0.048585277826402,NA,0.688413911528958,-0.994051580155562,8,-86.5644482145532,190.001623701834,7.99126756460714,0.000654020337663438
"631",-6.00481939265829,NA,1.0160439858618,0.454792995298127,NA,-0.0186473959550166,0.693768722378316,-0.802246525817646,NA,NA,0.493238869268072,NA,NA,7,-87.6652424050738,190.005183605328,7.9948274681017,0.000652857248449074
"3895",-9.39298700945936,NA,1.10840063476218,0.557161215669519,NA,-0.0681711048746373,0.807896674184361,NA,NA,-0.102118402887957,0.653636119634759,0.923813563464651,-1.0617773490751,9,-85.4561936746699,190.00994832495,7.99959218772304,0.000651303758798674
"3603",-6.250980474353,NA,0.98252523843302,NA,NA,-0.196642197646925,NA,NA,NA,NA,0.654950296107931,0.979641484423038,-0.908343515037006,6,-88.755417598092,190.01382920816,8.00347307093358,0.000650041167276163
"3752",-9.19335738936321,-0.507066523506671,1.17066542107555,0.588915798865973,NA,NA,0.554406915207352,NA,0.556501588170417,NA,0.723593916781653,0.835146648641266,-1.12829933298419,9,-85.4591706225502,190.01590222071,8.00554608348358,0.000649367744590983
"3176",-10.4119390439034,-0.211444176588885,1.31414108391954,0.516268655390111,NA,NA,0.339583188490037,-1.07259206859674,NA,NA,NA,0.675716509666355,-1.0185107473308,8,-86.5751905315655,190.023108335858,8.01275219863169,0.000647032245216469
"79",-8.00418320642339,NA,1.35408858945349,0.435141079102302,0.142265636435961,NA,NA,-1.14655542857886,NA,NA,NA,NA,NA,5,-89.8342844415131,190.025711740169,8.01535560294255,0.0006461905498854
"3287",-9.64972776909006,NA,1.32376897132492,0.532354950951362,NA,-0.115283196713432,NA,-1.06674530694134,0.330200646918622,NA,NA,0.642651583167032,-1.01809523878155,8,-86.5772211661573,190.027169605042,8.01681346781541,0.000645719692266019
"2564",-3.37806036188524,-0.382984642842361,1.07681273444061,NA,NA,NA,NA,NA,NA,NA,0.617719457048972,NA,-0.811238513619818,5,-89.8359723781284,190.0290876134,8.01873147617303,0.000645100741218553
"3871",-8.36889134979405,NA,1.19852402967377,0.564879718048924,0.0581462583817453,-0.119544063797967,NA,NA,NA,-0.0912007428401379,0.645974636389771,0.926503344923375,-1.041358379949,9,-85.4675932634688,190.032747502547,8.02239136532074,0.00064392132208252
"3160",-9.83152405874099,-0.196608549833372,1.33366044416777,0.520667921775558,NA,-0.0298587380160125,NA,-1.05461857593828,NA,NA,NA,0.678981863343849,-1.01665089781269,8,-86.5836507235285,190.040028719784,8.02967258255762,0.000641581318670583
"3728",-8.56857651173153,-0.510561210886201,1.23830115539648,0.592557465244858,0.0348766963494413,NA,NA,NA,0.546905472611276,NA,0.72198031367805,0.839566981472693,-1.11675908712355,9,-85.4714326201998,190.040426216009,8.03007007878281,0.000641453818265073
"3415",-9.92386862316119,NA,1.34044659651877,0.515039519950633,NA,-0.00897916014381218,NA,-1.03525537735809,NA,-0.0441773612602325,NA,0.691082322104008,-0.997005711315242,8,-86.5856617833503,190.044050839428,8.03369470220139,0.000640292356782286
"3767",-7.95231841532962,NA,1.09755076985629,0.594702774445336,NA,-0.31607066010305,0.377341706122661,NA,0.674020101057466,NA,0.683416764886374,0.807326751433715,-1.09104506380356,9,-85.4900875082201,190.07773599205,8.06737985482334,0.000629598492806833
"4079",-10.1725042050218,NA,1.13066867596136,0.556995299871708,0.0832926969768048,NA,0.914859533169588,-0.735971515237017,0.830087071633955,-0.0833838822004558,0.566206730538992,0.861718745027715,-1.03339338922313,11,-83.2332687475461,190.096167124722,8.08581098749536,0.000623823039044065
"4048",-8.80920553349823,-0.226757330568019,1.20084132300444,0.569529344817879,0.0794497946000187,NA,NA,-0.728851465973111,0.802207476728776,-0.0558583610443626,0.56810207930751,0.865455494078691,-1.05319815203936,11,-83.2350048255434,190.099639280716,8.08928314348978,0.00062274097313901
"3303",-10.497483515427,NA,1.33069547886766,0.51982461683198,NA,NA,0.333261871281641,-1.12981213819198,0.227647604509863,NA,NA,0.648024850968952,-1.02371781631626,8,-86.6188605422152,190.110448357158,8.10009221993107,0.000619384424216713
"67",-5.84125139683518,NA,1.15029613702139,NA,NA,NA,NA,-1.10999314810825,NA,NA,NA,NA,NA,3,-91.9851952939315,190.111567058451,8.10121092122475,0.000619038068014699
"2608",-6.42352730374921,-0.431104818172027,1.23668599045734,0.59415897374703,0.037781894402743,NA,0.597953729441905,NA,NA,NA,0.647946763034563,NA,-0.985163732838251,8,-86.620534614703,190.113796502133,8.10344036490665,0.000618348397226865
"3685",-9.27109282706376,NA,NA,0.421729812678506,NA,NA,3.55597458227258,-0.921009279312859,NA,NA,0.689126827409554,1.04110150139291,-0.938264896865944,7,-87.7351248278555,190.144948450892,8.13459231366511,0.000608791639554294
"3616",-8.13343220874745,-0.353195491196772,1.18871074854204,0.581789812607021,0.0620816959136476,-0.188797458910399,NA,NA,NA,NA,0.658083276516166,0.897204135980395,-1.07192526951626,9,-85.5251884042461,190.147937784102,8.13758164687547,0.000607882378711323
"3191",-10.1966998579398,NA,1.30910346495833,0.518647551517273,NA,-0.062650605056051,0.298358973816854,-1.07334941467158,NA,NA,NA,0.671564178583849,-1.00844374242249,8,-86.6411069139932,190.154941100714,8.14458496348709,0.000605757504793354
"1859",-6.17432814131707,NA,0.916539982521198,NA,NA,NA,NA,-0.771493218436426,NA,-0.0626291190968674,0.507117357523478,0.764690024035793,NA,6,-88.8314659065335,190.165925825043,8.15556968781658,0.000602439585141901
"3824",-9.8004146125229,-0.301169773023593,1.15343938724647,0.568855305168102,0.0790301545293141,NA,0.675429707301714,-0.792910304136724,0.644354374825998,NA,0.571629478705406,0.861014872899085,-1.06995310595258,11,-83.2713833974328,190.172396424495,8.16204028726872,0.000600493662036719
"4072",-9.48871377819567,-0.208764682746589,1.08349061117265,0.564399859174197,NA,NA,0.788414864830712,-0.704868448406231,0.833012393538598,-0.06144480145647,0.574765976425264,0.848165257625753,-1.07856098985099,11,-83.2722415630994,190.174112755828,8.16375661860181,0.000599978560046016
"2623",-5.68206546779989,NA,1.18741376446394,0.599630901700129,0.0585324764382798,-0.260491977859238,0.513275324258673,NA,NA,NA,0.609504828195334,NA,-0.941576258429711,8,-86.6540271257251,190.180781524177,8.17042538695088,0.000597981332642512
"903",-5.04632813566316,NA,1.06899486572715,0.483079032456863,NA,NA,NA,NA,1.01989567234781,-0.19155806945629,0.638580935779746,NA,NA,6,-88.8431130533583,190.189220118693,8.17886398146615,0.00059546358693952
"2984",-7.0105042805257,-0.262536268043996,1.12893740617201,0.605439214038116,NA,NA,1.07008579476634,NA,1.19264600863277,-0.154329626296225,0.657120227370262,NA,-0.98466314640714,9,-85.555959475998,190.209479927606,8.19912379037919,0.00058946204653251
"3640",-8.59270462678088,-0.356329266304743,1.12031900465654,0.577738351424485,NA,-0.156533611342707,0.473536405065894,NA,NA,NA,0.66560494255567,0.891038019308473,-1.09786016514521,9,-85.5640016015009,190.225564178612,8.21520804138507,0.000584740529737679
"2579",-2.89193758899956,NA,1.03672215893258,NA,NA,-0.192421225987331,NA,NA,NA,NA,0.593745366092252,NA,-0.785577101925813,5,-89.9431391320809,190.243421121305,8.23306498407808,0.000579542928517868
"520",-4.89723791487969,-0.410719760845952,1.08609948813837,0.479290215130152,NA,NA,NA,NA,NA,NA,0.649420999749369,NA,NA,5,-89.9504091478238,190.25796115279,8.24760501556383,0.000575344920585554
"4056",-8.61887935208689,-0.237125333607581,1.17263796772783,0.564632579246573,NA,0.0779394996619334,NA,-0.734434579261315,0.76849304355439,-0.0599630527405168,0.579550971903865,0.8633890854328,-1.08827188827433,11,-83.3146700377234,190.258969705076,8.24861356784984,0.000575054861009312
"4063",-8.87865586393207,NA,1.20836020998283,0.561559413802773,0.0754036745811156,0.0163778756724684,NA,-0.745435156311184,0.786584387543132,-0.0753884262447073,0.56630497327181,0.869386319770797,-1.04345703222322,11,-83.3160794822487,190.261788594127,8.25143245690046,0.000574244923998435
"3808",-8.81540166168071,-0.299119377189326,1.20736525601196,0.572482298873047,0.0750556886573579,0.00111392363898233,NA,-0.78747539920729,0.640638962916658,NA,0.570908976850163,0.865906823373949,-1.07374661663647,11,-83.3183396952605,190.266309020151,8.25595288292408,0.000572948473827937
"4087",-9.91278619249754,NA,1.10052697189872,0.551995176526545,NA,0.0736652383789934,0.892252249002104,-0.738662109201191,0.795552403868098,-0.0875042248678381,0.577763514695646,0.858967844880146,-1.06783719809651,11,-83.3233553674041,190.276340364438,8.26598422721131,0.000570081946917044
"327",-7.09817854458608,NA,1.2355591405663,0.42847572955229,NA,NA,NA,-1.00233336240452,NA,-0.0740071264715716,NA,NA,NA,5,-89.9638500218456,190.284842900834,8.27448676360751,0.000567663519998934
"2999",-6.48555001141444,NA,1.09909164901504,0.606943418956585,NA,-0.145295449872433,0.976158832084026,NA,1.22498800460978,-0.152016432498679,0.639445920946509,NA,-0.961794833741722,9,-85.5941125633656,190.285786102341,8.27542996511445,0.000567395872571509
"3619",-8.10114004714412,NA,0.998873159707873,NA,NA,NA,0.786648057882897,NA,NA,NA,0.696633940448584,0.971279384637223,-0.928588874463101,6,-88.893055464237,190.28910494045,8.27874880322346,0.000566455105828127
"1543",-6.82473434300513,NA,1.08676341410737,0.452249452417102,NA,NA,NA,NA,NA,NA,0.694511450723856,0.512663095129864,NA,5,-89.9687503213787,190.2946434999,8.28428736267375,0.000564888603231407
"2968",-5.06510520581132,-0.235792821190129,1.18003005502999,0.620217643220092,NA,-0.142982386254716,NA,NA,1.1957215812671,-0.122699449635471,0.637605308582104,NA,-0.983603869075672,9,-85.5997612572007,190.297083490011,8.28672735278468,0.000564199862144363
"1635",-7.34785577225945,NA,0.867176053935698,NA,NA,NA,0.811355552803539,-0.852288612564739,NA,NA,0.517068541767764,0.722992049676511,NA,6,-88.9171978449344,190.337389701845,8.3270335646184,0.000552943290983001
"3715",-6.89437090570357,NA,1.05862888495244,NA,NA,NA,NA,NA,0.245641583690207,NA,0.709575327067303,0.949131017888567,-0.932077557102477,6,-88.9182039540663,190.339401920109,8.32904578288216,0.000552387249454666
"3832",-9.43517771895307,-0.304054916652105,1.11920968142358,0.565634822873785,NA,0.043918133676551,0.63078989211399,-0.789532846171962,0.621910293618427,NA,0.580480120031654,0.855902668383904,-1.10306750950375,11,-83.3628146698139,190.355258969257,8.34490283203081,0.000548024949724828
"2975",-5.23679489307264,NA,1.2076904657981,0.616793635724185,0.0619792246475826,-0.199395552290377,NA,NA,1.21069483335969,-0.138077502806455,0.629095918438141,NA,-0.941030127285065,9,-85.6293571253323,190.356275226274,8.34591908904784,0.00054774655336105
"1604",-6.09177950596397,-0.180524176152817,0.913793301593955,NA,NA,NA,NA,-0.82064224148609,NA,NA,0.515256403608599,0.737582857213144,NA,6,-88.9299595317052,190.362913075386,8.35255693815984,0.000545931637325317
"2991",-7.36659162826884,NA,1.15715980304174,0.597576724338764,0.0462708931972649,NA,1.14207214917093,NA,1.19095878600388,-0.180772421408611,0.656276229688993,NA,-0.948834802905308,9,-85.634811618842,190.367184213294,8.35682807606713,0.000544767006686971
"2960",-5.68597686566885,-0.277527157262685,1.24973279196697,0.612670394127722,0.0444769477299521,NA,NA,NA,1.15376046543592,-0.145298629382459,0.65378448318242,NA,-0.973467526777204,9,-85.6405554866899,190.37867194899,8.36831581176301,0.000541646906293006
"3632",-9.47052833994736,-0.456687125123569,1.19376303953778,0.573539265243573,0.0421275319361065,NA,0.569058658520455,NA,NA,NA,0.695604605910841,0.896109013390653,-1.09714758152934,9,-85.6446698350042,190.386900645618,8.37654450839159,0.000539422960438319
"2688",-6.91421227864453,-0.246301227043052,1.20756791227808,0.568659645458604,0.0655366005729453,0.0777947808427867,0.741017811119485,-0.796088539043928,NA,NA,0.503792186937531,NA,-0.938286046358918,10,-84.5207241554344,190.391141562403,8.38078542517607,0.000538280348353713
"1731",-6.17580446477739,NA,0.934806466051691,NA,NA,NA,NA,-0.856114765704226,0.252532085746921,NA,0.526984467984021,0.707602443867318,NA,6,-88.9443494133727,190.391692838722,8.38133670149497,0.000538131998195646
"2691",-3.67116894304276,NA,1.11240738713001,NA,NA,NA,NA,NA,0.406872735510552,NA,0.66109279170241,NA,-0.818833524694444,5,-90.0206121444073,190.398367145957,8.38801100873093,0.000536339162199324
"2735",-6.58738825684933,NA,1.26365864679837,0.600485110805751,0.0205669654814134,NA,0.540128504553543,NA,0.551645552014732,NA,0.701204390758627,NA,-1.00320841490592,8,-86.7667889389082,190.406305150544,8.39594901331705,0.000534214649721095
"3595",-7.03028125978576,NA,1.07251380255785,NA,0.0210589999711415,NA,NA,NA,NA,NA,0.696406482811804,0.973979781315591,-0.920706111510294,6,-88.9559837060895,190.414961424155,8.40460528692842,0.000531907492082069
"3147",-9.06609818914984,NA,1.26888713730671,NA,0.08624130016895,NA,NA,-1.14276128487752,NA,NA,NA,0.768483241421833,-0.835043509808599,6,-88.9576544303284,190.418302872633,8.40794673540626,0.000531019563290802
"3971",-6.78685678509304,NA,0.995138767227845,NA,NA,NA,NA,NA,0.836696671920255,-0.167626265261206,0.671886404353684,0.973222659384829,-0.882436974399235,7,-87.8803669293598,190.4354326539,8.42507651667381,0.000526490860413684
"2928",-6.69495166172013,-0.20387957145505,1.18843257411554,0.571650289120969,0.0736002331557171,NA,0.732762400165118,-0.757671916437339,NA,-0.00551569040678673,0.493595228959045,NA,-0.924893788789884,10,-84.5429238413873,190.435540934308,8.42518479708181,0.000526462356862698
"1095",-8.54984815113225,NA,1.23968233187158,0.410879855561811,NA,NA,NA,-1.12290316133551,NA,NA,NA,0.344739402159979,NA,5,-90.0508038363772,190.458750529897,8.44839439267076,0.000520388180626363
"3395",-8.55162165610458,NA,1.19696845752543,NA,NA,NA,NA,-1.04048890511907,NA,-0.0505159329372978,NA,0.777855805327418,-0.843578292773963,6,-88.9796521720769,190.46229835613,8.45194221890333,0.000519465875493635
"1871",-7.91298096438925,NA,1.13293059973464,0.426771607666739,0.146416685928713,NA,NA,-0.779615765388483,NA,-0.066718492390486,0.509663468217249,0.646645327018624,NA,8,-86.7996675283882,190.472062329504,8.46170619227718,0.000516936030364931
"2511",-8.08067961009575,NA,1.4239547983721,0.546160653875662,0.0915766263650678,NA,NA,-1.03241128257812,0.597851712447476,-0.0814745068700376,NA,NA,-0.897059781273001,8,-86.8010292543307,190.474785781389,8.46442964416221,0.000516232584220893
"1619",-6.32149995562737,NA,0.946766919190844,NA,NA,0.0431692377150813,NA,-0.87056144365435,NA,NA,0.520550597673099,0.730063778957274,NA,6,-88.9865710252871,190.47613606255,8.4657799253238,0.00051588417228091
"3839",-9.67916394630848,NA,1.15323593352046,0.563840634213436,0.0779093439891754,-0.0438410608491339,0.647243084632079,-0.8178344844553,0.591971293282048,NA,0.565138029463687,0.861562097484484,-1.05891574285468,11,-83.424144225068,190.477918079766,8.46756194253899,0.000515424719761357
"2912",-5.82645786908657,-0.232252527298825,1.26838272016601,0.570998523409103,0.0630572193372502,0.0804437925213579,NA,-0.781363971664115,NA,-0.00841102969929272,0.500247537318265,NA,-0.937597132794072,10,-84.5763575785896,190.502408408713,8.49205227148641,0.000509151744483818
"2595",-4.75771370011054,NA,1.04945009280152,NA,NA,NA,0.797372721322033,NA,NA,NA,0.638072448345626,NA,-0.806544885057286,5,-90.0749052863318,190.506953429806,8.49659729257982,0.000507996005486519
"2936",-6.73110072978554,-0.22544959436292,1.1738396695132,0.564248965095283,NA,0.122648273155187,0.766056345433474,-0.780401371465904,NA,-0.0173069396872887,0.509463106306532,NA,-0.958871976052634,10,-84.580094673555,190.509882598644,8.49952646141728,0.000507252547013849
"2947",-3.44087840209574,NA,1.04267951339631,NA,NA,NA,NA,NA,0.986187964007258,-0.163475879066025,0.621133447914651,NA,-0.771628917108815,6,-89.01309712957,190.529188271116,8.51883213388956,0.000502379677589091
"2943",-7.02754257321413,NA,1.20056341777593,0.562622559555332,0.0653237635808945,0.0712980717901031,0.82405133411403,-0.790462737916163,NA,-0.0318750339654507,0.497812236746482,NA,-0.916495491968376,10,-84.5933912970564,190.536475845647,8.52611970842,0.000500552443964603
"3647",-8.62304086921956,NA,1.14809458510814,0.577151509894937,0.0623781847218669,-0.261277042520572,0.449772948781345,NA,NA,NA,0.657646063952887,0.883918224913316,-1.05803778131619,9,-85.7218136535208,190.541188282651,8.53083214542488,0.000499374421418959
"3140",-8.49253504758323,-0.178981152899236,1.19477909396588,NA,NA,NA,NA,-1.08263880902937,NA,NA,NA,0.758111411652002,-0.865680272211235,6,-89.0257710325421,190.55453607706,8.54417993983361,0.000496052744458408
"87",-6.7707837301126,NA,1.20614531081079,0.439196323078075,NA,-0.144455568119139,NA,-1.02215527278198,NA,NA,NA,NA,NA,5,-90.1007598526889,190.558662562521,8.54830642529402,0.000495030322354796
"3171",-9.55656621325587,NA,1.15647754182413,NA,NA,NA,0.66898817372418,-1.11988088027874,NA,NA,NA,0.751358553189871,-0.865300798990429,6,-89.0379804869801,190.578954985936,8.56859884870977,0.000490033034543081
"1616",-7.86099849655266,-0.250553750716996,1.1295919554236,0.433149632563247,0.146570549082155,NA,NA,-0.821266206142015,NA,NA,0.521124560921871,0.627811365029879,NA,8,-86.8602132646673,190.593153802062,8.58279766483537,0.000486566410117577
"1799",-6.82627083993195,NA,1.03747871740087,0.442947538633912,NA,NA,NA,NA,NA,-0.138590643645358,0.637167207627916,0.597774542766977,NA,6,-89.0484238788628,190.599841769702,8.58948563247517,0.000484942057333207
"72",-7.18536681185741,-0.181449802880929,1.23880455027652,0.42738967836636,NA,NA,NA,-1.07469074612999,NA,NA,NA,NA,NA,5,-90.1361924027423,190.629527662627,8.61917152540087,0.000477797244549592
"1991",-6.99520425763224,NA,1.02892645109133,0.434293203128082,NA,NA,NA,-0.707065863405505,0.689671658094271,-0.104698705267007,0.539689735885331,0.554148886268753,NA,8,-86.8831729131711,190.639073099069,8.62871696184285,0.000475522286120771
"2571",-3.65653960051152,NA,1.12346201079311,NA,0.0183041097937083,NA,NA,NA,NA,NA,0.636588061198424,NA,-0.799134409747759,5,-90.1429499968812,190.643042850905,8.63268671367874,0.00047457936948244
"2256",-8.06252015290207,-0.257154814597317,1.42685885110012,0.548133986666311,0.0876491101338373,NA,NA,-1.09132938992125,0.401894500321973,NA,NA,NA,-0.928202822947334,8,-86.8871774189291,190.647082110585,8.63672597335886,0.000473621862057104
"2271",-7.66309898646951,NA,1.39476810078641,0.558455052600123,0.101877590407174,-0.173036979296157,NA,-1.04484740856585,0.474601013749527,NA,NA,NA,-0.904207620458676,8,-86.8931630574811,190.659053387689,8.64869725046287,0.000470795400308543
"3267",-8.58634397602037,NA,1.2108412078387,NA,NA,NA,NA,-1.12132027509188,0.0809046809428331,NA,NA,0.748281001138245,-0.867177927046821,6,-89.0827383160065,190.668470643989,8.65811450676242,0.000468583810696547
"2504",-7.61421776908382,-0.162001212621295,1.36144185476988,0.546301476810338,NA,NA,NA,-1.00237599489956,0.603138617218438,-0.0648621200706131,NA,NA,-0.940538915636066,8,-86.8994400500177,190.671607372763,8.66125123553607,0.000467849476537902
"2535",-8.54893553856975,NA,1.31272155600525,0.538905114603993,NA,NA,0.627225668975188,-1.01037950806958,0.616900362861915,-0.0835161507258138,NA,NA,-0.92708437310803,8,-86.9012862946528,190.675299862033,8.66494372480631,0.000466986508821686
"3712",-10.0947749649468,-0.270718989720853,1.17180050299348,0.543658988739957,0.0726835919887977,0.0936646835930148,0.696165830072731,-0.815497924617228,NA,NA,0.555186691882378,0.924889230307716,-1.05318402709078,11,-83.5242223402613,190.678074310152,8.66771817292573,0.000466339143025607
"3155",-8.58101901364244,NA,1.20990783020504,NA,NA,0.000821518431531678,NA,-1.11541059082906,NA,NA,NA,0.756208232621895,-0.864975593157341,6,-89.0880605597511,190.679115131478,8.66875899425179,0.000466096518300712
"1743",-7.87696750509941,NA,1.14857161202516,0.435304710013947,0.137086167392018,NA,NA,-0.868502539054902,0.31315026046201,NA,0.533866424006875,0.577710873567596,NA,8,-86.9057688308939,190.684264934515,8.6739087972885,0.000464897909480117
"2661",-5.91514751788993,NA,NA,0.448125206498516,NA,NA,3.81196564996924,-0.913479622829208,NA,NA,0.638452015297057,NA,-0.789207786049352,6,-89.1040431940024,190.711080399981,8.70072426275425,0.000458706283151285
"527",-5.54690460163396,NA,1.18664267277088,0.479168954805952,0.0836974647367419,NA,NA,NA,NA,NA,0.666904287593846,NA,NA,5,-90.180882111055,190.718907079253,8.70855094202622,0.000456914717461036
"1647",-8.91799244717731,NA,1.08803900123342,0.427740769534118,0.141359199279959,NA,0.712977298986466,-0.865133128174166,NA,NA,0.521466582170853,0.605278434044142,NA,8,-86.9238139844973,190.720355241722,8.70999910449535,0.00045658399383816
"2519",-7.43599319525743,NA,1.34724528185861,0.549810084738628,NA,-0.0707277586252166,NA,-0.984783091377292,0.630173950809301,-0.0696172141883192,NA,NA,-0.928566614044471,8,-86.9242188550393,190.721164982806,8.71080884557932,0.000456399173845723
"103",-7.89897710761874,NA,1.21929750143793,0.423991535931603,NA,NA,0.422951985925167,-1.11164050966458,NA,NA,NA,NA,NA,5,-90.182480190957,190.722103239057,8.71174710183021,0.000456185114371428
"3952",-9.84011491108764,-0.209798019546091,1.14913937320751,0.545972460508293,0.0832010253769486,NA,0.69178352511338,-0.762068837015684,NA,-0.0126073501936452,0.541815374347255,0.924930246967789,-1.03432278657181,11,-83.551496956405,190.73262354244,8.7222674052131,0.000453791811556774
"975",-5.83302513039223,NA,1.15837778183272,0.468498444626588,0.134957808062239,NA,NA,-0.729592281793612,0.779109351255395,-0.108164426876921,0.507823400900854,NA,NA,8,-86.9302215500224,190.733170372772,8.72281423554554,0.000453667754953439
"199",-7.33058278574198,NA,1.25608996560546,0.427493262408179,NA,NA,NA,-1.11329784832042,0.0883155253434867,NA,NA,NA,NA,5,-90.1970406376703,190.751224132483,8.74086799525691,0.000449590978603057
"3936",-9.11364893685608,-0.244409775038298,1.22896977048435,0.543813046545902,0.0699547175535197,0.10533657591818,NA,-0.793264403784816,NA,-0.0188399006887464,0.552177280542041,0.934206690090859,-1.04889385292905,11,-83.5635128760304,190.75665538169,8.7462992444639,0.000448371714561069
"1631",-7.66441423602926,NA,1.12272070596805,0.436579800249739,0.147575558596901,-0.0836033508859395,NA,-0.820768714621996,NA,NA,0.509205848331088,0.61289446684501,NA,8,-86.9511135679112,190.77495440855,8.76459827132302,0.000444288041834686
"3960",-9.95770125642041,-0.238348440428098,1.13388864890495,0.536343840205206,NA,0.154403728741462,0.752055687533109,-0.790081705865116,NA,-0.0281092273308141,0.561751209479069,0.926493613767643,-1.07366560834547,11,-83.5834690087408,190.796567647111,8.78621150988471,0.000439512639566396
"647",-5.22286361808958,NA,1.12842547381358,0.479203112052185,NA,NA,NA,NA,0.334399735188576,NA,0.685306482967285,NA,NA,5,-90.2210807664532,190.799304390049,8.78894825282279,0.000438911634303136
