"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_W)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"260",-7.91708284980753,1.04615796232104,1.25492043716029,NA,NA,NA,NA,NA,NA,-1.13159591678839,NA,NA,NA,NA,NA,4,-58.3352861280725,124.907258646678,0,0.00520709968121992
"4356",-4.17853788719196,1.12299327828303,1.35573831283296,NA,NA,NA,NA,NA,NA,-1.10332803061458,NA,NA,NA,-1.07520086358312,NA,5,-57.4726716533022,125.302486163747,0.395227517069671,0.00427339784548452
"2308",-6.19912377167805,1.05867313631436,1.11280678355928,NA,NA,NA,NA,NA,NA,-0.874167908761777,NA,NA,0.362704831949642,NA,NA,5,-57.4871727652918,125.331488387726,0.42422974104889,0.00421187597062563
"259",-7.2284554608971,NA,1.15040593812201,NA,NA,NA,NA,NA,NA,-0.913813580621432,NA,NA,NA,NA,NA,3,-59.7501308619547,125.641438194498,0.734179547820148,0.00360720503442006
"772",-7.37157304725312,1.15982503966128,1.23760982212425,NA,NA,NA,NA,NA,NA,-1.05937444622215,-1.14304122659796,NA,NA,NA,NA,5,-57.7592424524799,125.875627762103,0.968369115425148,0.0032086120484604
"8452",-7.75646284830755,1.05247968552435,1.29106880102328,NA,NA,NA,NA,NA,NA,-1.11924864405238,NA,NA,NA,NA,-0.523830400642307,5,-57.763576727521,125.884296312185,0.977037665507311,0.00319473513624361
"6404",-2.91622250667187,1.12483967119364,1.21636096897819,NA,NA,NA,NA,NA,NA,-0.872231918272165,NA,NA,0.336560349399995,-0.982480722145496,NA,6,-56.7671298941526,126.037253800281,1.12999515360367,0.00295951511048219
"2307",-5.57350328301046,NA,1.0155232128609,NA,NA,NA,NA,NA,NA,-0.668492035231353,NA,NA,0.351396494516121,NA,NA,4,-58.9427936959853,126.122273782503,1.21501513582558,0.00283634272609486
"2051",-5.45597558716251,NA,1.03894880469873,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504397308887237,NA,NA,3,-60.0475487766263,126.236274023841,1.32901537716326,0.00267919219446505
"10500",-6.06751832713612,1.06363537319658,1.15362986145804,NA,NA,NA,NA,NA,NA,-0.851077864693572,NA,NA,0.361937529047753,NA,-0.52607802752539,6,-56.9260423634774,126.355078738931,1.44782009225332,0.00252467659053073
"4355",-3.80070558188053,NA,1.2164076747431,NA,NA,NA,NA,NA,NA,-0.874503625622658,NA,NA,NA,-0.948702859921392,NA,4,-59.0624014966914,126.361489383915,1.45423073723776,0.00251659714340373
"264",-8.57993588332227,1.04426830423579,1.29480452105141,0.213805055083132,NA,NA,NA,NA,NA,-1.1314637807745,NA,NA,NA,NA,NA,5,-58.0932599446997,126.543662746542,1.63640409986465,0.00229749860429791
"8451",-7.11800694472977,NA,1.19661298730597,NA,NA,NA,NA,NA,NA,-0.895332219798265,NA,NA,NA,NA,-0.529685318173815,4,-59.1685143231082,126.573715036749,1.66645639007137,0.00226323413305135
"4868",-4.01168298457383,1.20333984694622,1.33371021503162,NA,NA,NA,NA,NA,NA,-1.05064317375438,-0.989272851422181,NA,NA,-0.987906424813882,NA,6,-57.0520063332178,126.607006678412,1.69974803173403,0.00222587256286003
"2052",-5.95798737301086,0.765336706523746,1.12755817937651,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.542446980002267,NA,NA,4,-59.1988412951381,126.634368980809,1.72711033413125,0.00219562742965572
"12548",-4.43149468904108,1.1125763694023,1.38446719203413,NA,NA,NA,NA,NA,NA,-1.09980815384486,NA,NA,NA,-0.974301021272554,-0.442162462234744,6,-57.0867141362874,126.676422284551,1.76916363787326,0.00214994271748822
"4360",-4.75584704029492,1.13246809535757,1.41844785121223,0.275499669760662,NA,NA,NA,NA,NA,-1.09584728757774,NA,NA,NA,-1.16043973442304,NA,6,-57.0963466417959,126.695687295568,1.78842864889023,0.00212933280432771
"268",79.7007864803504,1.08768786729828,1.24704700542172,NA,-23.5074077110922,NA,NA,NA,NA,-1.12768980278068,NA,NA,NA,NA,NA,5,-58.1734182127113,126.703979282565,1.79672063588784,0.00212052287992849
"4364",132.529387034274,1.20465900638273,1.36084578241986,NA,-36.5513493610959,NA,NA,NA,NA,-1.09999660629241,NA,NA,NA,-1.21805287649495,NA,6,-57.1224807639507,126.747955539878,1.84069689319995,0.00207440542632684
"2820",-5.9869670046058,1.12683385237179,1.11290069869436,NA,NA,NA,NA,NA,NA,-0.85624879167154,-0.864888378003042,NA,0.312496263514869,NA,NA,6,-57.1753945187633,126.853783049503,1.94652440282515,0.00196749432371273
"388",-6.67302844833304,1.04097057822519,1.32321379757593,NA,NA,NA,NA,NA,-0.841320953189345,-1.11667319953066,NA,NA,NA,NA,NA,5,-58.282887757212,126.922918371567,2.01565972488939,0.00190064472060404
"1284",-7.80732469174279,1.13258331463551,1.24272405190337,NA,NA,NA,NA,NA,NA,-1.07503599408519,NA,-0.0485625956373229,NA,NA,NA,5,-58.2888469497109,126.934836756565,2.02757810988714,0.00188935209372928
"10243",-5.4761634675441,NA,1.11318490961312,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494595263231161,NA,-0.583543963365371,4,-59.362708551981,126.962103494495,2.05484484781704,0.00186376865005659
"276",39.8721169723938,1.04140328167668,1.29889612764179,NA,NA,-11.1984183926392,NA,NA,NA,-1.13038953868784,NA,NA,NA,NA,NA,5,-58.3024968543453,126.962136565833,2.05487791915583,0.00186373783164917
"292",-7.78782810419347,1.06089612301794,1.24696640707073,NA,NA,NA,-0.0439820462964601,NA,NA,-1.13265506215801,NA,NA,NA,NA,NA,5,-58.3199550077663,126.997052872675,2.08979422599789,0.00183148278664912
"324",-8.15111628541706,1.01419436035503,1.27582829360365,NA,NA,NA,NA,0.0654549050460723,NA,-1.16617718084018,NA,NA,NA,NA,NA,5,-58.3239612312481,127.005065319639,2.09780667296151,0.00182416013518578
"2312",-6.83668435150522,1.05172671358695,1.14928366044514,0.212485635162823,NA,NA,NA,NA,NA,-0.869267777503547,NA,NA,0.364210109404163,NA,NA,6,-57.2542914008661,127.011576813708,2.10431816703068,0.00181823078869869
"771",-6.7794656150901,NA,1.13184547955285,NA,NA,NA,NA,NA,NA,-0.846599175715447,-0.854178172356458,NA,NA,NA,NA,4,-59.430125986588,127.096938363708,2.18967971703088,0.00174226006647187
"6403",-2.59068246297759,NA,1.08753090085961,NA,NA,NA,NA,NA,NA,-0.656433000990106,NA,NA,0.328611274771242,-0.86063867528987,NA,5,-58.3769670933153,127.111077043774,2.20381839709597,0.00172998687044813
"8964",-7.320197756697,1.15211392715167,1.28086838583604,NA,NA,NA,NA,NA,NA,-1.04055737020013,-1.04031237171047,NA,NA,NA,-0.477770362902375,6,-57.3044564777649,127.111906967506,2.20464832082833,0.00172926914079343
"10499",-5.53041168248583,NA,1.07251032073228,NA,NA,NA,NA,NA,NA,-0.643334804684276,NA,NA,0.347728337315985,NA,-0.530747712914633,5,-58.3797733383,127.116689533743,2.20943088706521,0.0017251389089348
"2371",-7.03118955771905,NA,1.1677925825166,NA,NA,NA,NA,0.452047172417331,NA,-0.897354301370294,NA,NA,0.439058983517825,NA,NA,5,-58.3805726422118,127.118288141567,2.21102949488895,0.00172376054959376
"6147",-2.48244351433166,NA,1.12303386151529,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474972774014624,-0.877738153873369,NA,4,-59.4507831350577,127.138252660648,2.23099401397036,0.00170663912184199
"2316",76.5141727939697,1.10281111976118,1.10569924319068,NA,-22.1969828098399,NA,NA,NA,NA,-0.871535872618515,NA,NA,0.356985493126656,NA,NA,6,-57.3424828756302,127.187959763236,2.28070111655889,0.00166474583380935
"2372",-6.88222708740572,0.942023346626339,1.17881445115518,NA,NA,NA,NA,0.242529030972576,NA,-0.9748764780085,NA,NA,0.409377873844019,NA,NA,6,-57.3439674170774,127.190928846131,2.2836701994532,0.00166227628314878
"8456",-8.60067805821194,1.04683889125294,1.348262573061,0.279591723571338,NA,NA,NA,NA,NA,-1.11749042111535,NA,NA,NA,NA,-0.598183053353509,6,-57.367508953461,127.238011918898,2.33075327222045,0.00162360077218387
"2324",84.1124239237583,1.05350088648603,1.18835475692943,NA,NA,-21.1364189898488,NA,NA,NA,-0.859031205363232,NA,NA,0.389971312770284,NA,NA,6,-57.3717913005909,127.246576613158,2.33931796648037,0.00161666281604782
"263",-7.91636159239105,NA,1.19811727198441,0.207022340015388,NA,NA,NA,NA,NA,-0.909750067932489,NA,NA,NA,NA,NA,4,-59.5066336915954,127.249953773723,2.34269512704572,0.00161393525459424
"323",-8.32167536812172,NA,1.25388576967113,NA,NA,NA,NA,0.278059250733985,NA,-1.08567828828388,NA,NA,NA,NA,NA,4,-59.5185306789436,127.27374774842,2.36648910174218,0.00159484805252059
"6148",-2.75138242388948,0.830337711994653,1.23836758896764,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512864363520166,-0.974540734430738,NA,5,-58.4775512679092,127.312245392961,2.40498674628374,0.00156444267843326
"10244",-5.91189924124929,0.782230980281502,1.19217941371736,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538235111521686,NA,-0.590566392020994,5,-58.484190250331,127.325523357805,2.41826471112722,0.00155409077207609
"4484",-3.10267686815418,1.11716888659749,1.41852089147693,NA,NA,NA,NA,NA,-0.746245294221027,-1.08827713619119,NA,NA,NA,-1.0710155400488,NA,6,-57.4332984373179,127.369590886612,2.46233223993436,0.00152022279188421
"2436",-4.97592757182942,1.05430170590864,1.17501377079146,NA,NA,NA,NA,NA,-0.813923370297553,-0.86336967944211,NA,NA,0.362972296281979,NA,NA,6,-57.4393258970175,127.381645806011,2.47438715933347,0.00151108726992498
"4388",-3.98136955087938,1.1433724519153,1.34788355273791,NA,NA,NA,-0.0585577563436807,NA,NA,-1.10555019347888,NA,NA,NA,-1.08525702094144,NA,6,-57.4451820522415,127.393358116459,2.48609946978144,0.0015022639688416
"14596",-3.14379365899945,1.11435017755116,1.24818253449268,NA,NA,NA,NA,NA,NA,-0.854704604676529,NA,NA,0.341375961801809,-0.887215201457697,-0.456820955823457,7,-56.3617977573996,127.39829430998,2.49103566330244,0.00149856080776643
"4420",-4.46529759099044,1.08409510616584,1.38318943956399,NA,NA,NA,NA,0.0843228666412607,NA,-1.14805524225244,NA,NA,NA,-1.07960125808826,NA,6,-57.4548851719403,127.412764355857,2.50550570917899,0.00148775781302923
"5380",-4.16489438606844,1.16638857394913,1.34740655037162,NA,NA,NA,NA,NA,NA,-1.0748746896158,NA,-0.0253405271900266,NA,-1.0615506201627,NA,6,-57.4599628301414,127.422919672259,2.51566102558125,0.00148022263408988
"4372",-24.4164553201396,1.12679659295643,1.34042419270423,NA,NA,4.76262581877969,NA,NA,NA,-1.10483033386588,NA,NA,NA,-1.10147514766576,NA,6,-57.4671878328106,127.437369677597,2.5301110309197,0.00146956656303291
"2340",-6.10814044345768,1.07125571187282,1.10714952496289,NA,NA,NA,-0.0330635947230042,NA,NA,-0.87467511158886,NA,NA,0.361301165499307,NA,NA,6,-57.4784253217229,127.459844655422,2.55258600874433,0.00145314476775932
"3332",-6.18325951455633,1.08298926463617,1.11027927043076,NA,NA,NA,NA,NA,NA,-0.860030433514281,NA,-0.0142945417231369,0.358589258005009,NA,NA,6,-57.48338666138,127.469767334736,2.56250868805841,0.0014459530779554
"776",-8.069235515367,1.17497867965217,1.27975485030386,0.23041659020073,NA,NA,NA,NA,NA,-1.0621015421642,-1.18255548962438,NA,NA,NA,NA,6,-57.4863107937824,127.475615599541,2.56835695286328,0.00144173109553391
"6408",-3.48979398620136,1.12851630800586,1.27639200986402,0.267939438174144,NA,NA,NA,NA,NA,-0.863530715640404,NA,NA,0.333448167589797,-1.06279919660567,NA,7,-56.4178709479296,127.51044069104,2.60318204436237,0.00141684418788269
"780",101.262374661381,1.22858183422543,1.22806247465758,NA,-29.138391041331,NA,NA,NA,NA,-1.05238415875503,-1.22038155398024,NA,NA,NA,NA,6,-57.516832671432,127.53665935484,2.62940070816258,0.00139839152249435
"6412",126.036483737295,1.20891134051087,1.22472578907032,NA,-34.4833626156183,NA,NA,NA,NA,-0.873136282151256,NA,NA,0.325375095973883,-1.12525381432462,NA,7,-56.4520004215447,127.57869963827,2.67144099159265,0.00136930391831255
"267",48.4777871457652,NA,1.14602524202539,NA,-14.9453251757463,NA,NA,NA,NA,-0.906859567877614,NA,NA,NA,NA,NA,4,-59.6794390583503,127.595564507233,2.68830586055549,0.00135780589901481
"1283",-7.42298012740854,NA,1.1750858125994,NA,NA,NA,NA,NA,NA,-0.993889532381481,NA,0.0538783510552836,NA,NA,NA,4,-59.6794496285989,127.59558564773,2.68832700105276,0.00135779154674471
"387",-5.77224114394972,NA,1.22302858554577,NA,NA,NA,NA,NA,-0.965629764027697,-0.900910359621949,NA,NA,NA,NA,NA,4,-59.6799266257377,127.596539642008,2.68928099533029,0.00135714403850394
"12547",-4.04376709555411,NA,1.25759657146997,NA,NA,NA,NA,NA,NA,-0.866389207362729,NA,NA,NA,-0.863260997986807,-0.470165834731487,5,-58.6219335497713,127.601009956686,2.69375131000795,0.00135411399561921
"275",50.9637433413989,NA,1.19784737247308,NA,NA,-13.6290353746538,NA,NA,NA,-0.915605903318863,NA,NA,NA,NA,NA,4,-59.7009638729614,127.638614136455,2.73135548977784,0.00132889168170777
"2055",-6.15413258593252,NA,1.083498796417,0.231707649069559,NA,NA,NA,NA,NA,NA,NA,NA,0.51265401226398,NA,NA,4,-59.7321290039397,127.700944398412,2.79368575173433,0.00128811529937684
"836",-8.1610119947431,1.06200419042396,1.31195335701713,NA,NA,NA,NA,0.2559237118688,NA,-1.18670642806686,-1.36216274416221,NA,NA,NA,NA,6,-57.6097117653174,127.722417542611,2.81515889593327,0.0012743593346878
"8460",78.4827256173807,1.08948944014989,1.28234273977239,NA,-23.137146702989,NA,NA,NA,NA,-1.11272742858751,NA,NA,NA,NA,-0.518880411120565,6,-57.6101044328097,127.723202877595,2.81594423091789,0.00127385903343599
"291",-7.27096531457964,NA,1.15380707198789,NA,NA,NA,0.0120579910156894,NA,NA,-0.914297980634538,NA,NA,NA,NA,NA,4,-59.7489450997616,127.734576590056,2.82731794337815,0.00126663533977708
"2311",-6.22870259399573,NA,1.05761085924613,0.21396998867564,NA,NA,NA,NA,NA,-0.656126080330528,NA,NA,0.358611785391945,NA,NA,5,-58.6887458412432,127.734634539629,2.82737589295168,0.00126659863981989
"10563",-7.23067887241302,NA,1.26200107667838,NA,NA,NA,NA,0.533029026081714,NA,-0.915574153937278,NA,NA,0.45375886783172,NA,-0.626981233415457,6,-57.6191227219694,127.741239455915,2.83398080923737,0.00126242265013902
"6916",-2.90252453997661,1.17195533920893,1.21182679680146,NA,NA,NA,NA,NA,NA,-0.860423232619683,-0.74423626852212,NA,0.295818593728833,-0.931451716586735,NA,7,-56.5407920103808,127.756282815942,2.84902416926478,0.00125296273275843
"10504",-6.89594315916663,1.05420386840851,1.20846657158904,0.275165333722879,NA,NA,NA,NA,NA,-0.8452796044006,NA,NA,0.36051416732496,NA,-0.5958076170049,7,-56.5532448839175,127.781188563016,2.87392991633821,0.00123745649529235
"4359",-4.41674982079733,NA,1.28407256971298,0.25323056214891,NA,NA,NA,NA,NA,-0.860647389032143,NA,NA,NA,-1.01769677838389,NA,5,-58.7175472633076,127.792237383758,2.88497873708056,0.00123063912610672
"2563",-5.20454869752201,NA,1.03042267515375,NA,NA,NA,NA,NA,NA,NA,-0.739318147888942,NA,0.465538055350983,NA,NA,4,-59.8127493358441,127.862185062221,2.95492641554317,0.00118834289318405
"8455",-8.02437145215386,NA,1.26873541108593,0.274724592699372,NA,NA,NA,NA,NA,-0.889163667280414,NA,NA,NA,NA,-0.609726913965397,5,-58.7600285332324,127.877199923608,2.96994127693019,0.00117945489602971
"12552",-5.19281400112291,1.11530108936085,1.45891418322253,0.315277138204117,NA,NA,NA,NA,NA,-1.0920147319624,NA,NA,NA,-1.03896396732422,-0.506702178763663,7,-56.6021101884403,127.878919172061,2.97166052538383,0.00117844144368314
"4876",151.603634490882,1.31361898398889,1.33911147453632,NA,-41.5951510564897,NA,NA,NA,NA,-1.04342813367067,-1.09468247050992,NA,NA,-1.15049851537992,NA,7,-56.6057924610389,127.886283717258,2.97902507058086,0.00117411008057009
"3331",-5.77716171828583,NA,1.04743101984821,NA,NA,NA,NA,NA,NA,-0.780105573645311,NA,0.085886934804688,0.3766705795498,NA,NA,5,-58.7735773242305,127.904297505604,2.9970388589262,0.00116358247700308
"2819",-5.36748835002952,NA,1.01055009081728,NA,NA,NA,NA,NA,NA,-0.642996606358477,-0.625835502043311,NA,0.322380870404165,NA,NA,5,-58.7794617749865,127.916066407116,3.00880776043826,0.00115675553930547
"8468",54.8060893973479,1.046341656162,1.35052880710926,NA,NA,-14.6605580442102,NA,NA,NA,-1.11860210063316,NA,NA,NA,NA,-0.535223561210876,6,-57.707698794422,127.91839160082,3.01113295414238,0.00115541148040758
"8516",-8.2610343265396,0.984490319088607,1.33945449404474,NA,NA,NA,NA,0.141104077371298,NA,-1.19550405785123,NA,NA,NA,NA,-0.548792104686468,6,-57.7128713225854,127.928736657147,3.02147801046927,0.00114945051191401
"8580",-6.54716629183647,1.05391306909022,1.35686310547128,NA,NA,NA,NA,NA,-0.816147379944996,-1.10880518210911,NA,NA,NA,NA,-0.523295314702245,6,-57.7144181024452,127.931830216866,3.0245715701889,0.00114767393934987
"788",46.6011681772259,1.15678981340477,1.28704041556416,NA,NA,-12.6459053297717,NA,NA,NA,-1.05912510538022,-1.15599948168851,NA,NA,NA,NA,6,-57.7169861847225,127.936966381421,3.02970773474347,0.00114473039949013
"900",-6.27485627446582,1.15296198208347,1.29656922690594,NA,NA,NA,NA,NA,-0.74057206635078,-1.04906389144748,-1.12911539506059,NA,NA,NA,NA,6,-57.719627162345,127.942248336666,3.03498968998839,0.00114171118072078
"4419",-4.93473491725173,NA,1.334572582413,NA,NA,NA,NA,0.306416872434106,NA,-1.06148542074952,NA,NA,NA,-0.971784649137641,NA,5,-58.7970399586739,127.951222774491,3.04396412781313,0.00113659954979861
"6468",-3.61770845470027,1.01583512494185,1.27789960735534,NA,NA,NA,NA,0.230625228176802,NA,-0.973173995287359,NA,NA,0.376610914956702,-0.970581662294201,NA,7,-56.6410484058125,127.956795606806,3.04953696012817,0.00113343691869788
"1796",-7.39560440297506,1.10245640732546,1.24474898791287,NA,NA,NA,NA,NA,NA,-1.09504649957854,-1.26872655888346,0.0384930188904147,NA,NA,NA,6,-57.7357246345012,127.974443280978,3.06718463430079,0.00112347965123869
"4872",-4.60602458772653,1.22805699094775,1.39818383185827,0.286364304096143,NA,NA,NA,NA,NA,-1.04722807909573,-1.02438355224985,NA,NA,-1.07419981896713,NA,7,-56.6540874775953,127.982873750371,3.07561510369371,0.00111875388793011
"8515",-8.47460171090171,NA,1.33182562399192,NA,NA,NA,NA,0.348248317291278,NA,-1.11705427970742,NA,NA,NA,NA,-0.589553698417937,5,-58.8150960203167,127.987334897776,3.08007625109879,0.00111626120601696
"2323",88.2556777464294,NA,1.08732486226859,NA,NA,-21.9540913963638,NA,NA,NA,-0.660109933276775,NA,NA,0.375706787743433,NA,NA,5,-58.8158616361041,127.988866129351,3.08160748267348,0.0011154069058894
"8484",-7.64531965046443,1.0621241431575,1.28393386952862,NA,NA,NA,-0.0374480815022636,NA,NA,-1.11922572180404,NA,NA,NA,NA,-0.521782823171682,6,-57.7527484152266,128.008490842429,3.10123219575162,0.00110451565743526
"4867",-3.59545871343544,NA,1.19721767354604,NA,NA,NA,NA,NA,NA,-0.826223824145267,-0.743919320859451,NA,NA,-0.897842168427392,NA,5,-58.8258835764986,128.00891001014,3.10165136346247,0.00110428419304185
"804",-7.29226991930091,1.1684810841285,1.23218336195386,NA,NA,NA,-0.0269150202326751,NA,NA,-1.06063878771263,-1.13662061526992,NA,NA,NA,NA,6,-57.7534734488921,128.00994090976,3.1026822630826,0.00110371513663689
"2067",96.582228811692,NA,1.12328773175088,NA,NA,-23.8839228150454,NA,NA,NA,NA,NA,NA,0.527453601780478,NA,NA,4,-59.8894219969345,128.015530384402,3.10827173772394,0.00110063484905537
"9476",-7.71706851214878,1.08457163423415,1.28551294784538,NA,NA,NA,NA,NA,NA,-1.09782074889847,NA,-0.0180305246941951,NA,NA,-0.51389965512652,6,-57.7574467158241,128.017887443624,3.11062879694661,0.00109933848234782
"10564",-6.9872799842225,0.906122818671974,1.24982315106811,NA,NA,NA,NA,0.323726262259511,NA,-0.985785071862441,NA,NA,0.423202755766894,NA,-0.5813790496512,7,-56.6796894161938,128.034077627568,3.12681898089083,0.00109047515933368
"2564",-5.70701185027549,0.827386950309584,1.12442837123666,NA,NA,NA,NA,NA,NA,NA,-0.906254372754964,NA,0.492047536673483,NA,NA,5,-58.8434543588715,128.044051574886,3.13679292820829,0.00108505052593302
"11012",-5.92150980009624,1.11807425259803,1.15644167913372,NA,NA,NA,NA,NA,NA,-0.828237844099226,-0.746943155742396,NA,0.318480960191064,NA,-0.491075564569883,7,-56.7027865495673,128.080271894315,3.17301324763771,0.00106557695459226
"13060",-4.23204512006736,1.19082115732082,1.37118570048098,NA,NA,NA,NA,NA,NA,-1.03831313420942,-0.940422644279785,NA,NA,-0.916264375288793,-0.418227584040254,7,-56.7148462320348,128.10439125925,3.1971326125727,0.00105280361091781
"2435",-4.2551519461891,NA,1.08136008771068,NA,NA,NA,NA,NA,-0.878276183946412,-0.662476861101221,NA,NA,0.348546270874964,NA,NA,5,-58.8872539683446,128.131650793832,3.22439214715443,0.00103855148987929
"6532",-1.82051371986092,1.11891913668841,1.274234550011,NA,NA,NA,NA,NA,-0.741790075636812,-0.86012641249609,NA,NA,0.337410968571617,-0.978671602296635,NA,7,-56.7287619740856,128.132222743352,3.22496409667433,0.00103825453282941
"2315",42.494111043608,NA,1.0108266061838,NA,-12.8983480078334,NA,NA,NA,NA,-0.663563013816662,NA,NA,0.346915559857219,NA,NA,5,-58.8899977185299,128.137138294203,3.22987964752504,0.00103570586965718
"10247",-6.38840872313825,NA,1.18280736843299,0.289276158956336,NA,NA,NA,NA,NA,NA,NA,NA,0.499115671329681,NA,-0.654062698591242,5,-58.8927671595162,128.142677176175,3.23541852949775,0.00103284151153809
"6467",-4.12905935962251,NA,1.24329207882931,NA,NA,NA,NA,0.454498050870426,NA,-0.893745303315366,NA,NA,0.409416757744145,-0.850512318000116,NA,6,-57.8256121176376,128.154218247251,3.24695960057376,0.0010268986261972
"4363",83.8937089259645,NA,1.21714022935942,NA,-23.4548360163482,NA,NA,NA,NA,-0.862974433449965,NA,NA,NA,-1.02686622422351,NA,5,-58.9018250052313,128.160792867605,3.2535342209279,0.00102352843436041
"835",-8.28903767257675,NA,1.28201047511879,NA,NA,NA,NA,0.452456295739935,NA,-1.09810317994009,-1.27505607024693,NA,NA,NA,NA,5,-58.9044010534523,128.165944964048,3.25868631736996,0.00102089516892348
"14339",-2.85436879712021,NA,1.18792743412706,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472717706659569,-0.781556700925988,-0.529020725446532,5,-58.9081176187464,128.173378094636,3.26611944795819,0.00101710798738278
"2056",-6.62861693761203,0.75423075641684,1.16739269198407,0.22679189002909,NA,NA,NA,NA,NA,NA,NA,NA,0.547352632841019,NA,NA,5,-58.9082212413771,128.173585339897,3.26632669321954,0.00101700259743794
"6436",-2.77116947970406,1.14284486778915,1.21092281272645,NA,NA,NA,-0.0462967902695108,NA,NA,-0.87384469072172,NA,NA,0.334138533022299,-0.990583233186005,NA,7,-56.7497917242044,128.17428224359,3.26702359691204,0.00101664828273961
"2179",-3.88179450821294,NA,1.1209134494736,NA,NA,NA,NA,NA,-1.06240330656642,NA,NA,NA,0.497281653110333,NA,NA,4,-59.9719000726875,128.180486535908,3.27322788923,0.00101349937788107
"2059",50.2188032913359,NA,1.02669180922632,NA,-14.9293934408747,NA,NA,NA,NA,NA,NA,NA,0.499561758583247,NA,NA,4,-59.9744228540233,128.185532098579,3.27827345190163,0.001010945763027
"6420",22.9957101345651,1.12027373959856,1.23305846910084,NA,NA,-6.09118747688059,NA,NA,NA,-0.866146843911358,NA,NA,0.345089156497508,-0.946482349618044,NA,7,-56.7584344251459,128.191567645473,3.28430899879497,0.00100789955643979
"7428",-2.91626083894762,1.12099943370302,1.21695182452274,NA,NA,NA,NA,NA,NA,-0.874540256771435,NA,0.00232759948318226,0.337159026066342,-0.98341023755977,NA,7,-56.7670278565955,128.208754508372,3.30149586169425,0.000999275349531473
"8963",-6.76747439092388,NA,1.18509438638465,NA,NA,NA,NA,NA,NA,-0.826005330353603,-0.754556733367382,NA,NA,NA,-0.500634264845739,5,-58.926228912849,128.209600682841,3.30234203616321,0.00099885265831129
"10516",99.6990664562149,1.05499034548399,1.24562266710239,NA,NA,-24.7540386987514,NA,NA,NA,-0.831358045816265,NA,NA,0.394638517884682,NA,-0.545820424729575,7,-56.7685127262399,128.211724247661,3.30446560098299,0.000997792656973594
"5379",-3.92742909368727,NA,1.25762471529998,NA,NA,NA,NA,NA,NA,-0.980721870577386,NA,0.0739038351826497,NA,-0.993431578387605,NA,5,-58.9311070243669,128.219356905877,3.312098259199,0.000993992008688208
"3076",-5.89541925830325,0.994327098362203,1.11335044560717,NA,NA,NA,NA,NA,NA,NA,NA,-0.112564341509594,0.490121014402903,NA,NA,5,-58.9317907831805,128.220724423504,3.31346577682619,0.000993312590197287
"12556",124.992576063717,1.18316670735907,1.38799962998571,NA,-34.6057206818535,NA,NA,NA,NA,-1.09217766586293,NA,NA,NA,-1.10984253480467,-0.419969932449993,7,-56.7759796367758,128.226658068732,3.31939942205481,0.000990369975208373
"2339",-5.67432625023568,NA,1.02409541782798,NA,NA,NA,0.0301938786744166,NA,NA,-0.669894294248421,NA,NA,0.353401667513908,NA,NA,5,-58.93531031683,128.227763490803,3.32050484412535,0.000989822738040019
"2115",-5.83644527841701,NA,1.08166695744081,NA,NA,NA,NA,0.116529321883078,NA,NA,NA,NA,0.537593448596923,NA,NA,4,-59.9998785788962,128.236443548325,3.32918490164739,0.000985536187493341
"10508",73.5352603034088,1.10364167125285,1.14646629345668,NA,-21.3639722949471,NA,NA,NA,NA,-0.84837348153517,NA,NA,0.355062083389464,NA,-0.518717863150642,7,-56.7951961437672,128.265091082715,3.35783243603764,0.00097152021696832
"3075",-5.43507131394636,NA,1.03505736559752,NA,NA,NA,NA,NA,NA,NA,NA,-0.0100086698092661,0.498840068561996,NA,NA,4,-60.0447948748333,128.326276140199,3.41901749352159,0.00094224898026616
"2083",-5.50999921988975,NA,1.04378299522559,NA,NA,NA,0.0148447903821977,NA,NA,NA,NA,NA,0.505025247977586,NA,NA,4,-60.0457063149456,128.328099020424,3.42084037374629,0.000941390568004836
"4483",-2.35710746413646,NA,1.28984830049802,NA,NA,NA,NA,NA,-0.956694101243495,-0.859636579160659,NA,NA,NA,-0.951063819957883,NA,5,-58.9959627436068,128.349068344356,3.44180969767883,0.000931571968414774
"14595",-2.8379829290203,NA,1.13781818577646,NA,NA,NA,NA,NA,NA,-0.637663827380918,NA,NA,0.330064768439351,-0.783636820526128,-0.481618571930565,6,-57.9270229656701,128.357039943316,3.44978129663865,0.000927866299280497
"3",-8.26956546864648,NA,1.29676106101596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-62.145558750221,128.361292939039,3.45403429236102,0.000925895289995867
"9475",-7.40821802740157,NA,1.23891894376617,NA,NA,NA,NA,NA,NA,-1.02106120043181,NA,0.0824593714599771,NA,NA,-0.575211439652871,5,-59.0096968477325,128.376536552608,3.46927790593021,0.000918865120323185
