"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_W)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"890",-27.8126231712485,0.959652565811575,NA,NA,-22.3587999648603,25.684195633666,-0.0654035788430459,0.0125581620101274,NA,-1.16241059406118,-1.2370146200698,NA,NA,NA,NA,8,-61.8646236929941,140.601974658716,15.6947160120379,2.03484630583812e-06
"1882",-5.93393316878872,0.912045387100405,NA,NA,-26.8967814680278,24.5190638085236,NA,-0.0393523825981639,NA,-1.17240396368848,-1.36014567822899,0.0410879225533667,NA,NA,NA,8,-61.8646742636924,140.602075800112,15.6948171534346,2.0347434048414e-06
"14040",6.30578397794713,1.01020324958931,1.63470564217821,0.349643652966559,NA,-2.23111636715573,NA,-0.209543532924619,-1.25171515121362,NA,-0.836697277097461,-0.0467751742743668,NA,-1.03128396195737,-0.468300342857832,11,-58.4864516102651,140.60253285016,15.6952742034822,2.03427846818321e-06
"16256",244.292344331592,0.963238646451145,1.49958695352028,0.219605543193189,-45.0083978794806,-19.0562256787286,0.0336990249706483,0.397206715254229,NA,-1.03707279543663,-1.32066657210838,0.0693283960145329,0.373804166383073,-0.897220579325833,-0.554972260706577,14,-54.9807128876731,140.602935209308,15.6956765626309,2.03386925407096e-06
"15557",-1.66633637748096,NA,NA,0.212881313974548,NA,NA,NA,-0.127629579977286,2.06202552617129,NA,NA,-0.018152795473361,0.632382302435406,-0.515787092458018,-0.357280089558011,8,-61.8652494599932,140.603226192714,15.6959675460361,2.03357336449564e-06
"15645",-3.90466627739479,NA,NA,0.16680049915188,-17.7134665938036,16.8271347374511,NA,NA,NA,-0.766389664216887,NA,0.0783700513461167,0.515121779029567,-0.630392023879479,-0.369026170950958,9,-60.7552392229278,140.608039421465,15.7007807747877,2.02868522189872e-06
"7094",-83.6820772433496,0.960095714275629,NA,0.153180175891303,NA,19.3047287855262,-0.0813306493063558,NA,1.92367848658856,-0.858235132740976,-0.755457649115499,NA,0.448241538739934,-0.739298610481213,NA,10,-59.6297087425238,140.609110736581,15.7018520899038,2.02759883231915e-06
"11194",119.401155793954,0.981460198136397,NA,NA,-29.751269743902,-2.84750030403226,-0.0381136302122829,NA,2.12237571581636,-0.817517477843524,-0.8249710685451,NA,0.475627618117225,NA,-0.34522558471077,10,-59.6303938591845,140.610480969903,15.7032223232253,2.02621016633123e-06
"2678",-33.983147060455,0.694970531490147,NA,0.169212404234072,NA,8.04384699993702,-0.051778586416372,-0.226038639011474,NA,NA,-0.712250457253743,NA,0.637048067819365,NA,NA,8,-61.8692536473115,140.61123456735,15.7039759206726,2.02544683674646e-06
"16274",-71.2739724085393,0.905550613156109,NA,NA,NA,16.3702988290644,NA,NA,1.90709352621425,-0.881464128702446,-0.718087648848813,0.0159462652801508,0.449587834513966,-0.602113214457486,-0.307741343890928,10,-59.6313547575229,140.612402766579,15.7051441199019,2.02426411947562e-06
"15561",108.416524212947,NA,NA,NA,-29.5193283205479,NA,NA,-0.0427805895867806,2.2437571983994,NA,NA,-0.0166356854129399,0.625065687683505,-0.566784521316364,-0.336146865865244,8,-61.8699338906467,140.612595054021,15.7053364073431,2.02406950854716e-06
"13943",13.7087799825114,NA,1.52446910140789,0.33483416147393,NA,-4.49707857307207,0.0817853928060321,-0.100980158735033,NA,NA,-1.01970401768602,0.0348046634050376,NA,-0.943805238562222,-0.580658180381864,10,-59.6318468264844,140.613386904502,15.7061282578249,2.02326828696179e-06
"15529",105.460945862903,NA,NA,NA,-28.7621835225232,NA,-0.0248354746370271,NA,2.28298841466019,NA,NA,-0.0243897463201304,0.632100489804637,-0.553376109590893,-0.339602117941564,8,-61.8704306590376,140.613588590802,15.7063299441249,2.02306426450176e-06
"3642",85.6006564191608,0.730511478936779,NA,NA,-25.6425900792377,2.44938230199509,-0.0614175404851388,NA,NA,NA,-0.758729982444337,-0.0512184309028505,0.663952810801286,NA,NA,8,-61.870497821988,140.613722916703,15.7064642700258,2.0229283940996e-06
"7141",-1.68691636839791,NA,NA,0.109570332270574,NA,NA,-0.0910012961479365,0.235572513393221,1.90046904593506,-0.766475002403588,-0.790952579473112,NA,0.510428474464847,-0.542432791548648,NA,9,-60.7580996017946,140.613760179199,15.7065015325214,2.02289070477048e-06
"7872",203.515517113624,1.02959016925372,1.40579822167928,0.256818330589182,-35.6205160028095,-17.1203544420843,0.0663854118999144,NA,-0.70090230329418,NA,-0.748845435239673,-0.0405130223972461,0.468955069741048,-1.00944194774659,NA,12,-57.3387246213778,140.615337441513,15.7080787948358,2.02129601902519e-06
"7919",97.6800838786339,NA,1.33756343590371,0.260893611590652,-26.6678955826435,NA,0.0997810415488899,0.108635813797939,-1.11192529252248,NA,-0.909926280853567,0.0464869521505199,0.477393656506962,-0.997128670316226,NA,11,-58.4933964112184,140.616422452066,15.7091638053889,2.02019975266147e-06
"10733",71.8045310238522,NA,NA,0.119292645764932,-20.3649555446543,NA,-0.0470634257513935,0.228139873114749,2.00487412875367,-0.766890425964897,NA,NA,0.545974731071166,NA,-0.448095340795874,9,-60.7602241058869,140.618009187384,15.7107505407061,2.01859762713509e-06
"14569",106.972340447863,NA,NA,NA,-29.0862592817207,NA,-0.0168996002455652,-0.0627290243723146,2.19523573093199,NA,NA,NA,0.627586078711116,-0.571048289158858,-0.338313555768168,8,-61.8737059378263,140.62013914838,15.7128805017023,2.01644900435247e-06
"8713",131.656880449171,NA,NA,NA,-35.6151256290141,NA,NA,NA,NA,NA,-1.36405570519201,NA,NA,NA,-0.337751468055853,4,-66.1918618595963,140.620410109725,15.7131514630476,2.01617583299007e-06
"7903",170.710466015517,NA,1.3468861111902,0.222105451354132,-26.7684292619247,-17.0634379468322,NA,0.145679614479133,-0.936714566724556,NA,-0.921166453978777,0.0456460468244348,0.503917220386229,-0.892086890901397,NA,11,-58.4958786011741,140.621386831978,15.7141281853003,2.01519145147576e-06
"11929",151.213904421769,NA,NA,NA,-32.3670107799771,-7.96808862772308,NA,NA,2.2395197812721,NA,-0.832884895367461,0.0205282267983229,0.636873170075034,NA,-0.385533931074886,8,-61.874352431092,140.621432134911,15.7141734882337,2.01514580495072e-06
"15513",105.12019821461,NA,NA,NA,-29.8942488991321,1.05980734597347,NA,NA,2.2792301399229,NA,NA,-0.0252069796086513,0.631601458212006,-0.561122816821277,-0.339846413909977,8,-61.8744468045905,140.621620881908,15.7143622352306,2.01495563756468e-06
"1093",-0.916724001771993,NA,NA,0.123739550712295,NA,NA,NA,-0.495592349371399,NA,NA,NA,-0.0452363589767014,NA,NA,NA,4,-66.1927561361439,140.62219866282,15.7149400161427,2.01437362018533e-06
"15841",-1.51206030014213,NA,NA,NA,NA,NA,-0.101245159263398,0.166554289559084,1.85164756135097,-0.81177002922735,NA,0.0300874045143897,0.519373674274405,-0.486021781737011,-0.377413663415949,9,-60.7624305770273,140.622422129664,15.7151634829869,2.014148559901e-06
"14553",107.572865434919,NA,NA,NA,-29.8023183615746,0.482626829104505,NA,-0.0680982388396961,2.19056290242184,NA,NA,NA,0.626253368298277,-0.576343704234407,-0.33787901908382,8,-61.8755253828952,140.623778038518,15.7165193918401,2.01278352173806e-06
"15825",-70.5627013421576,NA,NA,NA,NA,16.2164774409777,NA,0.144335806939638,1.65630393670403,-0.816786890229727,NA,0.0323757914157173,0.499089443464804,-0.570738349090039,-0.368026166541889,9,-60.7664421667598,140.630445309129,15.7231866624518,2.00608480726618e-06
"8113",-62.2822914039123,NA,NA,NA,NA,14.5414969589826,-0.0662478604065895,NA,1.43337293334081,-0.772960735589111,-0.920322524771534,0.0975693989708523,0.459330742184994,-0.645050226321128,NA,9,-60.7667009145499,140.63096280471,15.7237041580321,2.00556580440376e-06
"10969",146.65372628335,NA,NA,NA,-31.7980704464482,-7.44062805232133,NA,0.0376546404423412,2.30014800007318,NA,-0.787865451329555,NA,0.638387458279303,NA,-0.385439707555596,8,-61.8792328272208,140.631192927169,15.7239342804914,2.00533505481155e-06
"5490",-176.582958539311,0.952324308680645,NA,NA,NA,41.7448925179806,-0.0934613607420171,-0.112654241393148,NA,-1.13067300426294,NA,-0.0366019351563753,NA,-0.892019213949332,NA,8,-61.8793023047446,140.631331882216,15.7240732355389,2.00519573393754e-06
"14806",-88.3867075353102,0.890380226501189,NA,0.18955883599053,NA,20.3378816913182,NA,-0.0134591541882248,1.85084866010779,-0.875537394787752,NA,NA,0.481985299970397,-0.684140629202076,-0.360908157183848,10,-59.6419317351717,140.633556721877,15.7262980751997,2.00296635467207e-06
"10937",139.902004524546,NA,NA,NA,-29.3391093339271,-7.96483800021864,-0.022270323227944,NA,2.25769025719778,NA,-0.745807380428373,NA,0.628584782650776,NA,-0.379768975696432,8,-61.8806670550385,140.634061382804,15.7268027361266,2.00246100900319e-06
"15281",-46.2986397118953,NA,NA,NA,NA,10.6329973958567,-0.0532511699000798,NA,1.72730053998851,-0.654815977328357,-0.488410666363608,NA,0.451226885240614,-0.56582642845075,-0.306532661079963,9,-60.7700629357359,140.637686847082,15.730428200404,1.99883437162983e-06
"15525",-2.06454921690665,NA,NA,0.191050703418406,NA,NA,-0.0557763419632332,NA,2.18464271762741,NA,NA,-0.0415099799367395,0.651484203054463,-0.478763207078495,-0.365563862738038,8,-61.8832261520982,140.639179576924,15.7319209302461,1.99734306836932e-06
"16142",126.733847284475,0.855624417833574,NA,0.125684896476663,-33.4162398292247,NA,NA,NA,NA,-0.8723431879873,-0.942475606122457,0.0603899141720374,0.513186144004237,-0.547185391580321,-0.309072692136804,10,-59.6450944209704,140.639882093474,15.7326234467969,1.99664160829181e-06
"13198",154.237310097773,1.02599856317307,NA,0.0656830373236575,-42.3587975787393,NA,NA,NA,2.89527103566341,-1.1675182283424,-1.16737746016813,NA,NA,-0.756310065106674,-0.260888724141122,9,-60.7715043848956,140.640569745401,15.7333110987233,1.99595522907191e-06
"13226",150.47350828016,1.03639126174695,NA,NA,-41.2733604347639,NA,-0.0562825928160613,NA,2.88364412508098,-1.16313430806471,-1.15697993307642,NA,NA,-0.759474095671653,-0.247349512130628,9,-60.7717057797706,140.640972535151,15.7337138884734,1.99555329439307e-06
"12117",-64.3659328947518,NA,NA,0.154173758161805,NA,14.9830745214849,NA,0.162694773027312,NA,-0.849811528961637,-0.993989402311592,0.0980455046737579,0.524131929165178,NA,-0.402641171469862,9,-60.7719356640323,140.641432303674,15.7341736569968,1.9950946008226e-06
"7881",126.592696889681,NA,NA,NA,-34.2761931221168,NA,NA,-0.0418688700110762,2.15983278533813,NA,-0.810807313175723,0.0192250782484655,0.612558527891161,-0.633732498530116,NA,8,-61.8845501530066,140.641827578741,15.734568932063,1.9947003342096e-06
"9670",-5.70698943626013,0.968339004515883,NA,0.131274817140494,NA,NA,NA,-0.142077859451065,2.34058110266564,-1.13559133805428,NA,-0.0525021620007,NA,NA,-0.395289533702036,8,-61.8851959921647,140.643119257057,15.7358606103792,1.99341249453851e-06
"10717",64.9911303316316,NA,NA,0.130637557683026,-21.4161632038429,2.49297279999084,NA,0.210843750930077,1.97732919042006,-0.760603033971026,NA,NA,0.543440992489478,NA,-0.449510518113934,9,-60.7729002973458,140.643361570301,15.7361029236238,1.99317099404378e-06
"1097",61.6605215609034,NA,NA,NA,-16.7526020848984,NA,NA,-0.448186733415987,NA,NA,NA,-0.0411947734955341,NA,NA,NA,4,-66.2035767581262,140.643839906785,15.7365812601074,1.99269434784316e-06
"7849",124.574553435475,NA,NA,NA,-33.7659950140016,NA,-0.0202645168279561,NA,2.19285806425634,NA,-0.816672774289181,0.0119197798275586,0.620042699521364,-0.623498846042515,NA,8,-61.8863434775344,140.645414227796,15.7381555811185,1.99112639474918e-06
"10239",247.257701384342,NA,1.5929598701834,0.195900499886392,-36.5277891846787,-27.8643515049747,0.0549823153384864,0.355380892890037,-0.781729213580568,-1.18321277622624,-1.72160522265226,0.15691398616459,NA,NA,-0.676205469259476,12,-57.3539057394367,140.645699677631,15.7384410309536,1.99084223167777e-06
"2238",114.490297705516,0.579112207649315,NA,0.108784346381731,-28.516678379535,-2.82047142868723,-0.0629177886408517,NA,2.10318859709585,NA,NA,NA,0.72179772387955,NA,NA,8,-61.8872755745228,140.647278421773,15.7400197750954,1.98927133651445e-06
"14521",105.792423561297,NA,NA,NA,-30.0263941618849,1.05201411206355,-0.0282686420340721,NA,2.22961408316387,NA,NA,NA,0.644420888389871,-0.559564906290724,-0.348073479088946,8,-61.8875013735971,140.647730019921,15.7404713732439,1.98882221159618e-06
"4096",269.240408229348,0.986135622644724,1.37307439358019,0.140785182102367,-39.5415457842937,-30.0544524749581,0.0118121051477884,0.357698842291185,-0.527867480269606,-1.01746532450497,-1.42248059756159,0.0487196221512065,0.400474898151968,NA,NA,13,-56.1866445387792,140.648289077558,15.7410304308809,1.98826635616557e-06
"7833",120.743274493345,NA,NA,NA,-34.542358207308,1.56989593555515,NA,NA,2.18354188958238,NA,-0.8189171685218,0.0115683857742148,0.618455247093956,-0.632341000179109,NA,8,-61.8886353305958,140.649997933919,15.7427392872413,1.98656825091893e-06
"10985",99.7895240039849,NA,NA,NA,-27.7188085270192,NA,-0.0305425464095473,0.0550540546516635,2.18008930408862,NA,-0.786183179638268,NA,0.631961103405593,NA,-0.384679502537096,8,-61.8887405524015,140.65020837753,15.7429497308526,1.98635923161734e-06
"11945",100.917485569717,NA,NA,NA,-27.962779989472,NA,-0.0222927382836981,NA,2.09829724487371,NA,-0.815378588597048,0.0204453516927337,0.625714548929549,NA,-0.382459699172217,8,-61.8890429532087,140.650813179145,15.7435545324672,1.98575864579554e-06
"6841",113.415838335303,NA,NA,NA,-32.4804644257018,1.48922489763383,-0.0193336658999028,NA,2.18918127033894,NA,-0.767315473969869,NA,0.613563514993712,-0.631011967653547,NA,8,-61.8890807853938,140.650888843515,15.7436301968373,1.98568352162801e-06
"6889",120.336197830072,NA,NA,NA,-32.6303322934697,NA,-0.0176652200886201,-0.0121421894791876,2.19992048047279,NA,-0.758132388201257,NA,0.612512594685462,-0.626216288869083,NA,8,-61.8892020114169,140.651131295561,15.7438726488836,1.98544281970146e-06
"6873",116.00758633116,NA,NA,NA,-33.1425678905399,1.46160221586747,NA,-0.0173018801011053,2.18585923038446,NA,-0.755940939443423,NA,0.609818345039623,-0.63558867018547,NA,8,-61.8907456547232,140.654218582174,15.7469599354962,1.98238036845707e-06
"11977",107.64333929278,NA,NA,NA,-29.8111679702908,NA,NA,0.0254409213777047,2.14425888662271,NA,-0.826553895563164,0.0153264365863336,0.631084206093762,NA,-0.385118650550492,8,-61.8907928054343,140.654312883596,15.7470542369184,1.9822869000166e-06
"14217",142.77933473554,NA,NA,NA,-38.9928999132847,NA,NA,NA,2.32599622256174,-1.07676403568762,-1.29714683752019,0.110221582378006,NA,-0.693947636866504,-0.317157671247433,8,-61.891073877306,140.654875027339,15.7476163806618,1.98172981322175e-06
"9698",-5.4832473302739,0.970362064284581,NA,NA,NA,NA,-0.110167591770641,-0.0636400437133539,2.40715186150597,-1.15574360300731,NA,-0.0610599441717983,NA,NA,-0.370851350853313,8,-61.8916712648075,140.656069802342,15.7488111556648,1.98054630614137e-06
"12209",-21.1989702777406,NA,NA,NA,NA,4.44223910724036,-0.0661407533063865,NA,1.40956475353156,-0.7696166158583,-0.90204143102314,0.105600009856347,0.482586295312604,NA,-0.381960604201148,9,-60.7795237952885,140.656608566187,15.7493499195093,1.98001285462464e-06
"14517",-54.0846918003731,NA,NA,0.201465144624823,NA,12.2737705683546,-0.0556687358328423,NA,1.96516102468417,NA,NA,NA,0.659315542929057,-0.542490332502361,-0.371930659924649,8,-61.8919595906187,140.656646453965,15.7493878072871,1.97997534583632e-06
"16154",61.0428290780294,0.876557204924797,NA,NA,-33.4247239822461,15.4557790421733,NA,NA,NA,-0.889506278702133,-0.925151976815769,0.0623084578633767,0.475582603086376,-0.647932354640787,-0.283462049200614,10,-59.6545183813482,140.65873001423,15.7514713675526,1.97791372092414e-06
"6621",31.1017430350625,NA,NA,0.125633687575651,-23.9812773254541,13.270764764552,NA,0.156844166935904,1.94533828613587,-0.740770099142891,NA,NA,0.510421098871972,-0.747247105263997,NA,9,-60.7807892025964,140.659139380803,15.751880734125,1.97750891647363e-06
"14218",165.650204915617,0.990920709055338,NA,NA,-45.3656730733723,NA,NA,NA,2.86529696133356,-1.18477683824196,-1.26133219789127,0.0253872197131214,NA,-0.756475134240457,-0.257628634474733,9,-60.7813349384575,140.660230852525,15.7529722058472,1.97643001336711e-06
"6912",210.241052527787,0.975788556754474,1.41176444582024,0.257618931828418,-36.5027198556486,-17.8681254073183,0.0734811018198471,-0.0395091618277815,-0.792278576035469,NA,-0.846626335816564,NA,0.471496275606192,-1.01577388024438,NA,12,-57.3618625861816,140.661613371121,15.7543547244434,1.97506425984261e-06
"537",-22.5499630895961,NA,NA,NA,-25.6067396445185,27.2244639543941,NA,NA,NA,NA,-1.38616355993613,NA,NA,NA,NA,4,-66.2127900149929,140.662266420518,15.7550077738408,1.97441945785791e-06
"15793",-55.328998210032,NA,NA,NA,NA,12.7993572180337,-0.0661286200780356,NA,1.57629619022053,-0.761753219727495,NA,0.0589220235933324,0.481850807040627,-0.592617850319386,-0.355734993548647,9,-60.7824281517548,140.662417279119,15.7551586324418,1.97427053439593e-06
"14146",1.25932361517401,0.815972869740075,NA,NA,NA,NA,NA,-0.143628220147538,NA,-1.15792873506101,-1.05465484865914,0.04232467371236,NA,-0.505351716045484,-0.282291643133737,8,-61.8955717718625,140.663870816452,15.7566121697747,1.97283621770381e-06
"11165",77.6192968735488,NA,NA,0.140488376672567,-19.2918984007369,-2.1708932534994,NA,NA,1.92620889173753,-0.616074670572066,-0.543321344172065,NA,0.491475876233893,NA,-0.381400443009235,9,-60.7841074638165,140.665775903243,15.7585172565651,1.97095790032628e-06
"8678",-5.2014802025741,0.896041614156271,NA,0.113452311662094,NA,NA,-0.0786846995371493,-0.163265257875054,2.181659061976,-1.17732366292757,NA,NA,NA,NA,-0.412784461095713,8,-61.8966687195778,140.666064711883,15.7588060652053,1.97067330603959e-06
"11181",65.8410658059751,NA,NA,0.143158943978174,-18.6196893160639,NA,0.00341571810286233,NA,1.89738755559603,-0.617115755370772,-0.540595113311472,NA,0.48893788829256,NA,-0.381311305586428,9,-60.7852562441698,140.668073463949,15.7608148172717,1.96869500264825e-06
"3166",48.9188599939064,0.795282029032555,NA,0.150856677617264,-17.94344807199,4.23411876747963,NA,-0.211474438524195,NA,NA,NA,-0.0668047510723917,0.647377043196915,NA,NA,8,-61.8977024078606,140.668132088448,15.7608734417709,1.96863729661473e-06
"3182",67.9420688226677,0.798475269923641,NA,0.142176492703571,-18.1555838237995,NA,-0.0256029561517807,-0.206929892070076,NA,NA,NA,-0.0672064330587773,0.653688339776811,NA,NA,8,-61.8986184557647,140.669964184257,15.7627055375792,1.96683475627785e-06
"7582",45.5280562454522,1.00356601830054,NA,0.127150586995604,-29.9977723397243,15.1695321735617,NA,NA,2.18684730745048,-0.829072486470549,NA,-0.0362419600010993,0.476323081313505,-0.872004982588558,NA,10,-59.6604562804564,140.670605812447,15.763347165769,1.96620386916978e-06
"7808",217.476087021776,1.03966498459477,1.3564138691284,0.247114091141626,-37.7214320083213,-18.8055195691241,0.0638268250196318,0.0107194780683526,NA,NA,-0.759405994564719,-0.0469644425153333,0.473722990849778,-0.997964136358973,NA,12,-57.3664334450953,140.670755088948,15.7634964422707,1.96605712062877e-06
"13605",1.01368628074336,NA,NA,0.103055847948013,NA,NA,-0.0981326680654149,NA,NA,-1.11310320123339,NA,0.0261961182975892,NA,-0.57979719439585,-0.368026177408176,7,-62.9981064350679,140.670911665317,15.7636530186389,1.96590320761179e-06
"7581",35.6475030813837,NA,NA,0.141574740553159,-23.4567014709344,11.8984107139302,NA,NA,1.76595976790075,-0.722214007913021,NA,0.0515655515894751,0.50029120256033,-0.768369320469801,NA,9,-60.7877418887727,140.673044753155,15.7657861064776,1.96380760322539e-06
"4233",168.822974574197,NA,NA,NA,-46.3853723115383,NA,NA,NA,2.97537758904837,NA,NA,NA,NA,-0.87116463707153,NA,4,-66.2183692360982,140.673424862729,15.7661662160514,1.9634344076548e-06
"7904",195.082920685247,1.0417507091143,1.39456667865563,0.243930261422835,-32.6438933231639,-17.7231403809855,NA,0.0236789406548779,-0.667816369502361,NA,-0.734982371060692,-0.0461513680880454,0.473680133217273,-0.997155951245557,NA,12,-57.3679167558874,140.673721710533,15.7664630638551,1.96314300868482e-06
"5371",119.401084153876,NA,1.42726579656692,NA,-25.7878153048908,-5.93815623852765,0.0671135049815925,-0.104560133251115,-1.21193976635891,NA,NA,-0.0235445368566936,NA,-1.09623903777226,NA,9,-60.7890780408113,140.675717057232,15.7684584105548,1.96118540990756e-06
"8386",-4.51928720848496,0.64122258752091,NA,NA,NA,NA,NA,-0.647011676160995,2.22775955476098,NA,NA,NA,NA,NA,-0.328593978351058,5,-65.1615906723013,140.680324201746,15.773065555068,1.95667287707544e-06
"12133",0.13256560695799,NA,NA,0.127279033139217,NA,NA,-0.082655100738032,0.1734657337888,NA,-0.848018176915737,-1.01265477127617,0.0968988608733155,0.540746910418693,NA,-0.400660701925703,9,-60.7919652547429,140.681491485096,15.774232838418,1.95553121443338e-06
"13258",161.669901338913,1.02909900705672,NA,NA,-44.3279392767664,NA,NA,0.00169108429030212,2.91360277425074,-1.16461269972483,-1.17019280997527,NA,NA,-0.755888762265736,-0.250455122171392,9,-60.7929604849118,140.683481945433,15.7762232987559,1.95358597891157e-06
"4170",114.073772618728,0.652220817288375,NA,NA,-29.89163212205,NA,NA,-0.673078466216645,NA,NA,NA,NA,NA,-0.800963358003399,NA,5,-65.1642900306374,140.685722918418,15.7784642717401,1.95139823810689e-06
"12089",85.0063209914074,NA,NA,NA,-25.2993862478693,2.27104979849034,-0.02197236349807,NA,NA,-0.789874103900717,-1.06818295042418,0.141352926728802,0.502775257766854,NA,-0.370214175845739,9,-60.794243848511,140.686048672632,15.7787900259542,1.95108042589008e-06
"9972",69.2829516288819,0.945935518840896,1.49236901000029,NA,NA,-17.6826947905551,-0.0114253227587547,-0.1529118307576,-0.886931522350738,NA,-1.03860626448814,-0.0538962362537536,NA,NA,-0.516162522210704,10,-59.6683803801834,140.686454011901,15.7791953652229,1.95068504120111e-06
"889",-51.671777480735,NA,NA,NA,-13.3697020527294,23.3907307975922,-0.0679266219691142,0.160229345753446,NA,-1.04774061292347,-1.10429306939124,NA,NA,NA,NA,7,-63.0070906626299,140.68888012044,15.7816214737629,1.9483201890195e-06
"7097",71.421352384591,NA,NA,NA,-26.3172690360973,6.0157997450311,-0.0075461660871263,NA,1.93627164594255,-0.634460848701072,-0.623341709427608,NA,0.453568925288683,-0.692040850288032,NA,9,-60.7962047930905,140.689970561791,15.7827119151132,1.94725821410226e-06
"15194",48.559792755001,0.912689889513001,NA,NA,-32.8735296287487,17.8254017593875,NA,0.144738123425855,NA,-0.898781393646004,-0.837521636154683,NA,0.487549026692146,-0.637827574118177,-0.283511394792369,10,-59.6702773285412,140.690247908616,15.7829892619385,1.94698819988273e-06
"645",-6.07978954733358,NA,NA,0.0629584093823252,NA,NA,NA,NA,2.50575325231618,NA,-1.46923849616255,NA,NA,NA,NA,4,-66.2267818090584,140.690250008649,15.7829913619717,1.94698615551391e-06
"16375",44.4306964132123,NA,1.52502844151514,0.262256283357245,NA,-11.2377850751627,-0.006926267000637,0.463919838723144,-1.08591958857971,-0.994984791076702,-1.26231630898685,0.140464072056494,0.407365865686575,-0.742876635137291,-0.641426328138908,13,-56.2087596280985,140.692519256197,15.7852606095194,1.94477831150749e-06
"15217",-84.3357928818759,NA,NA,NA,NA,20.1350185788787,-0.0950979945310207,0.300176522811167,NA,-0.813038388003679,-0.733138672425894,NA,0.497416806589362,-0.499251451439523,-0.319919543781087,9,-60.7979102851012,140.693381545812,15.7861228991346,1.94394001116397e-06
"7629",104.67184822291,NA,NA,0.115255486130062,-28.5060908855998,NA,NA,0.0980159998754058,2.00548926257463,-0.748800087132775,NA,0.0352587339753229,0.528827241746318,-0.692249559398758,NA,9,-60.7987252001279,140.695011375866,15.7877527291879,1.94235651053479e-06
"8021",-100.862928411405,NA,NA,0.155543816500296,NA,24.0288620741489,NA,0.118138458929922,NA,-0.828661930920765,-1.0072602803011,0.0932346270270418,0.496754109069233,-0.636791084289366,NA,9,-60.7993186512358,140.696198278081,15.7889396314039,1.94120415887757e-06
"12645",1.10348271730852,NA,NA,0.11038641323676,NA,NA,-0.0847704529846371,-0.0461684184712579,NA,-1.0424628981139,NA,NA,NA,-0.584787726602983,-0.345160011496378,7,-63.0111619751576,140.697022745496,15.7897640988185,1.94040409400872e-06
"16368",142.904836011633,0.974673595520871,1.48920556456478,0.239254072784776,-39.2932338614422,NA,0.0354256949597028,0.400313696973415,-0.657043426629481,-1.05251565584601,-1.28311827376794,0.0680650442191273,0.350231909218879,-1.01266944481501,-0.53235980403793,14,-55.0285375161748,140.698584466312,15.7913258196343,1.93888950069629e-06
"6590",41.3084511560466,0.949230936951648,NA,0.118178084600512,-28.7937241266371,15.1706533538837,-0.0413734168432428,NA,2.09625296427422,-0.861535164096791,NA,NA,0.484275201485802,-0.874448237249175,NA,10,-59.6755220283198,140.700737308173,15.7934786614957,1.93680356233067e-06
"15612",253.657193210154,0.992876613269012,1.39699871346405,NA,-38.8134569550667,-26.2315426039096,0.0335360713127008,0.07890907871586,-0.329443462370626,NA,NA,-0.069540845688083,0.524983788649301,-0.800527142272193,-0.503080392574122,12,-57.3821028465261,140.70209389181,15.7948352451324,1.93549028976194e-06
"1185",-6.10983572057446,NA,NA,NA,NA,NA,-0.12144909131431,NA,2.54223391903888,NA,NA,-0.154243771939492,NA,NA,NA,4,-66.2329955426827,140.702677475898,15.7954188292204,1.93492561148253e-06
"7126",-92.7424298555915,0.914803608675707,NA,0.168316779702868,NA,21.3639103189627,NA,0.0441395344940324,1.88568298440241,-0.882818825689146,-0.794826483237609,NA,0.455055864931562,-0.725868686936399,NA,10,-59.6778323458338,140.705357943201,15.7980992965238,1.93233409607047e-06
"3638",-46.0617451573293,0.708396654898587,NA,0.147792571207079,NA,10.8100244405496,-0.0863086933162707,NA,NA,NA,-0.649941231055208,-0.0713764835338561,0.664032280073109,NA,NA,8,-61.9167058613346,140.706138995396,15.7988803487189,1.93157961650832e-06
"13637",1.05372235759646,NA,NA,0.136190946402763,NA,NA,NA,-0.143194256943831,NA,-1.05698154432231,NA,0.0442388528550989,NA,-0.593000803900252,-0.358139960102197,7,-63.0159149650359,140.706528725253,15.799270078575,1.93120325605622e-06
"1760",164.212454710857,1.07320373887306,1.49035572527667,0.227642316501612,-21.9048345165689,-20.9085075417178,NA,-0.208601672446835,-0.998016279057171,NA,-1.02034191029741,-0.073323399796421,NA,NA,NA,10,-59.6787396117103,140.707172474954,15.7999138282768,1.93058175032508e-06
"11693",71.7422104691317,NA,NA,0.148202230570563,-20.1500511492946,NA,-0.010343880218921,NA,1.71764344395603,-0.733451785568186,NA,0.064205960936649,0.52714106176366,NA,-0.445981429571669,9,-60.8061911455035,140.709943266617,15.8026846199393,1.92790898226462e-06
"11677",75.93629227634,NA,NA,0.14944026350376,-20.8331225787184,-0.394562990817918,NA,NA,1.72931610255751,-0.73330698751022,NA,0.0638253860586413,0.528276604335611,NA,-0.446719427161409,9,-60.8068923985234,140.711345772657,15.804087125979,1.9265575041882e-06
