"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"3082",-3.01295771264436,-0.0202905636944242,NA,NA,-0.350239605415326,NA,NA,NA,NA,NA,NA,0.505054058938832,3.05521370968179,NA,NA,5,-78.802050438362,167.961243733867,9.07762053852991,6.60634204548167e-05
"5531",-2.37602735476764,NA,2.50136881920413,NA,-0.191716575075292,0.338518419406255,NA,NA,0.535561435163895,-2.35694805215938,NA,1.1487571227186,NA,-0.659743173584863,NA,8,-75.544306021945,167.961339316617,9.0777161212805,6.60602632685403e-05
"7177",-3.02898605959099,NA,NA,NA,-0.348567570394176,NA,NA,NA,NA,NA,NA,0.488939254457124,3.06138884896687,0.028418992390968,NA,5,-78.8023740316409,167.961890920425,9.0782677250877,6.60420462344404e-05
"2456",-3.6148850521247,0.429550582549812,2.10111948401858,0.627483241562255,NA,0.242606644540474,NA,NA,0.822408051198729,-1.45908101325098,NA,NA,1.25709923545341,NA,NA,8,-75.5448547893672,167.962436851462,9.07881365612471,6.60240214932253e-05
"11657",-2.74812728732302,NA,NA,NA,-0.41319966097097,NA,NA,NA,1.92741453450066,-1.87067118160312,NA,0.916211324064039,2.12609988161736,NA,-0.579331921912893,7,-76.6439747340558,167.962648263292,9.07902506795546,6.60170427324513e-05
"4229",-2.8128837903705,NA,NA,0.317436114221569,NA,NA,NA,NA,2.40251522674886,NA,NA,NA,NA,-0.335794409243515,NA,4,-79.8639377010578,167.964561792648,9.08093859731127,6.59539101641465e-05
"9764",-2.92912660591953,0.0408462621873272,3.16350451482868,NA,NA,NA,-0.126318796413536,NA,NA,NA,-0.806218754632612,0.822447373325467,NA,NA,-0.72521216481703,7,-76.6452805249945,167.96525984517,9.08163664983294,6.59308945342578e-05
"1801",-0.175238963275978,NA,NA,NA,-0.447957790167057,NA,NA,NA,NA,-2.81823898146406,-1.0226221185504,1.17546966380788,NA,NA,NA,5,-78.8047515277101,167.966645912563,9.08302271722613,6.58852180322048e-05
"2412",-3.33211225776772,0.266750783792616,2.64195245674075,NA,-0.102521663106698,NA,-0.256303347618153,0.156242782527996,NA,-1.89784939363508,NA,NA,1.54231324809431,NA,NA,8,-75.5472970320044,167.967321336736,9.0836981413992,6.5862971554415e-05
"5404",-2.22529804355384,0.194112926175561,2.70273249759614,NA,-0.164066008028409,0.399445828625882,NA,NA,NA,-2.40107420252648,NA,1.06537443109396,NA,-0.66998583891777,NA,8,-75.5476083464167,167.967943965561,9.08432077022388,6.58424706534089e-05
"9827",-2.95579044532742,NA,3.17552816119292,NA,NA,NA,-0.127135093060652,0.00822387410501257,NA,NA,-0.820400954862045,0.835307959651833,NA,NA,-0.730179929742576,7,-76.6466674088739,167.968033612929,9.08441041759173,6.58395194174589e-05
"15687",-3.87960160512939,NA,3.0527083241464,0.832481974861094,NA,NA,NA,0.104293870490791,NA,-2.19571928098622,NA,1.1834092112887,1.57237764572278,-0.310911174565605,-0.850840373257068,9,-74.4359410100508,167.969442995711,9.08581980037454,6.57931392186938e-05
"6282",-3.7183862251842,0.181692929987434,NA,NA,-0.366831471571045,NA,NA,NA,2.16339971364738,NA,NA,NA,2.63581019587684,-0.132583370942638,NA,6,-77.7334879733889,167.969969958754,9.08634676341691,6.57758062258507e-05
"13124",-2.2950798045226,0.273867797935204,3.09840155067622,NA,NA,NA,NA,0.169155950798591,NA,-2.36936657317078,-0.536441405567142,NA,NA,-0.252930161363296,-0.616354393170149,8,-75.5487755962556,167.970278465239,9.08665526990168,6.57656608769665e-05
"9075",-2.48862482803615,NA,2.84007670779332,NA,NA,0.420098328535048,-0.224081310913885,0.21234736091395,NA,-2.37550253226864,-0.547811958624187,NA,NA,NA,-0.664054144050201,8,-75.5489671466486,167.970661566024,9.08703837068754,6.57530646452295e-05
"8257",-0.929317489797787,NA,NA,NA,NA,NA,NA,-0.122473169037138,NA,NA,NA,NA,NA,NA,-0.35095131108538,3,-80.9148205382423,167.970817547073,9.08719435173606,6.57479367292131e-05
"5428",-2.21461474821151,0.195797837470235,2.65123388664602,NA,NA,0.45108878251412,-0.176244778012247,NA,NA,-2.40966205791179,NA,1.050941575801,NA,-0.666238796805774,NA,8,-75.5491177074884,167.970962687704,9.08733949236731,6.5743165553818e-05
"8759",-3.34153877981083,NA,2.93248769959347,0.830143533968291,NA,0.284127363175869,0.000461945825026142,NA,NA,NA,-0.223578711405637,NA,NA,NA,-0.727905656166449,7,-76.6482142597215,167.971127314624,9.08750411928679,6.57377542291223e-05
"1448",-2.97879039014627,0.186117505511541,2.70031066513028,0.610113096763477,NA,NA,-0.0365622363641216,NA,0.521687546830263,-2.37139000601861,NA,0.916205855724096,NA,NA,NA,8,-75.5492035899131,167.971134452553,9.08751125721659,6.57375196138035e-05
"16135",-3.29712325500579,NA,2.89216309824941,0.855721763879544,NA,NA,NA,NA,NA,-2.00717682161304,-0.732906684332606,1.66461391274166,1.29912597971345,-0.262138875896755,-0.810879257263724,9,-74.4373266260065,167.972214227623,9.08859103228585,6.57020383252212e-05
"162",-2.52367948290734,-0.0496615874037043,NA,NA,NA,NA,-0.381757066948828,NA,2.23214547566292,NA,NA,NA,NA,NA,NA,4,-79.8680384624974,167.972763315527,9.08914012019045,6.56840027038438e-05
"4440",-2.93222814546535,0.30359180270419,2.86636099821443,0.68362303896155,NA,0.565569842608415,NA,0.12898881301374,NA,-2.30159041852333,NA,NA,NA,-0.714892084394272,NA,8,-75.5514973954687,167.975722063665,9.09209886832772,6.5586903334373e-05
"12071",-3.28046170273389,NA,2.79033007528336,0.81013140173489,NA,NA,-0.224637331578636,NA,NA,-1.99360225750202,-0.740490352841717,1.67929941505298,1.38742474322366,NA,-0.854554854122389,9,-74.4391146887299,167.97579035307,9.09216715773272,6.55846639273031e-05
"4567",-3.24198843993685,NA,2.59626667967459,0.60603456144023,NA,0.502409050718402,NA,0.165744529268232,0.821266886278917,-2.3088267448699,NA,NA,NA,-0.679268319357356,NA,8,-75.5527995671611,167.978326407049,9.09470321171256,6.55015535075822e-05
"9796",-3.01501218401904,0.0339050760139442,3.19677407394893,NA,NA,NA,NA,0.00382560958226722,NA,NA,-0.816782079552773,0.8114323265558,NA,NA,-0.715052189604053,7,-76.6531348005417,167.980968396264,9.09734520092718,6.54150834344527e-05
"12839",-3.13603649136164,NA,3.11541475350162,0.856101478620889,NA,NA,-0.0221664916700435,NA,NA,NA,-0.182183187856891,NA,NA,-0.354663450342445,-0.695861502411032,7,-76.6532190657622,167.981136926705,9.09751373136834,6.54095714502555e-05
"14345",-2.68946619694859,NA,NA,NA,-0.207186055463201,NA,NA,NA,NA,NA,NA,NA,2.80145808508173,0.19504412595349,-0.445788077990133,5,-78.8120487693114,167.981240395766,9.09761720042886,6.54061876043336e-05
"12815",-3.1546871704296,NA,3.12140950419935,0.8590459716921,0.00496941740298187,NA,NA,NA,NA,NA,-0.183475912087605,NA,NA,-0.35302380229807,-0.694701096434419,7,-76.6534473637332,167.981593522647,9.09797032731024,6.53946402822552e-05
"6313",-3.48293960733424,NA,NA,NA,-0.218019252059539,NA,-0.350050241165981,NA,2.02275815901009,NA,NA,NA,2.57895745155528,-0.125242353275927,NA,6,-77.7400156309484,167.983025273873,9.09940207853597,6.53478426067207e-05
"2250",-3.81190442706234,0.171639266344418,NA,NA,-0.354695579472421,NA,NA,0.00393693718778635,2.14923293928724,NA,NA,NA,2.66486640991754,NA,NA,6,-77.7406351056784,167.984264223333,9.10064102799601,6.53073738055588e-05
"968",-3.10201380675877,0.298564980147328,2.71503209021942,0.50111877761567,NA,NA,NA,0.154048595205189,0.927992785054928,-2.40185320446032,-0.637563913032377,NA,NA,NA,NA,8,-75.5560233082956,167.984773889318,9.10115069398159,6.52907334523859e-05
"5640",-3.42500796839614,0.0739227351654396,3.27267363406193,0.768712186302026,NA,NA,NA,NA,NA,NA,-0.703609265718276,0.724359762687445,NA,-0.584897168271539,NA,7,-76.6557961569924,167.986291109165,9.10266791382861,6.5241222036376e-05
"8564",-2.49570811252933,0.262426467131937,2.79872479319091,NA,NA,0.417503251289151,-0.248782839495174,0.154341245573887,NA,-2.41195363982471,NA,NA,NA,NA,-0.676356015601068,8,-75.5573948701811,167.987517013089,9.10389381775258,6.52012445547162e-05
"12568",-2.51689460922966,0.435812886662132,2.72746741738053,0.84422883956545,NA,0.412440024502593,NA,NA,NA,-1.79954991463212,NA,NA,NA,-0.486551116980662,-0.606243279554931,8,-75.5577421539512,167.98821158063,9.10458838529277,6.51786051520683e-05
"8255",-3.53320751840101,NA,2.94205537615079,0.877449629113277,0.150768890191964,0.341377022323996,-0.0661687181562427,NA,NA,NA,NA,NA,NA,NA,-0.745750504008415,7,-76.6574304826587,167.989559760498,9.10593656516116,6.51346837155728e-05
"5555",-2.3908104132501,NA,2.4757482233879,NA,NA,0.403494574508572,-0.131871334092329,NA,0.473427153899098,-2.36400142895043,NA,1.13201787385258,NA,-0.648934754827561,NA,8,-75.5588413169679,167.990409906663,9.10678671132627,6.51070025984504e-05
"2729",-3.51467840282022,NA,NA,NA,-0.210197009346645,NA,-0.337415539775356,NA,2.01207219324062,NA,-0.0802077878246936,NA,2.57095162495569,NA,NA,6,-77.7438451104932,167.990684232962,9.10706103762553,6.50980729293357e-05
"8616",-2.75772528802029,0.418041692032708,2.55576723789496,0.743846659361946,NA,NA,-0.0447425674110079,NA,0.827846252113031,-1.85773513659214,NA,NA,NA,NA,-0.709042722013135,8,-75.5597042352394,167.992135743206,9.10851254786925,6.50508448095817e-05
"1343",-2.99098082271712,NA,2.69038305661397,0.659607253979549,0.0337982607331393,0.378549773994964,-0.0481539481576959,NA,NA,-2.34074186384166,NA,1.109860675678,NA,NA,NA,8,-75.5597419964021,167.992211265531,9.10858807019457,6.50483884604274e-05
"12040",-3.38009254243179,0.104541804885921,2.85233080099919,0.828610595466161,NA,NA,NA,NA,NA,-2.02285875427351,-0.747193256321235,1.58495729677039,1.33422507009306,NA,-0.83236908756742,9,-74.4473274839257,167.992215943461,9.10859274812427,6.50482363147113e-05
"8592",-2.77429908049034,0.417767174569097,2.55812761814547,0.74020318061776,-0.0245157347861457,NA,NA,NA,0.839971237050163,-1.85621259906237,NA,NA,NA,NA,-0.706537642059218,8,-75.5602777956905,167.993282864108,9.1096596687714,6.50135449155846e-05
"7011",-3.16074015451233,NA,2.71289411839621,NA,NA,NA,-0.277054257546734,0.204778738139824,NA,-1.91224573822581,-0.388620576166609,NA,1.4172049748786,-0.292071222108071,NA,8,-75.5603229764434,167.993373225614,9.10975003027713,6.50106076210341e-05
"1484",-2.81866157133663,0.134662272561636,2.70582018828505,NA,-0.266498397890155,NA,NA,0.0931673298881078,0.741741580314684,-2.65684898847667,NA,0.781347828387111,NA,NA,NA,8,-75.5607167631723,167.994160799072,9.11053760373494,6.49850123463853e-05
"5476",-2.34551381765202,0.117238061426189,3.01600848748323,NA,NA,NA,-0.224589095060601,0.0869995478273432,NA,-2.63435463133043,NA,0.90902226842451,NA,-0.585530946142172,NA,8,-75.5608108711359,167.994349014999,9.11072581966224,6.49788970269604e-05
"11599",-3.90909437646984,NA,2.98200030400634,0.757210326899722,-0.189049313109891,NA,NA,0.108597677181314,NA,-2.1959105537593,NA,1.20098825750383,1.64227753853482,NA,-0.894630575622258,9,-74.4491237188778,167.995808413365,9.11218521802849,6.49314992740333e-05
"5703",-3.39612691876082,NA,3.23920231549484,0.769914144729006,NA,NA,NA,-0.00842068440852366,NA,NA,-0.707643228832773,0.807571928004141,NA,-0.579154619324315,NA,7,-76.6629601593556,168.000619113892,9.11699591855498,6.47755039620559e-05
"5671",-3.43207325546753,NA,3.26074968339028,0.767396673928186,NA,NA,0.0120693326174091,NA,NA,NA,-0.715697662411587,0.785814186644803,NA,-0.578537952676789,NA,7,-76.6641158255795,168.00293044634,9.11930725100279,6.47006883392612e-05
"4529",-1.6316719793914,NA,NA,NA,NA,0.765637616938194,-0.258552973042444,NA,1.79022807825142,-2.06252949221087,NA,NA,NA,-0.467485021031976,NA,6,-77.7513845674332,168.005763146842,9.12213995150555,6.46091143687843e-05
"4552",-3.04713158125165,0.297769471599624,2.77157520912527,0.602644139069134,NA,NA,NA,0.12281178724031,0.910311824673522,-2.32812915824835,NA,NA,NA,-0.594937459121326,NA,8,-75.5665304165623,168.005788105852,9.12216491051501,6.46083080840668e-05
"2357",-2.30392503947507,NA,NA,0.455710292721493,NA,0.757026303510574,-0.436596959395796,NA,NA,-1.31665988267361,NA,NA,1.92282871856178,NA,NA,6,-77.7515516600153,168.006097332007,9.12247413666978,6.45983195669269e-05
"9051",-2.55664747370786,NA,2.89318856453106,NA,-0.097614593873529,0.388847614517963,NA,0.209987809718609,NA,-2.35401418785083,-0.567565515996506,NA,NA,NA,-0.649023863812118,8,-75.5674893393847,168.007705951497,9.12408275615974,6.45463833981731e-05
"1154",-2.66261427440912,0.036673550278096,NA,NA,NA,NA,NA,NA,2.36929284781589,NA,NA,-0.311957171567419,NA,NA,NA,4,-79.8862153840335,168.0091171586,9.12549396326267,6.45008553050941e-05
"2785",-3.70736897988087,NA,NA,NA,NA,NA,-0.472074129799134,0.0304936666626774,1.99648536696637,NA,-0.137506296831877,NA,2.71060026258432,NA,NA,6,-77.7531890661613,168.009372144299,9.12574894896184,6.44926324314404e-05
"3537",-3.37706945385411,NA,NA,NA,NA,0.675571854633084,NA,0.0616980851364545,1.67678209911811,-2.07454659581479,NA,0.674227301998886,2.01901986973636,NA,NA,7,-76.6673852422325,168.009469279646,9.12584608430888,6.44895002503863e-05
"12335",-3.21465972104733,NA,3.13756022309376,0.870421726513246,0.0172814228137283,NA,-0.0384713966318302,NA,NA,NA,NA,NA,NA,-0.383479336594742,-0.7033442877167,7,-76.6677499731382,168.010198741457,9.12657554612031,6.44659832255044e-05
"10313",-2.558992530354,NA,NA,NA,-0.216130864141567,NA,NA,-0.00497652065237205,NA,NA,NA,NA,2.76370110672979,NA,-0.41231004566198,5,-78.8272311851518,168.011605227446,9.12798203210951,6.44206639115236e-05
"6987",-3.18617312923315,NA,2.78082015972098,NA,-0.200265226420289,NA,NA,0.205777022382538,NA,-1.90437982555836,-0.427042204156501,NA,1.35461236470177,-0.304950748457578,NA,8,-75.5695290454495,168.011785363626,9.12816216828949,6.441486192666e-05
"10761",-2.5795594936442,NA,NA,NA,-0.223209666153018,NA,NA,NA,NA,NA,-0.00655707035955656,NA,2.78088356352005,NA,-0.414551790053811,5,-78.8278431223683,168.012829101879,9.12920590654261,6.43812545690129e-05
"1953",-1.27892527101151,NA,NA,NA,NA,NA,-0.357720927265734,NA,1.89545519651755,-2.64214828662343,-0.841356317536472,0.923575623247275,NA,NA,NA,6,-77.7549931868661,168.012980385708,9.12935719037148,6.4376384831844e-05
"14338",-2.87552993429591,0.0948711645861302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89673488132061,0.228596438783813,-0.452693644166808,5,-78.8284080013765,168.013958859896,9.13033566455897,6.43448972195051e-05
"980",-2.9447019377028,0.289036226203153,2.49195629564954,NA,NA,0.405319276136064,NA,0.175803453837678,0.924927054576379,-2.51264956545673,-0.671007510801988,NA,NA,NA,NA,8,-75.5711961159907,168.015119504709,9.13149630937173,6.43075672666641e-05
"16195",-3.17814601389247,NA,3.03076572728577,NA,NA,NA,NA,0.143798052246303,NA,-2.46684436526525,-0.968864139344323,1.43067203332141,1.38081933539587,-0.163607218476082,-0.731515049149846,9,-74.4588494531541,168.015259881918,9.13163668658109,6.43030537666472e-05
"6369",-3.69228505885385,NA,NA,NA,NA,NA,-0.479382628199187,0.0246646720063294,1.9926269025298,NA,NA,NA,2.71871425151272,-0.0924148973960211,NA,6,-77.756968025407,168.01693006279,9.13330686745317,6.42493773169028e-05
"11915",-3.94668437637525,NA,2.48358881660414,NA,-0.348789843994641,NA,NA,NA,0.680073037652302,NA,-0.613461356764447,1.10267378511847,1.98897989929323,NA,-0.758538254649125,8,-75.5725594778025,168.017846228332,9.13422303299538,6.42199525241096e-05
"13451",-3.07858968410819,NA,2.9088992273273,NA,-0.309917771321554,NA,NA,NA,0.708562352717311,NA,NA,0.55387930944583,NA,-0.428325456707643,-0.688494197261431,7,-76.6718401394143,168.018379074009,9.13475587867239,6.42028451410693e-05
"10471",-4.8332509775708,NA,2.55554956401356,0.769615598533009,NA,NA,-0.235512025289081,0.112760779838468,0.902692753599778,NA,NA,NA,2.12668897506866,NA,-0.83297941455967,8,-75.5733151305456,168.019357533818,9.13573433848154,6.41714428713586e-05
"10306",-2.61744529372088,0.135825313890077,NA,NA,NA,NA,NA,-0.029043164654811,NA,NA,NA,NA,2.78320801388041,NA,-0.403360998135329,5,-78.8313406328665,168.019824122876,9.13620092753899,6.41564737710088e-05
"2427",-3.56290925428174,NA,2.48260023662784,NA,0.0369113505823816,0.384519820590137,-0.272220623230146,0.190937371180599,NA,-1.90715134952963,NA,NA,1.49445762255383,NA,NA,8,-75.5754192308443,168.023565734416,9.13994253907907,6.40365616707906e-05
"2952",-3.52033607056611,0.434700370129419,2.1912196297203,0.615605453216654,NA,NA,NA,NA,0.873527012269842,-1.43682648252771,-0.12304488137561,NA,1.2716451238438,NA,NA,8,-75.5756392840591,168.024005840845,9.14038264550859,6.40224717698535e-05
"10455",-4.99084091820099,NA,2.52734940415947,0.794415928956913,NA,0.188858029824247,NA,0.108766413066618,0.88169987846743,NA,NA,NA,2.05058822280492,NA,-0.809197704220457,8,-75.5771794717317,168.027086216191,9.14346302085377,6.39239410454462e-05
"6789",-4.07767637510538,NA,NA,0.477310561933499,NA,NA,NA,NA,2.09123869513361,NA,-0.0674716606542316,NA,2.64117515437573,-0.0937211161021664,NA,6,-77.7623076560618,168.0276093241,9.14398612876275,6.39072236722221e-05
"5271",-3.76297368516837,NA,2.90168241765912,0.796777589925271,NA,0.404543210641864,NA,NA,0.42570498700371,NA,NA,0.477818927945195,NA,-0.761659565771568,NA,7,-76.6765649782216,168.027828751624,9.14420555628701,6.39002125549009e-05
"2472",-3.52940428184809,0.429679684469467,2.17037783294466,0.60914141531481,NA,NA,-0.0931907274872153,NA,0.857274849187816,-1.43398295337961,NA,NA,1.3263121811541,NA,NA,8,-75.5775843624553,168.027895997638,9.14427280230095,6.38980640737282e-05
"7681",-3.08359037094366,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.400619453669296,0.524864814701053,3.01863990155077,0.128731685758507,NA,5,-78.8363496315617,168.029842120266,9.14621892492937,6.38359175806027e-05
"10705",-3.30135874722276,NA,NA,NA,NA,0.645937098473431,NA,0.12404377247897,1.94741322310765,-1.89333389240602,NA,NA,1.92214951612842,NA,-0.519017712002971,7,-76.6778551656225,168.030409126426,9.1467859310888,6.38178224665037e-05
"6341",-4.13157075558252,NA,NA,0.478193324101581,NA,NA,NA,0.00308730490349166,2.09568795454021,NA,NA,NA,2.67280059610798,-0.101499350363407,NA,6,-77.7640267488277,168.031047509632,9.14742431429468,6.37974556040931e-05
"2757",-4.1494053571501,NA,NA,0.461041275270029,NA,NA,NA,0.00781400931616569,2.092558440433,NA,-0.0993296701879951,NA,2.6715830828182,NA,NA,6,-77.7646707987772,168.032335609531,9.14871241419365,6.37563800847968e-05
"9602",-1.55710436899249,0.152117588999499,NA,NA,NA,NA,NA,NA,2.10835288387779,-2.67784274012994,NA,0.502369552518754,NA,NA,-0.557336246272805,6,-77.7649620746048,168.032918161186,9.14929496584887,6.37378120967567e-05
"12161",-2.67839810920598,NA,NA,NA,NA,NA,NA,NA,1.86197260123003,-1.95726762848976,-0.513300705423273,1.00752766693336,2.02833116793546,NA,-0.528640607949987,7,-76.6795708491374,168.033840493456,9.15021729811869,6.37084251529568e-05
"2448",-3.56328300801787,0.427271927844603,2.18465565737914,0.606798998640426,-0.0353265029481508,NA,NA,NA,0.876685735025344,-1.43683886377848,NA,NA,1.30867896486222,NA,NA,8,-75.5810648162062,168.03485690514,9.15123370980277,6.36760563848022e-05
"6424",-3.15711756933317,0.4432975446702,2.44357394028862,0.74707385585214,NA,0.38741061587908,NA,NA,NA,-1.44068568513838,NA,NA,1.09262217055169,-0.535639611627697,NA,8,-75.5810714412843,168.034870155296,9.151246959959,6.36756345273521e-05
"12100",-3.24721764784779,0.0124872289866664,3.00409598834157,NA,NA,NA,NA,0.143325311371906,NA,-2.46114323253756,-0.982267706873013,1.42020180873033,1.40742240902291,NA,-0.750308976012174,9,-74.4689683803051,168.03549773622,9.15187454088317,6.36556568551355e-05
"3586",-3.01556845754927,-0.0464976809049282,NA,NA,NA,NA,NA,NA,NA,NA,-0.391552870548351,0.557518670969121,2.99961511499514,NA,NA,5,-78.8400889872144,168.037320831572,9.15369763623485,6.35976581273938e-05
"11592",-3.98809818671797,0.0459053840287259,2.99211846397494,0.805268492758571,NA,NA,NA,0.101420843368889,NA,-2.18758794042019,NA,1.13985033463823,1.62452332097383,NA,-0.885678601828127,9,-74.4703435244366,168.038248024483,9.15462482914609,6.35681813117019e-05
"8540",-2.58866568520394,0.261116878570349,2.84808310230679,NA,-0.0735486878010794,0.392192299289071,NA,0.149739902864873,NA,-2.39034105123567,NA,NA,NA,NA,-0.65897130241132,8,-75.5842745900313,168.04127645279,9.15765325745298,6.34719983110591e-05
"14535",-4.86185620998007,NA,2.62953961682114,0.808429237956872,NA,NA,NA,0.106172614955167,0.921792386506675,NA,NA,NA,2.03867188509126,-0.199580736195236,-0.790148524285183,8,-75.5844470807686,168.041621434264,9.15799823892763,6.34610509234595e-05
"2923",-3.27264884865924,NA,2.68206800175051,NA,-0.120020929794243,NA,-0.217901668457978,0.208122857314706,NA,-1.90784066472152,-0.445528570832699,NA,1.45370859301629,NA,NA,8,-75.5845214182136,168.041770109154,9.1581469138176,6.3456333566418e-05
"1515",-2.82477569925002,NA,2.71160387928518,NA,-0.251484757653068,NA,-0.0534683569562046,0.102629620966714,0.703063694351953,-2.65982140120644,NA,0.864945850299037,NA,NA,NA,8,-75.5845618040049,168.041850880737,9.15822768540019,6.34537708839226e-05
"14401",-2.75333923529713,NA,NA,NA,NA,NA,NA,-0.0123932602030352,NA,NA,NA,NA,2.78846210394693,0.219585750199038,-0.439044478971623,5,-78.842757331769,168.042657520681,9.15903432534401,6.34281838710557e-05
"134",-2.91297055256716,-0.0731582594288047,NA,0.283743953457625,NA,NA,NA,NA,2.3333203367306,NA,NA,NA,NA,NA,NA,4,-79.9030643743353,168.042815139203,9.15919194386632,6.34231853397163e-05
"917",-2.10730601444404,NA,NA,0.364812287965114,NA,0.740607608108401,NA,NA,1.81895798549243,-2.04715576345084,-0.239560290476868,NA,NA,NA,NA,6,-77.7700441594584,168.043082330893,9.15945913555603,6.34147128316459e-05
"5009",-1.74244514774107,NA,NA,NA,NA,0.762022559306768,NA,NA,1.85059182746201,-2.05222182933773,-0.192362227486361,NA,NA,-0.407580539713431,NA,6,-77.7702449654405,168.043483942857,9.15986074752021,6.34019800564083e-05
"10951",-4.88985253505861,NA,2.61125388967617,0.779495403308806,NA,NA,NA,0.114703766577015,0.931385839545458,NA,-0.193512830554389,NA,2.03914987722231,NA,-0.811189825088668,8,-75.5859801204968,168.044687513721,9.16106431838392,6.33638371465345e-05
"6817",-3.52669607614272,NA,NA,NA,NA,NA,-0.437710900449436,NA,1.96287756873051,NA,-0.054225241002976,NA,2.60543175132432,-0.0871386239511263,NA,6,-77.7708984576327,168.044790927241,9.16116773190458,6.33605608924964e-05
"13459",-3.2619968221282,NA,2.83579853684429,NA,NA,0.288564609575583,NA,NA,0.585462896636691,NA,NA,0.496159081834905,NA,-0.442761869259684,-0.652953897690518,7,-76.6865374234204,168.047773642021,9.1641504466846,6.3266138078356e-05
"1396",-2.73438876742302,0.114988702629865,2.74772202902452,NA,NA,0.422518338291414,-0.177606948381918,0.0937850699463879,NA,-2.67836031958942,NA,0.848367160524849,NA,NA,NA,8,-75.5878035074572,168.048334287642,9.16471109230486,6.3248405622266e-05
"1455",-2.9540390924459,NA,2.6868866323614,0.588495310222893,-0.133351144224381,NA,0.0227962006610818,NA,0.497496437771358,-2.33187439115083,NA,1.07500533296021,NA,NA,NA,8,-75.5883057308854,168.049338734498,9.16571553916114,6.32166487663559e-05
"14849",-2.81385923492202,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0267679196736238,NA,2.8318638138739,0.228429988529566,-0.4446457656632,5,-78.8465952384046,168.050333333952,9.1667101386152,6.31852189598455e-05
"983",-3.29890049294762,NA,2.55991830467542,0.484237623356053,NA,0.410398749157971,NA,0.193758599568275,0.850835022002076,-2.37246537999847,-0.612104054607279,NA,NA,NA,NA,8,-75.5890225898184,168.050772452364,9.16714925702712,6.31713475861919e-05
"10447",-4.89533467846376,NA,2.57562137898494,0.754886206750109,-0.125683524834245,NA,NA,0.111359019205153,0.959543655543556,NA,NA,NA,2.08351100182925,NA,-0.820434716945613,8,-75.5892375923953,168.051202457518,9.16757926218111,6.31577670436468e-05
"2897",-2.44876957374539,NA,NA,NA,NA,0.880680193301575,NA,0.103088055489744,NA,-1.80831872531452,-0.204998847023089,NA,1.95234768312372,NA,NA,6,-77.7745774777986,168.052148967573,9.16852577223631,6.31278843844785e-05
"2761",-3.79290124271684,NA,NA,NA,-0.358681836044041,NA,NA,0.0318129564204021,2.17252802843582,NA,-0.19074946324358,NA,2.62389695772649,NA,NA,6,-77.7750214865144,168.053036985005,9.16941378966808,6.3099861275309e-05
"7569",-3.01861948383418,NA,NA,NA,NA,0.673406643219978,NA,NA,1.60749246039957,-1.93121068335143,NA,0.844481582512607,1.9043956223186,-0.316210228826886,NA,7,-76.6893465030546,168.05339180129,9.16976860595304,6.30886678390623e-05
"3714",-3.9317279926899,0.071851827483571,NA,NA,NA,NA,NA,NA,2.02870501568581,NA,-0.322305266692102,0.332368822111123,2.73469278880835,NA,NA,6,-77.7753622361704,168.053718484317,9.17009528898004,6.3078363682144e-05
"3777",-3.83153960769693,NA,NA,NA,NA,NA,NA,-0.0209628689187727,1.9625997183707,NA,-0.324124802255662,0.458740186912811,2.68874456558517,NA,NA,6,-77.775429389662,168.0538527913,9.17022959596324,6.3074127892004e-05
"4226",-2.62578850453016,-0.0586104999624919,NA,NA,NA,NA,NA,NA,2.35749421247087,NA,NA,NA,NA,-0.285188519269336,NA,4,-79.90942601592,168.055538422373,9.17191522703564,6.30209904327678e-05
"8303",-3.5288683463718,NA,3.21066317617554,0.822779760904273,-0.00296384175821025,NA,-0.0579925425095593,0.0389870194045087,NA,NA,NA,NA,NA,NA,-0.783804365950128,7,-76.6906972821386,168.056093359458,9.17247016412111,6.30035065161213e-05
"69",-1.19880672014127,NA,NA,0.343309454095951,NA,NA,NA,-0.132971745480219,NA,NA,NA,NA,NA,NA,NA,3,-80.9575728400749,168.056322150738,9.1726989554011,6.2996299601899e-05
"437",-2.06486337907082,NA,NA,0.354232019586825,NA,0.741197058030833,-0.191994158605472,NA,1.76409225832455,-2.08063120903551,NA,NA,NA,NA,NA,6,-77.7771357977661,168.057265607508,9.17364241217138,6.29665894673261e-05
"10754",-2.74516279479796,0.0953152020541862,NA,NA,NA,NA,NA,NA,NA,NA,-0.0313804921780864,NA,2.8682184602777,NA,-0.413322096400293,5,-78.8501527929676,168.057448443078,9.17382524774118,6.29608334642987e-05
"3474",-3.16499868928852,0.158955272214284,NA,NA,NA,0.629951664870684,NA,NA,1.62950112255161,-1.94953339646437,NA,0.714395352179825,1.95498769957023,NA,NA,7,-76.6917543560262,168.058207507233,9.17458431189621,6.29369423423822e-05
