"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"3",-3.03275060750244,NA,2.85121686910037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-77.4067238783702,158.883623195337,0,0.00618217522012807
"259",-2.15950801080324,NA,2.52273628880941,NA,NA,NA,NA,NA,NA,-1.62032827293152,NA,NA,NA,NA,NA,3,-76.5712554025386,159.283687275665,0.400064080328605,0.00506137480375722
"2051",-3.59984203015649,NA,2.3764240198341,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72968053407042,NA,NA,3,-76.6474268177571,159.436030106102,0.552406910765626,0.00469016016185467
"1283",-2.47208405599031,NA,2.78696419557465,NA,NA,NA,NA,NA,NA,-2.36021872014486,NA,1.10120285937671,NA,NA,NA,4,-75.8535856862279,159.943857762988,1.06023456765146,0.00363843230370432
"8195",-2.85172471818942,NA,2.9343329407114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.652957315430727,3,-77.0783250358446,160.297826542277,1.4142033469405,0.00304825261533443
"7",-3.47824162400135,NA,2.9717683690377,0.693483359321761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-77.1564298879196,160.454036246427,1.5704130510905,0.00281922961472986
"323",-2.66191692698296,NA,2.89843042734435,NA,NA,NA,NA,0.148608197279515,NA,-2.26138645027937,NA,NA,NA,NA,NA,4,-76.150793164736,160.538272720004,1.65464952466763,0.00270295447450845
"1027",-3.30744902990103,NA,3.00830774338539,NA,NA,NA,NA,NA,NA,NA,NA,0.429420305561358,NA,NA,NA,3,-77.2730821780243,160.687340826637,1.8037176313,0.00250881711028294
"131",-3.29001383707069,NA,2.60428259025788,NA,NA,NA,NA,NA,0.724528817856204,NA,NA,NA,NA,NA,NA,3,-77.2938257734951,160.728828017578,1.84520482224158,0.00245731127799781
"3075",-4.21258968686156,NA,2.5686904053032,NA,NA,NA,NA,NA,NA,NA,NA,0.767237205983396,2.085169770986,NA,NA,4,-76.2510005189722,160.738687428477,1.85506423314004,0.00244522726697982
"2307",-2.79074199254511,NA,2.28206487095005,NA,NA,NA,NA,NA,NA,-1.18314628743251,NA,NA,1.20501821695564,NA,NA,4,-76.2666296192407,160.769945629014,1.88632243367718,0.00240730766138193
"4099",-2.82140101081942,NA,2.90096844855013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.461111893941491,NA,3,-77.3176214776812,160.776419425951,1.89279623061375,0.00239952804860103
"260",-2.20455026791402,0.404462950204801,2.65279901129561,NA,NA,NA,NA,NA,NA,-1.89304860072026,NA,NA,NA,NA,NA,4,-76.2822214679747,160.801129326482,1.9175061311451,0.00237006438473893
"4",-3.12932370855757,0.195919338086338,2.94680226134655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-77.3309931723067,160.803162815202,1.91953961986476,0.00236765585977789
"19",-3.12023696901654,NA,2.70141699094589,NA,NA,0.311482584923447,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-77.3413915617004,160.823959593989,1.94033639865228,0.00234316361284589
"8451",-2.01482204811093,NA,2.59387704986449,NA,NA,NA,NA,NA,NA,-1.56692120994473,NA,NA,NA,NA,-0.593053792414447,4,-76.3031951770323,160.843076744597,1.95945354926025,0.0023208730099236
"515",-2.87586690119665,NA,2.81735215899348,NA,NA,NA,NA,NA,NA,NA,-0.333812568509925,NA,NA,NA,NA,3,-77.3542490292389,160.849674529066,1.96605133372918,0.00231322931476926
"67",-3.1930395588703,NA,2.94465751662617,NA,NA,NA,NA,0.0284284785905963,NA,NA,NA,NA,NA,NA,NA,3,-77.3870797386593,160.915335947907,2.03171275256994,0.00223851748705848
"10243",-3.4135083572758,NA,2.47228667546579,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68640082596657,NA,-0.629676653626738,4,-76.3489586272037,160.93460364494,2.05098044960312,0.00221705549546658
"11",-2.97526944871948,NA,2.83609745082089,NA,-0.0992525537831615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-77.3988652507541,160.938906972096,2.05528377675955,0.00221229026632954
"35",-3.02541016058088,NA,2.84817187210694,NA,NA,NA,-0.0118616257601643,NA,NA,NA,NA,NA,NA,NA,NA,3,-77.4066506833769,160.954477837342,2.0708546420052,0.00219513350259304
"263",-2.58786520070519,NA,2.63595919466666,0.643774697723995,NA,NA,NA,NA,NA,-1.58816815110264,NA,NA,NA,NA,NA,4,-76.3637554477981,160.964197286129,2.08057409079191,0.00218449163797236
"2055",-4.05284781306866,NA,2.48916328529805,0.7046116185793,NA,NA,NA,NA,NA,NA,NA,NA,1.74157913596901,NA,NA,4,-76.3976276192437,161.03194162902,2.14831843368307,0.0021117372924561
"387",-2.43177378583738,NA,2.23441396356535,NA,NA,NA,NA,NA,0.828408201352841,-1.66424612403228,NA,NA,NA,NA,NA,4,-76.4193531898486,161.07539277023,2.1917695748929,0.00206635337564261
"2115",-4.23115916230223,NA,2.62298007297985,NA,NA,NA,NA,0.0923463813213886,NA,NA,NA,NA,2.02326581584636,NA,NA,4,-76.4574614198175,161.151609230168,2.26798603483064,0.00198908984440317
"3331",-3.28288694805628,NA,2.52836796561912,NA,NA,NA,NA,NA,NA,-1.90564386914738,NA,1.21995513712676,1.47523301401447,NA,NA,5,-75.4043354497476,161.165813756638,2.28219056130126,0.001975012853151
"2179",-3.93354751942538,NA,2.05984658647203,NA,NA,NA,NA,NA,0.883110566731119,NA,NA,NA,1.78929197182828,NA,NA,4,-76.4838375553667,161.204361501266,2.32073830592901,0.0019373112031125
"2052",-3.77673387439291,0.292597421118451,2.48331206318824,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84012052370957,NA,NA,4,-76.4846923589737,161.20607110848,2.32244791314315,0.00193565589009262
"9475",-2.3140461717318,NA,2.90318916810523,NA,NA,NA,NA,NA,NA,-2.407404914511,NA,1.23039879302894,NA,NA,-0.744905617365607,5,-75.4381458296885,161.23343451652,2.34981132118293,0.00190935316248426
"275",-2.25282816847126,NA,2.37508886260809,NA,NA,0.318117986285843,NA,NA,NA,-1.61848949439605,NA,NA,NA,NA,NA,4,-76.5050528341572,161.246792058847,2.36316886351014,0.00189664351928458
"4355",-1.99948503048842,NA,2.56352317726057,NA,NA,NA,NA,NA,NA,-1.59058574309091,NA,NA,NA,-0.376265547915873,NA,4,-76.5127394670921,161.262165324717,2.37854212937987,0.00188212060440777
"1795",-2.2164763554143,NA,2.81502844846814,NA,NA,NA,NA,NA,NA,-2.43019770001979,-1.0325459883713,1.53094920510652,NA,NA,NA,5,-75.4996911661589,161.356525189461,2.47290199412382,0.00179538447255875
"771",-2.10433920872539,NA,2.51334474419241,NA,NA,NA,NA,NA,NA,-1.59081086794728,-0.150863400833956,NA,NA,NA,NA,4,-76.560836530559,161.358359451651,2.47473625631375,0.00179373862447614
"267",-2.14831839862924,NA,2.52054480321905,NA,-0.0226308695641971,NA,NA,NA,NA,-1.61758665321206,NA,NA,NA,NA,NA,4,-76.5708507642584,161.378387919049,2.49476472371254,0.00177586534963862
"291",-2.14371476477956,NA,2.51627549173861,NA,NA,NA,-0.0257002730024995,NA,NA,-1.6203068394198,NA,NA,NA,NA,NA,4,-76.570915031187,161.378516452907,2.49489325756966,0.00177575122389436
"2067",-3.64646446016873,NA,2.28159673540142,NA,NA,0.214642253739516,NA,NA,NA,NA,NA,NA,1.69188919269369,NA,NA,4,-76.6166439397205,161.469974269974,2.58635107463678,0.00169637674416161
"6147",-3.46004020073057,NA,2.41874163386333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68079348301194,-0.269987134476236,NA,4,-76.6175103589859,161.471707108504,2.58808391316745,0.00169490760720539
"2083",-3.52363706008596,NA,2.3370580614671,NA,NA,NA,-0.133789017963123,NA,NA,NA,NA,NA,1.74881488804316,NA,NA,4,-76.6381807713206,161.513047933174,2.62942473783693,0.00166023277424842
"2059",-3.57001789763402,NA,2.37029401002112,NA,-0.0489073948296973,NA,NA,NA,NA,NA,NA,NA,1.7249188338458,NA,NA,4,-76.6454929636037,161.52767231774,2.64404912240303,0.00164813710977505
"2563",-3.58315040787022,NA,2.3758339401,NA,NA,NA,NA,NA,NA,NA,-0.0288358469052113,NA,1.720457893888,NA,NA,4,-76.6470624478185,161.530811286169,2.6471880908326,0.00164555241344807
"1287",-2.89213261705313,NA,2.88463057021273,0.647276688363633,NA,NA,NA,NA,NA,-2.33121644214189,NA,1.10214392784521,NA,NA,NA,5,-75.6469903894183,161.651123635979,2.76750044064258,0.00154948089221087
"8199",-3.36316496281612,NA,3.096891218006,0.836043733286583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.755599151531897,4,-76.7265934164703,161.689873223473,2.80625002813633,0.00151974897446125
"2371",-3.55072704685348,NA,2.69159564503414,NA,NA,NA,NA,0.174946426174824,NA,-1.83908829621272,NA,NA,1.50123816364938,NA,NA,5,-75.7000524526829,161.757247762509,2.8736245671717,0.00146940550896315
"1347",-2.71297452842571,NA,2.96538215183559,NA,NA,NA,NA,0.0861993959654251,NA,-2.61526083453232,NA,0.92080256206383,NA,NA,NA,5,-75.7322942085932,161.821731274329,2.9381080789924,0.00142278489893444
"5379",-2.2653567415996,NA,2.86284114427227,NA,NA,NA,NA,NA,NA,-2.34555821405605,NA,1.14927613708755,NA,-0.531558678454993,NA,5,-75.7380315605611,161.833205978265,2.94958278292813,0.00141464525352783
"2177",-3.85643400177119,NA,NA,NA,NA,NA,NA,NA,2.05235091006437,NA,NA,NA,2.61343585662259,NA,NA,3,-77.878977790358,161.899132051304,3.01550885596737,0.00136877442465931
"1299",-2.56986907869597,NA,2.61574027627969,NA,NA,0.350651836347612,NA,NA,NA,-2.36937638424227,NA,1.11203307659021,NA,NA,NA,5,-75.7740232483271,161.905189353797,3.02156615846022,0.00136463515565713
"1411",-2.63289952205747,NA,2.58487867496458,NA,NA,NA,NA,NA,0.543661215323987,-2.35721569556469,NA,1.04519757712107,NA,NA,NA,5,-75.7893427829339,161.935828423011,3.05220522767371,0.00134388889741516
"8515",-2.53532445845018,NA,3.00955466488756,NA,NA,NA,NA,0.163917487899892,NA,-2.2819687377748,NA,NA,NA,NA,-0.680734895898829,5,-75.8003036468825,161.957750150908,3.07412695557105,0.00132923914767413
"1284",-2.45528856840233,0.16667713681415,2.81048606297803,NA,NA,NA,NA,NA,NA,-2.39494435860462,NA,0.982975636665638,NA,NA,NA,5,-75.811973237978,161.981089333099,3.09746613776198,0.00131381762678147
"1291",-2.37853747606518,NA,2.77154932984983,NA,-0.20689201426272,NA,NA,NA,NA,-2.36170213195551,NA,1.14243258966424,NA,NA,NA,5,-75.8217781696032,162.000699196349,3.11707600101246,0.00130099868191919
"9219",-3.17116613225138,NA,3.138046005533,NA,NA,NA,NA,NA,NA,NA,NA,0.521769482550779,NA,NA,-0.71533868818444,4,-76.8842830787539,162.00525254804,3.12162935270354,0.00129804009879028
"11267",-4.09239872496369,NA,2.71747511216685,NA,NA,NA,NA,NA,NA,NA,NA,0.878920579489755,2.09741503075739,NA,-0.744150372883392,5,-75.8427473241974,162.042637505538,3.15901431020086,0.00127400187871402
"1315",-2.40104613816085,NA,2.75947074525583,NA,NA,NA,-0.121070838509558,NA,NA,-2.36540034064466,NA,1.1106107230744,NA,NA,NA,5,-75.8460449088294,162.049232674802,3.16560947946473,0.00126980766887933
"2049",-2.86328034029332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83555294468936,NA,NA,2,-79.0070604319038,162.084296302404,3.2006731070673,0.00124773964871626
"8323",-3.13165728127526,NA,2.66841053515691,NA,NA,NA,NA,NA,0.801010246069681,NA,NA,NA,NA,NA,-0.678377651356075,4,-76.941051332328,162.118789055189,3.23516585985166,0.00122640516119973
"8196",-2.9485481132872,0.202817361093621,3.03008073001122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.655834234610734,4,-76.9976629234245,162.232012237382,3.34838904204472,0.00115890508355675
"2308",-2.8641094457614,0.419747048485453,2.40744573026307,NA,NA,NA,NA,NA,NA,-1.44126692304606,NA,NA,1.24966731194817,NA,NA,5,-75.9551445486626,162.267431954468,3.38380875913123,0.00113856170930571
"1031",-3.76239902139095,NA,3.12865063246212,0.702610797065254,NA,NA,NA,NA,NA,NA,NA,0.440941916010348,NA,NA,NA,4,-77.0159970963814,162.268680583295,3.38505738795845,0.00113785111066137
"451",-2.99906595035374,NA,2.5973678302985,NA,NA,NA,NA,0.156827789941909,0.936958524955198,-2.35079214312147,NA,NA,NA,NA,NA,5,-75.9577387503332,162.272620357809,3.38899716247235,0.00113561187849973
"4103",-3.26443520613232,NA,3.04778450955523,0.7642613821473,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56918436493524,NA,4,-77.0222911199947,162.281268630522,3.39764543518513,0.00113071193952627
"8211",-2.93127143249271,NA,2.79984217603822,NA,NA,0.27280502395916,NA,NA,NA,NA,NA,NA,NA,NA,-0.639632925519566,4,-77.0281455795672,162.292977549667,3.40935435432999,0.00112411157183328
"8259",-3.07743280360802,NA,3.07286611311492,NA,NA,NA,NA,0.0412718733637167,NA,NA,NA,NA,NA,NA,-0.677408284725538,4,-77.0370721649452,162.310830720423,3.42720752508617,0.00111412174775719
"1539",-3.13025228662445,NA,3.04155231683252,NA,NA,NA,NA,NA,NA,NA,-0.822978583944515,0.761299549352583,NA,NA,NA,4,-77.0411962330794,162.319078856691,3.43545566135447,0.00110953649520548
"8707",-2.72600343279141,NA,2.90726943458844,NA,NA,NA,NA,NA,NA,NA,-0.279134901141085,NA,NA,NA,-0.639726074964707,4,-77.0418862998975,162.320458990328,3.43683579499074,0.00110877110500219
"12291",-2.72910696372516,NA,2.96415346464418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.297497576862857,-0.610489428148481,4,-77.0430921896884,162.322870769909,3.43924757457253,0.00110743485509321
"3079",-4.68488366109081,NA,2.67533760370456,0.725875739694802,NA,NA,NA,NA,NA,NA,NA,0.781664294191319,2.10812713864688,NA,NA,5,-75.9876107244328,162.332364306008,3.44874111067153,0.00110219057524309
"327",-3.00180263865966,NA,2.96871714051419,0.560289499482761,NA,NA,NA,0.139470361835695,NA,-2.19199004787531,NA,NA,NA,NA,NA,5,-75.9978328954429,162.352808648029,3.46918545269179,0.00109098118446015
"8455",-2.51258756973835,NA,2.74740940146318,0.784101337192913,NA,NA,NA,NA,NA,-1.52297676200915,NA,NA,NA,NA,-0.694007789199124,5,-76.0057679534393,162.368678764021,3.48505556868463,0.00108235844171465
"10499",-2.64514882500776,NA,2.36380932849395,NA,NA,NA,NA,NA,NA,-1.12902344123495,NA,NA,1.18627480339241,NA,-0.588349382023563,5,-76.0064496430549,162.370042143253,3.48641894791589,0.00108162086063379
"10247",-3.92374294823523,NA,2.62829121346211,0.838088778541977,NA,NA,NA,NA,NA,NA,NA,NA,1.68727472215936,NA,-0.728849041062723,5,-76.006636827371,162.370416511885,3.48679331654799,0.00108141841712049
"135",-3.68684335794838,NA,2.74266657021452,0.660979899759821,NA,NA,NA,NA,0.64949978706776,NA,NA,NA,NA,NA,NA,4,-77.0673879753164,162.371462341165,3.48783914582845,0.00108085307542357
"8203",-2.78302909846539,NA,2.91619838741794,NA,-0.116571606009622,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.655856199585012,4,-77.0675393588445,162.371765108221,3.4881419128846,0.00108068946445599
"8452",-2.05184600768881,0.410122606120958,2.71621715005078,NA,NA,NA,NA,NA,NA,-1.84750108160593,NA,NA,NA,NA,-0.595777088300235,5,-76.0085147732236,162.37417240359,3.49054920825313,0.00107938947760472
"835",-2.55481273366744,NA,2.94323210700056,NA,NA,NA,NA,0.183791582010773,NA,-2.30541750037165,-0.596342995956242,NA,NA,NA,NA,5,-76.0126853860567,162.382513629256,3.49889043391934,0.00107489713641706
"8227",-2.79362718503869,NA,2.91316673834874,NA,NA,NA,-0.0922478497619145,NA,NA,NA,NA,NA,NA,NA,-0.660248931298864,4,-77.0740327960332,162.384751982599,3.50112878726208,0.00107369480955145
"8",-3.57772750469611,0.198735408823245,3.0666406191588,0.698473259473457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.0785424802075,162.393771350947,3.51014815561061,0.00106886368666767
"23",-3.57661917331317,NA,2.81093388934231,0.703671548988666,NA,0.333090870915105,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.0831312552543,162.402948901041,3.51932570570438,0.00106397014791491
"339",-2.82904496135331,NA,2.71749897339456,NA,NA,0.445966434733217,NA,0.160598188826226,NA,-2.31542377342579,NA,NA,NA,NA,NA,5,-76.024810465678,162.406763788499,3.523140593162,0.00106194261904198
"324",-2.59500998790539,0.26699056661529,2.91212494896727,NA,NA,NA,NA,0.12046531617167,NA,-2.32098625025934,NA,NA,NA,NA,NA,5,-76.039229256663,162.435601370469,3.55197817513204,0.00104674055147418
"2311",-3.24449937904369,NA,2.39060434301125,0.661792619039656,NA,NA,NA,NA,NA,-1.13801358350186,NA,NA,1.23169736745424,NA,NA,5,-76.0504674555632,162.458077768269,3.57445457293244,0.00103504292619402
"519",-3.32681574353764,NA,2.93897211461927,0.685263309864199,NA,NA,NA,NA,NA,NA,-0.311411701127412,NA,NA,NA,NA,4,-77.1114120425749,162.459510475682,3.57588728034546,0.00103430173486672
"11523",-3.140207147068,NA,2.6585431000855,NA,NA,NA,NA,NA,NA,-1.94098902550374,NA,1.3540718513055,1.48333012649383,NA,-0.757172544962651,6,-74.9821598201813,162.467313652339,3.58369045700181,0.00103027417733497
"4419",-2.49077074465445,NA,2.96495389113119,NA,NA,NA,NA,0.154511745114945,NA,-2.2460301970402,NA,NA,NA,-0.456714053977464,NA,5,-76.0646211312739,162.486385119691,3.60276192435376,0.00102049645015861
"264",-2.63064839361378,0.403981511153383,2.75951462682429,0.648617014603817,NA,NA,NA,NA,NA,-1.86407182873871,NA,NA,NA,NA,NA,5,-76.075393980141,162.507930817425,3.62430762208808,0.00100956180054629
"71",-3.59907299694497,NA,3.04366874603126,0.684391465287255,NA,NA,NA,0.022530268104121,NA,NA,NA,NA,NA,NA,NA,4,-77.1442148090062,162.525116008545,3.64149281320815,0.00100092420711947
"5123",-3.09497350969772,NA,3.09325149573775,NA,NA,NA,NA,NA,NA,NA,NA,0.487771598902717,NA,-0.550555050171109,NA,4,-77.1481211054841,162.532928601501,3.64930540616382,0.00099702192710807
"2435",-3.11519561387338,NA,1.96052142788567,NA,NA,NA,NA,NA,0.900241655434352,-1.20604277038768,NA,NA,1.25225813374141,NA,NA,5,-76.0911077231242,162.539358303391,3.65573510805444,0.000993821796950125
"39",-3.51369175525833,NA,2.98584062947136,0.69812179170776,NA,NA,0.0526746321722784,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.1550039708203,162.546694332173,3.66307113683635,0.000990183121733058
"10307",-4.12920199783799,NA,2.7664830963893,NA,NA,NA,NA,0.107189637945798,NA,NA,NA,NA,2.03056622853038,NA,-0.697357257722329,5,-76.0956041868139,162.548351230771,3.66472803543388,0.000989363144921714
"15",-3.49489385452408,NA,2.97600994912137,0.699494484223949,0.0222579123623272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.1560609104513,162.548808211435,3.66518501609829,0.000989137110832345
"388",-2.48663936291787,0.417775162394075,2.34903437600334,NA,NA,NA,NA,NA,0.870644967998271,-1.95502995068855,NA,NA,NA,NA,NA,5,-76.1128767610384,162.58289637922,3.69927318388275,0.000972421034703834
"8579",-2.30451962989873,NA,2.29591085613815,NA,NA,NA,NA,NA,0.878824129564552,-1.60541449995144,NA,NA,NA,NA,-0.614067477346004,5,-76.1331229022489,162.623388661641,3.73976546630377,0.000952931223598101
"3587",-4.03333473601676,NA,2.60605841614572,NA,NA,NA,NA,NA,NA,NA,-0.587817336696145,0.976525039765295,1.98589655203698,NA,NA,5,-76.1343543499687,162.62585155708,3.74222836174349,0.00095175846086182
"385",-1.69183058808958,NA,NA,NA,NA,NA,NA,NA,2.08584582634096,-2.18593818808142,NA,NA,NA,NA,NA,3,-78.2431911168343,162.627558704257,3.74393550892,0.000950946411598433
"1155",-3.48125650660093,NA,2.78204276030326,NA,NA,NA,NA,NA,0.599232010651904,NA,NA,0.368180710757448,NA,NA,NA,4,-77.1985317916174,162.633749973767,3.75012677843057,0.000948007180576339
"331",-2.61121538506905,NA,2.89501463861554,NA,-0.126737559648945,NA,NA,0.15179538607732,NA,-2.25782638392082,NA,NA,NA,NA,NA,5,-76.1385387858235,162.63422042879,3.75059723345302,0.00094778420943213
"4227",-3.0789179014078,NA,2.64702916942176,NA,NA,NA,NA,NA,0.743766461244978,NA,NA,NA,NA,-0.473305820381905,NA,4,-77.1993454152227,162.635377220978,3.75175402564108,0.000947236173253684
"355",-2.58045536533882,NA,2.86792928305226,NA,NA,NA,-0.149075921100553,0.151785121850473,NA,-2.27468836781595,NA,NA,NA,NA,NA,5,-76.1395179847144,162.636178826572,3.75255563123483,0.000946856594419353
"1043",-3.39560053282172,NA,2.85220840340411,NA,NA,0.317021259172539,NA,NA,NA,NA,NA,0.432622510360592,NA,NA,NA,4,-77.205425487097,162.647537364727,3.76391416938966,0.000941494382177771
"132",-3.38833234123878,0.198052193670221,2.69851302517599,NA,NA,NA,NA,NA,0.728247278682763,NA,NA,NA,NA,NA,NA,4,-77.2164680927833,162.669622576099,3.78599938076232,0.000931155022758219
"4115",-2.89402835431288,NA,2.7328227313184,NA,NA,0.375912664307087,NA,NA,NA,NA,NA,NA,NA,-0.538926324824334,NA,4,-77.2245790937554,162.685844578043,3.80222138270648,0.000923632970389074
"10371",-3.759180106501,NA,2.15185239652909,NA,NA,NA,NA,NA,0.92910011683104,NA,NA,NA,1.73781747950159,NA,-0.650644102102509,5,-76.1670009403647,162.691144737872,3.8075215425354,0.000921188509644678
"3203",-4.3978208564312,NA,2.32262701469078,NA,NA,NA,NA,NA,0.645157272371916,NA,NA,0.695830798728569,2.08948497277192,NA,NA,5,-76.1673604904655,162.691863838074,3.80824064273696,0.00092085735575997
"4100",-2.91169200291023,0.213785094318913,3.01088334039035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4964312211205,NA,4,-77.2282994903621,162.693285371257,3.80966217591987,0.000920203073664474
"643",-3.13129273386986,NA,2.55992683041795,NA,NA,NA,NA,NA,0.749858072362354,NA,-0.357848702381938,NA,NA,NA,NA,4,-77.2340428103846,162.704772011302,3.82114881596479,0.000914933200696108
"10244",-3.59311123924148,0.303248517672814,2.57667396231697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80693639101252,NA,-0.638036007645768,5,-76.1751255721552,162.707394001453,3.82377080611647,0.000913734513683341
"9479",-2.83117376153967,NA,3.05022608684557,0.833528263072137,NA,NA,NA,NA,NA,-2.39035901532209,NA,1.2582751335544,NA,NA,-0.859073436315812,6,-75.1099912913106,162.722976594597,3.83935339926035,0.000906642999019913
"1035",-3.219748266911,NA,2.99047238985341,NA,-0.193119517241344,NA,NA,NA,NA,NA,NA,0.470498663552921,NA,NA,NA,4,-77.2449694265723,162.726625243677,3.84300204834028,0.000904990495757255
"147",-3.34664301977211,NA,2.49328742358124,NA,NA,0.268790497655061,NA,NA,0.671151968194362,NA,NA,NA,NA,NA,NA,4,-77.245997161162,162.728680712856,3.84505751751959,0.000904060883500616
"516",-2.94965070055544,0.234318776641345,2.92168908878004,NA,NA,NA,NA,NA,NA,NA,-0.421142973874676,NA,NA,NA,NA,4,-77.2499789125949,162.736644215722,3.8530210203854,0.000900468294926168
"9987",-2.09286914711847,NA,2.94326510578873,NA,NA,NA,NA,NA,NA,-2.44492841868049,-0.982676996498305,1.62521839890643,NA,NA,-0.719654069452567,6,-75.1190737399632,162.741141491902,3.85751829656556,0.00089844574246577
"7171",-4.04648751770304,NA,2.63579449812508,NA,NA,NA,NA,NA,NA,NA,NA,0.789727811499763,2.02612681786639,-0.356975391814019,NA,5,-76.1989469192113,162.755036695565,3.87141350022861,0.000892225332666293
"1028",-3.30596373031402,0.0911873955889882,3.02612484945994,NA,NA,NA,NA,NA,NA,NA,NA,0.357037460287159,NA,NA,NA,4,-77.2603083814366,162.757303153406,3.87367995806881,0.000891214809801084
"20",-3.22021632811939,0.200860424443852,2.79304501650088,NA,NA,0.319959627397252,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.2619088336863,162.760504057905,3.8768808625683,0.000889789603844986
"276",-2.30352302379548,0.415085824322844,2.4879690889562,NA,NA,0.350254715403555,NA,NA,NA,-1.90229954879955,NA,NA,NA,NA,NA,5,-76.2021365693786,162.7614159959,3.87779280056324,0.00088938397985437
"4356",-2.02563646512227,0.417635944596869,2.70659533278088,NA,NA,NA,NA,NA,NA,-1.86664401816417,NA,NA,NA,-0.429756637182296,NA,5,-76.2062823677645,162.769707592672,3.88608439733505,0.000885704405842504
"1091",-3.25428815692318,NA,2.97700337266795,NA,NA,NA,NA,-0.0142507841585367,NA,NA,NA,0.471962966876796,NA,NA,NA,4,-77.2694716558422,162.775629702217,3.89200650688005,0.000883085665614579
"195",-3.46686978269782,NA,2.70238285993785,NA,NA,NA,NA,0.0305996153421092,0.734801011377185,NA,NA,NA,NA,NA,NA,4,-77.2712527310207,162.779191852574,3.89556865723702,0.000881514223498764
"1059",-3.28040606991988,NA,2.99737293795747,NA,NA,NA,-0.0464886837296638,NA,NA,NA,NA,0.432128484589546,NA,NA,NA,4,-77.2719596416633,162.780605673859,3.89698247852226,0.000880891291916976
"3083",-4.12106433555719,NA,2.54744145740569,NA,-0.213749137713836,NA,NA,NA,NA,NA,NA,0.81790844410636,2.09322060303882,NA,NA,5,-76.216399140474,162.789941138091,3.90631794275407,0.00087678910873726
"139",-3.21763782747618,NA,2.56984474009287,NA,-0.147687926788763,NA,NA,NA,0.760778046610695,NA,NA,NA,NA,NA,NA,4,-77.276885525619,162.79045744177,3.90683424643359,0.000876562793228898
"3091",-4.26222874657217,NA,2.46249782767015,NA,NA,0.224861637748683,NA,NA,NA,NA,NA,0.77074355974853,2.05250063656928,NA,NA,5,-76.2171277591234,162.79139837539,3.90777518005285,0.000876150496521689
"3107",-4.09715854874295,NA,2.50269014156761,NA,NA,NA,-0.247467887256905,NA,NA,NA,NA,0.795686569860185,2.13970572194052,NA,NA,5,-76.2197871222507,162.796717101644,3.91309390630738,0.000873823589613886
"4611",-2.71819572016498,NA,2.86885707827142,NA,NA,NA,NA,NA,NA,NA,-0.267148234103238,NA,NA,-0.41264302427301,NA,4,-77.2851433741813,162.806973138895,3.92334994355838,0.000869354075640801
"2323",-2.83628997691895,NA,2.17571783916413,NA,NA,0.246449807558684,NA,NA,NA,-1.1974200406576,NA,NA,1.15442933936633,NA,NA,5,-76.227018053039,162.811178963221,3.92755576788406,0.000867527821280586
"4163",-3.00719781643113,NA,3.01941547833041,NA,NA,NA,NA,0.0349797041916639,NA,NA,NA,NA,NA,-0.486949121633191,NA,4,-77.288446441748,162.813579274029,3.92995607869173,0.000866487277609849
"3139",-4.37546510226891,NA,2.64002108030928,NA,NA,NA,NA,0.0352417919457903,NA,NA,NA,0.669896735354423,2.14965935016726,NA,NA,5,-76.229638198536,162.816419254215,3.93279605887801,0.00086525774742675
"531",-2.96606560963991,NA,2.6722181360995,NA,NA,0.305625437144568,NA,NA,NA,NA,-0.325838016157214,NA,NA,NA,NA,4,-77.2912126977312,162.819111785995,3.93548859065814,0.00086409366419387
