"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"756",-0.509057989391628,0.255715424905793,0.00351254128231882,NA,NA,0.108882036297956,-0.494794889051134,-0.162919360898807,-0.000948521397824643,NA,-0.0020654119080108,NA,8,-176.256516218697,369.385759710122,9.11661070351596,0.000316929769643319
"884",-0.476909207564827,0.23200092548393,0.00354921983263422,NA,NA,0.105605686199134,-0.497213892591948,-0.183011334953992,NA,0.039331664187646,-0.00203434377736146,NA,8,-176.290943622936,369.4546145186,9.18546551199404,0.000306204383285299
"636",-0.456982261166916,0.237612350900356,0.00355251162779656,NA,-0.000867052604897281,0.103629868498492,-0.496859334680517,-0.180986163664586,NA,NA,-0.00202631596972539,NA,8,-176.292845577595,369.458418427918,9.18926942131208,0.000305622549917635
"500",-0.579765569478459,0.250055277095188,0.00346738170844088,NA,NA,0.104465955128702,-0.493831315698702,-0.171352863428925,-0.000939950214965253,0.043523930177394,NA,NA,8,-176.316826467747,369.506380208222,9.23723120161628,0.000298380630018334
"252",-0.557075928190808,0.255298809785737,0.00347295520202398,NA,-0.000881787223979313,0.102296948511885,-0.493747384063148,-0.169792535464311,-0.000922916433406554,NA,NA,NA,8,-176.319404086711,369.511535446148,9.24238643954249,0.000297612508835331
"495",-0.0878794867795161,NA,0.00382306819779005,0.0102064667947295,0.00236260815833276,NA,-0.491499599501741,-0.159220763705515,0.000463945871056176,0.062933765941948,NA,NA,8,-176.342597508206,369.557922289139,9.28877328253316,0.000290789289247421
"380",-0.523821319190482,0.232136316162291,0.00350867666695042,NA,-0.000902992260932738,0.0990848588789017,-0.496047481356322,-0.189234022655778,NA,0.037107149372073,NA,NA,8,-176.351761435575,369.576250143878,9.30710113727162,0.000288136689997649
"447",-0.835397049784694,NA,0.00362478607562545,0.0100823691250992,0.00146081673965585,0.0828290317226961,-0.492632639221785,NA,-0.000396872118655301,0.113452863981857,NA,NA,8,-176.360490295095,369.593707862918,9.32455885631197,0.000285632530436494
"943",-0.165777761093078,NA,0.00386871699615348,0.0113694981680524,0.000427716478470361,NA,-0.486225411314922,NA,-8.33497574294245e-05,0.0860339247510378,-0.00313141110346845,NA,8,-176.386721137116,369.646169546959,9.3770205403531,0.000278237560803344
"1780",-0.532318748834915,0.230939259397649,0.00354364924817625,NA,NA,0.111744526237182,-0.487594507425519,-0.129001487668922,-0.000340395545803176,NA,-0.000629917897837247,-0.131875922963165,9,-175.298582210545,369.694725396699,9.42557639009311,0.000271563869687949
"1908",-0.528990989121103,0.222759510403316,0.00355060013680642,NA,NA,0.111096402108786,-0.48765528928465,-0.133984696325612,NA,0.0334718996620641,-0.000608291315711793,-0.13305753675318,9,-175.300888688796,369.699338353202,9.43018934659648,0.000270938235311969
"1524",-0.56122447686783,0.229527620953119,0.00352324463782707,NA,NA,0.110864982205739,-0.486041057712382,-0.129378505960737,-0.000333911091351582,0.0348292096239611,NA,-0.133628379065419,9,-175.301815594606,369.701192164823,9.43204315821663,0.00027068721744042
"1660",-0.520826428426271,0.220568168384522,0.00356467822366839,NA,0.000256708727292348,0.110837608911237,-0.490057900645202,-0.136747950257544,NA,NA,-0.000609938581149531,-0.13314139370076,9,-175.303141566834,369.703844109278,9.4346951026717,0.000270328531564054
