"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_SP","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"1069",-2.81649750149123,NA,NA,0.401129901671368,0.0139579545206643,NA,-0.633407345584,NA,NA,NA,NA,2.89792484545545,NA,NA,5,-78.7009157892265,167.758974435596,8.87535124025905,0.000103194899657543
"3109",-2.80477275344314,NA,NA,0.398849244098029,NA,NA,-0.628525915264715,NA,NA,NA,NA,2.89435971719144,-0.00805258099910681,NA,5,-78.7010247052565,167.759192267656,8.87556907231908,0.000103183660690817
"5648",-4.57981068426239,0.0683223575429626,2.86696648397069,0.855488752490907,-0.125639449624273,NA,NA,NA,NA,NA,0.893510139785585,2.13027971415876,NA,-0.85117214883288,8,-75.4432423182979,167.759211909323,8.87558871398613,0.000103182647346239
"1865",-3.73655732397146,NA,NA,NA,-0.462692630980805,NA,NA,2.06017004570039,NA,-0.456215276401271,0.557391799483841,2.7136422028905,NA,NA,6,-77.6317027899638,167.766399591904,8.88277639656684,0.00010281249082805
"77",-2.68522901095393,NA,NA,0.176793685101354,-0.449707357842458,NA,NA,2.40376136507263,NA,NA,NA,NA,NA,NA,4,-79.7655271386349,167.767740667802,8.88411747246553,0.000102743574259453
"4439",-3.54174601213118,NA,2.71370052150554,0.799687348169077,NA,0.239841415210582,NA,0.698135865321131,NA,-0.248701666876829,NA,NA,NA,-0.749706301078724,7,-76.547660117527,167.770019030235,8.88639583489777,0.000102626597351178
"7681",-3.12393958470494,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432854652958708,3.08786790838815,0.227405478354857,-0.487723553401464,5,-78.7067881307874,167.770719118718,8.88709592338088,0.000102590679788479
"7234",-3.82766770119752,0.154526843402673,NA,NA,NA,NA,NA,2.12845497829699,NA,NA,NA,2.66992408984243,0.0873738458511875,-0.510785997756146,6,-77.6348837086092,167.772761429194,8.88913823385758,0.000102485972248833
"5442",-3.74819837296586,0.16137087120431,NA,NA,NA,NA,NA,2.14152535743389,NA,-0.0828182753877633,NA,2.63741219472439,NA,-0.491400146358148,6,-77.6351671442552,167.773328300487,8.88970510514966,0.000102456928187334
"6979",-3.08381665879833,NA,2.99935903999157,NA,NA,NA,NA,0.600091898344487,NA,-0.754636183024368,0.786021232248402,NA,-0.291164548709174,-0.689115991848193,7,-76.5501978026028,167.775094400386,8.89147120504936,0.00010236649353707
"4947",-3.22744321250252,NA,2.86686729354894,NA,NA,0.222282758822559,NA,0.544053866918933,NA,-0.788629195995838,0.782651814535055,NA,NA,-0.714245209372175,7,-76.5502912676259,167.775281330432,8.89165813509558,0.000102356926297493
"833",-2.51919548981423,NA,NA,NA,NA,NA,NA,2.34602353132495,NA,-0.581056767558332,-0.0450115123876646,NA,NA,NA,4,-79.7708143591858,167.778315108904,8.89469191356724,0.000102201779877496
"6223",-3.42519023757252,NA,2.8747502175013,0.826210755304455,-0.0550931456651126,NA,NA,0.755105590351239,NA,NA,NA,NA,-0.398334645528617,-0.720238105771261,7,-76.5521495830841,167.778997961349,8.895374766012,0.00010216689146612
"2839",-3.52200813644506,NA,3.07043073205791,0.795234811320532,NA,0.416534574107597,NA,NA,NA,-0.693002299087582,0.786139237547229,NA,-0.677139052779034,NA,7,-76.5523120286104,167.779322852402,8.89569965706468,0.000102150296259606
"322",-2.52509539671963,0.00177450193350236,NA,NA,NA,NA,NA,2.34455001915699,NA,-0.614413434050643,NA,NA,NA,NA,4,-79.772050309826,167.780787010184,8.89716381484763,0.000102075541550468
"6247",-3.45989825144557,NA,2.8892549451222,0.840826985074976,NA,NA,-0.00465390842232967,0.738247797980399,NA,NA,NA,NA,-0.392094177196796,-0.721351882159485,7,-76.5542578455353,167.783214486251,8.89959129091437,0.000101951723739804
"409",-1.12654431151528,NA,NA,NA,0.142168209506416,1.0040039742824,NA,NA,-2.12935360447524,-0.198234699862335,NA,NA,NA,NA,5,-78.7134202728567,167.783983402856,8.90036020751938,0.000101912535086842
"1889",-3.67421301247807,NA,NA,NA,NA,NA,-0.514655968072909,1.87722587743946,NA,-0.348083735423977,0.480030531116872,2.80358021158904,NA,NA,6,-77.6421790044508,167.787352020878,8.90372882554072,0.000101741027362244
"1705",-1.89075116689077,NA,NA,NA,-0.162565277106089,NA,-0.652557912082953,NA,-1.91781974739584,NA,0.9942594895486,2.43663426969128,NA,NA,6,-77.6431351026468,167.78926421727,8.90564102193287,0.000101643799436645
"4891",-2.90640597629769,NA,3.07445304099947,NA,-0.278615654248825,0.165105301830264,NA,NA,NA,-0.874208574877553,0.938635631048902,NA,NA,-0.722421345180364,7,-76.5598610189105,167.794420833002,8.91079763766479,0.000101382067986152
"6353",-1.71835954260804,NA,NA,NA,NA,0.738609886011225,NA,1.88733087655678,-2.07763910611443,NA,NA,NA,-0.311923389636098,-0.430086019844523,6,-77.6459747992695,167.794943610515,8.91132041517812,0.00010135557131657
"74",-2.56467723273219,-0.0242280007385143,NA,NA,-0.469483079939552,NA,NA,2.38980498400123,NA,NA,NA,NA,NA,NA,4,-79.7806702610922,167.798026912717,8.91440371738003,0.000101199436771882
"6931",-2.97128523734458,NA,3.07448861855662,NA,NA,0.305377645953056,NA,NA,NA,-0.757730669206952,0.851167324359932,NA,-0.357040253580678,-0.652117174428166,7,-76.5623186775831,167.799336150347,8.91571295501015,0.000101133211395051
"4337",-1.67638177434743,NA,NA,NA,NA,0.685985825283229,-0.262236880061873,1.81468470320027,-2.04857398870996,NA,NA,NA,NA,-0.490819090676603,6,-77.6484797825816,167.799953577139,8.91633038180248,0.000101101995036598
"242",-1.81884886941839,0.327799591195147,NA,NA,NA,0.75388126330483,-0.273862091253811,1.79778962756558,-2.34356829163287,NA,NA,NA,NA,NA,6,-77.6487228724153,167.800439756807,8.91681656146983,0.000101077421156392
"3131",-3.42544908040979,NA,2.27178686443573,NA,0.0416730947253434,0.269326376525697,-0.151136426354636,NA,NA,NA,NA,1.64832173164933,-0.334992781607112,NA,7,-76.5631312595842,167.800961314349,8.9173381190123,0.000101051065747318
"3161",-3.75538601048871,NA,NA,NA,-0.174377481324365,0.481796162539531,NA,1.91768382372495,NA,NA,NA,2.40537321609813,-0.196584758037419,NA,6,-77.6493974373685,167.801788886713,8.91816569137615,0.000101009260862381
"3379",-3.41727415758055,NA,2.27791631352547,NA,NA,0.256653851726789,-0.136776013495878,NA,NA,0.0273320633165118,NA,1.65175154534608,-0.342384482256481,NA,7,-76.5639167018697,167.80253219892,8.91890900358322,0.000100971727129321
"5332",-3.06755666222912,0.439336510521767,2.07847551935831,NA,NA,0.174062035962542,NA,0.930771635731372,-1.44611483473776,NA,NA,1.23011854769489,NA,-0.597475877700849,8,-75.4649179781066,167.80256322894,8.91894003360355,0.000100970160564101
"1801",-2.84067785188329,NA,NA,NA,-0.407971911045898,NA,NA,NA,NA,-0.480845377063897,0.677605729640183,3.00206789813891,NA,NA,5,-78.7234875021231,167.804117861389,8.92049466605212,0.000100891705316344
"5348",-2.94789584887152,0.445392297446488,2.11057826561701,NA,NA,NA,-0.187525922301676,0.940981079796654,-1.41503509318641,NA,NA,1.29954874658314,NA,-0.616722253062928,8,-75.4668222491247,167.806371770977,8.92274857563979,0.00010077806896892
"5324",-2.98733312696633,0.446265777139928,2.12514100340731,NA,-0.144682117073122,NA,NA,0.993772234153287,-1.41742349165638,NA,NA,1.26403155884281,NA,-0.608765596586589,8,-75.4686433471452,167.810013967018,8.9263907716809,0.000100594709235703
"2735",-2.57391523994472,NA,2.96636112902053,0.687025082858501,-0.141951857958415,NA,-0.0463610466482256,NA,-2.3129560346546,NA,1.19216409191178,NA,-0.65518774689934,NA,8,-75.4686633593097,167.810053991347,8.92643079600987,0.000100592696137979
"7364",-2.95769288469824,0.441101342847118,2.1709848658303,NA,NA,NA,NA,0.970046021203151,-1.43632983056723,NA,NA,1.23724017859071,-0.195801127374778,-0.580901849510438,8,-75.4693553783396,167.811438029406,8.92781483406958,0.000100523108158867
"5634",-3.00912846410143,-0.02974410200901,NA,NA,NA,NA,NA,NA,NA,NA,0.453316424430851,3.06142954131534,NA,-0.45105106913164,5,-78.7273715811581,167.811886019459,8.92826282412216,0.000100500594004236
"969",-1.28860095866893,NA,NA,NA,-0.49613953035681,NA,NA,2.0406602875464,-2.63413548267141,-0.966358277205919,1.04614345899517,NA,NA,NA,6,-77.6548677775115,167.812729566999,8.92910637166216,0.000100458214427741
"1698",-1.92052676207158,0.0601704054636978,NA,NA,NA,NA,-0.712875249018256,NA,-1.93352810129456,NA,0.916154524153558,2.44707387800459,NA,NA,6,-77.6551678291286,167.813329670233,8.92970647489634,0.000100428076299775
"6184",-3.27751505548219,0.222391583861032,3.23449360128287,0.873573890546959,NA,NA,-0.0695663715517898,NA,NA,NA,NA,NA,-0.421519796602051,-0.699641315628855,7,-76.5724756578477,167.819650110876,8.93602691553929,0.000100111202411574
"3745",-1.882690980877,NA,NA,NA,NA,NA,-0.715516223163303,NA,-1.92422990053751,NA,0.961209256016987,2.43270911818099,-0.0767701273479892,NA,6,-77.6583764395623,167.819746891101,8.93612369576371,0.000100106358136464
"5133",-2.87899519658648,NA,NA,0.448806352210534,-0.163218624771579,NA,NA,NA,NA,NA,NA,2.84659287863286,NA,-0.44916661410355,5,-78.7320337231133,167.821210303369,8.93758710803263,0.000100033136491747
"1202",-1.98800544323333,0.326861821566823,NA,NA,NA,0.767283097886251,-0.530906147098677,NA,-1.55722981977082,NA,NA,1.92782875083213,NA,NA,6,-77.6593441236812,167.821682259338,8.93805906400155,0.000100009533658803
"3355",-3.49350749417509,NA,2.31541729690267,NA,-0.0012279293058478,0.260092948299025,NA,NA,NA,0.0148747166350867,NA,1.6295709253589,-0.332843804736007,NA,7,-76.5735657572484,167.821830309678,8.93820711434066,0.000100002130710123
"4191",-3.69850797446712,NA,2.75071682083821,0.829602844556866,0.0589796620279381,0.267763123201944,NA,0.656920853348228,NA,NA,NA,NA,NA,-0.763360174296386,7,-76.5735918668262,167.821882528833,8.93825933349618,9.99995197308005e-05
"6160",-3.2927765683176,0.222720758399712,3.24306582837975,0.86807769168349,-0.0410162449724329,NA,NA,NA,NA,NA,NA,NA,-0.423582387260795,-0.694586704269956,7,-76.5737185075131,167.822135810207,8.93851261487004,9.99868565247847e-05
"4876",-2.83251871389291,0.0399742817169637,3.16264235276162,NA,-0.332688872092429,NA,NA,NA,NA,-0.884805156656566,0.922443950827693,NA,NA,-0.731601876568294,7,-76.5738586963436,167.822416187868,8.93879299253112,9.99728404667692e-05
"728",-3.08315300378635,0.191964482935555,2.56526478310594,0.627188735948027,NA,0.346326952727197,NA,0.452060478721851,-2.3807847899372,NA,0.925200934610812,NA,NA,NA,8,-75.474954676211,167.822636625149,8.93901342981246,9.99618222034091e-05
"1549",-3.2723991501951,NA,NA,0.380840206298161,-0.300335364526408,NA,NA,NA,NA,NA,0.486438155935692,3.1136147190371,NA,NA,5,-78.7328646017066,167.822872060556,8.9392488652191,9.9950055619861e-05
"6423",-3.23635569786847,NA,2.9627865350006,0.876533048379246,NA,0.354075000729266,NA,NA,NA,-0.160055497735103,NA,NA,-0.451563019079544,-0.666042131333272,7,-76.5741169224499,167.82293264008,8.9393094447436,9.99470282022894e-05
"4215",-3.66332503174292,NA,2.74460181597928,0.813539437895089,NA,0.246212020995856,0.011872307161618,0.679732640715831,NA,NA,NA,NA,NA,-0.763659248505273,7,-76.5757150707515,167.826128936684,8.94250574134688,9.97874255972e-05
"1369",-3.81140141519725,NA,NA,NA,-0.160364529138816,0.456721534159762,NA,1.90527849766335,NA,-0.0850942168825169,NA,2.41208570865219,NA,NA,6,-77.661930742125,167.826855496226,8.94323230088918,9.97511814278508e-05
"6175",-3.40841233679689,NA,2.98386820302148,0.919043994430252,0.11938914539011,0.398896010122351,NA,NA,NA,NA,NA,NA,-0.471766456523324,-0.672204053697098,7,-76.5761268643093,167.826952523799,8.9433293284624,9.97463422377056e-05
"4907",-2.83067685297325,NA,3.15650187199666,NA,-0.331029403379126,NA,-0.00315627440641671,NA,NA,-0.890900417897006,0.956466717703944,NA,NA,-0.735446380907403,7,-76.5762894326067,167.827277660394,8.94365446505731,9.97301279626699e-05
"1929",-1.73800142771905,NA,NA,NA,-0.41774616233226,NA,NA,NA,-2.04129016158584,-0.752363289186468,1.27213393032639,2.23517024579872,NA,NA,6,-77.6624410823618,167.8278761767,8.94425298136281,9.97002873740446e-05
"5126",-3.04035066799016,0.0907575874463637,NA,0.485130628531135,NA,NA,NA,NA,NA,NA,NA,2.93055291728109,NA,-0.453232420316904,5,-78.7359737645322,167.829090386207,8.94546719087037,9.96397772254843e-05
"4932",-3.18550513344605,0.0624238997586207,2.96425291119541,NA,NA,NA,NA,0.613807848419974,NA,-0.784244696226644,0.725229951859341,NA,NA,-0.722692576243731,7,-76.5772641851924,167.829227165565,8.94560397022863,9.96329631261011e-05
"7173",-3.08714870136726,NA,NA,0.475349589083743,NA,NA,NA,NA,NA,NA,NA,2.89226857266548,0.19683812891819,-0.480474635397708,5,-78.73649297613,167.830128809403,8.94650561406607,9.95880565256974e-05
"1133",-3.84921034956587,NA,NA,0.412689076407898,-0.151836234010825,NA,-0.342563538111208,2.018490519308,NA,NA,NA,2.66232780462146,NA,NA,6,-77.6637706412993,167.830535294575,8.94691209923769,9.9567818048303e-05
"4963",-3.11787771291513,NA,2.94630987705216,NA,NA,NA,-0.0996697515608586,0.584424912045796,NA,-0.791348637204932,0.787637277307612,NA,NA,-0.736841428903768,7,-76.5780911948619,167.830881184904,8.94725798956762,9.95505997645381e-05
"4128",-3.62455681737781,0.204753345098424,3.04153262716523,0.872017531602458,0.0872990331766944,0.329371183714433,NA,NA,NA,NA,NA,NA,NA,-0.743548958668888,7,-76.5787114412842,167.832121677749,8.94849848241222,9.94888730060757e-05
"1102",-4.06210963290555,0.164010393530521,NA,0.392624883092067,-0.294726108849857,NA,NA,2.15103156149177,NA,NA,NA,2.70652692414374,NA,NA,6,-77.6664123780536,167.835818768083,8.95219557274635,9.93051332086826e-05
"5572",-3.02460251715827,0.43959043787808,2.14637710885931,NA,NA,NA,NA,0.963920219949956,-1.42669643486299,-0.0507441653399434,NA,1.25420806528323,NA,-0.604137994518323,8,-75.4832416931329,167.839210658993,8.95558746365614,9.91368598509202e-05
"4152",-3.51884726306561,0.213910321908832,3.02948499632008,0.843236575972818,NA,0.300112791677085,-0.0521417229445997,NA,NA,NA,NA,NA,NA,-0.747193896241714,7,-76.5822873320292,167.839273459239,8.95565026390224,9.91337469901945e-05
"1066",-2.58395049984543,0.13542232148705,NA,NA,-0.0723169977446034,NA,-0.648578096318402,NA,NA,NA,NA,2.91325871154779,NA,NA,5,-78.7417948657618,167.840732588667,8.95710939332966,9.90614488827336e-05
"1634",-3.79502753172621,0.0974459921514046,NA,NA,NA,NA,-0.517608574649831,1.91396460451852,NA,NA,0.281848525114211,2.85302648217806,NA,NA,6,-77.6691729627755,167.841339937527,8.95771674219029,9.90313710208481e-05
"3409",-3.83615942430081,NA,NA,NA,NA,0.536435448858849,NA,1.86499132986664,NA,-0.054821426431135,NA,2.40180372966125,-0.162435591546753,NA,6,-77.6691806277514,167.841355267479,8.95773207214199,9.90306119506895e-05
"4431",-3.45596872013291,NA,2.80382459164188,0.782400752864167,-0.0381227266412601,NA,NA,0.75711208044659,NA,-0.258953569354167,NA,NA,NA,-0.761848568373825,7,-76.5840640867639,167.842826968709,8.95920377337168,9.89577670187781e-05
"3173",-3.83138492745896,NA,NA,0.456446401753622,NA,NA,-0.417712495743297,1.99530280149956,NA,NA,NA,2.6751277079787,-0.145140999127597,NA,6,-77.6700315390131,167.843057090002,8.95943389466538,9.89463815291177e-05
"4455",-3.49694411396481,NA,2.81986074983955,0.795078462264438,NA,NA,0.0223927958285468,0.74804401066372,NA,-0.258574742808131,NA,NA,NA,-0.760618644173106,7,-76.5848506726674,167.844400140516,8.96077694517865,9.88799588396211e-05
"1314",-2.57716386551462,0.133713820610402,NA,NA,NA,NA,-0.673820591453051,NA,NA,-0.0642298756864701,NA,2.9053520864558,NA,NA,5,-78.7437020478116,167.844546952766,8.96092375742913,9.88727007113777e-05
"6199",-3.28784083424313,NA,2.9731444592823,0.884679600270381,NA,0.361296114222119,-0.0243864744701553,NA,NA,NA,NA,NA,-0.479972907906105,-0.673103539484802,7,-76.5852451094667,167.845189014114,8.9615658187773,9.8840964636019e-05
"4561",-1.78196237812432,NA,NA,NA,NA,0.690282459040076,NA,1.87656858667493,-2.04138380801232,-0.16884350923089,NA,NA,NA,-0.460356279217756,6,-77.6712730806207,167.845540173217,8.96191697788055,9.88236117072205e-05
"929",-0.10765464612993,NA,NA,NA,NA,NA,-0.608931236627869,NA,-2.81022958475816,-0.908093751685873,1.06586679190195,NA,NA,NA,5,-78.7442677629341,167.845678383011,8.96205518767425,9.88167827476869e-05
"3106",-2.62290440543975,0.129384194855176,NA,NA,NA,NA,-0.674594645544025,NA,NA,NA,NA,2.92508260713181,0.0215870358369663,NA,5,-78.7453265069448,167.847795871032,8.96417267569555,9.87122164350475e-05
"1861",-4.23259518358246,NA,NA,0.472924688668388,NA,NA,NA,2.0267081855692,NA,-0.323888389165738,0.398267957540351,2.79560493489143,NA,NA,6,-77.672579174093,167.848152360162,8.96452916482522,9.8694623086991e-05
