"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"1036",-3.54239967919979,4.19528330134972,0.95938891103577,NA,-0.543422733430382,NA,NA,NA,NA,NA,NA,-1.36096516643742,NA,NA,5,-62.321912435457,134.996766047384,8.61357988621029,0.000184947427401866
"1872",-2.23659457540773,4.35288772791666,1.00110360946172,0.199641733441985,-0.899017929223967,NA,NA,1.15071460037558,NA,-4.93931047337854,-1.93780512068546,0.411623922284633,NA,NA,9,-57.9564702834475,134.997277916293,8.61409175511832,0.00018490009903975
"5930",-2.1622152828462,4.08890155503584,NA,NA,-0.846231124337735,NA,1.06128272855144,NA,NA,-4.31924333422555,-1.90642574442318,1.41826223597181,NA,-0.0984375486929226,8,-59.0678629457555,134.998001340613,8.61481517943855,0.000184833230519828
"4956",-2.41251955771591,4.55907718175569,1.0753964242023,NA,-0.9139897718659,0.362723325455946,NA,1.21586369315836,NA,-4.78850243585727,-1.78696222572067,NA,NA,0.0105589853769355,9,-57.9577950654609,134.999927480319,8.61674131914523,0.000184655308896847
"3862",-1.43070937991425,3.79930532980142,NA,-0.135891429881465,NA,0.0319671339137289,NA,NA,NA,-4.11361894019681,-1.45857122693067,1.20246430430095,-1.30699810579192,NA,8,-59.0688641716594,135.000003792421,8.61681763124642,0.000184648263313955
"1002",-2.5702858950568,4.84665203041715,NA,NA,-0.618189850405899,NA,0.711224924913263,1.69294174507497,-1.06619518932051,-4.46311341644997,-1.52659712183533,NA,NA,NA,8,-59.0689021684587,135.000079786019,8.61689362484495,0.000184641247404251
"6480",-1.71656875796671,4.1297113592515,1.06730866305537,0.301943893910124,-0.872330781623564,NA,NA,0.434302132506752,NA,-4.57897658289484,NA,NA,-1.63320926514526,0.0997712317508384,9,-57.9584932255132,135.001323800424,8.6181376392498,0.000184526434929296
"5446",-2.97846582694116,4.08847062699664,NA,0.200816207969544,NA,NA,NA,0.781948427327709,NA,-4.36937172107329,NA,0.306736207500678,NA,-0.0968444050294746,7,-60.1693397149384,135.005346096544,8.62215993536935,0.000184155697876223
"3408",-1.70449933290079,4.13774036053355,1.0884557224939,0.297465326082672,-0.869952196577439,NA,NA,0.492958110103712,NA,-4.54797086163266,NA,-0.111913143698967,-1.59841192409373,NA,9,-57.960532614127,135.005402577652,8.6222164164775,0.000184150497290713
"2538",-1.92479709359049,4.59933064209099,NA,NA,-0.638046311935446,NA,0.531318397130667,1.00883618621078,-1.06691821195968,-4.17795286573226,NA,NA,-1.40394977188184,NA,8,-59.0721106453037,135.006496739709,8.62331057853504,0.000184049779600088
"3434",-2.0214441343241,4.06201311976611,NA,NA,-0.818400879857201,NA,0.614991745998781,0.686806626323025,NA,-4.42144655628171,NA,0.597060890295905,-1.55680802609892,NA,8,-59.0721486194387,135.006572687979,8.62338652680498,0.000184042790601618
"1838",-2.20780923373169,4.07836808246075,NA,0.0349894527786528,-0.836509347036674,NA,1.05112571874301,NA,NA,-4.32709228674527,-1.91581875597455,1.41135236945425,NA,NA,8,-59.0734746734573,135.009224796016,8.62603863484213,0.000183798901660244
"2400",-1.71414751213917,4.15213405094112,1.06331041764345,0.295699446463001,-0.883670559635111,0.037341268669032,NA,0.438021055523961,NA,-4.57201170143545,NA,NA,-1.60342511459288,NA,9,-57.96383189561,135.012001140618,8.62881497944338,0.000183543934126452
"2986",-1.31584633185445,4.19568840872141,NA,NA,-0.577429677198619,NA,0.828537585558687,NA,-0.95412756913516,-3.46871150172296,-0.825979176616772,NA,-1.28728826656517,NA,8,-59.0751782635934,135.012631976289,8.62944581511442,0.000183486050225314
"26",-4.04399765484102,4.33057875702725,NA,NA,-0.729484824997257,0.421206433556106,NA,NA,NA,NA,NA,NA,NA,NA,4,-63.3902041645072,135.014326457669,8.63114029649518,0.000183330659213536
"775",0.181133649835502,NA,0.886517174351681,0.134788310735642,NA,NA,NA,NA,NA,-4.35237224058457,-1.41793496776003,NA,NA,NA,5,-62.3313504978511,135.015642172173,8.63245601099857,0.000183210093471786
"1795",0.25704849215893,NA,0.856185465871176,NA,NA,NA,NA,NA,NA,-4.38795852446647,-1.49625332726329,0.127510633139369,NA,NA,5,-62.3313845427465,135.015710261964,8.6325241007894,0.000183203856209489
"4865",0.0137364588481809,NA,NA,NA,NA,NA,NA,NA,NA,-3.65523710116824,-1.13600241811131,NA,NA,0.157687838168919,4,-63.3911255939679,135.016169316591,8.63298315541664,0.000183161810746004
"5964",-2.13675053655858,4.35771851869403,0.988133169931657,NA,-0.889421723606534,NA,NA,1.15922673161006,NA,-4.94527088763601,-1.97269131855677,0.442208183952049,NA,0.010760226355039,9,-57.9666424019362,135.01762215327,8.63443599209575,0.000183028806961615
"70",-3.39760448538248,3.78397705463344,NA,0.154929749908774,NA,NA,NA,-0.951321022869738,NA,NA,NA,NA,NA,NA,4,-63.3926541240351,135.019226376725,8.63604021555099,0.000182882056272151
"835",0.281902566028927,NA,0.895886536132962,NA,NA,NA,NA,-0.102671227338839,NA,-4.29283784100915,-1.38510295606051,NA,NA,NA,5,-62.3339651399986,135.020871456468,8.63768529529349,0.000182731690338596
"6568",-2.08504766708128,4.76998364371292,1.05799247979561,0.347104127490887,NA,NA,0.754728803739023,NA,-1.26352440482309,-4.54433515701398,NA,NA,-1.27112688984608,0.0913395194741076,9,-57.9735889128651,135.031515175128,8.64832901395354,0.000181761801083681
"2488",-1.96019781584523,4.71680331764845,1.06058089744169,0.3089476755425,NA,-0.0967180221044982,0.775158483373697,NA,-1.2624382105147,-4.54793522546341,NA,NA,-1.27641797184347,NA,9,-57.9744567179324,135.033250785262,8.65006462408823,0.000181604135692958
"2536",-2.10359675300007,4.80352512841722,1.04077585244864,0.324901068091166,NA,NA,0.745854379395073,0.124365085784339,-1.26962418491323,-4.60732626352749,NA,NA,-1.25275788964718,NA,9,-57.9754412431257,135.035219835649,8.65203367447478,0.000181425429830812
"3496",-2.05520028956215,4.75824095707047,1.06858154566031,0.333916421582315,NA,NA,0.77592536727093,NA,-1.24932574294478,-4.52583107079335,NA,-0.042236686891504,-1.24737384778085,NA,9,-57.9779922539165,135.040321857231,8.65713569605649,0.00018096320142707
"7500",-1.56291803443522,4.13699342186395,1.08011327281659,NA,-0.855100375777698,NA,NA,0.484766549083832,NA,-4.54271053616343,NA,-0.0914366143960382,-1.64292692216524,0.0820971809569601,9,-57.9791279691795,135.042593287757,8.65940712658238,0.000180757795420625
"4438",-3.15873130847911,4.17579797425661,NA,0.250828547285492,NA,0.193842783520903,NA,0.923273181548285,NA,-4.24324128529547,NA,NA,NA,-0.085410269773895,7,-60.1887078309854,135.044082328637,8.66089616746322,0.000180623267632727
"6492",-1.53822043118747,4.12678953190295,1.06056012519472,NA,-0.860898856016991,-0.0135600231448994,NA,0.447684103156019,NA,-4.56762730913703,NA,NA,-1.65902015421664,0.078672548394787,9,-57.9816770769763,135.04769150335,8.664505342176,0.000180297611093899
"773",0.0323941155270083,NA,NA,0.052972700607062,NA,NA,NA,NA,NA,-3.65279708813543,-1.0946576418381,NA,NA,NA,4,-63.4071957328111,135.048309594277,8.66512343310296,0.000180241899544258
"3420",-1.52867878727517,4.13211969717476,1.07673640478715,NA,-0.859052292450037,-0.0150351341148872,NA,0.493131758183879,NA,-4.54485318103997,NA,-0.0861707740481291,-1.63224811018827,NA,9,-57.9830616792473,135.050460707892,8.66727454671806,0.000180048143358769
"6936",-1.60664223630492,3.93089323962425,1.13681657493089,0.172933410697837,NA,-0.0159158168637104,NA,NA,NA,-4.28758502969073,-1.06610326537288,NA,-1.28676320768957,0.204475771349732,9,-57.9836896449048,135.051716639207,8.66853047803295,0.000179935114800793
"928",-2.06911274187755,4.94795307324679,1.1888649003023,0.510879214608392,-0.747180058341948,0.431577862196268,NA,NA,-1.23313669770403,-4.19046709674892,-1.24242289687774,NA,NA,NA,9,-57.9886434963875,135.061624342173,8.67843818099834,0.000179045947186096
"2122",-2.24084431812339,3.70657754395804,NA,NA,-0.711774692008878,NA,NA,-0.762239713119849,NA,NA,NA,NA,-1.60230483772332,NA,5,-62.3548840350556,135.062709246582,8.67952308540768,0.000178948849655074
"2331",1.49712245108079,NA,0.912035607796909,NA,-0.770442504697956,-0.913403299081559,NA,NA,NA,-4.38513298568517,NA,NA,-2.01529636478411,NA,6,-61.2854470584825,135.067935537083,8.68474937590912,0.000178481840765256
"2548",-1.82447208296286,4.71056172723123,1.03893275242158,NA,NA,-0.146539310929581,0.748088588897352,0.163194054883456,-1.22065546415796,-4.61166670325163,NA,NA,-1.31984335375075,NA,9,-57.9925617036849,135.069460756767,8.68627459559329,0.000178345780643843
"4406",-3.05815528347456,3.99002621948327,NA,0.305176089022788,NA,0.208698774716866,0.848147312027053,NA,NA,-3.83447347383287,NA,NA,NA,-0.0834286189960525,7,-60.202065668132,135.070798002931,8.68761184175654,0.00017822657439486
"1058",-3.87738682001883,3.97644700622653,NA,NA,NA,NA,0.326295440347972,NA,NA,NA,NA,-0.679176928655779,NA,NA,4,-63.4188678130266,135.071653754708,8.68846759353397,0.000178150331853284
"6580",-1.77995177231734,4.67008776771314,1.06034972764211,NA,NA,-0.136785523784697,0.767623486700324,NA,-1.20969787302798,-4.52701671236665,NA,NA,-1.33185767600319,0.0668458475061129,9,-57.9952560175125,135.074849384423,8.69166322324841,0.000177865907895154
"4106",-3.64863278638398,4.10851410446364,NA,NA,-0.657214345791066,NA,NA,NA,NA,NA,NA,NA,NA,-0.285445679569332,4,-63.4212108758116,135.076339880278,8.69315371910392,0.000177733403076481
"6432",-1.59388090424288,4.04691342100068,1.11848068476709,0.336144805102535,-0.840543275375291,0.0743732246171494,NA,NA,NA,-4.34532760141447,NA,NA,-1.60339858257261,0.115356672729321,9,-57.996278135992,135.076893621382,8.69370746020738,0.000177684200742763
"4042",-1.22271998227416,4.96377504254232,NA,NA,-1.02877897226173,NA,NA,1.35935626076938,-1.43677627553697,-4.87698316004513,-2.05149426434067,1.429841892204,-1.38597959590801,NA,9,-57.9967127972283,135.077762943854,8.69457678267992,0.000177606985090944
"4944",-2.34615317253663,4.35337238903976,1.08810247758227,0.267858349026526,-0.845611097540463,NA,NA,1.23819792370766,NA,-4.82307922370327,-1.74698459457828,NA,NA,0.0347024960007762,9,-57.9973680907954,135.079073530988,8.69588736981427,0.000177490638500877
"3508",-1.76467728151604,4.66715809435319,1.06458416813412,NA,NA,-0.134976389461231,0.781230877462629,NA,-1.20591305332572,-4.52011937654328,NA,-0.0180515196372941,-1.31450402048362,NA,9,-57.9978566677536,135.080050684905,8.69686452373057,0.000177403941845338
"7440",-1.52176571793681,4.00615072251247,1.11978819219976,0.315634993201139,-0.828990566209378,NA,NA,NA,NA,-4.3494215062614,NA,0.00481628272523343,-1.62709738921253,0.115720686375866,9,-57.9985870518003,135.081511452998,8.69832529182403,0.000177274416143897
"6628",-1.95333755595316,4.77979303310844,1.0367527536174,NA,NA,NA,0.734677008410467,0.137298905428073,-1.21460850040492,-4.58878450099075,NA,NA,-1.29861044440459,0.0615896552923554,9,-57.9998515541841,135.084040457766,8.70085429659164,0.000177050393890283
"1042",-3.8958827116938,4.07173094314542,NA,NA,NA,0.217741120885684,NA,NA,NA,NA,NA,-0.646718642919395,NA,NA,4,-63.4253478972191,135.084613923093,8.70142776191892,0.000176999635036703
"5122",-3.6668574774562,3.96737838419511,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.637025500317212,NA,-0.187465517288891,4,-63.4258824718711,135.085683072397,8.70249691122302,0.000176905040804482
"952",-2.47474723964261,4.88393869522541,1.15033775025014,0.333716190715811,NA,0.165139422991323,1.00776071904256,NA,-1.27289620741879,-4.48927201534638,-1.24214632157561,NA,NA,NA,9,-58.0008557362621,135.086048821922,8.70286266074754,0.000176872692295155
"3556",-1.95040099494871,4.77119823766468,1.04895595652225,NA,NA,NA,0.749370136353945,0.166568330929805,-1.19567402726895,-4.57787661921788,NA,-0.0612105943238012,-1.27895132062239,NA,9,-58.0010068228086,135.086350995015,8.7031648338407,0.00017684597122954
"7588",-1.89555171145046,4.73501526592781,1.06174747069089,NA,NA,NA,0.764017251535051,NA,-1.19851699515602,-4.50788957635219,NA,-0.0257226875722657,-1.2962522663753,0.0657419415256598,9,-58.0034875409247,135.091312431247,8.70812627007277,0.000176407809927006
"3360",-1.54879210596759,4.05057395655039,1.11178539089711,0.316158393555713,-0.848244668898944,0.0755927840375108,NA,NA,NA,-4.34433784571051,NA,0.016768619384683,-1.58459825079762,NA,9,-58.0040815224631,135.092500394324,8.70931423314954,0.0001763030580581
"2510",-1.87588748124089,4.64521777789,NA,0.28765956415729,-0.634197152653091,NA,NA,1.09628884722316,-1.1975676594994,-4.13142308758879,NA,NA,-1.41094433220543,NA,8,-59.1205119507418,135.103299350585,8.72011318941111,0.000175353678934178
"1030",-3.84105615906534,3.95197333718622,NA,0.208629495285502,NA,NA,NA,NA,NA,NA,NA,-0.666745119975101,NA,NA,4,-63.4367124764001,135.107343081455,8.72415692028105,0.000174999495568056
"5032",-2.35771973705462,4.79581013008251,1.15422730121088,0.314776941243125,NA,NA,1.01753704417161,NA,-1.27912467737466,-4.49397969422826,-1.2366581058469,NA,NA,0.0320637273345808,9,-58.0129999925954,135.110337334588,8.7271511734142,0.000174737695197148
"3554",-1.98896897938394,4.78779542900225,NA,NA,NA,NA,0.46567077769858,0.516470123640185,-1.50844797949243,-4.36327732668159,NA,0.632170926866877,-1.30775828053959,NA,8,-59.1243319979627,135.110939445027,8.72775328385291,0.000174685097419807
"4382",-2.70958134811669,4.06049988594157,NA,0.398235290087178,-0.570335021433741,0.471155919902263,NA,NA,NA,-3.59725947837856,NA,NA,NA,-0.0893610081209865,7,-60.2243124599672,135.115291586601,8.73210542542682,0.000174305383574335
"2825",1.07793522366892,NA,NA,NA,-0.670527736015418,NA,NA,NA,NA,-3.53204181258604,-0.913722206903065,NA,-1.61613600732145,NA,5,-62.3863880418079,135.125717260086,8.7425310989122,0.00017339912221485
"2329",1.16647672952157,NA,NA,NA,-0.501533893418851,-0.737139620270419,NA,NA,NA,-3.65608896239781,NA,NA,-1.91331212137999,NA,5,-62.3879776953685,135.128896567208,8.74571040603345,0.000173123696656421
"7452",-1.35967645046294,4.02206610483622,1.10532582094409,NA,-0.825414406766541,0.0221225326034745,NA,NA,NA,-4.34270820498419,NA,0.033504544252926,-1.6466092191436,0.0916627925862096,9,-58.0235049838863,135.13134731717,8.74816115599603,0.000172911685133207
"3841",0.777137630040642,NA,NA,NA,NA,NA,NA,NA,NA,-4.09227004462833,-1.39025253882286,0.785909349796531,-1.48053886929944,NA,5,-62.3914272375089,135.135795651488,8.75260949031417,0.000172527528014904
"2465",-0.464589169096822,NA,NA,NA,NA,NA,0.534867435575814,NA,1.45648746459612,-3.89720817879631,NA,NA,-1.62741406462203,NA,5,-62.3943976756888,135.141736527848,8.75855036667406,0.000172015806054087
"42",-3.89885536278396,4.11698508510183,NA,NA,-0.63974237150216,NA,0.265837350398514,NA,NA,NA,NA,NA,NA,NA,4,-63.4542845339009,135.142487196457,8.75930103528253,0.000171951254736124
"5044",-2.28831245803914,4.84193987435584,1.1480346027227,NA,NA,0.137251534137998,1.02257724032271,NA,-1.21892826527239,-4.46680839557701,-1.27613027624323,NA,NA,0.00675467208773194,9,-58.0294422900495,135.143221929497,8.76003576832235,0.000171888097203769
"2522",-1.7717248592218,4.64951410969855,NA,NA,-0.630846454111026,0.0502081791722013,NA,1.09722001649931,-1.14698486190274,-4.11692278696316,NA,NA,-1.4209988407759,NA,8,-59.1408852007914,135.144045850685,8.7608596895104,0.000171817300664833
"6602",-1.73077970574504,4.62769648475266,NA,NA,-0.624292127341336,NA,NA,1.10587831524929,-1.15077452285006,-4.12150348206431,NA,NA,-1.43107461982265,-0.0154747235791297,8,-59.1418065975982,135.145888644298,8.762702483124,0.000171659061664297
"6994",-2.14325347281333,4.00506927485812,NA,NA,NA,-0.0250627979131746,NA,1.5285658234508,NA,-4.33710240095118,-1.25723366415347,NA,-1.20564145578141,0.103270422528342,8,-59.1444178734923,135.151111196086,8.76792503491214,0.000171211397236615
"6982",-2.14671194710581,4.01893637061481,NA,-0.0286001366596059,NA,NA,NA,1.52934275100752,NA,-4.3355070237454,-1.26211255789086,NA,-1.20025118211348,0.0998754392797318,8,-59.1444824506039,135.15124035031,8.7680541891354,0.000171200341256089
"986",-2.53355849765086,5.03242560820847,NA,NA,-0.667295695163077,0.345264526709128,NA,1.76470123383993,-1.15045936793722,-4.36510823177799,-1.51032942764675,NA,NA,NA,8,-59.1444846946869,135.151244838476,8.76805867730135,0.000171199957068748
"14",-3.88658795439278,4.09285521942612,NA,0.218128151461215,-0.645884875295981,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-63.4609562923192,135.155830713293,8.77264455211912,0.000170807855986198
"419",-1.2307698305997,NA,0.835050929745026,NA,NA,NA,0.627286266412953,NA,1.55999420178505,-4.78031419325887,NA,NA,NA,NA,5,-62.4023125484786,135.157566273428,8.77438011225357,0.000170659696627614
"2902",-2.09030898585592,4.01405374957862,NA,-0.054331336031698,NA,-0.0264522413985089,NA,1.53647029898716,NA,-4.33161572401216,-1.25315257930776,NA,-1.19256978516929,NA,8,-59.1501861834381,135.162647815978,8.77946165480381,0.000170226639754801
"451",-0.689010590196999,NA,0.929650816266901,NA,NA,NA,NA,-0.633557117178394,1.41996306188252,-4.32148755750932,NA,NA,NA,NA,5,-62.4052720142692,135.163485205009,8.78029904383479,0.000170155381713062
"3374",-1.8501746959151,3.88389543608143,NA,0.1870743630861,-0.787610834048016,NA,0.725971964793084,NA,NA,-4.12935879018801,NA,0.760837315258917,-1.54828765026792,NA,8,-59.153635648162,135.169546745426,8.78636058425167,0.000169640460549375
"890",-3.03288134123446,4.52205855495445,NA,NA,-0.79773592643784,0.359093867143597,0.792564062260019,1.69162391246237,NA,-4.48128346897521,-1.62652870931439,NA,NA,NA,8,-59.1544463662299,135.171168181562,8.78798202038737,0.000169502985697172
"3386",-1.84445990710165,3.95715020974911,NA,NA,-0.802931284604726,0.126839789783827,0.705574528784513,NA,NA,-4.12159772724031,NA,0.773932340551346,-1.52957643881642,NA,8,-59.1558076375523,135.173890724206,8.79070456303214,0.000169272403122015
"3406",-1.88318115350725,4.02808257987318,NA,0.14399333837221,-0.814159920584148,NA,NA,0.798596401401031,NA,-4.37647547722869,NA,0.595377858610929,-1.5916165393136,NA,8,-59.1602169862949,135.182709421692,8.79952326051742,0.00016852766517543
"3418",-1.87936959581215,4.08229928239048,NA,NA,-0.825639241358892,0.100995600034999,NA,0.781654473124329,NA,-4.36527577282568,NA,0.607777438288203,-1.57603811273114,NA,8,-59.1613619996827,135.184999448467,8.80181328729304,0.000168334809175009
"7466",-1.7381802256142,3.88939113682314,NA,NA,-0.782873524019374,NA,0.719741855201672,NA,NA,-4.12298826155234,NA,0.7743616149999,-1.5557742764445,-0.0371173862066423,8,-59.1619069204075,135.186089289917,8.8029031287426,0.0001682431050368
"3494",-1.88124655783894,4.69576498583342,NA,0.233748850083332,NA,NA,0.543670617769662,NA,-1.58340688502051,-4.1484418222881,NA,0.757761457486343,-1.29923628081179,NA,8,-59.1621569073067,135.186589263715,8.8034031025409,0.000168201051721277
"5398",-2.80746899323409,4.01778930777671,NA,0.231136220053695,NA,0.256770741542124,NA,NA,NA,-4.03372952915951,NA,0.519514341465874,NA,-0.089297690901696,7,-60.2623296686442,135.191326003955,8.80813984278089,0.000167803160738772
"389",-0.973345438370706,NA,NA,0.0778162983153039,NA,NA,NA,NA,1.23794358044372,-3.90646767189893,NA,NA,NA,NA,4,-63.4791671422525,135.19225241316,8.80906625198583,0.000167725451541427
"5020",-1.77977197327403,4.8759309321299,1.1762685526552,NA,-0.698430624336934,0.369967212419794,NA,NA,-1.16469941844741,-4.16401950919868,-1.27944409545684,NA,NA,0.0152420983105031,9,-58.0541975392302,135.192732427858,8.80954626668384,0.000167685201030844
"7498",-1.80132202215475,4.03161466202528,NA,NA,-0.810223626062063,NA,NA,0.799022546162677,NA,-4.37270391454796,NA,0.603970765649384,-1.60001141519724,-0.0174264104807097,8,-59.1654920121096,135.193259473321,8.81007331214687,0.000167641017990508
"1409",-0.93812990748244,NA,NA,NA,NA,NA,NA,NA,1.23849841182283,-3.93282020820986,NA,0.0453652702039197,NA,NA,4,-63.4798105717078,135.193539272071,8.81035311089644,0.000167617566757347
"1992",-2.20416392937543,5.08121030925322,0.92822510169826,0.195403190205878,NA,NA,NA,0.853994925801635,-1.54259191963901,-4.85838524018203,-1.62835089796625,0.456887206056235,NA,NA,9,-58.0547735033424,135.193884356082,8.8106981949083,0.000167588648181056
"449",-0.94163338766836,NA,NA,NA,NA,NA,NA,0.0139948129480913,1.24536353695788,-3.9085103474612,NA,NA,NA,NA,4,-63.4808093499803,135.195536828616,8.81235066744136,0.000167450237549885
"4481",-0.935904128199684,NA,NA,NA,NA,NA,NA,NA,1.24306096197753,-3.89958750869801,NA,NA,NA,0.00163588808467697,4,-63.4808640699522,135.195646268559,8.81246010738528,0.000167441074928274
"2004",-2.19271463827651,5.14062368370526,0.913363619012272,NA,NA,0.128608603096644,NA,0.850448309160913,-1.51525015702581,-4.85301085032249,-1.67362985130536,0.489171566127741,NA,NA,9,-58.0568683513147,135.198074052027,8.81488789085282,0.000167237942906609
"3526",-1.91538257483232,4.82571867325083,NA,0.19787072790853,NA,NA,NA,0.588354499076216,-1.60964369374951,-4.32652253071956,NA,0.639102609765972,-1.32045635970285,NA,8,-59.1682723149342,135.19882007897,8.81563391779594,0.000167175572534167
"2626",-2.45360179140275,3.68270708299372,NA,NA,NA,NA,NA,-0.687029880640122,NA,NA,-0.812441562653021,NA,-1.29459234004861,NA,5,-62.4252108250753,135.203362826621,8.82017666544706,0.000166796285229134
"1942",-1.93403715254573,5.04620957075082,NA,0.0863010472849748,NA,0.246146449842072,NA,NA,-1.9026248588575,-4.20964869967178,-1.60936103925095,1.37247907162517,NA,NA,8,-59.1717157244213,135.205706897944,8.82252073677012,0.000166600908551218
"6034",-1.87294491548474,5.04742332247812,NA,NA,NA,0.242898342455723,NA,NA,-1.89664983097294,-4.20478725209205,-1.61663498597004,1.38293709839955,NA,-0.0451851668108614,8,-59.1723321491053,135.206939747312,8.82375358613817,0.000166498243284759
"6084",-2.1221519912125,5.07507217871726,0.918144709346573,NA,NA,NA,NA,0.871989768967272,-1.51876955912626,-4.86639385960699,-1.67503752119707,0.483442709798985,NA,0.0438115115882483,9,-58.0632252620012,135.2107878734,8.82760171222586,0.000166178198160222
"2874",-1.62597282291644,3.80149057743775,NA,NA,-0.697356259626913,0.156012505419027,0.905074210805753,NA,NA,-3.4883493145266,-0.891637934452933,NA,-1.28765260216158,NA,8,-59.1745119742136,135.211299397529,8.82811323635477,0.00016613570151594
"3506",-1.72338001617858,4.65751562525898,NA,NA,NA,-0.0444663812025464,0.537323555304912,NA,-1.54679091552625,-4.13564900032008,NA,0.770418555331609,-1.32862282587819,NA,8,-59.1751938211715,135.212663091445,8.82947693027063,0.000166022461003994
"7586",-1.75661156938069,4.68211999845614,NA,NA,NA,NA,0.535909039034276,NA,-1.54751152953259,-4.13567533497654,NA,0.769870880810692,-1.31522698541661,-0.0133232365505967,8,-59.175969661936,135.214214772974,8.83102861179958,0.000165893703964867
"3538",-1.76851148088155,4.78417663942077,NA,NA,NA,-0.0629391981210548,NA,0.60220484232509,-1.57948212301779,-4.32406593125206,NA,0.646921354057316,-1.35164279176905,NA,8,-59.1765851235108,135.215445696123,8.83225953494929,0.000165791634177804
"2862",-1.61400517235002,3.71646478292699,NA,0.179939340323976,-0.679689671338847,NA,0.92429954475213,NA,NA,-3.50134936703839,-0.866047857584242,NA,-1.32263032495596,NA,8,-59.1766168107556,135.215509070613,8.83232290943874,0.000165786380780951
"3459",-0.283368580162059,NA,1.00092943756759,NA,NA,NA,NA,NA,1.80229903954206,-4.32546820009182,NA,-0.512121079045171,-1.61090030658231,NA,6,-61.3603421751178,135.217725770354,8.83453960917976,0.000165602733258935
"7618",-1.8181679803301,4.81415991724252,NA,NA,NA,NA,NA,0.592741265790312,-1.57824894837693,-4.31849500426517,NA,0.646211004198891,-1.33730019074347,0.00326764300970255,8,-59.1783161349256,135.218907718953,8.8357215577787,0.00016550489521239
"1906",-3.01515539945416,4.33017875331318,NA,NA,NA,0.191016335612369,0.79609470256685,1.12022984701732,NA,-4.79556889058691,-1.91878207507122,0.934956827791086,NA,NA,8,-59.1783430848612,135.218961618824,8.8357754576499,0.000165500434926224
"5008",-1.77439799470779,4.73051527541851,1.19070658115299,0.429147861418654,-0.626259062583941,NA,NA,NA,-1.28188047781155,-4.19534424419685,-1.21080048412563,NA,NA,0.0485334247224514,9,-58.067496870638,135.219331090674,8.83614492949934,0.000165469863874209
"1032",-3.9737417791762,4.18019951727215,0.963221462626466,0.435320714481748,NA,NA,NA,NA,NA,NA,NA,-1.51885601655127,NA,NA,5,-62.433580246559,135.220101669589,8.83691550841442,0.000165406122360373
"6954",-1.52225346620966,3.7121283402041,NA,NA,-0.666020122343595,NA,0.91279583711095,NA,NA,-3.49299091458157,-0.884961478845979,NA,-1.33892315262331,0.0511868825803888,8,-59.1835691525052,135.229413754112,8.84622759293808,0.000164637774582228
"974",-2.42582540051807,4.89018154991161,NA,0.200797301028521,-0.595729579885433,NA,NA,1.7807245428732,-1.22977087835114,-4.37909841073355,-1.4639484247718,NA,NA,NA,8,-59.1854567721707,135.233188993443,8.85000283226901,0.000164327294207868
"1060",-3.92240328402642,4.20433599026798,0.946190838541235,NA,NA,NA,0.402815627831624,NA,NA,NA,NA,-1.51091147555399,NA,NA,5,-62.440836021626,135.234613219722,8.8514270585483,0.000164210316238178
"2353",0.74786128017688,NA,NA,NA,NA,-0.866373774187353,0.534702184835417,NA,NA,-3.8392409141645,NA,NA,-1.76989515421543,NA,5,-62.4437145827821,135.240370342035,8.85718418086063,0.000163738306480817
"1824",-2.19866168491565,4.36677200970853,1.05871597005975,0.341274355905162,-0.936711013284107,0.508326372582831,NA,NA,NA,-4.44746186425717,-1.7034728780178,0.615645719343579,NA,NA,9,-58.0783821370694,135.241101623536,8.85791546236226,0.00016367844802751
"3457",-0.22288070476389,NA,NA,NA,NA,NA,NA,NA,1.38186060252099,-3.96613527418597,NA,0.214781447018164,-1.68233172507713,NA,5,-62.4460002784217,135.244941733314,8.8617555721398,0.000163364477939547
"5066",-2.30472281763567,4.89067907769518,NA,NA,-0.593595856048105,NA,NA,1.80232180462,-1.20303228843328,-4.37110377660098,-1.48156581628941,NA,NA,-0.0856759060177435,8,-59.1914922508077,135.245259950717,8.86207378954296,0.000163338487297301
"1894",-2.82764521188214,4.2354469555358,NA,-0.117670105307724,NA,NA,0.803167984292102,1.14866823333484,NA,-4.80269989788916,-1.93311347231231,0.942660277167661,NA,NA,8,-59.1918637966511,135.246003042404,8.86281688122983,0.000163277810834014
"2467",-0.534903118096283,NA,0.860390822120221,NA,NA,NA,0.575534746677669,NA,1.78746218726279,-4.67575573623317,NA,NA,-1.67173348844281,NA,6,-61.3755007476169,135.248042915352,8.86485675417796,0.000163111362737011
"5986",-2.88717880739459,4.23228556243884,NA,NA,NA,NA,0.805761000179121,1.13985260677217,NA,-4.79968850344901,-1.9057686373097,0.927766837734123,NA,-0.0131714196866817,8,-59.195409006185,135.253093461472,8.86990730029757,0.000162699981650346
"2499",-0.0376653565029407,NA,0.940796420977045,NA,NA,NA,NA,-0.578022148026432,1.67412174490672,-4.26790494648805,NA,NA,-1.68161098803839,NA,6,-61.3788491690964,135.254739758311,8.87155359713702,0.000162566110523023
