"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_W","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"3519",-3.2141311983765,NA,3.64684224278681,0.959534341887675,-0.725940147821884,-0.30965716539117,0.804215927453661,NA,-2.22873616718948,-0.940825126559194,NA,2.03443651386491,-1.50171702728171,NA,10,-57.2919631390747,135.933619529683,11.2193847177827,2.42410367635036e-05
"3947",-3.86780546099332,NA,3.88779536240866,NA,-0.866806269106822,NA,0.58346824754178,-0.842205655952423,NA,-1.47789206261914,0.892365686317743,3.02138620779476,-1.61792774583272,NA,9,-58.4193845188022,135.936330013214,11.2220952013137,2.42082065495059e-05
"5496",-5.34461658308237,0.827691836080988,4.33101132715566,1.21074451505486,NA,-0.666143887013379,0.226264150578411,-0.615145701033554,NA,-1.17825765629964,NA,3.44744700120606,NA,-1.26783738623937,10,-57.2934994784176,135.936692208369,11.2224573964685,2.42038228988932e-05
"6252",-2.86138671407546,0.706997060491427,4.91743634303139,NA,-0.980730807829061,NA,0.580349044682939,-0.723177760446098,NA,NA,NA,NA,-1.94857916793515,-0.917840008894665,8,-59.5319979436374,135.936723160002,11.2224883481016,2.42034483278682e-05
"5573",-2.8425652719868,NA,NA,0.648115937280175,NA,NA,NA,1.08063245855766,-2.33065786255701,-0.79891013715811,NA,3.20036315174215,NA,-0.732162036242781,7,-60.6315001443909,135.937699083962,11.2234642720621,2.41916408463292e-05
"1606",-4.87054591464419,0.828558499424066,NA,0.58382916703437,NA,NA,NA,1.4312665424847,NA,NA,-1.06795950761727,4.39921534941293,NA,NA,6,-61.7179742275036,135.938942466983,11.224707655083,2.41766057826616e-05
"3401",-3.26838508358863,NA,NA,NA,-0.771511891645365,NA,NA,1.38678630269175,NA,-1.0665303642329,NA,4.04019924659648,-1.06447750051937,NA,6,-61.718905944732,135.94080590144,11.2265710895396,2.41540905130925e-05
"5190",-5.14201458634636,0.515108746367665,NA,0.732220120683822,NA,NA,NA,1.24483412355973,NA,NA,NA,4.82718838613498,NA,-0.870138694002644,6,-61.7197400152278,135.942474042432,11.2282392305312,2.41339526981887e-05
"7817",-1.67194906183228,NA,NA,NA,-0.625417960147822,NA,NA,NA,-2.86144513706356,NA,0.69472419220155,3.47306090291561,-0.948843231551841,-0.697665381159085,7,-60.6360881590606,135.946875113302,11.2326403014015,2.40809034698468e-05
"5880",-4.30323273147143,0.91777741826487,4.16164777948235,1.1803127461227,NA,-0.51836239869788,0.253458327293562,-0.703786847689186,-3.14214793560835,NA,0.425163601939082,2.72832173451939,NA,-1.26707178426462,11,-56.1587603701832,135.947150369996,11.2329155580956,2.40775894829606e-05
"5995",-4.47584020998252,NA,3.8362890860573,NA,-0.691127105122593,NA,0.588493475806965,-0.754534815080615,NA,-1.56709664689666,1.02923367825314,3.17516106303371,NA,-1.20303898922908,9,-58.4248157383395,135.947192452289,11.2329576403884,2.4077082868206e-05
"8156",-1.87890933248978,0.974537827817624,4.30128998134917,NA,-1.09206357491183,-0.540927655769657,NA,-0.390332206827703,-3.42094461891597,-1.75854494156936,1.29162154489219,2.14146811919723,-1.52562575821057,-0.944566475551469,12,-55.0047252380958,135.947338674949,11.2331038630489,2.40753226249959e-05
"433",-0.287132324949336,NA,NA,NA,NA,0.607555320927582,0.0576574369806302,NA,-3.49740216134717,-1.22347479196309,NA,NA,NA,NA,5,-62.7952473435325,135.947637544208,11.2334027323076,2.40717252068801e-05
"7558",-1.86591951182468,0.905229059205129,NA,0.712803365261518,NA,NA,NA,NA,-3.06448890365879,-0.977513764428379,NA,3.35076030961916,-0.803490831266864,-0.623871415978612,8,-59.5380109129599,135.948749098647,11.2345142867466,2.4058350407424e-05
"5751",-5.9018950828615,NA,4.2880774394125,1.26215708747252,NA,-0.586615674246907,0.417010492963513,-0.802972834150998,NA,NA,0.401039263231651,3.70149318921298,NA,-1.38706249731732,9,-58.4259506069406,135.949462189491,11.2352273775905,2.40497740417497e-05
"5890",-3.46751773042084,0.679425102455734,NA,NA,NA,NA,NA,NA,NA,-0.880850265067385,-0.446085503642214,4.46861211138106,NA,-0.675698012114354,6,-61.7237268688166,135.950447749609,11.236212937709,2.40379257122229e-05
"5976",-5.26663196517517,0.798173740845495,4.34540725880537,1.17464305578895,NA,-0.679816144627013,NA,-0.654787025215929,NA,-1.25953457127114,0.175863172495694,3.50258097796293,NA,-1.27473706684485,10,-57.3012447589618,135.952182769457,11.2379479575569,2.40170816156532e-05
"7643",-2.08709391323481,NA,3.67478977012784,NA,-0.598168418728845,-0.51352136431631,NA,-0.32656579571973,-2.15302947885895,-0.811031745925063,NA,2.11347455391913,-1.23455837857941,-0.892542606570119,10,-57.3033958903808,135.956485032295,11.2422502203949,2.39654732448923e-05
"1514",-2.21150729917286,1.01634288362014,NA,NA,-0.7474334774859,NA,0.09152040761499,1.32592899528734,-3.0504062111953,-1.28924680900821,NA,3.02401298227573,NA,NA,8,-59.5427777695919,135.958282811911,11.2440480000107,2.39439406044367e-05
"1498",-2.17584863005411,1.01960470548703,NA,NA,-0.738741902816387,-0.0556821564254822,NA,1.3440494864857,-3.03870271075742,-1.29194769114603,NA,3.055119435027,NA,NA,8,-59.5435178130215,135.95976289877,11.24552808687,2.39262276035156e-05
"6880",-1.89133310498317,1.10038520630411,4.59160159552499,1.1139460833843,-0.634142467649552,-0.00801305350358732,NA,-0.513547145495398,-4.02361756088365,NA,0.281432277511764,NA,-1.9230802758281,-0.947172536695342,11,-56.1663753398276,135.962380309285,11.2481454973843,2.38949357040691e-05
"5116",-1.28771943561243,0.935760719143323,4.61186119799953,NA,-1.23184917938265,-0.811871020616372,0.705983355379445,-0.410962251598506,-4.08470632081022,-2.21801261921703,1.24226886136153,NA,NA,-1.09206449498259,11,-56.1663968996326,135.962423428895,11.2481886169945,2.38944205394667e-05
"7151",-1.81390690709362,NA,4.7711135406792,1.16589915863196,-0.953493274425559,NA,0.808194476392885,-0.734991493056094,-3.78242422124479,-2.18958847165383,1.95023113258897,NA,-1.71380543258269,-1.12422462669545,11,-56.1665099356249,135.962649500879,11.248414688979,2.38917197625763e-05
"3785",-2.24908467997159,NA,NA,NA,-0.703575067516172,NA,NA,1.15904297567371,-2.75115820991404,NA,0.516159025463649,3.3067630731387,-1.2016994935456,NA,7,-60.6442303425053,135.963159480191,11.248924668291,2.38856283978244e-05
"6707",-3.17458508465638,NA,4.30164656548361,NA,NA,-0.047503022713984,0.319125799195863,NA,NA,NA,-0.198910106202635,NA,-1.5492477322546,-0.963250109106888,7,-60.6442788292044,135.96325645359,11.2490216416892,2.38844702906234e-05
"1802",-3.33687562833387,0.707142029753982,NA,NA,-0.687136098409057,NA,NA,NA,NA,-1.11227851075436,-0.263900125948386,4.43582180813302,NA,NA,6,-61.7302305005302,135.963455013036,11.2492202011361,2.38820991647226e-05
"7557",-1.94589438573689,NA,NA,0.672433608313701,NA,NA,NA,NA,-2.38432241302577,-0.75472831508103,NA,3.27742852254306,-0.831280804040244,-0.601070255976772,7,-60.6463417345906,135.967382264362,11.2531474524615,2.38352496744084e-05
"5586",-2.37034705608952,0.959338311690196,NA,NA,NA,0.171921184066891,NA,1.18300858667565,-3.10860622409379,-1.05510489486789,NA,3.02520895847696,NA,-0.68725427521181,8,-59.5479644658044,135.968656204336,11.2544213924357,2.38200721700507e-05
"5602",-2.26619820975754,0.966569534733436,NA,NA,NA,NA,-0.223932613589627,1.24065131877438,-3.07106990179663,-1.07534327333388,NA,3.10985267238655,NA,-0.677385389919531,8,-59.5481334828067,135.968994238341,11.2547594264404,2.38160465130689e-05
"123",-3.57626000041073,NA,4.40426079497059,NA,-0.730561649796004,-0.465324322675639,0.65406591768845,-0.752309206504189,NA,NA,NA,NA,NA,NA,6,-61.733052101224,135.969098214424,11.2548634025237,2.38148083956345e-05
"6082",-2.3291487772998,0.898600185799921,NA,NA,NA,NA,NA,1.18905534704498,-3.18395000281335,-1.18149390057915,0.231816205903989,3.1303940060758,NA,-0.703501159854966,8,-59.5483082112519,135.969343695231,11.2551088833308,2.38118855358223e-05
"5500",-4.23211943501736,0.913126060017543,4.12349274890751,NA,-1.08786352536911,-1.04924737768333,0.584734462152709,-0.165234713107784,NA,-1.27505599787099,NA,3.4191939251616,NA,-1.17610734628024,10,-57.3098365517675,135.969366355069,11.2551315431685,2.38116157506199e-05
"6277",0.194962282794757,NA,NA,0.495719114283612,NA,NA,NA,NA,-3.89186022252442,NA,NA,NA,-1.00119412510497,-0.688607542375323,5,-62.8065112182546,135.970165293652,11.2559304817516,2.38021056409694e-05
"2032",-3.40293565280499,0.941106825836577,3.80096790416111,0.846562534366717,-0.697573796758729,NA,0.473482303690896,-0.767704923967142,-3.40518006295057,-1.843929830148,0.991080687921978,2.03838822644141,NA,NA,11,-56.1705068064952,135.97064324262,11.2564084307195,2.37964182246574e-05
"5577",-2.2545271223928,NA,NA,NA,-0.464095739400044,NA,NA,1.16680636141511,-2.28757804914689,-0.842552218672302,NA,3.05118962794199,NA,-0.662736124106121,7,-60.6483592920455,135.971417379272,11.2571825673713,2.37872091672758e-05
"3478",-2.03256613658597,0.933463414804258,NA,0.751939986640607,NA,0.642448919517938,NA,NA,-3.13288946514689,-1.03426146185485,NA,3.01657480616783,-1.20374431906164,NA,8,-59.5500401377406,135.972807548208,11.2585727363081,2.3770680792611e-05
"7103",-1.86065666917291,NA,4.74158229998384,1.07669721562835,-1.16767506509233,-0.438701522687795,0.893421374151125,NA,-3.81170379137978,-2.26114670902942,1.96072534698329,NA,-1.56582815845808,-1.19558214290484,11,-56.1719100355646,135.973449700759,11.2592148888585,2.37630498160912e-05
"6026",-1.49703945276237,0.840004611966397,NA,NA,-0.732888079545241,NA,NA,NA,-3.21793814535888,-1.39151752950173,0.632509158425375,3.31831335174059,NA,-0.677722291428554,8,-59.5504690091651,135.973665291058,11.2594304791572,2.37604884126432e-05
"7292",-4.30640536956265,0.880856194591546,4.26938870655984,NA,-1.03748300014977,-0.66283365362302,0.507135846593412,-0.404370774280977,NA,NA,NA,3.5616100341362,-1.38852482104731,-1.03543760059727,10,-57.3129792647284,135.97565178099,11.2614169690901,2.37369001435306e-05
"4940",-2.80088190037096,0.855694414056672,4.37855647886289,NA,-0.629949690599175,NA,NA,-0.518420798382853,NA,-1.70184318053595,-0.17242067781274,NA,NA,-1.06220271230856,8,-59.5521955831666,135.97711843906,11.26288362716,2.37194995664098e-05
"3447",-4.73011795524053,NA,4.02745465073348,1.2036146323465,NA,-0.16080790234069,0.447079170526985,-0.914847292130568,NA,-0.919707743455936,NA,2.96611772047909,-1.48511785973389,NA,9,-58.4402139212509,135.977988818112,11.2637540062112,2.37091793344372e-05
"7561",-1.23942999831576,NA,NA,NA,-0.505347097151291,NA,NA,NA,-2.33613750690527,-0.788086204571545,NA,3.13388357903026,-0.933943701895971,-0.524738638852497,7,-60.6520240598082,135.978746914797,11.2645121028968,2.37001941123262e-05
"6987",-2.08793470765133,NA,4.64840112482766,NA,-0.765518928867395,NA,NA,-0.734366791440276,NA,-1.81728905476107,0.754992127508897,NA,-1.66936962400716,-1.04313533969153,8,-59.5537770962923,135.980281465312,11.2660466534115,2.36820165142916e-05
"571",-3.64013676853974,NA,4.06743193853454,NA,-0.745269497010789,-0.50038048380093,0.735405257098009,NA,NA,NA,-0.390859046098689,NA,NA,NA,6,-61.7396229152072,135.98223984239,11.26800503049,2.36588387047089e-05
"7740",-4.31998394038169,0.947658376608177,4.10791940363836,NA,-1.05287271532391,-0.683766699119982,0.524953280600956,NA,NA,NA,-0.237774304052886,3.48931011829074,-1.36926969662693,-1.01573123121809,10,-57.3166279189804,135.982949089495,11.2687142775942,2.36504502107552e-05
"4711",-4.41493336531607,NA,4.66773430920662,1.28632820155399,NA,NA,0.624822419318167,-0.895743407969756,NA,NA,-0.269484102809532,NA,NA,-1.24760778615748,7,-60.6546629553729,135.984024705927,11.2697898940262,2.36377342240074e-05
"5872",-4.15426298207356,0.935595395806235,3.90129381469699,1.08972921355087,-0.477803983614437,NA,0.505153124290039,-0.722904338280414,-3.20518920816353,NA,0.464381090046724,2.50915635160387,NA,-1.22420516693573,11,-56.1772203310538,135.984070291737,11.2698354798369,2.36371954575089e-05
"7570",-1.52212977119292,0.927419046645056,NA,NA,NA,0.528948007936097,NA,NA,-3.1369150191856,-0.91007154289304,NA,3.0184738817189,-0.990012232372063,-0.555249648340102,8,-59.5559082775968,135.984543827921,11.2703090160205,2.36315995863333e-05
"6003",-4.53767772583921,NA,4.13347750919054,NA,NA,-0.638558137911038,0.155930112295576,-0.784682280233543,NA,-1.4677430908203,0.893712887966509,3.45282947918966,NA,-1.24829630987771,9,-58.4435544479469,135.984669871503,11.2704350596031,2.36301103275244e-05
"4215",-4.4473497574054,NA,4.8925782641051,1.29223784155629,NA,-0.267070138820171,0.559619255475703,-0.931252643464495,NA,NA,NA,NA,NA,-1.29743714352695,7,-60.655404993918,135.985508783017,11.2712739711164,2.36202006202042e-05
"5642",-3.50077345368614,0.765237001161433,NA,NA,-0.572070687927705,NA,NA,NA,NA,NA,-0.655827382572785,4.5567939151553,NA,-0.715690370486419,6,-61.7418116224342,135.986617256844,11.2723824449441,2.36071130602476e-05
"7616",-2.8426302956349,1.2318005347283,4.15550284138532,1.08630619094203,-0.951981263836086,-0.419907955666071,0.56711320668192,NA,-2.93625367836273,-1.17501373281676,NA,1.98148730957967,-1.56663537859406,-0.918540730541572,12,-55.0249217299945,135.987731658747,11.2734968468463,2.35939628184007e-05
"8152",-3.17504341062292,0.92779872516886,4.47214771536323,1.30610137227605,NA,-0.181528511162404,NA,-0.763725881749561,-3.36333007273545,-1.56265244756572,1.10797696094284,2.12294074452089,-1.52156612602824,-1.0621878763474,12,-55.02534274536,135.988573689478,11.2743388775775,2.35840314882877e-05
"4801",-0.699050090150396,NA,NA,NA,NA,NA,NA,1.27193035102829,-3.95924829004292,NA,0.138074394390173,NA,NA,-0.809110570528026,5,-62.8171169500849,135.991376757313,11.2771419454122,2.35510008204556e-05
"5410",-3.43192797680893,0.589234132156956,NA,NA,NA,NA,-0.373900250084036,NA,NA,-1.12000671430369,NA,4.5819786741766,NA,-0.672081070681101,6,-61.745473048605,135.993940109186,11.2797052972856,2.35208354046924e-05
"6204",-3.01525497719482,0.702875345052262,4.80899903689198,NA,-1.12177222440244,-0.326352855211762,0.654514246336289,NA,NA,NA,NA,NA,-1.83726294763037,-0.968178159663967,8,-59.5606868213459,135.994100915419,11.2798661035186,2.35189443322479e-05
"1908",-4.70394306061912,0.858385764291976,3.79848344653984,NA,NA,-0.573220030414391,-0.058989555692648,-0.580390724187889,NA,-1.18375769999817,-0.102620473905564,3.43162594282245,NA,NA,9,-58.4489628988169,135.995486773244,11.2812519613433,2.35026530207452e-05
"1536",-3.25474950880148,1.18200134582062,3.8820038724246,0.77193349322595,-0.851831926635268,-0.741450039849727,0.477608318126619,-0.331050573988931,-2.99014817588361,-1.39360185157001,NA,2.20758065135889,NA,NA,11,-56.1846767478953,135.99898312542,11.2847483135199,2.34616021372633e-05
"6939",-2.17579001716155,NA,4.57251688519778,NA,-0.918517634665424,-0.397940710417231,NA,NA,NA,-1.88370955008112,0.751904504690658,NA,-1.51918288918496,-1.11684954681534,8,-59.5633073020075,135.999341876742,11.2851070648418,2.3457394074296e-05
"6459",-2.37079580853229,NA,4.43520826669609,NA,-1.03404157369041,-0.364443062591742,0.898666508906274,NA,NA,-1.43653832808615,NA,NA,-1.46411047705117,-1.03151152098535,8,-59.563637806372,136.000002885471,11.2857680735709,2.34496425841945e-05
"8168",-3.22935511199481,0.926980881052967,4.4263864654239,1.33929986555147,NA,NA,0.133591038704156,-0.793377989752724,-3.38280016290659,-1.54685050950427,1.09471533652649,2.04435291501525,-1.59075165996174,-1.04965590662573,12,-55.0328307262321,136.003549651222,11.2893148393217,2.3408094241051e-05
"1306",-3.39455745366715,0.642271644106471,NA,NA,-0.72825031717277,0.0288997147977236,NA,NA,NA,-1.25170095421038,NA,4.48272685245307,NA,NA,6,-61.7511154381171,136.00522488821,11.2909900763099,2.33884953977254e-05
"1322",-3.37078510670498,0.644114947689575,NA,NA,-0.724861869037602,NA,-0.0402816692260642,NA,NA,-1.25325974512883,NA,4.49787369898923,NA,NA,6,-61.7511408327527,136.005275677481,11.291040865581,2.33879014629506e-05
"6282",0.953284094823975,0.835699729174841,NA,NA,-0.817580987257187,NA,NA,NA,-4.46668649028051,NA,NA,NA,-1.16415819284057,-0.628370877677904,6,-61.75222927841,136.007452568796,11.2932177568957,2.33624588521297e-05
"3537",-2.12299455892216,NA,NA,NA,NA,0.341385197301146,NA,1.01401794508126,-2.43364251522175,-0.853303058436957,NA,2.89968414727147,-1.09397922702879,NA,7,-60.6669284445497,136.00855568428,11.2943208723798,2.33495766600402e-05
"4321",-0.690916874921692,NA,NA,NA,NA,NA,-0.0167823104803961,1.28522645587922,-3.85167001500684,NA,NA,NA,NA,-0.791157659065761,5,-62.8263409137317,136.009824684606,11.2955898727058,2.33347660490069e-05
"4655",-4.50223183003501,NA,4.34095917294504,1.1531839682279,-0.481599449376487,NA,0.880717529975284,NA,NA,NA,-0.287553911553092,NA,NA,-1.28407916173183,7,-60.6678448577551,136.010388510691,11.2961536987906,2.33281886012943e-05
"5394",-3.65970119257483,0.567946780763849,NA,NA,NA,0.227731396642438,NA,NA,NA,-1.09411569468871,NA,4.47225713433543,NA,-0.688984360468307,6,-61.7593465273079,136.021687066592,11.3074522546914,2.31967727316973e-05
"619",-3.60132267037238,NA,4.10733100985244,NA,-0.515737844523397,NA,0.659724581443654,-0.778350161722955,NA,NA,-0.368535262428807,NA,NA,NA,6,-61.7595243038179,136.022042619612,11.3078078077114,2.31926492569374e-05
"3835",-2.97942490588147,NA,3.93586887632436,NA,-0.86920499491961,-0.396620474769686,0.520862006810381,-0.685692596312347,-2.93231262958277,NA,1.09347935601891,2.49775503587493,-1.56555667417503,NA,10,-57.3366763544104,136.023045960354,11.3088111484541,2.31810171099678e-05
"6879",-2.00890245028033,NA,4.61737853920358,1.13333288284973,-0.537078388955031,-0.159165345997835,NA,-0.727957919295718,-3.7729542373087,NA,1.12932315551894,NA,-1.68188901440401,-1.16199647657757,10,-57.3371046005388,136.023902452611,11.3096676407109,2.31710920544733e-05
"3277",-2.56370839118364,NA,NA,0.524297623937,-0.546234524583791,NA,NA,1.23326562632141,-2.41334854867464,NA,NA,3.27103595277938,-1.19259129271142,NA,7,-60.6759887808026,136.026676356786,11.3124415448856,2.31389771360573e-05
"7813",-2.40235287608972,NA,NA,0.716940643457965,NA,NA,NA,NA,-2.85904401339552,NA,0.561843534683821,3.57628785994486,-0.837023602973615,-0.762989356517847,7,-60.6774780611444,136.02965491747,11.3154201055692,2.31045423601608e-05
"7377",-2.32014887430175,NA,NA,NA,NA,0.324211182168907,NA,1.02889614754561,-2.53614129220259,NA,NA,3.05993047808838,-1.02050410118545,-0.633904158192075,7,-60.6779972202981,136.030693235777,11.3164584238765,2.30925505386052e-05
"5518",-1.86324112844076,0.968205230850406,NA,0.521859379015806,-0.55305378554544,NA,NA,NA,-2.98959597897756,-1.0688835162209,NA,3.3200373793361,NA,-0.685947248038025,8,-59.5795586611227,136.031844594973,11.3176097830723,2.30792604541785e-05
"572",-3.49661076071426,1.01907044196872,4.22706126617161,NA,-0.795262585129636,-0.495627645078613,0.529061100478228,NA,NA,NA,-1.27476872159552,NA,NA,NA,7,-60.6793335363544,136.033365867889,11.3191310559891,2.30617122020109e-05
"5623",-3.90870367433529,NA,3.90701824424794,1.18571378148224,NA,-0.532494664706605,0.575432210441825,-0.569366576251339,-2.14420321336843,-0.81556880455044,NA,2.35036511211479,NA,-1.1550749756542,10,-57.3422313955805,136.034156042695,11.3199212307944,2.3052602609697e-05
"6507",-2.30360334814653,NA,4.45206083024018,NA,-0.888384618995711,NA,0.835696359850899,-0.530290069332997,NA,-1.38474830903916,NA,NA,-1.61034082389979,-0.968022068336289,8,-59.5822714669605,136.037270206648,11.3230353947478,2.30167357487248e-05
"7682",-3.39279617551944,0.727543448460603,NA,NA,NA,NA,NA,NA,NA,NA,-0.788290543054375,4.54387646003811,-0.706652209911881,-0.609222980511228,6,-61.7677757769552,136.038545565886,11.3243107539861,2.30020631241533e-05
"6504",-3.63041728751258,0.766867434528634,5.26711809712534,1.45495418269168,NA,NA,0.379012912013174,-0.926468664924717,NA,-1.55723178524293,NA,NA,-1.67181279104675,-1.04809567247973,9,-58.4711036115393,136.039768198688,11.3255333867881,2.29880058828577e-05
"4191",-3.79328106906373,NA,4.76591139036792,1.06579206995173,-0.383161720784329,-0.458893386085729,NA,-0.801802711507334,NA,NA,NA,NA,NA,-1.282222603959,7,-60.6831965291463,136.041091853473,11.3268570415729,2.29727968243079e-05
"1362",-4.34632604586258,0.58504687665431,NA,NA,NA,0.104289978810878,NA,1.19461236769631,NA,-1.26917612058772,NA,4.36910150364029,NA,NA,6,-61.7695720231888,136.042138058354,11.3279032464533,2.29607828407769e-05
"6639",-2.03338092094242,NA,4.25547025644951,1.18317490045181,-0.631862703989213,NA,0.867100071467743,-0.463997496719507,-2.78582301160576,-1.03600600452539,NA,NA,-1.58807403589166,-0.950567163178209,10,-57.3466625674508,136.043018386435,11.328783574535,2.29506785537556e-05
"2916",-2.7325377621713,0.862674796856647,4.61081591144121,NA,NA,NA,0.0723003411252907,-0.753042887398688,NA,-1.32679011976479,-0.390676530659786,NA,-1.6464688173908,NA,8,-59.5851961568179,136.043119586363,11.3288847744627,2.29495172796311e-05
"2900",-2.70237350707069,0.868989970258012,4.59296328912045,NA,NA,0.0329645507030604,NA,-0.754552078601587,NA,-1.32436183607973,-0.392643862256221,NA,-1.66283592135541,NA,8,-59.5863442013816,136.045415675491,11.3311808635901,2.2923185329097e-05
"5944",-5.54037918428152,0.811099098715079,4.15989510399509,1.18435710040706,NA,-0.707484051331633,0.208043366719921,NA,NA,-1.2398145738178,0.0625190637008293,3.47900966535237,NA,-1.29609130131645,10,-57.3481173978927,136.045928047319,11.3316932354188,2.29173134840777e-05
"815",-4.08676342666169,NA,4.12760832368298,0.835680257164361,-0.679764849580582,NA,0.940532102742905,NA,NA,-1.90860352363431,0.369316013114793,NA,NA,NA,7,-60.6857925809204,136.046283957022,11.3320491451212,2.29132355998176e-05
"5638",-4.12278234154176,0.728213527577167,NA,0.668658745794187,NA,NA,NA,NA,NA,NA,-0.780116008551288,4.65528812875157,NA,-0.758156851005937,6,-61.7728817944378,136.048757600852,11.3345227889512,2.28849135261756e-05
"1656",-5.71609904584876,0.929876607683176,3.92966310448159,0.960580142100839,NA,-0.518317608206925,0.113343478710827,-0.63601462615216,NA,NA,-0.633512635836885,3.56961167358404,NA,NA,9,-58.4795670055436,136.056694986697,11.3424601747966,2.27942703183296e-05
"397",0.186139506454612,NA,NA,0.21702516684945,-0.446845780321057,NA,NA,NA,-3.50516239920825,-1.28218886691877,NA,NA,NA,NA,5,-62.851264452447,136.059671762037,11.3454369501365,2.27603688429697e-05
"5449",-3.62723332499284,NA,NA,NA,-0.61084513154619,NA,NA,1.33592079457469,NA,-1.03218086414984,NA,4.06007505241931,NA,-0.717810032841908,6,-61.7802561359152,136.063506283806,11.349271471906,2.27167730836403e-05
"425",0.25298237765259,NA,NA,NA,-0.540529280526233,NA,0.224127845213138,NA,-3.50096496501524,-1.28436058931406,NA,NA,NA,NA,5,-62.8549594165503,136.067061690243,11.352826878343,2.26764252768548e-05
"5884",-3.30807757021567,0.955134579858987,4.051474994976,NA,-0.957412897047574,-0.8842545782655,0.49021279537069,-0.416210520926094,-3.1503652975571,NA,0.516337826521431,2.79182511954027,NA,-1.15501616402279,11,-56.220002642178,136.069634913986,11.3554001020852,2.26472682797913e-05
"2667",-2.79388050799781,NA,4.44522833729133,NA,-0.772727205564753,NA,0.71802562016415,-0.835874495889244,NA,NA,-0.127343111109144,NA,-1.92613074889885,NA,7,-60.6977502379077,136.070199270996,11.3559644590957,2.26408786090359e-05
"2171",-2.8092683560904,NA,4.53676617336226,NA,-0.825378529361033,-0.135255773877195,0.718405048631282,-0.830479718277228,NA,NA,NA,NA,-1.91060881587827,NA,7,-60.6978576267493,136.070414048679,11.356179236779,2.2638447361855e-05
"3346",-3.48864617381412,0.550301028710372,NA,NA,NA,0.404493958994706,NA,NA,NA,-1.08631679501407,NA,4.38385731885896,-0.907875338797844,NA,6,-61.7838119692142,136.070617950404,11.356383138504,2.2636139470268e-05
"4079",-2.9257836257747,NA,4.1689768887456,1.01357044363774,-0.884620757186051,NA,0.680333624971571,-0.900396610411574,-3.17255404453019,-1.96738139706909,1.82771953133507,2.00284909755326,-1.73481298896588,NA,11,-56.2212135184691,136.072056666568,11.3578218546675,2.26198618358265e-05
"8172",-1.97590984292189,0.979547782098564,4.14573099636516,NA,-1.08653467414612,NA,0.409300602500842,-0.469140884388993,-3.47033906423002,-1.72224450084379,1.23951425454767,1.91208905698441,-1.75753399398091,-0.903391786441082,12,-55.0671955326875,136.072279264133,11.3580444522324,2.26173444128405e-05
"5980",-4.13973284674242,0.840171328834974,4.15709500817768,NA,-0.933860813667987,-1.02967570001939,NA,-0.300203057930133,NA,-1.42359446829351,0.365832964071248,3.53413821111304,NA,-1.18747830534819,10,-57.3613947396338,136.072482730801,11.358247918901,2.26150435920177e-05
"1585",-3.96585419036088,NA,NA,NA,NA,0.217678090969795,-0.163540665753464,NA,NA,NA,-0.235519511779045,4.38107977743606,NA,NA,5,-62.8589691491188,136.075081155381,11.3608463434801,2.25856809277515e-05
"6591",-2.07762411776954,NA,4.18546672786155,1.13490164298078,-0.735777359124879,-0.202192158078061,0.895427929320461,NA,-2.80569872037257,-1.06446452182391,NA,NA,-1.51365714718901,-0.986091056017278,10,-57.3628098283898,136.075312908313,11.3610780964129,2.25830639304816e-05
"7419",-2.71878574313497,NA,3.77542788211413,NA,-0.789323547093516,-0.512294436763449,0.737022973809176,-0.345884382523693,-2.23777105263935,NA,NA,2.32893565997307,-1.26330029973714,-0.95610979967777,10,-57.3636094008671,136.076912053268,11.3626772413677,2.25650143510431e-05
"7317",-2.34158002390777,NA,NA,0.750719494773056,NA,0.494811514536167,NA,NA,-2.49983176599081,NA,NA,3.20932610878552,-1.05671596172138,-0.653519391069038,7,-60.7013320174956,136.077362830172,11.3631280182715,2.25599290304986e-05
"7664",-2.79008743605854,1.23614925104807,4.13036410164083,1.16005876129787,-0.816746046470394,NA,0.522372231032194,-0.361234711077601,-2.98998571094271,-1.13356686839497,NA,1.82752184481048,-1.74494765269962,-0.875180733585098,12,-55.0699279127315,136.077744024221,11.3635092123204,2.25556295848973e-05
"3842",-3.27082157951476,0.672993801019499,NA,NA,NA,NA,NA,NA,NA,-0.858011119240693,-0.508988239859101,4.4427623673339,-0.788607324738537,NA,6,-61.7876464557497,136.078286923475,11.364052111575,2.25495076985829e-05
"6236",-2.64531494984862,0.728388428250371,4.95490447441491,NA,-0.858919362031972,-0.204293233649024,NA,-0.689641081634692,NA,NA,NA,NA,-1.86743152388816,-0.915645906664158,8,-59.6028536052367,136.078434483201,11.3641996713002,2.25478440603747e-05
"4294",-0.920672142375057,0.830371204513237,NA,0.453040395131236,NA,NA,NA,1.48434248620094,-4.61928893604715,NA,NA,NA,NA,-0.871111899213588,6,-61.7890584698682,136.081110951712,11.3668761398121,2.2517689944192e-05
"6139",-2.6744893507897,NA,4.38224875415954,NA,-1.24014705768162,-1.05845913870636,0.743165708285606,-0.606460373636443,-3.15482410533656,-2.05480602923657,2.07541339356207,2.44129567737167,NA,-1.26586751565041,11,-56.2263295448952,136.08228871942,11.3680539075195,2.25044335437836e-05
