"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_W","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"132",-2.49907532931869,1.04317366492041,3.7219697041363,NA,NA,NA,NA,NA,-4.08483312258466,NA,NA,NA,NA,NA,4,-58.2387742106839,124.7142348119,0,0.00661926284458688
"2180",-1.83553157249496,1.1280827170692,4.05010412768286,NA,NA,NA,NA,NA,-3.98674615092688,NA,NA,NA,-1.80870948237599,NA,5,-57.2869118383516,124.930966533846,0.216731721945692,0.00593945958330704
"1156",-3.85531631060182,1.05714109015525,3.29642177367167,NA,NA,NA,NA,NA,-3.15657281518413,NA,NA,2.45259933308666,NA,NA,5,-57.3480543933635,125.05325164387,0.339016831969488,0.00558718506967762
"388",-2.00221563250124,1.17186840664233,3.67963674078607,NA,NA,NA,NA,NA,-3.80054605407833,-1.54961666439149,NA,NA,NA,NA,5,-57.4787756962723,125.314694249688,0.600459437787165,0.00490254418635981
"131",-2.40499231733833,NA,3.42734115750392,NA,NA,NA,NA,NA,-3.31063836292714,NA,NA,NA,NA,NA,3,-59.640761276464,125.422699023516,0.708464211615862,0.00464481667890821
"3204",-3.14495626932283,1.12942295732107,3.62922647311443,NA,NA,NA,NA,NA,-3.15817912870199,NA,NA,2.27168385071086,-1.65502480215592,NA,6,-56.55333463639,125.609663284756,0.895428472855642,0.00423028672538308
"4228",-2.238379232782,1.05286925472534,3.83122419862233,NA,NA,NA,NA,NA,-4.03582568729204,NA,NA,NA,NA,-1.01243502299344,5,-57.6746150648308,125.706372986804,0.992138174903985,0.00403059869111951
"1155",-3.70628258386026,NA,3.02859520883312,NA,NA,NA,NA,NA,-2.43573735651841,NA,NA,2.36244247462368,NA,NA,4,-58.7983058999368,125.833298190406,1.11906337850577,0.0037827540224456
"2436",-1.4367984704169,1.22128328509579,3.98483998387501,NA,NA,NA,NA,NA,-3.78394308847452,-1.36537542552515,NA,NA,-1.65480513251564,NA,6,-56.7069141340519,125.91682228008,1.20258746817956,0.00362803172563687
"2179",-1.77266420875555,NA,3.63805710772436,NA,NA,NA,NA,NA,-3.17065207407662,NA,NA,NA,-1.60086941902134,NA,4,-58.88025672145,125.997199833433,1.28296502153219,0.00348511659607108
"5252",-3.61399859066174,1.06368728611544,3.41681026641251,NA,NA,NA,NA,NA,-3.06789870861121,NA,NA,2.44737430312493,NA,-1.01636810954085,6,-56.7954664656722,126.09392694332,1.3796921314201,0.00332057494871008
"1027",-5.26193348742497,NA,3.12051510442208,NA,NA,NA,NA,NA,NA,NA,NA,3.39502999713255,NA,NA,3,-59.9989526458095,126.139081762207,1.4248469503068,0.00324644494907114
"2184",-2.50828473838031,1.14008968169292,4.25260114051133,1.12559763773954,NA,NA,NA,NA,-3.95970963663364,NA,NA,NA,-1.96109778738433,NA,6,-56.8875910565594,126.278176125095,1.56394131319443,0.00302833618357189
"2188",-1.32556818476528,1.22049954661554,4.07084523794542,NA,-0.887354784133472,NA,NA,NA,-3.97673111436496,NA,NA,NA,-2.06512109365786,NA,6,-56.8950014835768,126.29299697913,1.57876216722934,0.00300597786396317
"1412",-3.21969513955315,1.13743643695872,3.30579836071263,NA,NA,NA,NA,NA,-3.09096197681361,-1.22709864310576,NA,2.05818183074337,NA,NA,6,-56.8976942665547,126.298382545085,1.58414773318503,0.00299789430645688
"6276",-1.68523953087565,1.12012079905445,4.13434965627486,NA,NA,NA,NA,NA,-3.972423216669,NA,NA,NA,-1.6478004908134,-0.839071062483119,6,-56.9206076025205,126.344209217017,1.62997440511657,0.00292998354920969
"136",-3.03742113526175,1.04183089636558,3.8458291166627,0.849820591798996,NA,NA,NA,NA,-4.08554154217577,NA,NA,NA,NA,NA,5,-57.9943493733295,126.345841603802,1.63160679190149,0.00292759309166734
"4227",-2.16786882390328,NA,3.56228373306525,NA,NA,NA,NA,NA,-3.23672299137823,NA,NA,NA,NA,-1.01867748556683,4,-59.0735645711612,126.383815532855,1.66958072095461,0.00287253136715089
"140",-2.23570277705705,1.08818554677563,3.69822089621233,NA,-0.556264026765911,NA,NA,NA,-4.07056304382983,NA,NA,NA,NA,NA,5,-58.0652080883388,126.48755903382,1.77332422192002,0.00272732670365277
"1028",-5.70671112912953,0.754051441744003,3.37184200608918,NA,NA,NA,NA,NA,NA,NA,NA,3.65412926899832,NA,NA,4,-59.1732130702122,126.583112530957,1.86887771905656,0.00260008763814709
"387",-2.01112471793049,NA,3.37699028672474,NA,NA,NA,NA,NA,-3.03460852592003,-1.20034529045863,NA,NA,NA,NA,4,-59.1737912998691,126.584268990271,1.8700341783703,0.00259858462494952
"4484",-1.84381569251073,1.1696870493947,3.81199919914634,NA,NA,NA,NA,NA,-3.72236125245567,-1.43242953507016,NA,NA,NA,-0.909876755287847,6,-57.0456623886517,126.59431878928,1.88008397737913,0.00258555975010509
"3203",-3.04237608466551,NA,3.25712404789383,NA,NA,NA,NA,NA,-2.39901938039561,NA,NA,2.2040638877714,-1.45585771784451,NA,5,-58.1713699691933,126.699882795529,1.98564798362909,0.00245262779499985
"196",-2.34121391239402,1.0340457214847,3.92797663590028,NA,NA,NA,NA,-0.546857008567525,-4.02545683338381,NA,NA,NA,NA,NA,5,-58.1875551796399,126.732253216423,2.01801840452222,0.00241325101829422
"1160",-4.38964118648289,1.05089526977368,3.4104494816956,0.839919748176327,NA,NA,NA,NA,-3.14146927845624,NA,NA,2.45922863453767,NA,NA,6,-57.1156019415713,126.734197895119,2.01996308321822,0.0024109056597995
"148",-2.44049059778012,1.03872485980527,3.82878129269661,NA,NA,-0.219669545756438,NA,NA,-4.08033147002594,NA,NA,NA,NA,NA,5,-58.2164776872338,126.79009823161,2.07586341971,0.00234445344236094
"644",-2.44952661419276,1.10162256113595,3.69026245671499,NA,NA,NA,NA,NA,-3.97296397037257,NA,-0.218680173937877,NA,NA,NA,5,-58.2230183286239,126.803179514391,2.08894470249018,0.00232916925183138
"164",-2.52961861059736,1.03825138863257,3.72724249602988,NA,NA,NA,0.0665796422449896,NA,-4.08414957101227,NA,NA,NA,NA,NA,5,-58.2373938284394,126.831930514022,2.11769570212135,0.00229592579780666
"5251",-3.48734149491113,NA,3.19497661880221,NA,NA,NA,NA,NA,-2.33640174448072,NA,NA,2.34379146306767,NA,-1.02418787504597,5,-58.2460636044043,126.849270065951,2.135035254051,0.00227610667333422
"5123",-4.97765203343705,NA,3.34718812348151,NA,NA,NA,NA,NA,NA,NA,NA,3.33165197384196,NA,-1.14092209268756,4,-59.3089376650356,126.854561720604,2.14032690870344,0.00227009244791
"392",-2.57297243517108,1.18887259940458,3.81292377732016,0.939568568086531,NA,NA,NA,NA,-3.80987485069258,-1.61390929407327,NA,NA,NA,NA,6,-57.1897277755445,126.882449563065,2.16821475116467,0.00223865812580647
"1164",-3.58907923748673,1.10341476551473,3.27755962745902,NA,-0.511389369579619,NA,NA,NA,-3.14993222590422,NA,NA,2.40289940288845,NA,NA,6,-57.2008893413798,126.904772694736,2.19053788283519,0.00221381012501526
"3075",-4.57601102172636,NA,3.38032652191096,NA,NA,NA,NA,NA,NA,NA,NA,3.19723822327392,-1.46781701589861,NA,4,-59.3507675972924,126.938221585117,2.22398677321689,0.00217709326926363
"396",-1.66001987687275,1.24289040723224,3.65409399384787,NA,-0.676219104961774,NA,NA,NA,-3.77973320652753,-1.62459462173315,NA,NA,NA,NA,6,-57.2277113593861,126.958416730748,2.24418191884791,0.00215522052809625
"1172",-3.82515345994057,1.05119342502688,3.50235093665361,NA,NA,-0.467782468316703,NA,NA,-3.10357660926295,NA,NA,2.62547521132234,NA,NA,6,-57.248193198358,126.999380408692,2.28514559679157,0.00211152664134291
"2244",-1.71144879321206,1.11906062844662,4.23006584411873,NA,NA,NA,NA,-0.461576018115719,-3.93164270565403,NA,NA,NA,-1.80004765336436,NA,6,-57.2521033464698,127.007200704916,2.29296589301532,0.00210328638025271
"7300",-3.02213815448272,1.12017459007341,3.72045704700604,NA,NA,NA,NA,NA,-3.09187851329733,NA,NA,2.30454014259329,-1.50282789399185,-0.869434266591707,7,-56.1665416394351,127.007782074051,2.2935472621506,0.00210267507621327
"135",-2.94546588464642,NA,3.57468292612664,0.820378309157428,NA,NA,NA,NA,-3.29670126218555,NA,NA,NA,NA,NA,4,-59.3965084455676,127.029703281668,2.31546846976737,0.00207975432983968
"2196",-1.85945721057972,1.13486532173891,3.9783024105976,NA,NA,0.183647123182148,NA,NA,-3.99726173423242,NA,NA,NA,-1.87701740267335,NA,6,-57.2725476208981,127.048089253772,2.33385444187185,0.00206072278966607
"3208",-3.78019863632392,1.13540445424212,3.82392148842506,1.08827306691293,NA,NA,NA,NA,-3.12917011637277,NA,NA,2.24320059448771,-1.79815804653736,NA,7,-56.1872266255621,127.049152046305,2.33491723440449,0.00205962802017369
"4232",-2.90318925041231,1.04806878861137,4.00813830085575,1.10854420389311,NA,NA,NA,NA,-4.03123776640223,NA,NA,NA,NA,-1.15751550773443,6,-57.2763826808914,127.055759373759,2.34152456185853,0.00205283492901514
"2212",-1.80375805354591,1.13326734939114,4.04762874748767,NA,NA,NA,-0.0660150855966399,NA,-3.9887181584712,NA,NA,NA,-1.81471320064806,NA,6,-57.2855674406886,127.074128893353,2.35989408145294,0.00203406645718347
"2692",-1.83213484216965,1.13248463754761,4.04705160603805,NA,NA,NA,NA,NA,-3.9783369409635,NA,-0.0172438846366079,NA,-1.80663950200229,NA,6,-57.2868098132067,127.076613638389,2.36237882648896,0.00203154095804746
"3460",-2.61770342364637,1.18749000327364,3.62002673127403,NA,NA,NA,NA,NA,-3.12111463685746,-1.08587098705169,NA,1.94164607737323,-1.56295559181285,NA,7,-56.2041134245181,127.082925644217,2.36869083231659,0.00202513951566312
"1220",-3.68910501787582,1.04826974822995,3.49380555372613,NA,NA,NA,NA,-0.56240174222177,-3.10544427052669,NA,NA,2.46546932930679,NA,NA,6,-57.2948974484102,127.092788908796,2.37855409689607,0.00201517685850911
"3212",-2.61821018852007,1.22247177673062,3.6633116753165,NA,-0.824247801618775,NA,NA,NA,-3.16809414762336,NA,NA,2.17491528886767,-1.90833207110934,NA,7,-56.2116218658425,127.097942526866,2.38370771496527,0.00200999081716247
"2444",-0.826413377440879,1.34243429529854,4.01109339578815,NA,-0.998188831998576,NA,NA,NA,-3.76571593617401,-1.47222865569525,NA,NA,-1.95127899519278,NA,7,-56.2168555314604,127.108409858102,2.39417504620114,0.00199949867745514
"3076",-5.01089268341603,0.821839540602952,3.71357510588814,NA,NA,NA,NA,NA,NA,NA,NA,3.45870952662985,-1.61851351609309,NA,5,-58.3965978523177,127.150338561778,2.43610374987782,0.00195801682305177
"643",-2.57333348782747,NA,3.57467526907292,NA,NA,NA,NA,NA,-3.73649143324447,NA,0.618884217406648,NA,NA,NA,4,-59.4722659992911,127.181218389115,2.46698357721431,0.00192801740253775
"1668",-3.87526656737474,1.04332535248659,3.30288440072586,NA,NA,NA,NA,NA,-3.18017711663977,NA,0.0543206910515679,2.46574875446471,NA,NA,6,-57.3471014574748,127.197196926926,2.48296211502529,0.00191267532066821
"1188",-3.85457872586046,1.05729909291377,3.29627976364705,NA,NA,NA,-0.00176746622519003,NA,-3.15651962733021,NA,NA,2.45267679372313,NA,NA,6,-57.3480534104813,127.199100832939,2.48486602103824,0.00191085541001842
"2440",-2.12244020652576,1.25055032231151,4.19466506830583,1.19121331802444,NA,NA,NA,NA,-3.77177598256349,-1.42959681879405,NA,NA,-1.8124084216385,NA,7,-56.2709002932092,127.216499381599,2.5022645696988,0.00189430444965115
"900",-2.04614571753304,1.02322417702261,3.76500544717156,NA,NA,NA,NA,NA,-4.05859215688835,-1.89911997744087,0.661874804004366,NA,NA,NA,6,-57.3645207742205,127.232035560417,2.51780074851662,0.00187964632982102
"899",-2.12633474618553,NA,3.67598697222151,NA,NA,NA,NA,NA,-3.79775426738084,-2.08161706007445,1.45804213875298,NA,NA,NA,5,-58.4520035504695,127.261149958082,2.54691514618141,0.00185248214140901
"5124",-5.42324631141856,0.771606914072363,3.57105211270943,NA,NA,NA,NA,NA,NA,NA,NA,3.62617605201242,NA,-1.15431828954935,5,-58.4530100312549,127.263162919653,2.54892810775237,0.00185061859169903
"6275",-1.62656973293287,NA,3.75614853503796,NA,NA,NA,NA,NA,-3.13573240731428,NA,NA,NA,-1.46293484744063,-0.890525196951019,5,-58.464537328195,127.286217513533,2.57198270163255,0.00182940844436688
"195",-2.18985446864689,NA,3.66676663847623,NA,NA,NA,NA,-0.687387772218345,-3.25836410026411,NA,NA,NA,NA,NA,4,-59.5589810569248,127.354648504382,2.64041369248167,0.00176787306306052
"1667",-4.04761788696752,NA,3.20039815750089,NA,NA,NA,NA,NA,-2.94180576885647,NA,0.836305310629126,2.56336727642548,NA,NA,5,-58.4990280560953,127.355198969333,2.640964157433,0.00176738655393534
"139",-2.24006610907351,NA,3.41475169681373,NA,-0.352295924108355,NA,NA,NA,-3.28432180147493,NA,NA,NA,NA,NA,4,-59.5654827219702,127.367651834473,2.6534170225725,0.00175641622916816
"2435",-1.44472550265023,NA,3.57896021433865,NA,NA,NA,NA,NA,-2.97295200711835,-1.06973643788855,NA,NA,-1.50596422694358,NA,5,-58.5162721078797,127.389687072902,2.67545226100181,0.00173717091740972
"404",-1.9209126461224,1.16953964648879,3.81283567641276,NA,NA,-0.275323567374328,NA,NA,-3.79910646393403,-1.56688715201949,NA,NA,NA,NA,6,-57.4433756489657,127.389745309907,2.67551049800699,0.00173712033433032
"452",-1.87022984870585,1.16208234405718,3.84688714140143,NA,NA,NA,NA,-0.455043350957526,-3.76285734018407,-1.53040896236052,NA,NA,NA,NA,6,-57.4444501774852,127.391894366946,2.67765955504601,0.00173525475147975
"2183",-2.41824800240997,NA,3.85357503824548,1.02772582081335,NA,NA,NA,NA,-3.11935879867674,NA,NA,NA,-1.72379882719267,NA,5,-58.5192498966534,127.39564265045,2.68140783854936,0.00173200568365804
"1411",-3.24861179433549,NA,3.01864012559021,NA,NA,NA,NA,NA,-2.3300638104882,-0.938416024734711,NA,2.11736164941831,NA,NA,5,-58.526590182883,127.410323222909,2.6960884110084,0.00171933881229355
"163",-2.59773941746492,NA,3.48277488281444,NA,NA,NA,0.385829272094909,NA,-3.3239387005438,NA,NA,NA,NA,NA,4,-59.5936273169051,127.423941024343,2.70970621244237,0.00170767176996296
"147",-2.31655135272657,NA,3.54927844620005,NA,NA,-0.284695662055277,NA,NA,-3.31544766869898,NA,NA,NA,NA,NA,4,-59.6028525085648,127.442391407662,2.72815659576173,0.0016919906126449
"1159",-4.28197869936495,NA,3.15937848017378,0.842668071415388,NA,NA,NA,NA,-2.39289528216215,NA,NA,2.40580126551305,NA,NA,5,-58.5465885301942,127.450319917531,2.73608510563079,0.00168529640804315
"420",-2.03935262610541,1.16552355685424,3.68698455908677,NA,NA,NA,0.0795240943435538,NA,-3.79883198413713,-1.54993042983427,NA,NA,NA,NA,6,-57.4768012934495,127.456596598875,2.74236178697466,0.0016800156645019
"6532",-1.33109291399305,1.21397817795641,4.10049999105843,NA,NA,NA,NA,NA,-3.73164479733531,-1.31352679231272,NA,NA,-1.54705822466917,-0.788601914147929,7,-56.391929055995,127.458556907171,2.74432209527028,0.00167836979691368
"6280",-2.43327531290642,1.12523007692455,4.37078143296034,1.27248806422741,NA,NA,NA,NA,-3.94549283874135,NA,NA,NA,-1.76610394658001,-0.962574583504265,7,-56.4174222321044,127.509543259389,2.79530844748911,0.001636123602902
"4236",-1.9835377618125,1.09325326917326,3.80498587714844,NA,-0.548910941825831,NA,NA,NA,-4.01160846465467,NA,NA,NA,NA,-1.00308767610914,6,-57.5090434231209,127.521080858218,2.80684604631737,0.00162671230606188
"5256",-4.26110803098714,1.05499727907388,3.58628840437585,1.08654597779454,NA,NA,NA,NA,-3.04971579340201,NA,NA,2.43403054629508,NA,-1.1519232391056,7,-56.4241019487931,127.522902692767,2.80866788086657,0.00162523118041538
"1283",-4.67629332063545,NA,3.09526836155526,NA,NA,NA,NA,NA,NA,-1.05420431827056,NA,3.08523051638032,NA,NA,4,-59.6469709844633,127.530628359459,2.81639354755866,0.00161896529304732
"5508",-3.09010467398065,1.13221311539323,3.43625075761953,NA,NA,NA,NA,NA,-2.98064288316383,-1.09424636877903,NA,2.09369240825279,NA,-0.933455946990432,7,-56.4491961608676,127.573091116916,2.85885630501546,0.00158495475068747
"2691",-1.95928628489337,NA,3.85404157621121,NA,NA,NA,NA,NA,-3.67893741968396,NA,0.769612425739112,NA,-1.69794149954169,NA,5,-58.6196529948628,127.596448846869,2.88221403496817,0.00156655194924888
"1031",-5.8722698975554,NA,3.26092246078898,0.920142627058794,NA,NA,NA,NA,NA,NA,NA,3.44731080345041,NA,NA,4,-59.6804875268025,127.597661444137,2.88342663223708,0.00156560243881378
"4231",-2.84907286406718,NA,3.78352400078064,1.08706197642877,NA,NA,NA,NA,-3.21491349641504,NA,NA,NA,NA,-1.17563061693394,5,-58.6648833025329,127.686909462209,2.97267465030838,0.00149727484504961
"3268",-3.00964815297138,1.11935796351735,3.80538237231241,NA,NA,NA,NA,-0.493895298709273,-3.10606978931586,NA,NA,2.28792846877743,-1.64574493788218,NA,7,-56.5138012289028,127.702301252986,2.98806644108591,0.00148579620035184
"1171",-3.64014095185747,NA,3.22668983722993,NA,NA,-0.494241880245453,NA,NA,-2.40598922970374,NA,NA,2.51963195877623,NA,NA,5,-58.6847084733728,127.726559803888,3.01232499198804,0.00146788342308749
"1284",-5.03272300672238,0.821381555688251,3.36438919770166,NA,NA,NA,NA,NA,NA,-1.24547429866732,NA,3.27017063895412,NA,NA,5,-58.6890409929101,127.735224842963,3.02099003106272,0.00146153754622256
"4292",-2.07708277802812,1.05086973107202,4.0345941785429,NA,NA,NA,NA,-0.540561868594278,-3.99194888995216,NA,NA,NA,NA,-1.01282096693238,6,-57.625130965048,127.753255942072,3.03902113017166,0.00144842020093529
"3716",-3.20995881049412,1.08160769771656,3.6589410021831,NA,NA,NA,NA,NA,-3.242221191419,NA,0.195573693526405,2.31442758501761,-1.67334724420582,NA,7,-56.5404844799947,127.75566775517,3.04143294326964,0.00144667459426009
"2187",-1.45484377090222,NA,3.64276792270803,NA,-0.565712298443702,NA,NA,NA,-3.12695557969787,NA,NA,NA,-1.73963869386835,NA,5,-58.7021624032773,127.761467663697,3.04723285179703,0.00144248538130112
"4483",-1.86291132052045,NA,3.53338432792014,NA,NA,NA,NA,NA,-2.94631013788569,-1.08272823214006,NA,NA,NA,-0.944686540878541,5,-58.7038355860245,127.764814029192,3.05057921729157,0.00144007385767041
"4244",-2.15454368848238,1.04693101598859,3.98067655580489,NA,NA,-0.297128563472318,NA,NA,-4.03243337958151,NA,NA,NA,NA,-1.03030925585736,6,-57.6340344791216,127.771062970219,3.05682815831877,0.00143558141127758
"3236",-3.09168286344497,1.14050067001685,3.6247454144397,NA,NA,NA,-0.120400588543471,NA,-3.15719923088604,NA,NA,2.27621648363923,-1.66574707412261,NA,7,-56.5488253115905,127.772349418362,3.05811460646143,0.00143465830767054
"3220",-3.15301774424765,1.12642433276787,3.65707399603035,NA,NA,-0.0846996153011078,NA,NA,-3.14451547008288,NA,NA,2.30554078536725,-1.62110134563171,NA,7,-56.5503760667856,127.775450928752,3.06121611685145,0.00143243522801853
"2948",-1.47535551773314,1.05531964025916,4.09762712638231,NA,NA,NA,NA,NA,-4.07920974449145,-1.75983867594817,0.752404934733541,NA,-1.69854433719219,NA,7,-56.5522888123225,127.779276419826,3.06504160792527,0.00142969796260987
"1219",-3.48457888454429,NA,3.25844097616484,NA,NA,NA,NA,-0.668597509606697,-2.40393032007122,NA,NA,2.35462049239314,NA,NA,5,-58.7240990554888,127.80534096812,3.09110615622005,0.00141118663118273
"6284",-1.22032466086585,1.20044148558419,4.14961931681114,NA,-0.841129678868922,NA,NA,NA,-3.94639287201415,NA,NA,NA,-1.89161051142821,-0.790887900661677,7,-56.5715730802557,127.817844955692,3.10361014379171,0.00140239142357407
"4260",-2.29806291948601,1.04562629502479,3.84298704637264,NA,NA,NA,0.133147973256055,NA,-4.03679005496431,NA,NA,NA,NA,-1.01790185975256,6,-57.6692143439406,127.841422699857,3.12718788795695,0.00138595587908473
"1163",-3.54884362146708,NA,3.01645085005586,NA,-0.291175643494854,NA,NA,NA,-2.41958744085747,NA,NA,2.32620424131314,NA,NA,5,-58.7467254514288,127.850593760001,3.13635894810015,0.00137961508578315
"4740",-2.2432394113431,1.04593375884997,3.835595966981,NA,NA,NA,NA,NA,-4.04957193458581,NA,0.0260365871597215,NA,NA,-1.0161650985044,6,-57.6744041710169,127.85180235401,3.13756754210945,0.00137878164036889
"1187",-3.89446393394185,NA,3.08723595122556,NA,NA,NA,0.380573316075482,NA,-2.46262344031225,NA,NA,2.36452663993584,NA,NA,5,-58.7516584829887,127.86045982312,3.14622501121987,0.00137282615978489
"4739",-2.35861426553198,NA,3.78097993919763,NA,NA,NA,NA,NA,-3.8369966032857,NA,0.842623333499385,NA,NA,-1.14304735952272,5,-58.7776770645773,127.912496986297,3.198262174397,0.00133756784504495
"2947",-1.55116036790691,NA,3.94226265579466,NA,NA,NA,NA,NA,-3.79003022961463,-1.96643229701378,1.52871517862035,NA,-1.599212655533,NA,6,-57.7109209759645,127.924835963905,3.21060115200463,0.00132934113858145
"1416",-3.76864652918886,1.14767119898159,3.43374939841425,0.915568770556336,NA,NA,NA,NA,-3.08765187983757,-1.29281550933949,NA,2.04492133401167,NA,NA,7,-56.6269767455614,127.928652286304,3.21441747440315,0.0013268069599798
"2192",-1.97101562256381,1.20843406792643,4.23835083132671,0.92991727988465,-0.738955466128024,NA,NA,NA,-3.95921240267249,NA,NA,NA,-2.1350346613848,NA,7,-56.6328383709455,127.940375537072,3.22614072517125,0.00131905246380209
"1043",-5.17548694295656,NA,3.35410718971308,NA,NA,-0.543137180685652,NA,NA,NA,NA,NA,3.54738117515862,NA,NA,4,-59.8540499516065,127.944786293746,3.23055148184518,0.00131614665944982
"4488",-2.51650575372282,1.18098373335741,3.9899944983398,1.13007558986158,NA,NA,NA,NA,-3.72555248111581,-1.46427317651023,NA,NA,NA,-1.03703747557348,7,-56.6407426587193,127.956184112619,3.24194930071891,0.00130866739091137
"2243",-1.56774441493301,NA,3.87581165229697,NA,NA,NA,NA,-0.669578440070681,-3.11311343964162,NA,NA,NA,-1.60296809889019,NA,5,-58.8053852482943,127.967913353731,3.25367854183109,0.00130101501430496
"7171",-4.42166514871177,NA,3.57590444331348,NA,NA,NA,NA,NA,NA,NA,NA,3.1862634085252,-1.31027118189776,-1.02622110825856,5,-58.8132091279009,127.983561112945,3.26932630104437,0.0012908757453975
"7299",-2.92085203912292,NA,3.4011258261048,NA,NA,NA,NA,NA,-2.32349878080666,NA,NA,2.22107906972456,-1.33090753819227,-0.918511836394153,6,-57.7408698821053,127.984733776187,3.27049896428623,0.00129011908597763
"5268",-3.57719138251947,1.05418815794806,3.6679781409889,NA,NA,-0.548903402585332,NA,NA,-2.99862052616052,NA,NA,2.65515402729108,NA,-1.05035815989843,7,-56.6585597632465,127.991818321674,3.27758350977339,0.00128555721676596
"5260",-3.35655237936846,1.10572659976542,3.39771698843691,NA,-0.492972550944105,NA,NA,NA,-3.06033275158397,NA,NA,2.39031106043687,NA,-1.00220028208021,7,-56.6618891525117,127.998477100204,3.28424228830379,0.00128128421356129
"1923",-3.42305944277718,NA,3.31413934665866,NA,NA,NA,NA,NA,-3.11930409789914,-1.78422014673019,1.49299455482973,2.20203020322653,NA,NA,6,-57.7604837709444,128.023961553865,3.30972674196445,0.00126506137651298
"1091",-4.96282820816746,NA,3.40754079947162,NA,NA,NA,NA,-0.819165498171316,NA,NA,NA,3.35504737686841,NA,NA,4,-59.8952187365469,128.027123863626,3.31288905172599,0.00126306269906874
"5127",-5.69679031234609,NA,3.56409826114137,1.14756220327456,NA,NA,NA,NA,NA,NA,NA,3.35842025099502,NA,-1.27807305633081,5,-58.8354909591241,128.028124775391,3.31388996349065,0.00126243075005572
"2500",-1.33201931410029,1.21254598419286,4.13025442189222,NA,NA,NA,NA,-0.384357155262425,-3.74673761685641,-1.35103384228596,NA,NA,-1.64839483588171,NA,7,-56.6833123005677,128.041323396316,3.32708858441572,0.0012541270072234
"5763",-3.88603205490727,NA,3.44518414197108,NA,NA,NA,NA,NA,-3.00165575396326,NA,1.07653909282055,2.60564094360604,NA,-1.18956071381556,6,-57.7779953922082,128.058984796392,3.34474998449198,0.00124310094339612
"1420",-2.8594531487188,1.20583383654951,3.29117828877071,NA,-0.610986705399911,NA,NA,NA,-3.09250307178614,-1.3046713235016,NA,1.96828540588487,NA,NA,7,-56.6927293056146,128.06015740641,3.34592259450946,0.00124237232070508
"2211",-1.92971986946705,NA,3.67381882910248,NA,NA,NA,0.299277993864264,NA,-3.17473457545518,NA,NA,NA,-1.58031630334924,NA,5,-58.851937447222,128.061017751587,3.34678293968653,0.00124183800112102
"2452",-1.45352707462955,1.22359496131316,3.94408263253356,NA,NA,0.106704925700892,NA,NA,-3.78863765580535,-1.35612952696012,NA,NA,-1.69749019497723,NA,7,-56.7020463357116,128.078791466604,3.36455665470345,0.00123085085666027
"3715",-3.39253998970317,NA,3.49214143121705,NA,NA,NA,NA,NA,-2.96432478620047,NA,0.943698774473583,2.40383991425055,-1.54904049188317,NA,6,-57.7889071891537,128.080808390284,3.36657357838314,0.00122961021621521
"2468",-1.39739099849409,1.22793692998766,3.98121095907191,NA,NA,NA,-0.0785188473925391,NA,-3.78650655821973,-1.36624939026615,NA,NA,-1.66387827010309,NA,7,-56.7050124817705,128.084723758722,3.37048894682138,0.00122720538241989
"1035",-5.05835570415025,NA,3.08537807397512,NA,-0.34079322158356,NA,NA,NA,NA,NA,NA,3.35550163115739,NA,NA,4,-59.9257591111244,128.088204612781,3.37396980088093,0.0012250713785789
"1032",-6.28574640326641,0.74332691826171,3.49899022329313,0.902856675602852,NA,NA,NA,NA,NA,NA,NA,3.68451775194681,NA,NA,5,-58.8783666873098,128.113876231763,3.39964141986212,0.00120944708549416
"2195",-1.78263317388147,NA,3.61755400572259,NA,NA,0.057745962328614,NA,NA,-3.17038887979167,NA,NA,NA,-1.62151859346908,NA,5,-58.8788248778604,128.114792612864,3.40055780096327,0.00120889305520358
"3207",-3.69557177222086,NA,3.45384182042594,1.02434732748862,NA,NA,NA,NA,-2.33057883358902,NA,NA,2.22594644446971,-1.57161739270677,NA,6,-57.8184850641323,128.139964140241,3.4257293283402,0.00119377355767632
"3079",-5.25104290575065,NA,3.60084524886882,1.12422710353364,NA,NA,NA,NA,NA,NA,NA,3.20941538213709,-1.61295947170037,NA,5,-58.9028300254348,128.162802908013,3.44856809611215,0.00118021893914036
"4995",-1.98456072126447,NA,3.9234395496178,NA,NA,NA,NA,NA,-3.79523911400493,-2.02361476409671,1.61977638259921,NA,NA,-1.10754738876333,6,-57.8309792947755,128.164952601527,3.45071778962662,0.00117895106614745
"5316",-3.44811417648927,1.06048147531269,3.60046334372355,NA,NA,NA,NA,-0.536647119876919,-3.03209555402431,NA,NA,2.4575971648754,NA,-1.01231698671451,7,-56.7473356018388,128.169369998858,3.45513518695799,0.00117634999205259
"1924",-3.30052097520283,0.974033173468612,3.39545562683644,NA,NA,NA,NA,NA,-3.37442333926634,-1.59443346379066,0.732790869340288,2.11028275940431,NA,NA,7,-56.7564073585481,128.187513512277,3.4732787003766,0.00116572668998081
"1059",-5.39376614304386,NA,3.16641331319874,NA,NA,NA,0.248618827430907,NA,NA,NA,NA,3.39111011580169,NA,NA,4,-59.9781840334406,128.193054457414,3.47881964551334,0.00116250154581361
