"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"3805",0.76494111400004,NA,NA,0.824100367943081,-0.757088804247269,-1.45390520777931,NA,3.35038257253546,-4.19602472600692,NA,-0.900313238362189,-0.0420843538032844,-0.071487252795698,9,-96.8078424366019,212.700022222601,25.2110466038907,5.48059743713309e-08
"4081",0.338988744161112,NA,NA,NA,NA,-1.69847662933767,0.895479525962828,3.54821412865451,-4.35329525671557,0.749418935453156,-1.65937663368079,0.0112075542574475,-0.0951281382134436,9,-96.8092685085758,212.702874366549,25.2138987478385,5.47278728097381e-08
"3777",-0.207270423979925,NA,NA,NA,NA,NA,NA,3.95972936054552,-4.04700141363149,NA,-1.22343997558882,0.226186347877502,-0.0381922560604229,6,-100.136240024073,212.769521468264,25.2805458495533,5.29341975516899e-08
"4057",0.883190245242005,NA,NA,NA,-0.534090795411597,-1.49969821639345,NA,3.45541331849022,-4.01643267191269,0.770649666977359,-1.24106703547702,-0.115637621451155,-0.115560917006972,9,-96.8557602054721,212.795857760342,25.3068821416313,5.22417216261839e-08
"3392",-3.24530217272664,6.39535361943943,-0.0655740928534046,1.29548200316939,-0.868018409992355,-0.484079774608284,-0.965223842671174,NA,NA,0.480611411429298,NA,0.480590194443747,-0.571168110278431,10,-95.7345478878185,212.80242910897,25.3134534902597,5.20703540265354e-08
"1404",-2.34496135888379,6.18535527510915,-0.137040516164828,NA,-0.62699059087948,-0.637059579338443,-0.912181455060996,-0.496991015790701,NA,0.377218744067173,NA,0.339459373346482,NA,9,-96.8618464468449,212.808030243087,25.3190546243768,5.19247315163017e-08
"2201",2.95131247376385,NA,NA,NA,-0.580185423751565,-2.03557092315295,NA,NA,-4.58685422332884,NA,NA,NA,-0.095143780224063,5,-101.235386584056,212.823714344583,25.3347387258724,5.1519127598582e-08
"3200",-3.08215379043254,6.80597704536559,-0.0535182600761431,1.30556838469626,-0.830260689456071,-0.52239169584551,-0.76586563758796,-0.720998973274096,NA,NA,NA,0.620498583097863,-0.578180713335073,10,-95.7477802386124,212.828893810558,25.3399181918475,5.13858794274141e-08
"409",2.92744534657344,NA,NA,NA,-0.574336326739977,-2.03261316115193,NA,NA,-4.59358943555861,-0.0414421370055362,NA,NA,NA,5,-101.245715420452,212.844372017374,25.3553963986635,5.09897336764981e-08
"185",2.91939773378686,NA,NA,NA,-0.56980278253899,-2.03085193136082,-0.0243856606198954,NA,-4.58598384639049,NA,NA,NA,NA,5,-101.246628668811,212.846198514092,25.3572228953819,5.09431886427043e-08
"1177",2.92434390976559,NA,NA,NA,-0.574673169554063,-2.0342941132021,NA,NA,-4.5991036011772,NA,NA,-0.0210988421873697,NA,5,-101.246629982889,212.846201142248,25.3572255235376,5.09431216994318e-08
"155",2.91177238911196,NA,-0.00111209602514111,NA,-0.571613996650142,-2.03348432181514,NA,NA,-4.59944729897238,NA,NA,NA,NA,5,-101.246912742859,212.846766662189,25.3577910434781,5.09287190601959e-08
"3829",0.190629153304734,NA,NA,0.604887429127775,NA,-1.71897572550338,1.04261410927534,3.4404297486053,-4.55783468041668,NA,-1.4087551726508,0.122601990046353,-0.0533979262241639,9,-96.8816833016861,212.84770395277,25.3587283340591,5.09048571476812e-08
"3799",0.557745260688348,NA,0.453129690484373,0.744058638018367,NA,-1.65743265715639,NA,3.37619182759695,-4.30705053506899,NA,-1.41389495022254,0.176690015605606,-0.0346665669556174,9,-96.8881954641433,212.860728277684,25.3717526589736,5.05744335020258e-08
"2432",-2.86310619010271,6.67737708248068,-0.0727180904435807,1.35338213869623,-0.837463106457179,-0.549167922023416,-1.00001818072617,-0.662657544112855,NA,0.612738398206704,NA,NA,-0.49427685787544,10,-95.7773212674594,212.887975868252,25.3990002495415,4.98900900359588e-08
"975",-0.600872334875091,NA,0.44333214053277,1.21268749364848,-1.03584083549087,NA,NA,4.25316959541543,-4.16402238778706,0.944303582044529,-1.85704208073109,NA,NA,8,-98.0225299758685,212.907335400839,25.4183597821281,4.94094953984973e-08
"1023",0.0899078047874889,NA,0.469254798435408,1.01917375695649,-0.687059528770072,-1.55705363061411,0.731434609609519,3.74412112656143,-4.52800101715929,0.781539104538525,-1.93184404739737,NA,NA,10,-95.8030629070654,212.939459147464,25.4504835287535,4.86222257805566e-08
"3440",-3.53701339402484,7.11165932122469,-0.0633004830608181,1.42696813679637,-0.933520015481573,NA,-1.03340068894106,-0.677599480214112,NA,0.523344642520912,NA,0.577261527407887,-0.578486864505024,10,-95.8341173438736,213.001568021081,25.51259240237,4.71354942271343e-08
"181",2.40919330234263,NA,NA,0.693216820470635,NA,-2.1236760155741,-0.191383984357361,NA,-4.61814546018819,NA,NA,NA,NA,5,-101.324696905007,213.002334986484,25.5133593677731,4.71174220458758e-08
"3785",0.254459396298786,NA,NA,NA,-1.02512308814105,NA,NA,4.08069101804996,-4.09440192269195,NA,-0.932552533490176,0.0455190179898952,-0.121709742839604,7,-99.1769589765219,213.020584619711,25.5316090009999,4.66894398096794e-08
"1173",2.29781615244433,NA,NA,0.678024004189377,NA,-2.14568988910622,NA,NA,-4.73440042080452,NA,NA,0.106519312033393,NA,5,-101.335035821131,213.023012818733,25.5340372000225,4.6632788580697e-08
"151",2.34764817617589,NA,-0.0454549795318684,0.670563446740462,NA,-2.14121230503237,NA,NA,-4.69216423386918,NA,NA,NA,NA,5,-101.337200941777,213.027343060026,25.5383674413149,4.6531932189878e-08
"405",2.33697712511731,NA,NA,0.678456820276382,NA,-2.15098270626498,NA,NA,-4.73650845645667,0.047507026143437,NA,NA,NA,5,-101.341047188159,213.035035552788,25.5460599340774,4.63533026608835e-08
"2197",2.36809961652517,NA,NA,0.671214875800688,NA,-2.15114795497068,NA,NA,-4.72410853472432,NA,NA,NA,-0.0289352841589399,5,-101.341541912998,213.036025002468,25.5470493837569,4.63303762022657e-08
"229",-0.23358902302701,NA,NA,0.496737853891278,NA,NA,-0.305109958271024,3.64863486257152,-4.77532795953856,NA,NA,NA,NA,5,-101.373295999324,213.099533175118,25.6105575564074,4.48823101189269e-08
"2245",-0.332954375669998,NA,NA,0.454855793313897,NA,NA,NA,3.73070494196055,-4.95870614194123,NA,NA,NA,-0.0930470640521006,5,-101.409185207511,213.171311591492,25.6823359727811,4.33000818341584e-08
"199",-0.361215342842007,NA,-0.050454264350669,0.462704824226583,NA,NA,NA,3.69839666550982,-4.92957784438972,NA,NA,NA,NA,5,-101.413550742401,213.180042661273,25.6910670425621,4.31114658205947e-08
"1221",-0.396807503206819,NA,NA,0.467885039685413,NA,NA,NA,3.70865799040321,-4.97752507852881,NA,NA,0.0701168087149013,NA,5,-101.416777826671,213.186496829813,25.6975212111026,4.29725657290715e-08
"453",-0.351521248611274,NA,NA,0.46416383490712,NA,NA,NA,3.71515791659925,-4.96486876011014,-0.0350251753496293,NA,NA,NA,5,-101.419373054616,213.191687285702,25.7027116669912,4.28611867151313e-08
"997",-1.01439263912355,NA,NA,0.841139863537731,NA,NA,0.311486722609617,4.11339161389456,-4.06813238007665,1.10922556478493,-1.92913538634894,NA,NA,7,-99.2707769921592,213.208220650985,25.7192450322745,4.2508327384439e-08
"917",2.06065939251032,NA,NA,0.951981975201209,NA,-2.07605307996503,NA,NA,-4.07741539307584,0.827168331321772,-1.23010187409111,NA,NA,6,-100.37952561909,213.256092658299,25.7671170395881,4.1502928521809e-08
"3039",0.322261651788878,NA,0.515616437100956,1.08381741488369,-0.658754048271393,-1.49642150789173,NA,3.61286907305569,-4.22792876240978,0.956481624456307,-1.80793098386698,NA,-0.075289512395516,10,-95.9673331479219,213.267999629177,25.7790240104665,4.12565754983841e-08
"1989",-0.941685370969101,NA,NA,0.867994553049509,NA,NA,NA,4.03176739877939,-3.93968073924748,1.16267067399653,-1.85737838832885,0.0895867736468573,NA,7,-99.3006739800499,213.268014626766,25.7790390080557,4.12562661249573e-08
"2015",0.33512784833047,NA,0.513275150209375,1.09153538001559,-0.663382445403604,-1.49657168365745,NA,3.61233746055432,-4.23648769507427,0.96389394223903,-1.81052941642024,-0.083030134142127,NA,10,-95.9700015694287,213.273336472191,25.7843608534802,4.1146632317637e-08
"3013",-0.909243220250601,NA,NA,0.86921090253184,NA,NA,NA,4.03970778421701,-3.9400132162854,1.17782131716659,-1.8574302657749,NA,0.0109173764002137,7,-99.3058544659207,213.278375598508,25.7893999797974,4.10430912726245e-08
"1408",-3.20309624076074,6.6464922664902,-0.0598797194778835,1.3992955215632,-0.776271851755787,-0.519093649161394,-1.04048394063499,-0.746218940035158,NA,0.510095194397983,NA,0.359403615158621,NA,10,-95.9732788514836,213.2798910363,25.7909154175898,4.10120039260301e-08
"3424",-3.64216963613949,7.07518046292833,-0.209289716900451,1.27566311197104,-0.884247274671605,-0.567292580485623,NA,-0.746421350119874,NA,0.191325194560237,NA,0.564258882854029,-0.618343934999313,10,-95.9943680243832,213.3220693821,25.8330937633891,4.01561510192801e-08
"2273",0.00046232927012137,NA,NA,NA,NA,NA,-0.244165931032717,3.7269467611213,-4.7525339621548,NA,NA,NA,-0.106042537108257,5,-101.484908029423,213.322757235318,25.8337816166069,4.01423426251059e-08
"2295",0.744307301275307,NA,0.0518842430152564,0.467257178558646,NA,-1.77143392386632,0.160157535967663,3.05205566176744,-4.99200611101726,NA,NA,NA,-0.136983426349686,8,-98.2332485874037,213.328772623909,25.8397970051985,4.00217881166068e-08
"3317",0.738422834461172,NA,NA,0.460121985465338,NA,-1.7686586440377,0.197291509755668,3.04581277672229,-4.96951261511961,NA,NA,-0.0243319133754989,-0.132725260152777,8,-98.2387780359823,213.339831521066,25.8508559023558,3.98011004001713e-08
"2549",0.731681466802679,NA,NA,0.457286331242674,NA,-1.76858172234334,0.207715914155922,3.04623996828582,-4.97255771115431,-0.0217448799635348,NA,NA,-0.135083791056302,8,-98.2388839211184,213.340043291339,25.851067672628,3.9796886278348e-08
"1249",-0.0550386078683121,NA,NA,NA,NA,NA,-0.259455809275563,3.70081267176562,-4.76196735352834,NA,NA,0.0731729282079781,NA,5,-101.495484552985,213.343910282441,25.8549346637307,3.97200135162906e-08
"227",-0.0309425106458035,NA,-0.0255727168469707,NA,NA,NA,-0.238613707124805,3.70315508995706,-4.74941630359492,NA,NA,NA,NA,5,-101.497683727625,213.34830863172,25.8593330130096,3.96327582498389e-08
"2519",0.792079932949347,NA,0.0705644796010705,0.487746232944459,NA,-1.75462674726846,NA,3.02705198792184,-4.9137432454907,0.0237444031556179,NA,NA,-0.131692287060892,8,-98.2435594069198,213.349394262941,25.8604186442308,3.96112508077849e-08
"3287",0.806988219355352,NA,0.0729301233617404,0.485541230178493,NA,-1.75489481663703,NA,3.02865796643809,-4.91088938253858,NA,NA,-0.0144349170065655,-0.127980062333203,8,-98.2437946256602,213.349864700422,25.8608890817115,3.96019345949839e-08
"481",-0.0263896228401419,NA,NA,NA,NA,NA,-0.274746708106729,3.70475523525693,-4.7552469436248,0.0358643858582478,NA,NA,NA,5,-101.498494143171,213.349929462812,25.8609538441015,3.960065225778e-08
"2243",-0.111910819555495,NA,-0.0547509849479679,NA,NA,NA,NA,3.76068575970544,-4.86550221052675,NA,NA,NA,-0.114099121488194,5,-101.507224748413,213.367390673296,25.8784150545856,3.92564194624619e-08
"3265",-0.155647629706594,NA,NA,NA,NA,NA,NA,3.77315090189725,-4.91606328240473,NA,NA,0.105425963666095,-0.134505871735285,5,-101.507628771776,213.368198720023,25.8792231013123,3.92405621554131e-08
"1271",0.728524979406967,NA,0.0493243039825078,0.481701631929528,NA,-1.76876433201968,0.146597006430355,3.03416370590868,-4.99894698364125,NA,NA,-0.0560975556030074,NA,8,-98.2540837230684,213.370442895239,25.8814672765279,3.91965555011735e-08
"3541",0.788139335693546,NA,NA,0.48636150651768,NA,-1.74506747576084,NA,3.00892155169365,-4.85836069127771,0.0562918313648601,NA,-0.0291823852240666,-0.126297157800789,8,-98.2545434565457,213.371362362193,25.8823867434827,3.91785396739688e-08
"503",0.711599691463099,NA,0.0527195950768877,0.476934091978833,NA,-1.76855111911728,0.165447470264179,3.03440058116616,-5.00738992137336,-0.046074826495831,NA,NA,NA,8,-98.2549332281723,213.372141905446,25.8831662867357,3.91632719664884e-08
"2497",-0.0981540314519215,NA,NA,NA,NA,NA,NA,3.77911980577879,-4.90258344086079,-0.0455860304312674,NA,NA,-0.113634566366089,5,-101.513638230817,213.380217638104,25.8912420193932,3.90054547461379e-08
"1525",0.717774581115814,NA,NA,0.471387941092874,NA,-1.76627158463525,0.194449570485444,3.02923905490299,-4.98104643303927,-0.0254469564411868,NA,-0.055476776825571,NA,8,-98.2590670936527,213.380409636407,25.8914340176965,3.90017104353e-08
"1495",0.77415287260865,NA,0.067108469361069,0.499678305871022,NA,-1.75329394489717,NA,3.01200794628981,-4.92637876400384,0.016637004035407,NA,-0.0527398342969874,NA,8,-98.2628816398733,213.388038728848,25.8990631101378,3.88532200000279e-08
"1219",-0.17320853149241,NA,-0.0581476568810093,NA,NA,NA,NA,3.73593239840966,-4.88285776781865,NA,NA,0.0655342702160862,NA,5,-101.52086683947,213.394674855411,25.9056992367004,3.87245161991449e-08
"451",-0.129722196394208,NA,-0.053645110170223,NA,NA,NA,NA,3.74318876887515,-4.87386276814512,-0.0411026919803517,NA,NA,NA,5,-101.522754336839,213.39844985015,25.9094742314389,3.86514927141904e-08
"2815",0.393633851844691,NA,0.4379655952824,0.871755029756326,-0.824328909790204,-1.57437623985927,0.960474164248261,3.74269254302679,-4.73151918828392,NA,-1.53830815587981,NA,-0.0875236397293336,10,-96.0344332503677,213.402199834069,25.9132242153581,3.85790893751765e-08
"1473",-0.155489234852301,NA,NA,NA,NA,NA,NA,3.75413702155618,-4.91651071711632,-0.079215966277306,NA,0.081250376370319,NA,5,-101.525486778087,213.403914732644,25.9149391139332,3.85460239404705e-08
"669",2.490145636477,NA,NA,0.931959722597322,-0.531779409629106,-1.97430757410552,NA,NA,-4.23365666310839,NA,-0.716490758231955,NA,NA,6,-100.454395232377,213.405831884872,25.9168562661617,3.85090923463221e-08
"751",-0.444180729249157,NA,0.382491058694161,1.03960859560605,-1.193858468918,NA,0.601167162107466,4.31992205907799,-4.51037741474958,NA,-1.50209491405638,NA,NA,8,-98.2759595800919,213.414194609286,25.925218990575,3.83484080566931e-08
"1791",0.369858224937402,NA,0.438511980598919,0.881975734198026,-0.817141597077774,-1.57340643563007,0.955403223170861,3.73333268362425,-4.73901095578725,NA,-1.54868979997061,-0.0130193543407673,NA,10,-96.0433150309457,213.419963395225,25.9309877765141,3.8237955548899e-08
"995",-0.564323111743272,NA,0.336791168652255,NA,NA,NA,0.284631610779794,4.30054848859228,-4.13224212340724,0.989346679376924,-2.04193807419351,NA,NA,7,-99.3843564930085,213.435379652684,25.946404033973,3.79443455109031e-08
"1201",2.69955586751908,NA,NA,NA,NA,-2.13745279388849,-0.12740308516595,NA,-4.57944992371652,NA,NA,0.0897866169865802,NA,5,-101.554433466633,213.461808109737,25.9728324910268,3.74462385556781e-08
"1171",2.64929003120544,NA,-0.0539009370621393,NA,NA,-2.14440344094621,NA,NA,-4.61171340197239,NA,NA,0.0830550475552653,NA,5,-101.554785069878,213.462511316226,25.9735356975155,3.74330746510844e-08
"179",2.72630830621042,NA,-0.0425706948715808,NA,NA,-2.13753545568417,-0.093485847092386,NA,-4.56162466941917,NA,NA,NA,NA,5,-101.555493480809,213.463928138089,25.9749525193781,3.74065660424123e-08
"2195",2.71332261956692,NA,-0.0536914499529071,NA,NA,-2.15013441256807,NA,NA,-4.6007772621726,NA,NA,NA,-0.0534878894580351,5,-101.555720267966,213.464381712402,25.9754060936918,3.73980836755354e-08
"3217",2.67585633316391,NA,NA,NA,NA,-2.15683293664922,NA,NA,-4.64578860938157,NA,NA,0.107340241741385,-0.0726095425914608,5,-101.555952671113,213.464846518696,25.9758708999858,3.73893932530775e-08
"2225",2.76361217821091,NA,NA,NA,NA,-2.14449911336717,-0.118788662258928,NA,-4.57341627731815,NA,NA,NA,-0.0518394342859713,5,-101.55636853651,213.465678249491,25.9767026307801,3.73738475308903e-08
"433",2.73532232932562,NA,NA,NA,NA,-2.13923637624496,-0.151820137522408,NA,-4.5697670299901,0.0565402566593493,NA,NA,NA,5,-101.557939469917,213.468820116305,25.9798444975939,3.73151817973039e-08
"403",2.68321163772258,NA,-0.057748303492501,NA,NA,-2.14783677512548,NA,NA,-4.60885248118712,0.0258828951496353,NA,NA,NA,5,-101.558940111072,213.470821398614,25.9818457799036,3.72778613659912e-08
"1987",-0.499995321971606,NA,0.359003276837657,NA,NA,NA,NA,4.23123243675528,-4.01906178049132,1.0277400704001,-1.98968410191066,0.120368353651273,NA,7,-99.4040075033226,213.474681673312,25.9857060546013,3.72059793668645e-08
"1425",2.66229688630119,NA,NA,NA,NA,-2.1546738356775,NA,NA,-4.65280464719712,-0.0122712020344316,NA,0.0888385383980068,NA,5,-101.562342774423,213.477626725317,25.9886511066066,3.71512329124752e-08
"1005",-0.721788467744498,NA,NA,1.05568399256445,-1.04708405353089,NA,0.510633713741658,4.20064463700951,-4.25805753631677,0.775907565301691,-1.59000317375133,NA,NA,8,-98.3079318155362,213.478139080174,25.9891634614636,3.71417168241167e-08
"2449",2.72243482479107,NA,NA,NA,NA,-2.16116821627509,NA,NA,-4.64462695334477,0.0117432472935936,NA,NA,-0.0573826536062247,5,-101.563221494569,213.479384165609,25.9904085468979,3.71186017146234e-08
"3011",-0.444089172283739,NA,0.354615522604464,NA,NA,NA,NA,4.24639876371845,-4.0126199441336,1.05279162531387,-1.98245607478341,NA,-0.0356646419823715,7,-99.4119285142866,213.49052369524,26.0015480765292,3.69124345171701e-08
"2547",0.954123500983208,NA,0.0433729485752829,NA,NA,-1.78001536139701,0.261255780991435,3.11669921758927,-4.98451634974116,-0.0869856238484402,NA,NA,-0.154499907543804,8,-98.332544943024,213.52736533515,26.0383897164391,3.62387016142653e-08
"3315",0.954263026429691,NA,0.038430252341811,NA,NA,-1.77721485676308,0.221842536667235,3.11038927657444,-4.96959249333646,NA,NA,-0.0272347089638225,-0.155479521930631,8,-98.3363147435102,213.534904936122,26.0459293174115,3.61023461172926e-08
"3569",0.944267853564122,NA,NA,NA,NA,-1.77693534457571,0.285478089345531,3.10929825011266,-4.96387357879474,-0.0753228454440461,NA,-0.0175643359338366,-0.151808813071863,8,-98.3364694986931,213.535214446488,26.0462388277773,3.60967595244052e-08
"3539",1.04208650602626,NA,0.0680225353466445,NA,NA,-1.75326354888124,NA,3.07904214808461,-4.85460254415297,-0.00386860570852565,NA,-0.0193858242445322,-0.148111278692211,8,-98.3571184326619,213.576512314426,26.0875366957149,3.53590426658767e-08
"1523",0.939826050972643,NA,0.0409390948132287,NA,NA,-1.77777924696344,0.251655081424519,3.09833027513511,-4.99436120191579,-0.0950704910338706,NA,-0.0527452139840326,NA,8,-98.3598235648189,213.58192257874,26.092946960029,3.52635210400809e-08
"3448",-3.22305809786242,6.95693767479331,-0.113723324079756,1.19647186078912,NA,-0.739157495518543,-1.13409563084538,-1.09784126402211,NA,0.610078433241572,NA,0.622985614696561,-0.560583970457526,10,-96.1354747849056,213.604282903145,26.1153072844339,3.487146486462e-08
"3021",-0.530898608307937,NA,NA,1.08360340186289,-1.01675731332236,NA,NA,4.08772213828045,-4.03698183848784,0.902045774359015,-1.47371326043458,NA,-0.069868498123622,8,-98.3938021496808,213.649879748463,26.1609041297528,3.40854445272128e-08
"1997",-0.528099212366302,NA,NA,1.09369515766224,-1.01650088028711,NA,NA,4.08471910301095,-4.04423893841728,0.908568131078135,-1.48033039619288,-0.0618403023066252,NA,8,-98.397258217307,213.656791883716,26.1678162650051,3.39678462567007e-08
"2767",-0.163932051659979,NA,0.421057760994179,1.06610682461846,-1.1816689743658,NA,NA,4.18298770612433,-4.2842019848507,NA,-1.3186347853123,NA,-0.055225307650213,8,-98.4063918634923,213.675059176086,26.1860835573758,3.36590085216375e-08
"1743",-0.211991118629884,NA,0.423175986628106,1.0737134998758,-1.16710062234388,NA,NA,4.1707294306535,-4.28821902760544,NA,-1.33593261186288,0.0536793344219772,NA,8,-98.4082247309023,213.678724910906,26.1897492921957,3.35973725244274e-08
"3063",-0.0414432302675301,NA,0.440645130956599,0.884897697041941,NA,-1.69504917826193,0.643571851832502,3.6345373792668,-4.40159247254114,1.00636954253341,-2.12291005494914,NA,-0.0413167748112781,10,-96.1822312866975,213.697795906728,26.2088202880176,3.32785274381648e-08
"2039",-0.0788076784788851,NA,0.443518478263154,0.892056474422861,NA,-1.69236430172609,0.644236565341584,3.62804849336044,-4.40701644603133,0.995832670653448,-2.13151399952043,0.0519622828905701,NA,10,-96.1826335842872,213.698600501908,26.2096248831972,3.32651422593783e-08
"3069",0.0850625039290904,NA,NA,0.884682713123813,-0.661306834017724,-1.5349999888681,0.902634158499266,3.61007307618977,-4.44093044429112,0.700275409300433,-1.5732708287185,NA,-0.0988519541314504,10,-96.1866392432905,213.706611819914,26.2176362012036,3.31321599614746e-08
"2045",0.110582997278517,NA,NA,0.896681432051839,-0.667093799764482,-1.53587421503506,0.892337463099311,3.60696050962261,-4.44958792047836,0.714332891521427,-1.57628150666469,-0.118900778626511,NA,10,-96.1897465401198,213.712826413573,26.2238507948622,3.30293682907018e-08
"663",2.41394776037343,NA,0.20692653551244,0.84931991305856,NA,-2.11354690657967,NA,NA,-4.25882637787542,NA,-0.981811123567461,NA,NA,6,-100.618048713077,213.733138846273,26.2441632275621,3.26956125968251e-08
"3067",0.601777068447038,NA,0.406069582368029,NA,-0.60766899520224,-1.61256772904073,0.867097211030763,3.79122342591922,-4.53032080609122,0.590998716440036,-1.73692735006261,NA,-0.13355932992223,10,-96.2247777892863,213.782888911906,26.2939132931953,3.18923402924437e-08
"693",2.27128382732326,NA,NA,0.791177985556082,NA,-2.12735737070606,0.374237816924711,NA,-4.33038390471373,NA,-0.949013446890459,NA,NA,6,-100.653394492608,213.803830405334,26.3148547866237,3.15601458719839e-08
"743",-0.676690015902683,NA,0.341274234675915,0.718771142703942,NA,NA,0.493763576392709,4.19918185231621,-4.37866753506275,NA,-1.70153859715551,NA,NA,7,-99.5723801630736,213.811426992814,26.3224513741032,3.14404985391966e-08
"2043",0.607115122573296,NA,0.404547184515756,NA,-0.605743897072405,-1.61348444005461,0.859275619830494,3.78290728973217,-4.54278488801401,0.597758675336814,-1.74385976624174,-0.0883281792917008,NA,10,-96.2413176876185,213.81596870857,26.3269930898598,3.1369182640174e-08
"2255",0.0169005773533547,NA,0.0673927645765199,0.840104728972476,-1.37536513165119,NA,NA,3.91355882920715,-4.87724014910807,NA,NA,NA,-0.180106889404459,7,-99.5813888361311,213.829444338929,26.3404687202183,3.11585333401694e-08
"3277",0.0610506913739984,NA,NA,0.832240088176521,-1.37278377072569,NA,NA,3.9039141186061,-4.81725126435754,NA,NA,-0.106338998510846,-0.159982185439683,7,-99.5854564488361,213.837579564339,26.3486039456283,3.10320499112813e-08
"1685",2.2471570837847,NA,NA,0.821473881667251,NA,-2.07536899192217,NA,NA,-4.18619223376537,NA,-0.857436723744735,0.235198025777669,NA,6,-100.671791644056,213.84062470823,26.351649089519,3.0984837334073e-08
"2509",0.040654708246438,NA,NA,0.82423569097443,-1.363846046269,NA,NA,3.89480187222648,-4.80445430269353,-0.0766007185886574,NA,NA,-0.170560030779487,7,-99.5885548873842,213.843776441435,26.3548008227245,3.09360478167085e-08
"2285",0.0122629956454342,NA,NA,0.829113481505843,-1.361094237661,NA,0.00425345985286792,3.89486056740647,-4.82396592799885,NA,NA,NA,-0.175978787266456,7,-99.5925435579435,213.851753782554,26.362778163843,3.08128998751148e-08
"2017",-0.648730328340981,NA,NA,NA,NA,NA,0.40984041707506,4.1673763162163,-4.09430735465473,0.917082730068453,-1.80050401627261,0.101886114153477,NA,7,-99.6033560468653,213.873378760397,26.3844031416866,3.04815304291574e-08
"1231",0.0291008057273178,NA,0.0631033740195275,0.861120480706749,-1.37877457264318,NA,NA,3.89848982455981,-4.89383269665041,NA,NA,-0.153975184512474,NA,7,-99.6058806886753,213.878428044017,26.3894524253067,3.04046725431414e-08
"3041",-0.595824800142426,NA,NA,NA,NA,NA,0.402844767646004,4.18180692384837,-4.08569955788967,0.941930713052165,-1.7948562997901,NA,-0.0430714389796987,7,-99.6079319904252,213.882530647517,26.3935550288064,3.03423673104133e-08
"463",0.00261618424907113,NA,0.0785439852815033,0.852177847683762,-1.36886656758551,NA,NA,3.88772214020069,-4.88579778165358,-0.13335668160138,NA,NA,NA,7,-99.6098266053154,213.886319877298,26.3973442585869,3.02849346330839e-08
"1485",0.0476029444652685,NA,NA,0.845134557558824,-1.36659756372674,NA,NA,3.88057918314954,-4.8250504214017,-0.0742591830137014,NA,-0.138145955802059,NA,7,-99.6120378792247,213.890742425116,26.4017668064055,3.0218040335351e-08
"2303",0.834441023275777,NA,0.125879243848075,0.701628367231735,-0.976545535746399,-1.54620672942347,0.26277097938229,3.30218645871993,-5.05732976295723,NA,NA,NA,-0.198588165442077,9,-97.4032111920967,213.890759733591,26.4017841148803,3.02177788223872e-08
"1261",0.0309621203013097,NA,NA,0.851915616614598,-1.36347676266899,NA,-0.0122391767778997,3.87749264064566,-4.83360502905361,NA,NA,-0.150653729314569,NA,7,-99.6156461744896,213.897959015646,26.4089833969352,3.01092012034473e-08
"1735",-0.586676978813776,NA,0.381646946767988,0.75577995816278,NA,NA,NA,4.062373573194,-4.19249852741024,NA,-1.58834680116567,0.269111674337477,NA,7,-99.6167801102712,213.900226887209,26.4112512684985,3.00750786528921e-08
"239",-0.0176835792530359,NA,0.072101468348169,0.867491011985237,-1.3537913458001,NA,-0.0743869524450766,3.86592038567608,-4.8643121999171,NA,NA,NA,NA,7,-99.6189473218375,213.904561310342,26.415585691631,3.00099701719898e-08
"3295",1.01548385968685,NA,0.161289080469019,0.733069804720913,-0.989444738823739,-1.52661554174337,NA,3.27669004888921,-4.92014313327091,NA,NA,-0.190041126913321,-0.16064579467926,9,-97.4101830631006,213.904703475599,26.4157278568881,3.00078370602408e-08
"2709",2.35134894301159,NA,NA,0.817367494748174,NA,-2.08367799820275,NA,NA,-4.19383089188546,NA,-0.837898149901351,NA,0.0499655432969689,6,-100.705035584917,213.907112589952,26.4181369712414,2.99717126660712e-08
"3325",0.880916906986705,NA,NA,0.677196257489668,-0.981263355288522,-1.5440735131102,0.361691930234494,3.30575268626578,-5.00310519806364,NA,NA,-0.204634250193827,-0.168448346313998,9,-97.411913454742,213.908164258882,26.419188640171,2.99559566494738e-08
"921",2.7266032191249,NA,NA,NA,-0.330929353924973,-2.03067656510226,NA,NA,-4.07024877270116,0.567805796450207,-0.948905314664045,NA,NA,6,-100.706588419058,213.910218258234,26.4212426395233,2.99252076839881e-08
"1279",0.895310707468896,NA,0.121829952719939,0.718204530375719,-0.994476161323511,-1.5502269839371,0.256214561045749,3.29651689746766,-5.06792773134467,NA,NA,-0.247793785498981,NA,9,-97.4132827236859,213.910902796769,26.4219271780588,2.99149669577094e-08
"493",-0.0222817763832279,NA,NA,0.837809851686902,-1.35475710217485,NA,0.0386265658237405,3.87331286770108,-4.84917219386468,-0.112153463878115,NA,NA,NA,7,-99.6235780083633,213.913822683393,26.4248470646827,2.98713246671589e-08
"2557",0.81959297991924,NA,NA,0.653890459877128,-0.973182411254044,-1.54326362533887,0.447104528010196,3.30925479140927,-5.02723496736015,-0.179466914913555,NA,NA,-0.189152042106694,9,-97.4192597234568,213.922856796311,26.4338811776007,2.97366984930546e-08
