"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"7096",-5.26819691442405,-0.276366715490069,2.84347670791168,1.87336575536846,NA,1.39565096745054,1.15158543184654,NA,0.19871519116016,-3.1258400033992,0.566869872206571,NA,3.17708329859268,0.567037820792895,NA,11,-85.3296066909182,194.288843011466,18.0388541299866,1.8054055492026e-06
"12132",-2.80545692405717,-0.0307320566236372,3.21464290574437,NA,NA,NA,0.522974580969741,0.0439743174611989,NA,-2.49431975184022,1.23879179725572,-1.19383893765747,3.26955363807886,NA,-1.43950049229102,10,-86.4700357472097,194.289764745953,18.0397758644738,1.80457368862693e-06
"6454",-3.61054508553946,-0.316022576186908,NA,1.48216154289303,NA,1.87781143843486,0.32572943582809,NA,NA,-3.03897267102423,NA,NA,3.94350964870556,0.814892549390108,NA,8,-88.7090306787854,194.290788630298,18.0407997488187,1.80365008768773e-06
"10798",-2.90381826515019,-0.521898394643409,NA,1.34911825637866,-2.46733214763223,NA,0.522327573991144,NA,NA,NA,0.763178689245557,NA,5.74271233024355,NA,-1.58394556384055,8,-88.7093634298923,194.291454132512,18.0414652510325,1.80305002096657e-06
"3629",-3.00874325817609,NA,NA,1.00042770320537,-2.04416946821135,NA,0.741350094918267,NA,NA,NA,1.34595841707245,-1.69004547870026,5.36035831692886,NA,NA,7,-89.809632186808,194.293963168797,18.0439742873175,1.8007894802446e-06
"7518",-2.15047714513538,0.0232744818748001,NA,1.15156212480488,-1.61795110737632,1.47699902079157,NA,-0.0212902387450132,NA,-2.70710386106472,NA,-0.509278019075885,4.01897435214661,0.651457045260491,NA,10,-86.4734796463923,194.296652544318,18.0466636628391,1.79836960802164e-06
"772",-0.897003021171269,-0.195742186628604,3.3958208918106,NA,NA,NA,NA,NA,NA,-3.83307923695705,0.184944739609499,NA,NA,NA,NA,5,-91.9699641132122,194.297071083567,18.0470822020879,1.79799330326512e-06
"451",-0.912898734914357,NA,3.19594386813061,NA,NA,NA,NA,-0.0258767343794094,0.483352466479896,-3.8264128563654,NA,NA,NA,NA,NA,5,-91.9701966381633,194.297536133469,18.0475472519901,1.79757527356333e-06
"14500",-4.85372978805665,-0.424156958883593,2.95505337107632,NA,NA,NA,0.157823299783702,NA,0.519765494806212,NA,NA,NA,4.49559154136292,1.53388203095015,-1.79634630268713,8,-88.7126592006261,194.29804567398,18.0480567925002,1.79711736318585e-06
"13242",-0.399925885930902,-0.155310330199829,NA,NA,-2.77886016957689,1.22955133585414,2.13030573858739,NA,3.037847195308,-4.83880266156317,0.0116484821216542,NA,NA,0.750164978200709,-1.44241866877173,10,-86.4746216228623,194.298936497258,18.048947615779,1.79631708443485e-06
"461",0.629666640842311,NA,NA,0.770840029061502,-2.27621193613388,NA,NA,-0.0969865356098328,2.67109858243482,-4.05916695482734,NA,NA,NA,NA,NA,6,-90.8986228811361,194.300239774248,18.050250892769,1.79514691637809e-06
"13108",-1.86520971259204,-0.211310826681664,3.2296688810715,NA,NA,1.31450001328098,0.948298153370143,NA,NA,-4.07654118522288,0.292411569544111,NA,NA,0.954952682762545,-1.51357384177294,9,-87.6017467580486,194.301054491707,18.0510656102276,1.7944157965355e-06
"2012",-0.718972751129128,0.20109042785244,2.73027148167027,NA,-1.96516825652534,0.937725322136793,NA,0.0973062908627925,1.13628040991431,-3.93709840425973,0.290772647449165,-1.1084233610427,NA,NA,NA,10,-86.4760912570612,194.301875765656,18.0518868841767,1.79367909433061e-06
"12428",-1.68587093633194,-0.457694078664588,3.54696273785722,NA,-2.26737097888281,NA,NA,NA,0.987375102395841,NA,NA,NA,NA,0.779822821936726,-1.87862576549291,7,-89.8136973258577,194.302093446896,18.0521045654168,1.79348387980965e-06
"3288",-5.21547873796993,-0.0122304628448801,2.43207560646283,1.94032366382626,NA,1.28029495660287,NA,-0.0155973709824018,0.504720230574211,NA,NA,-1.28078488462791,3.75981867187391,NA,NA,9,-87.6023797889546,194.302320553519,18.0523316720397,1.79328023533859e-06
"2070",-4.9216163419156,-0.559299992271677,NA,1.68982860393095,NA,1.88636600298485,NA,NA,NA,NA,NA,NA,4.98760574160874,NA,NA,5,-91.9726375125124,194.302417882168,18.0524290006882,1.79319296869107e-06
"10900",-4.52205881159012,-0.435050556223142,2.61455123036159,NA,NA,1.07029128400078,NA,NA,0.337669335141637,NA,0.715227414156306,NA,4.21066008373068,NA,-1.57637914292863,8,-88.7151430221577,194.303013317043,18.0530244355633,1.79265918333797e-06
"8174",-3.72407595840535,-0.0177982947370254,NA,0.907530995009003,-2.74207420612424,NA,2.35543166087869,-0.0947539777046054,3.24097013896255,-2.4618172606402,1.12468474422473,-1.12422101663343,4.22143404116486,0.88581440314694,NA,12,-84.1826836115081,194.303255421774,18.0532665402946,1.79244219083706e-06
"12162",-2.52961827685176,0.0461254345684943,NA,NA,NA,NA,NA,NA,2.57929308194827,-2.2483919958313,1.66729315820145,-1.75204266276282,4.00558169087179,NA,-1.2851287822543,8,-88.7159908897601,194.304709052247,18.054720170768,1.79113988986522e-06
"12225",-2.49403482413378,NA,NA,NA,NA,NA,NA,-0.0129972017360277,2.54125015395629,-2.20674667215905,1.67599695175771,-1.68777685535325,3.99611184898511,NA,-1.28601538693039,8,-88.7162853474456,194.305297967618,18.0553090861391,1.79061255260189e-06
"8284",-0.871718234531435,-0.267534221623642,3.44446534067829,NA,-2.00651846922124,0.5852972887315,NA,-0.103110666179573,NA,NA,NA,NA,NA,NA,-1.61671123397832,7,-89.8156413770965,194.305981549374,18.0559926678944,1.7900006421446e-06
"10963",-4.00178893782,NA,2.41018710121413,NA,NA,1.03547746933157,NA,-0.125445164935152,0.299912782721843,NA,0.886918131144387,NA,4.08599127320048,NA,-1.52331662652888,8,-88.716921352467,194.306569977661,18.056581096182,1.78947407610372e-06
"6711",-6.85380380634925,NA,2.99460562169699,1.95660189105758,NA,1.30261546959577,0.580071885170857,NA,NA,NA,0.41422770572382,NA,4.46939725943335,0.454013662714972,NA,8,-88.7179387337499,194.308604740227,18.0586158587478,1.78765442446914e-06
"899",-1.05043973801752,NA,3.26380331248648,NA,NA,NA,NA,NA,0.500469605836702,-3.96943384823923,0.129505577666334,NA,NA,NA,NA,5,-91.9765329019796,194.310208661102,18.0602197796227,1.7862213710478e-06
"12193",-2.52045423377253,NA,NA,NA,NA,NA,-0.017791003430945,NA,2.56430554596485,-2.23947894813859,1.65892562831166,-1.71343049257119,4.00664296934238,NA,-1.28929999252304,8,-88.7194247455346,194.311576763797,18.0615878823172,1.78499992172708e-06
"14300",-0.709262907441725,0.0364686994348579,2.9897315448266,NA,-2.0408319516022,0.705322665304332,NA,0.128897940727754,1.21804488421904,-3.97492244068149,0.285208508856215,-0.872936588073106,NA,0.732223599277201,-1.66868121608516,12,-84.1871249104748,194.312138019707,18.0621491382281,1.78449907112822e-06
"883",-1.84331202966307,NA,3.03425340804909,NA,NA,1.50308092826953,1.16731899619526,-0.0470666090423636,NA,-4.04488334059281,0.252224365527566,NA,NA,NA,NA,7,-89.8208493288379,194.316397452857,18.0664085713772,1.78070263797739e-06
"3781",-4.60389243490419,NA,NA,1.61344487573846,NA,NA,NA,-0.134269583625663,2.36916091263168,NA,2.02758448926832,-2.0806453927395,4.81490614730969,NA,NA,7,-89.8213101572906,194.317319109762,18.0673302282825,1.77988222858459e-06
"13403",-1.22211253015551,NA,3.42071510044454,NA,-1.78321634304314,0.619941861176108,NA,-0.0264575158425992,NA,NA,NA,-1.26988956277939,NA,0.834597554969061,-1.65076934938465,8,-88.7224679626735,194.317663198074,18.0676743165949,1.77957603658849e-06
"8113",-4.04461231877256,NA,NA,NA,NA,1.50957128424983,0.770359050817879,NA,1.92940437679757,-2.46202855962393,1.45397743467361,-1.85721583971768,3.81684389721475,1.0878061281611,NA,9,-87.6102380301518,194.318037035913,18.068048154434,1.77924343124455e-06
"1179",-1.68433011893404,NA,2.82213203912138,NA,-1.7842502672836,0.7822140960495,NA,NA,1.05406920514364,NA,NA,-1.54848954568726,NA,NA,NA,6,-90.9075306187841,194.318055249544,18.0680663680649,1.77922722807676e-06
"15409",-3.50335930454766,NA,NA,NA,NA,1.49584718491708,-0.202916463877443,NA,NA,NA,NA,-1.43672500182186,4.83745071927766,1.71467798404822,-1.42468340254579,7,-89.8221104019014,194.318919598983,18.0689307175041,1.77845845718196e-06
"11478",-4.54775116470557,-0.107064871141146,NA,2.00583892294829,NA,1.59577312929222,NA,-0.0667314433216029,1.99369146587652,NA,NA,-1.20602286684346,4.39239936071035,NA,-1.446483570334,9,-87.6111595479634,194.319880071536,18.0698911900571,1.77760458196191e-06
"4522",-0.205371361497527,-0.276199473341752,NA,NA,-3.09441158998549,NA,2.20878742034416,NA,3.41185201560956,-4.78786498800545,NA,NA,NA,0.51875337656712,NA,7,-89.8227097423532,194.320118279887,18.0701293984079,1.77739287444194e-06
"16",-2.57334783582961,-0.428134921855815,4.05448481218264,1.37176917529644,-1.97271815565913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-91.9826032774246,194.322349411992,18.0723605305128,1.77541118084992e-06
"10804",-4.53867573536089,-0.444912642897764,2.78395309533365,NA,NA,1.1037200083275,0.21657481655191,NA,NA,NA,0.705969596595142,NA,4.1926148612296,NA,-1.55112690447974,8,-88.7255728646133,194.323873001954,18.0738841204746,1.77405919655611e-06
"5596",-0.737032966050857,0.183448174968858,2.76760795759249,NA,-1.98682229665857,0.903233535229862,NA,0.106225932249494,1.10397988517826,-4.00056283645615,NA,-0.994597685051108,NA,0.2233474458633,NA,10,-86.4878687412198,194.325430733973,18.075441852494,1.77267798010975e-06
"2680",-6.01642280389066,-0.314879087777173,2.64477320208713,2.17827127213298,NA,1.34157814135106,1.11115695931856,-0.192087932212533,NA,NA,1.01495962126135,NA,3.93895477755969,NA,NA,9,-87.6141414700111,194.325843915632,18.0758550341526,1.77231179892196e-06
"12359",-2.97614641775061,NA,4.06717436096104,2.13465736860139,NA,NA,NA,-0.233906013199939,NA,NA,NA,NA,NA,0.936805058331916,-1.91575545495309,6,-90.9115692869503,194.326132585877,18.0761437043974,1.7720560105416e-06
"16099",-4.95629090749037,NA,2.47362211582739,NA,NA,NA,0.521059259294144,-0.0162869105482293,1.2404935112614,NA,1.58249319940685,-2.03745158581079,4.31869783103905,1.58714598654513,-1.65694139078545,10,-86.4889815717455,194.327656395025,18.0776675135454,1.77070638716919e-06
"13717",-1.50996109363909,NA,NA,1.58975731819042,NA,1.89139056043121,NA,NA,2.0824202981345,-3.84531391155996,NA,-1.06481192536018,NA,0.776829012012758,-1.52365426814678,8,-88.7275492785614,194.32782582985,18.0778369483707,1.77055638385953e-06
"941",-0.138875311373052,NA,NA,0.57486334289731,-3.10063206750157,NA,2.06105962209575,NA,3.50718353357832,-4.88043429283226,-0.271902439096904,NA,NA,NA,NA,7,-89.8266595526959,194.328017900573,18.0780290190933,1.77038635600198e-06
"324",-0.787071400881955,-0.164139320973954,3.3593012030545,NA,NA,NA,NA,-0.0138886490989825,NA,-3.75266114012058,NA,NA,NA,NA,NA,5,-91.9858069509047,194.328756758952,18.078767877473,1.76973244439922e-06
"2438",-3.29731354223413,-0.320751070731012,NA,1.44167135979709,NA,NA,NA,NA,2.18449254572774,-2.94814521527735,NA,NA,4.12501109393513,NA,NA,6,-90.9129951464684,194.328984304913,18.0789954234335,1.7695311081183e-06
"8013",-1.86670415415812,NA,NA,0.96081575150459,-1.81149228448019,NA,NA,-0.0995271011928371,NA,-2.15373800744663,1.05376572437924,-0.807677124204425,4.55488645248025,1.03304277228064,NA,9,-87.6158684981203,194.32929797185,18.0793090903709,1.76925360817778e-06
"7706",-3.36098282121368,-0.00375162076474332,NA,NA,-1.51791119448394,1.22542784005417,NA,NA,NA,NA,1.28439238083628,-1.71728655674394,5.09026661269042,0.96441865826023,NA,8,-88.7292472556365,194.331221784,18.081232902521,1.76755257063414e-06
"7985",-3.1699358636883,NA,NA,NA,NA,1.73488003751384,0.486801965532791,NA,NA,-2.49457508988069,1.29718792905326,-1.58224370474206,4.00642602570398,1.15824062916501,NA,8,-88.7297171037154,194.332161480158,18.0821725986787,1.766722284524e-06
"13226",0.0483403153983874,-0.241329589888701,NA,NA,-3.09380701782898,NA,2.02209592810591,NA,3.56598628823474,-4.75870961262345,0.00525519952313613,NA,NA,1.02839802163255,-1.54699610925734,9,-87.6174036448002,194.33236826521,18.0823793837309,1.7665396280869e-06
"2696",-5.94323747171482,-0.475647996488859,3.16861640051754,1.91357706800162,NA,NA,NA,NA,0.34822680806585,NA,0.628122732115447,NA,4.5214736662917,NA,NA,7,-89.8290892630888,194.332877321358,18.082888439879,1.76609005137505e-06
"3784",-5.26798176171558,0.064971751528373,2.57727373353461,1.87172009467893,NA,NA,NA,-0.0645669318912461,0.940125120673722,NA,1.7322253941712,-1.90201769459225,4.15902060841376,NA,NA,9,-87.6180514699674,194.333663915545,18.0836750340652,1.76539558986542e-06
"5232",-2.98677902846174,-0.000870100617355537,4.36052045820485,1.49090850456888,-2.69012762887725,NA,3.10733789744939,-0.203416617119394,NA,NA,NA,-0.906660241639885,NA,0.422317206219306,NA,9,-87.6182591437164,194.334079263043,18.0840903815632,1.76502900161155e-06
"16036",-5.01571430605782,0.0256448892327299,2.49101844762019,NA,NA,NA,0.487212614334378,NA,1.26798074463523,NA,1.57185827029364,-2.09999631659207,4.34499860490291,1.59129854271507,-1.66265140523324,10,-86.4923259926425,194.334345236819,18.0843563553395,1.76479429150416e-06
"7213",-3.20585184331323,NA,NA,0.803862169606354,-2.14505808815778,NA,0.891505927419097,NA,NA,NA,NA,-1.23077653669182,5.39231639950285,1.23717241298521,NA,7,-89.8306691325911,194.336037060363,18.0860481788835,1.76330206247382e-06
"5555",-2.25855652997188,NA,2.80178372368418,NA,NA,1.44094718108712,1.38382626354955,NA,0.576394154618871,-3.63609024672943,NA,-1.14991246939917,NA,0.763755954240294,NA,8,-88.732414985487,194.337557243701,18.0875683622218,1.76196230050138e-06
"4022",-4.65130514988464,0.0338175475588451,NA,1.66175122624767,NA,1.77138453575129,0.694544174857096,NA,2.06172957570771,-2.42822479988956,1.60315919699054,-1.82709801465507,3.76627291914604,NA,NA,10,-86.4942606456946,194.338214542923,18.0882256614437,1.76138332742173e-06
"12724",-1.8834251563876,-0.187822304798556,3.11045664564173,NA,NA,1.28999093807414,0.95517844964171,NA,0.335038435221647,-4.04959586480331,NA,NA,NA,0.98672799512452,-1.5006314884785,9,-87.6203548414874,194.338270658585,18.0882817771052,1.76133390751971e-06
"11381",-3.57206107431257,NA,NA,2.00800872003815,NA,1.84012015179,-0.0885278850447474,-0.123384861312594,NA,NA,NA,-0.934659182145462,4.50769944529149,NA,-1.35849592674248,8,-88.7344815550518,194.341690382831,18.0917015013516,1.75832484266108e-06
"7978",-1.75265534143818,-0.106532728029974,NA,NA,-2.35430576292877,NA,1.33722954344684,NA,NA,-2.70563525389187,0.754463569896233,-0.897332686957244,4.53950595862076,1.29627052807143,NA,9,-87.6222861442678,194.342133264145,18.0921443826661,1.75793552115965e-06
"499",-1.86896112200138,NA,2.95853835308733,NA,NA,1.49296002943206,1.13625123798371,-0.0293375003631121,0.265103667514361,-4.08567683069311,NA,NA,NA,NA,NA,7,-89.8338696466807,194.342438088542,18.0924492070628,1.75766761075924e-06
"10122",0.970114943095213,0.0547427931853401,NA,NA,-2.31167611696084,NA,NA,NA,3.23190729844629,-3.87745418031943,0.645122362931069,-1.02941731863768,NA,NA,-1.40747615680575,8,-88.734954455078,194.342636182883,18.0926473014039,1.757493527377e-06
"3283",-4.02790554781782,NA,2.06215643795392,NA,NA,1.12398395020652,NA,0.0197520842310631,0.760393630710351,NA,NA,-1.45123097792453,3.69344218689731,NA,NA,7,-89.8345741003087,194.343846995798,18.0938581143188,1.75642985145722e-06
"10232",-3.35990248867803,0.0482119953615644,3.41286448893802,2.27337988370742,NA,1.60175170874514,1.2555692855055,-0.00739447042919601,0.504618733332172,-3.46937393850218,1.24620335292844,-1.38222236182783,NA,NA,-1.61169920665939,12,-84.2029930836801,194.343874366118,18.0938854846386,1.7564058145983e-06
"13340",-1.31615676845512,-0.0153867421401198,3.46950094523094,NA,-1.78890406167769,0.635738193031142,NA,NA,NA,NA,NA,-1.33878364311233,NA,0.827654267245192,-1.66251177283342,8,-88.7358946013794,194.344516475486,18.0945275940068,1.75584200279643e-06
"3829",-5.54022476585418,NA,NA,1.83705301657085,NA,1.63401446472615,0.752189653531832,-0.140621157239502,1.9295735974887,NA,2.08430664516372,-2.10846842881119,4.47104844054034,NA,NA,9,-87.6234800650822,194.344521105774,18.0945322242948,1.75583793777408e-06
"6405",-2.86567008350745,NA,NA,1.19699307502037,NA,NA,NA,NA,NA,-3.10761552793219,NA,NA,4.5913124612061,1.23824733791032,NA,5,-91.9938169268275,194.344776710798,18.0947878293186,1.75561355161396e-06
"16308",-4.07130504806594,0.0698682383077344,2.25470426651218,NA,NA,1.10045501037248,0.938099085745618,NA,0.914916286340861,-2.52614776250246,1.34545607732885,-1.45564987092937,3.32795741268322,1.41075029878024,-1.52067963832687,12,-84.2036192967981,194.345126792354,18.0951379108747,1.75530627454576e-06
"3730",-4.43996942864716,0.0516008028562305,NA,NA,NA,1.42371189523064,NA,NA,2.02055949831929,NA,1.86344710748801,-2.42225778209439,4.46487733442425,NA,NA,7,-89.8355623962832,194.345823587747,18.0958347062679,1.75469483640091e-06
"7893",-5.49009984949591,NA,NA,1.6600932827369,NA,1.47008205103105,NA,-0.100894564288706,1.80483804781232,NA,1.91529451404474,-2.10291683669912,4.66875058886979,0.688247120110869,NA,9,-87.6242103417002,194.34598165901,18.0959927775309,1.75455615846672e-06
"7044",-3.46805244231374,-0.212520044012131,2.53346577649504,NA,NA,NA,NA,NA,0.546179470266645,-2.94131749408084,0.454910602918601,NA,3.53818510430384,1.07489968327917,NA,8,-88.7372833776041,194.347294027936,18.0973051464562,1.75340522363078e-06
"10340",-3.46900326636223,-0.310878061401589,3.13819473664879,NA,NA,NA,0.272224762142498,-0.0774607867698853,NA,NA,NA,NA,3.91758021653223,NA,-1.52001234334863,7,-89.8367610005018,194.348220796184,18.0982319147051,1.75259291170719e-06
"11509",-4.56070769624233,NA,NA,2.00663820948456,NA,1.60132571974674,0.0852750751249189,-0.0748246100066459,2.01251298932196,NA,NA,-1.26864522869808,4.3773148264238,NA,-1.42666330493172,9,-87.6262008641483,194.349962703906,18.0999738224271,1.75106714867499e-06
"10185",0.962068137931848,NA,NA,NA,-2.3125267163721,NA,NA,0.00251075191062828,3.22806134726965,-3.87530940777088,0.639067394246982,-0.991414404382511,NA,NA,-1.41520916564217,8,-88.7395193441124,194.351765960952,18.1017770794726,1.7494890481256e-06
"3492",-2.84996162252338,0.0220926634235678,2.69248774965304,NA,NA,NA,0.834567851505622,NA,0.887045744594065,-2.62656145557273,NA,-0.936207524047188,2.93771912114653,NA,NA,8,-88.7400087704148,194.352744813557,18.1027559320775,1.74863301167011e-06
"571",-2.85006360294318,NA,4.29336940143831,NA,-2.93139939408536,0.696709545768903,2.54045708926625,NA,NA,NA,-0.495398690269378,NA,NA,NA,NA,6,-90.9256752778923,194.354344567761,18.1043556862813,1.74723487940599e-06
"9784",-4.34581247493886,-0.0686032285227971,3.89251697043117,2.34211149125362,NA,1.54093797340336,0.888445849086414,NA,NA,NA,1.45170924012276,-2.32003567833033,NA,NA,-1.67609425122573,9,-87.6286585448844,194.354878065379,18.1048891838993,1.7467688687395e-06
"8149",-4.51809457870962,NA,NA,1.54262532829373,NA,1.58665703331335,NA,-0.0207645795918493,1.82316618164956,-2.20192307532479,1.51342630985797,-1.67165531430082,3.97718398012518,0.636634069016379,NA,10,-86.5027616320986,194.355216515731,18.1052276342515,1.74647329647991e-06
"265",2.29316269493882,NA,NA,NA,-2.27679702294243,NA,NA,NA,NA,-4.47356578378449,NA,NA,NA,NA,NA,3,-94.1075621765842,194.356300823757,18.1063119422774,1.74552669559869e-06
"947",-1.99816312870272,NA,3.00988143749161,NA,NA,1.50928560188248,1.08387769527767,NA,0.279434767207963,-4.23426135619111,0.141399825674928,NA,NA,NA,NA,7,-89.8409853243955,194.356669443972,18.1066805624925,1.74520500703182e-06
"9368",-3.51017955974907,-0.076809745945739,3.62522922700714,2.19968402940149,NA,1.40506842735626,NA,NA,0.349488572717133,NA,NA,-1.63980059063078,NA,NA,-1.71599809537731,8,-88.7419937920299,194.356714856787,18.1067259753078,1.74516538014539e-06
"8160",-3.7867962261308,0.116382089006405,2.42500674052482,1.41676959850729,-1.71907693211963,0.889167494737384,NA,0.0790805155316473,1.09411311037208,-2.78795800353461,0.77880129138263,-1.09394882923869,3.37888152196914,0.305013096651695,NA,13,-83.0408687431849,194.35673748637,18.1067486048904,1.74514563407498e-06
"9819",-1.08504293756476,NA,3.34583938294573,NA,-1.72921017920492,0.760010863340352,NA,-0.0390175494155577,NA,NA,0.821893785814298,-1.52697929343305,NA,NA,-1.52734870579589,8,-88.7420597710362,194.3568468148,18.1068579333202,1.74505023966636e-06
"6362",-3.39495554179362,-0.224165016845759,NA,NA,-2.07277173953676,0.744020066636444,NA,-0.105326874600695,1.90112537981115,NA,NA,NA,4.86694902582145,0.798879579223996,NA,8,-88.7420726174543,194.356872507636,18.1068836261566,1.74502782216526e-06
"2650",-2.37588849724242,-0.179923493590589,NA,NA,-1.85807636482988,1.15010927113164,NA,-0.169036240509531,NA,NA,0.797370287680407,NA,4.85981656367866,NA,NA,7,-89.8415311394026,194.357761073986,18.1077721925066,1.74425270786177e-06
"6186",-3.17318648208637,-0.508931881594754,NA,NA,-2.48824860553319,NA,1.02255338133317,NA,NA,NA,NA,NA,5.60175865517308,1.24996832738302,NA,6,-90.9276838650247,194.358361742025,18.108372860546,1.74372892809302e-06
"3220",-3.92880596403663,-0.00588878467035276,2.03111077043801,NA,NA,1.11845644011289,NA,NA,0.733963421982992,NA,NA,-1.3876989857627,3.66242904063505,NA,NA,7,-89.842218550963,194.359135897107,18.1091470156273,1.74305410040175e-06
"8086",-4.55451157612334,0.0602512337062745,NA,1.51799233408259,NA,1.60184505084086,NA,NA,1.87685645421608,-2.2757528855529,1.49305564684237,-1.76183020557246,3.97456695742818,0.638520835964297,NA,10,-86.5047847409868,194.359262733507,18.1092738520281,1.74294356255262e-06
"7159",-5.0793455040809,NA,2.76830008754397,1.92403238810608,NA,1.40372934133427,1.22880263701422,-0.0754678503181622,0.170133813872549,-3.01343215982567,0.670381178500531,NA,3.09205153507964,0.544878147224797,NA,11,-85.3650232183148,194.359676066259,18.1096871847799,1.74258339194198e-06
"5184",-3.84219241700935,-0.0738197139513424,4.25267848277462,1.505436823924,-2.30920615523069,1.03624362939845,2.61455934409579,NA,NA,NA,NA,-1.52290698053067,NA,0.174920065086218,NA,9,-87.6311265569271,194.359814089464,18.1098252079846,1.7424631376194e-06
"1832",-2.62869534013869,0.043031957612915,3.95219298958708,1.7487896467383,NA,NA,1.18087990432235,NA,NA,-3.41255422674632,0.945987790058792,-1.43430664513257,NA,NA,NA,8,-88.744310179827,194.361347632381,18.1113587509019,1.74112757871739e-06
"1563",-1.65244577785049,NA,3.13751447341031,NA,-1.58604946587573,0.9025941541081,NA,NA,NA,NA,0.748806572378417,-1.80759646668225,NA,NA,NA,6,-90.9295419972598,194.362078006496,18.1120891250164,1.7404918575463e-06
"935",-2.67938872886195,NA,3.93793959334407,1.73059890334361,NA,NA,1.01081166504635,NA,0.36663004694869,-4.13904894467014,0.149476338703125,NA,NA,NA,NA,7,-89.844394680701,194.363488156583,18.1134992751033,1.73926511269856e-06
"2993",-2.99825070829218,NA,NA,NA,NA,1.6690751594288,0.220597434095824,NA,1.55209372667633,-3.36808654943299,0.483185315462601,NA,3.60793449107205,NA,NA,7,-89.8444205131791,194.363539821539,18.1135509400596,1.73922018375092e-06
"6765",-3.13098512248713,NA,NA,1.1410476802701,-2.44030631274395,NA,1.66929492049364,-0.318512247859633,NA,NA,1.00152414482617,NA,5.22923456575659,1.04831603666388,NA,8,-88.7455152671946,194.363757807116,18.1137689256371,1.73903063162293e-06
"5691",-2.95193045583951,NA,3.90914103140504,NA,-2.41666939326486,0.87101870099372,2.64525531954825,NA,NA,NA,0.690583132827916,-1.9060295557903,NA,0.38923783911608,NA,8,-88.745548295249,194.363823863225,18.1138349817458,1.73897319577315e-06
"7757",-2.95931565820959,NA,NA,1.13182364226265,-1.67438681784268,NA,NA,-0.177515937873506,NA,NA,1.48085095402305,-1.24623737750626,5.22408642586438,1.03068828050931,NA,8,-88.7479123437106,194.368551960148,18.118563078669,1.73486703435955e-06
"1708",-2.9842362216747,-0.0069601870872711,3.73786620806519,NA,-2.86854569300509,NA,2.8338131840272,NA,1.73202838785127,NA,0.721269247402699,-1.92938379256607,NA,NA,NA,8,-88.7479826081458,194.368692489019,18.1187036075395,1.73474513918972e-06
"6266",-2.97558716826963,-0.227934640395664,NA,NA,-2.36912852913881,1.11972848869341,1.7973671830104,-0.205776676724708,NA,NA,NA,NA,4.85019309633,1.07759445654868,NA,8,-88.7490302140904,194.370787700908,18.1207988194288,1.73292876145958e-06
"8396",-0.899000103756894,-0.282008271932137,3.36788010910898,NA,-2.24061839359736,NA,NA,-0.101749042173446,0.954500675928305,NA,NA,NA,NA,NA,-1.67596689871048,7,-89.8487983236008,194.372295442382,18.1223065609029,1.73162284948319e-06
"8068",-3.61858866687582,0.113078235786063,2.21967381989707,NA,NA,NA,NA,NA,1.03453453581769,-2.29661008247851,1.23239862098191,-1.56285505874632,3.56581037462203,1.14611040635456,NA,9,-87.6373699486916,194.372300872993,18.1223119915137,1.73161814760473e-06
"6107",-0.841246230488625,NA,2.74980370735376,NA,-1.92743408718863,0.884821212129135,NA,0.106801922766968,1.08706422146252,-3.93420461154123,0.248559982091386,-0.985848276717419,NA,0.226279189363742,NA,10,-86.5116866759947,194.373066603523,18.1230777220438,1.73095529806278e-06
"835",-0.790169900742059,NA,3.34659265036113,NA,NA,NA,NA,-0.0431795314830856,NA,-3.7717464126245,0.232234174075426,NA,NA,NA,NA,5,-92.0083251009893,194.373793059121,18.1238041776421,1.73032668115196e-06
"11058",-1.91987843027321,-0.275000752761908,NA,NA,NA,1.80950637532245,-0.138177489906594,NA,NA,-3.09498249442105,0.803598145622775,NA,3.81727622964921,NA,-1.34253963236033,8,-88.751481960851,194.375691194429,18.12570231295,1.72868526309971e-06
"11713",-1.91298473180797,NA,NA,NA,NA,NA,NA,0.0288098817340775,2.49384706914718,-2.63908619127475,NA,-1.0698625540287,3.75540541158232,NA,-1.22385339326767,7,-89.8507809554842,194.376260706149,18.1262718246698,1.7281930799204e-06
"15918",-3.59674001457842,-0.203154437820542,NA,1.21714107918906,-2.08137537403795,NA,0.620578665314816,NA,NA,NA,1.32999902369125,-1.38512237064895,5.79646807331178,1.66867188189748,-1.75888543867111,10,-86.5133555569629,194.376404365459,18.1264154839801,1.72806894886563e-06
"8489",2.55027143542775,NA,NA,NA,-2.63998183464934,NA,0.940753688775749,NA,NA,-4.61133126421399,NA,NA,NA,NA,-1.26853057623073,5,-92.0107573886232,194.378657634389,18.12866875291,1.72612314314181e-06
"3176",-4.90748067942659,-0.0712402397147079,3.27757363633637,1.91159285044185,NA,NA,0.810682551081931,-0.0658796683324686,NA,NA,NA,-1.12365005654044,3.77358353807013,NA,NA,8,-88.7530683479531,194.378863968634,18.1288750871542,1.72594507317032e-06
