"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_SP)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"339",-77.9438755880117,NA,0.914642431119476,NA,NA,16.6478601731103,NA,0.370732243778258,NA,-0.657244093922488,NA,NA,NA,NA,NA,5,-75.9781630199828,162.313468897108,3.69417365915427,0.000770958636978288
"516",-6.10361480203508,0.269889291543248,0.970398738122015,NA,NA,NA,NA,NA,NA,NA,-0.447946873578393,NA,NA,NA,NA,4,-77.0512467925918,162.339179975716,3.71988473776199,0.000761110981999046
"3105",0.512398334692299,NA,NA,NA,NA,NA,-0.340500175022009,NA,NA,NA,NA,0.0997126601316254,0.500432381278565,NA,NA,4,-77.0600180910888,162.35672257271,3.73742733475598,0.000754464243265547
"4419",-5.84968541018956,NA,0.989207716205861,NA,NA,NA,NA,0.358457524633312,NA,-0.637475907793922,NA,NA,NA,-0.268289768646558,NA,5,-76.0021571911246,162.361457239392,3.74216200143783,0.000752680287350232
"1043",-52.7202681968604,NA,0.949712138071059,NA,NA,10.8328945930074,NA,NA,NA,NA,NA,0.0658755488494423,NA,NA,NA,4,-77.0650556952516,162.366797781036,3.74750254308168,0.000750673108189314
"1155",-7.50391580769411,NA,0.938184861883244,NA,NA,NA,NA,NA,0.684484812812087,NA,NA,0.060298193789775,NA,NA,NA,4,-77.0666971239265,162.370080638386,3.75078540043137,0.000749441942535828
"1319",-5.57710523815041,NA,0.839628719642749,0.148435628238597,NA,NA,-0.211953410664756,NA,NA,-0.687135601247555,NA,0.166159006352928,NA,NA,NA,6,-74.9337771242893,162.370548260555,3.75125302260059,0.000749266735185898
"10339",-4.23387268326895,NA,0.803193281084342,NA,NA,NA,-0.267461154856424,0.329944426707895,NA,NA,NA,NA,0.363563347292699,NA,-0.478210153683724,6,-74.9378640565146,162.378722125005,3.75942688705109,0.000746210781811357
"2311",-5.05928787899238,NA,0.800412557221059,0.169651395851278,NA,NA,NA,NA,NA,-0.299389103779955,NA,NA,0.188842508715302,NA,NA,5,-76.0157737677336,162.38869039261,3.769395154656,0.00074250082058167
"4100",-5.19413289004548,0.235832544065691,1.0008083809578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.315061735973367,NA,4,-77.0776784618501,162.392043314233,3.77274807627859,0.000741257089877796
"1379",-5.79697104659382,NA,0.86932398281032,NA,NA,NA,-0.218811196094496,0.212298696829174,NA,-0.780642078000596,NA,0.139586353661196,NA,NA,NA,6,-74.9558790070474,162.414752026071,3.7954567881167,0.000732888194669835
"1035",20.1681921820184,NA,0.986677569611083,NA,-7.14870023815628,NA,NA,NA,NA,NA,NA,0.0702765210612279,NA,NA,NA,4,-77.0890688021374,162.414823994807,3.79552875685317,0.000732861822625654
"1028",-6.54378304969923,0.110424117246917,1.0026662048516,NA,NA,NA,NA,NA,NA,NA,NA,0.0549642176770497,NA,NA,NA,4,-77.089887539679,162.41646146989,3.79716623193633,0.000732262046701717
"3203",-6.02354929859455,NA,0.779028172853217,NA,NA,NA,NA,NA,0.800499768993987,NA,NA,0.108757126203875,0.322096803599175,NA,NA,5,-76.0312449455739,162.419632748291,3.80033751033662,0.000731101863354869
"264",-6.2743946026189,0.410878335175573,0.927049038986687,0.165893124136583,NA,NA,NA,NA,NA,-0.510868531089016,NA,NA,NA,NA,NA,5,-76.0329156347195,162.422974126582,3.80367888862781,0.000729881439166029
"3843",-4.84667406915066,NA,0.843631277795322,NA,NA,NA,NA,NA,NA,-0.580822778525873,-0.83428539073113,0.233036497898333,0.198789286484278,NA,NA,6,-74.9608464219345,162.424686855845,3.80539161789102,0.000729256662072949
"7171",-4.08804701356391,NA,0.866684977356099,NA,NA,NA,NA,NA,NA,NA,NA,0.119247220288279,0.311150714872495,-0.228603384851668,NA,5,-76.0342116604308,162.425566178004,3.8062709400503,0.000728936106774576
"579",-6.45754193394142,NA,0.991257887716619,NA,NA,NA,NA,0.142630151805493,NA,NA,-0.498315317968821,NA,NA,NA,NA,4,-77.0986408686841,162.433968127901,3.81467288994654,0.000725880287655158
"5411",-3.81441142323656,NA,0.835240230516578,NA,NA,NA,-0.21670567893175,NA,NA,-0.69512302715414,NA,0.177270829302643,NA,-0.358555157509505,NA,6,-74.9693032164787,162.441600444933,3.82230520697931,0.000723115492217698
"1091",-6.38109517389085,NA,0.982700679357651,NA,NA,NA,NA,-0.0318311528088828,NA,NA,NA,0.0724078792788947,NA,NA,NA,4,-77.1058599993709,162.448406389274,3.82911115132021,0.000720658932494472
"643",-7.29219368734227,NA,0.861489657048935,NA,NA,NA,NA,NA,0.928143723533697,NA,-0.374352056589112,NA,NA,NA,NA,4,-77.1075552745856,162.451796939704,3.83250170174958,0.000719438252254798
"132",-7.68466516998938,0.217079235593474,0.91410152924736,NA,NA,NA,NA,NA,0.881815935595212,NA,NA,NA,NA,NA,NA,4,-77.1084803538741,162.453647098281,3.83435186032656,0.000718773022570829
"4227",-6.40663152313626,NA,0.89329823406533,NA,NA,NA,NA,NA,0.90796362030248,NA,NA,NA,NA,-0.294599176988022,NA,4,-77.1088319853775,162.454350361288,3.83505512333338,0.00071852032376333
"289",-0.657100762580197,NA,NA,NA,NA,NA,-0.313881775777943,NA,NA,-0.622570847352686,NA,NA,NA,NA,NA,3,-78.157875378332,162.456927227252,3.83763198929805,0.000717595154616922
"3139",-5.14410113238235,NA,0.872079463628849,NA,NA,NA,NA,0.0997558027741998,NA,NA,NA,0.0980094341933811,0.33491878519468,NA,NA,5,-76.0548592985553,162.466861454253,3.84756621629933,0.000714039615729285
"4115",-63.6259101059542,NA,0.911121947654416,NA,NA,13.7642261787725,NA,NA,NA,NA,NA,NA,NA,-0.335223915725241,NA,4,-77.1155694518697,162.467825294272,3.84853005631777,0.000713695588654512
"10273",0.719877903011397,NA,NA,NA,NA,NA,-0.34489095012148,NA,NA,NA,NA,NA,0.430231237607095,NA,-0.320179436925357,4,-77.1202161352605,162.477118661054,3.85782342309938,0.000710386964234914
"10244",-4.70115278759789,0.318618261156345,0.85915028666134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269733995100854,NA,-0.328560629760974,5,-76.0607436364125,162.478630129968,3.85933489201369,0.000709850303140309
"3083",25.8061512547503,NA,0.836287694722893,NA,-8.21906327579823,NA,NA,NA,NA,NA,NA,0.121657799155835,0.321929604099517,NA,NA,5,-76.060904116001,162.478951089145,3.85965585119081,0.000709736395795869
"3076",-4.90243419052258,0.123076549400187,0.853772241006628,NA,NA,NA,NA,NA,NA,NA,NA,0.104211965158487,0.321088449678488,NA,NA,5,-76.0636527075515,162.484448272246,3.86515303429178,0.000707788298823202
"4611",-4.99763094533763,NA,0.946462737789642,NA,NA,NA,NA,NA,NA,NA,-0.306833924851486,NA,NA,-0.248588773551903,NA,4,-77.1248438635459,162.486374117624,3.86707887967026,0.000707107081443558
"331",13.1168868572346,NA,0.968551244224199,NA,-5.34772034960643,NA,NA,0.355830433323529,NA,-0.643208332289867,NA,NA,NA,NA,NA,5,-76.0658386144051,162.488820085953,3.86952484799897,0.000706242829271529
"3091",-35.313174996327,NA,0.816638750247103,NA,NA,7.1342022309921,NA,NA,NA,NA,NA,0.116274680457852,0.317039695463315,NA,NA,5,-76.0687349220713,162.494612701285,3.87531746333133,0.000704200292086816
"20",-54.5870555589187,0.221581180007975,0.93595287987468,NA,NA,11.3035620825003,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.1330678722016,162.502822134936,3.88352689698169,0.000701315673620736
"2119",-5.80765442979267,NA,0.902739059782939,0.166086908288765,NA,NA,NA,0.222746674151252,NA,NA,NA,NA,0.314746071242537,NA,NA,5,-76.0817913883826,162.520725633908,3.90143039595389,0.000695065687291977
"531",-51.9443819911067,NA,0.88922856688213,NA,NA,10.7906614577342,NA,NA,NA,NA,-0.356925618532686,NA,NA,NA,NA,4,-77.1436338406293,162.523954071791,3.90465883383706,0.000693944604174142
"4163",-5.40439814269432,NA,1.00348464362778,NA,NA,NA,NA,0.0899071947259736,NA,NA,NA,NA,NA,-0.305304843079713,NA,4,-77.1460407206365,162.528767831806,3.90947259385152,0.000692276371203872
"9479",-6.62985801608492,NA,1.0018910574771,0.204426485045095,NA,NA,NA,NA,NA,-0.676374696041494,NA,0.180562919018036,NA,NA,-0.447294772552573,6,-75.0133418758744,162.529677763725,3.91038252577081,0.000691961480657978
"1316",-5.18773663020078,0.221717771858646,0.826834572021271,NA,NA,NA,-0.218387482804966,NA,NA,-0.713414703340508,NA,0.14956923860899,NA,NA,NA,6,-75.024180006567,162.55135402511,3.93205878715588,0.000684502405924732
"147",-48.4141323526975,NA,0.846373996127218,NA,NA,9.61526051522882,NA,NA,0.824304607081672,NA,NA,NA,NA,NA,NA,4,-77.1662455271081,162.569177444749,3.94988220679454,0.000678429419650476
"8228",-5.27479451871566,0.262032134029993,0.907104427683039,NA,NA,NA,-0.23030099038548,NA,NA,NA,NA,NA,NA,NA,-0.426277502816436,5,-76.1066609976424,162.570464852428,3.95116961447349,0.000677992852553269
"2435",-6.27640105776656,NA,0.674578877868102,NA,NA,NA,NA,NA,1.17661762198198,-0.316998053895115,NA,NA,0.192199419295926,NA,NA,5,-76.1066907824991,162.570524422141,3.95122918418684,0.00067797265893406
"195",-7.86200859269619,NA,0.915711896485416,NA,NA,NA,NA,0.0806739640895573,0.896965853569372,NA,NA,NA,NA,NA,NA,4,-77.1685709253301,162.573828241193,3.95453300323865,0.000676853633958939
"12",13.9138881018678,0.228404423393893,0.974697886701156,NA,-5.43023123849404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.1696142377432,162.575914866019,3.95661962806486,0.000676147832410556
"10371",-6.32591093899247,NA,0.729718152210086,NA,NA,NA,NA,NA,1.22090560136425,NA,NA,NA,0.259763404206145,NA,-0.332866867988457,5,-76.1143887829369,162.585920423017,3.96662518506261,0.000672773661724125
"4107",12.8734418503734,NA,0.95557802469294,NA,-4.79071314546663,NA,NA,NA,NA,NA,NA,NA,NA,-0.299890939879647,NA,4,-77.1762892810365,162.589264952606,3.96996971465148,0.000671649546186382
"68",-6.46467070708905,0.198977745492829,0.990578579324804,NA,NA,NA,NA,0.0304673524747934,NA,NA,NA,NA,NA,NA,NA,4,-77.1776155900872,162.591917570707,3.97262233275282,0.000670759321801227
"2097",-102.554537935548,NA,NA,NA,NA,23.999047946725,-0.301848136323133,NA,NA,NA,NA,NA,0.398206857631543,NA,NA,4,-77.1812463046065,162.599178999746,3.97988376179143,0.000668328401851166
"523",8.63241796488234,NA,0.925776973176863,NA,-3.88966757181508,NA,NA,NA,NA,NA,-0.363345204696008,NA,NA,NA,NA,4,-77.1815783202312,162.599843030995,3.98054779304073,0.00066810654321166
"2056",-5.31005077775628,0.306644322828378,0.863909277694568,0.17932894469875,NA,NA,NA,NA,NA,NA,NA,NA,0.276131097305017,NA,NA,5,-76.1218194479728,162.600781753089,3.98148651513438,0.000667793033605501
"388",-7.38879734434998,0.418583786674362,0.810953367800829,NA,NA,NA,NA,NA,1.08700280967726,-0.53284722173482,NA,NA,NA,NA,NA,5,-76.129031509944,162.615205877031,3.99591063907667,0.000662994194426499
"83",-58.0503220724127,NA,0.939060513802891,NA,NA,12.0703978601405,NA,0.0895066520041604,NA,NA,NA,NA,NA,NA,NA,4,-77.1893409024579,162.615368195448,3.99607295749419,0.000662940388525717
"139",11.7291502191029,NA,0.869389745495752,NA,-5.16358599439034,NA,NA,NA,0.933171930887578,NA,NA,NA,NA,NA,NA,4,-77.1899576443211,162.616601679175,3.9973064412207,0.000662531651490848
"10279",-3.94056547273168,NA,0.743338049747537,0.217744561801367,NA,NA,-0.250158282124639,NA,NA,NA,NA,NA,0.279826629906432,NA,-0.459129257520271,6,-75.0588222775535,162.620638567083,4.00134332912884,0.000661195717192332
"1859",-6.62150774204134,NA,1.00402812790183,NA,NA,NA,NA,0.279784990422276,NA,-0.810441591495513,-1.11918938455866,0.197674609562885,NA,NA,NA,6,-75.0597804076515,162.622554827279,4.00325958932484,0.000660562509071342
"1331",-48.4527820310672,NA,0.772124464120826,NA,NA,10.1525791519203,-0.212596468019605,NA,NA,-0.698063125283399,NA,0.170919577330881,NA,NA,NA,6,-75.0633715957738,162.629737203524,4.01044196556947,0.000658194559256225
"3361",0.286142802496842,NA,NA,NA,NA,NA,-0.341729034635037,NA,NA,-0.558612684236635,NA,0.168180490408687,0.397095831747287,NA,NA,5,-76.1394250612772,162.635992979697,4.01669774174303,0.000656139016764877
"3395",-5.75920386413653,NA,0.903282212404157,NA,NA,NA,NA,0.261717129861279,NA,-0.627281086864655,NA,0.145455106942197,0.258374751084772,NA,NA,6,-75.0734449202426,162.649883852461,4.03058861450711,0.00065159763416413
"8291",-5.61302516071258,NA,0.926954434780102,NA,NA,NA,-0.230038759215965,0.134146382507935,NA,NA,NA,NA,NA,NA,-0.449464012218877,5,-76.1486179059217,162.654378668986,4.03508343103204,0.000650134872584221
"8579",-7.0654505174004,NA,0.788465148779844,NA,NA,NA,NA,NA,1.11587316497361,-0.434904691931355,NA,NA,NA,NA,-0.316488227357799,5,-76.1490732231743,162.655289303491,4.03599406553735,0.000649838922340917
"3111",-4.15499459480767,NA,0.739286161171975,0.174753150152794,NA,NA,-0.234035103168963,NA,NA,NA,NA,0.127944520230254,0.36554673449372,NA,NA,6,-75.080705280144,162.664404572264,4.04510933430996,0.000646883933118237
"3335",-5.4482232636615,NA,0.857680024343828,0.163078029368608,NA,NA,NA,NA,NA,-0.525512954438222,NA,0.179097422473509,0.236141723909244,NA,NA,6,-75.0844694699361,162.671932951848,4.05263771389409,0.000644453516365248
"1443",-5.59192426979154,NA,0.787335090344696,NA,NA,NA,-0.211941705095234,NA,0.315488118938593,-0.697274585269213,NA,0.166504697870234,NA,NA,NA,6,-75.0895739670808,162.682141946138,4.0628467081836,0.000641172286868941
"2243",-7.13996772491759,NA,0.787698654328495,NA,NA,NA,NA,0.242673954012354,1.18828414867139,NA,NA,NA,0.325094678663937,NA,NA,5,-76.1668668810015,162.690876619146,4.07158138119169,0.000638378177584002
"27",-52.7726896578126,NA,0.901823637708102,NA,-0.0164644294129435,10.9454498785342,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-77.2291340099246,162.694954410382,4.07565917242752,0.000637077917113284
"1323",4.67557142766483,NA,0.809274197920978,NA,-2.62592063034435,NA,-0.21378971020248,NA,NA,-0.698024143533698,NA,0.170857893958977,NA,NA,NA,6,-75.096299656634,162.695593325244,4.07629808728998,0.0006368744303428
"4356",-4.77437258116824,0.423822290239475,0.910331623920538,NA,NA,NA,NA,NA,NA,-0.510815135693344,NA,NA,NA,-0.266090623665469,NA,5,-76.1705854037734,162.69831366469,4.07901842673559,0.000636008761886894
"772",-5.58226307910258,0.446930138126057,0.888224071519942,NA,NA,NA,NA,NA,NA,-0.502490315659064,-0.334511759224611,NA,NA,NA,NA,5,-76.1726727700058,162.702488397155,4.08319315920042,0.00063468256328643
"75",12.2682581239279,NA,0.978434645955097,NA,-5.03427516565749,NA,NA,0.0864410916866852,NA,NA,NA,NA,NA,NA,NA,4,-77.2336809336618,162.704048257856,4.084753019902,0.000634187748077989
"276",-59.1841937213935,0.419780631480378,0.845829551772103,NA,NA,12.5193521272609,NA,NA,NA,-0.521338570482967,NA,NA,NA,NA,NA,5,-76.1860981869985,162.72933923114,4.11004399318566,0.000626218628274043
"8355",-6.19134207809089,NA,0.815277237685647,NA,NA,NA,-0.21918708933296,NA,0.746320064696152,NA,NA,NA,NA,NA,-0.428814832093941,5,-76.1869137443072,162.730970345757,4.11167510780319,0.000625708119297826
"2183",-6.68610977210773,NA,0.739099135996502,0.173187112767726,NA,NA,NA,NA,1.08763099758792,NA,NA,NA,0.270017294445647,NA,NA,5,-76.193643647761,162.744430152665,4.12513491471077,0.000621511301992376
"1799",-6.18627681485158,NA,0.94805145823666,0.148956552594748,NA,NA,NA,NA,NA,-0.684974798925499,-0.960684271819654,0.223756980256532,NA,NA,NA,6,-75.1281387187109,162.759271449398,4.13997621144372,0.000616916354992907
"8739",-4.91252513418915,NA,0.860520547167669,NA,NA,NA,-0.220106153079418,NA,NA,NA,-0.220090592186333,NA,NA,NA,-0.414444245211152,5,-76.2070146965616,162.771172250266,4.15187701231187,0.000613256355676339
"6403",-3.94727570088276,NA,0.77861261670924,NA,NA,NA,NA,NA,NA,-0.311327975861468,NA,NA,0.177372791538074,-0.16779124788726,NA,5,-76.2083274771572,162.773797811457,4.15450257350307,0.000612451812842136
"12323",-4.40669335943762,NA,0.876155803528526,NA,NA,NA,-0.223323711691739,NA,NA,NA,NA,NA,NA,-0.17176829724857,-0.402968187039977,5,-76.2097056017465,162.776554060636,4.15725882268168,0.000611608359264642
"2323",-40.2313123416358,NA,0.736716643491586,NA,NA,8.35688433563481,NA,NA,NA,-0.315714513273368,NA,NA,0.178439064519412,NA,NA,5,-76.2115794402483,162.780301737639,4.1610064996853,0.000610463377063918
"10276",-3.45669033020666,0.377773773606041,0.734529953149746,NA,NA,NA,-0.258155541318001,NA,NA,NA,NA,NA,0.301563711112798,NA,-0.417121388100445,6,-75.1464500665475,162.795894145071,4.17659890711684,0.000605722584320715
"8243",-34.9483549480567,NA,0.839108241858471,NA,NA,7.00920036635898,-0.222778680619387,NA,NA,NA,NA,NA,NA,NA,-0.418739138446641,5,-76.2207453492848,162.798633555712,4.17933831775827,0.000604893490810612
"10531",-3.25719110255928,NA,0.66677314584716,NA,NA,NA,-0.244595950833089,NA,NA,-0.287635515905444,NA,NA,0.207913706043172,NA,-0.389232221804318,6,-75.1487235351361,162.800441082248,4.18114584429409,0.0006043470572531
"2116",-5.32642208814812,0.202148323374617,0.884367689737116,NA,NA,NA,NA,0.192334862282073,NA,NA,NA,NA,0.316649415390704,NA,NA,5,-76.2272649919248,162.811672840992,4.1923776030383,0.000600962629245264
"2627",-5.36673736162178,NA,0.886469859835148,NA,NA,NA,NA,0.276031493448759,NA,NA,-0.334117943767878,NA,0.306590609628682,NA,NA,5,-76.2322948067153,162.821732470574,4.20243723261942,0.000597947487682605
"8484",-4.61976660096484,0.4633308307483,0.808471910590573,NA,NA,NA,-0.240869585129525,NA,NA,-0.524994476036062,NA,NA,NA,NA,-0.392317203159787,6,-75.1599322924656,162.822858596907,4.20356335895312,0.000597610900245467
"2819",-4.50803898625638,NA,0.765427286954525,NA,NA,NA,NA,NA,NA,-0.310251525497951,-0.0762948156411381,NA,0.180374216931394,NA,NA,5,-76.2337361514682,162.824615160079,4.20531992212506,0.000597086260020856
"8467",-45.9416061256532,NA,0.83386245354674,NA,NA,9.50426928828121,NA,NA,NA,-0.42508706202119,NA,NA,NA,NA,-0.301444869000738,5,-76.2356515686057,162.828445994354,4.20915075640016,0.000595943685368674
"2315",-5.15608105823561,NA,0.76577320398006,NA,0.167721723569551,NA,NA,NA,NA,-0.312565310091449,NA,NA,0.184452576119027,NA,NA,5,-76.2373099630116,162.831762783166,4.21246754521192,0.000594956194745425
"8235",-7.94258951486242,NA,0.867325020853808,NA,0.781231134959772,NA,-0.225270024736916,NA,NA,NA,NA,NA,NA,NA,-0.423277612650493,5,-76.2382168887617,162.833576634666,4.2142813967121,0.000594416858258278
"268",7.78313386880752,0.418016373316096,0.890585632360476,NA,-3.62782489782542,NA,NA,NA,NA,-0.517597143511469,NA,NA,NA,NA,NA,5,-76.238623671922,162.834390200987,4.21509496303273,0.000594175108663297
"2340",-3.67374672252761,0.478377060378472,0.687716275240651,NA,NA,NA,-0.230742620426149,NA,NA,-0.390828419095689,NA,NA,0.220474177855236,NA,NA,6,-75.1667418910063,162.836477793989,4.2171825560346,0.000593555234331539
"10259",-27.1612949755168,NA,0.802235844016028,NA,NA,5.30383605061968,NA,NA,NA,NA,NA,NA,0.247946023558427,NA,-0.320383135027537,5,-76.2412121019766,162.839567061096,4.22027182314199,0.000592639116715772
"2085",0.244419752967746,NA,NA,0.124219910633441,NA,NA,-0.325916825936936,NA,NA,NA,NA,NA,0.445046207170379,NA,NA,4,-77.3040439271058,162.844774244744,4.22547900679001,0.000591098133273334
"6151",-4.34202006579305,NA,0.848700737990669,0.189801726208017,NA,NA,NA,NA,NA,NA,NA,NA,0.249525635116242,-0.233338961189791,NA,5,-76.2438496437006,162.844842144544,4.22554690659001,0.000591078065891463
"4359",-4.97270872364813,NA,0.903379321021226,0.178056242486551,NA,NA,NA,NA,NA,-0.418379969410697,NA,NA,NA,-0.289903205683622,NA,5,-76.2439023508026,162.844947558748,4.2256523207939,0.000591046912700592
"391",-7.40875178181542,NA,0.809632390213121,0.157127540037317,NA,NA,NA,NA,0.950912859522589,-0.441432689680037,NA,NA,NA,NA,NA,5,-76.2450341504894,162.847211158122,4.22791592016745,0.000590378344403991
"14339",-4.23813693069723,NA,0.827565438913566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248214454461711,-0.0784029769802839,-0.315974118660815,5,-76.245684204997,162.848511267137,4.22921602918271,0.000589994691011323
"3619",-3.57096847029654,NA,0.719890040926788,NA,NA,NA,-0.227911831201349,NA,NA,NA,-0.534460074860001,0.159360694859909,0.3467427223331,NA,NA,6,-75.1731053732061,162.849204758388,4.22990952043418,0.000589790148397186
"12547",-4.83212001852289,NA,0.877906395582617,NA,NA,NA,NA,NA,NA,-0.421092722863343,NA,NA,NA,-0.1475948901937,-0.292773733484272,5,-76.2472267751598,162.851596407462,4.23230116950828,0.000589085284396852
"2180",-6.46114372461902,0.308156274542975,0.73983303485011,NA,NA,NA,NA,NA,1.15062740210278,NA,NA,NA,0.283429438031941,NA,NA,5,-76.2492978693433,162.85573859583,4.2364433578754,0.00058786649583932
"10755",-4.48920271385393,NA,0.821323868723068,NA,NA,NA,NA,NA,NA,NA,-0.0630525827997541,NA,0.247523701611742,NA,-0.322183662924011,5,-76.2493627135569,162.855868284257,4.23657304630257,0.000587828377334602
"10251",2.1742575274339,NA,0.819837095003148,NA,-1.79093913916339,NA,NA,NA,NA,NA,NA,NA,0.250651267470132,NA,-0.324381369410821,5,-76.2504414089365,162.858025675016,4.23873043706169,0.000587194631450825
"9539",-6.7077436832734,NA,1.01977282725539,NA,NA,NA,NA,0.214310771979272,NA,-0.769592277967517,NA,0.148668012842027,NA,NA,-0.402426812553819,6,-75.1781259814734,162.859245974923,4.23995073696864,0.000586836463952818
