"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"260",-2.49907532931869,1.04317366492041,3.7219697041363,NA,NA,NA,NA,NA,NA,-4.08483312258466,NA,NA,NA,NA,NA,4,-58.2387742106839,124.7142348119,0,0.00464700283451157
"4356",-1.83553157249496,1.1280827170692,4.05010412768286,NA,NA,NA,NA,NA,NA,-3.98674615092688,NA,NA,NA,-1.80870948237599,NA,5,-57.2869118383516,124.930966533846,0.216731721945692,0.00416975215626406
"2308",-3.85531631060182,1.05714109015525,3.29642177367167,NA,NA,NA,NA,NA,NA,-3.15657281518413,NA,NA,2.45259933308666,NA,NA,5,-57.3480543933635,125.05325164387,0.339016831969488,0.00392244052930535
"772",-2.00221563250124,1.17186840664233,3.67963674078607,NA,NA,NA,NA,NA,NA,-3.80054605407833,-1.54961666439149,NA,NA,NA,NA,5,-57.4787756962723,125.314694249688,0.600459437787165,0.00344179363551987
"259",-2.40499231733833,NA,3.42734115750392,NA,NA,NA,NA,NA,NA,-3.31063836292714,NA,NA,NA,NA,NA,3,-59.640761276464,125.422699023516,0.708464211615862,0.00326085801084701
"6404",-3.14495626932283,1.12942295732107,3.62922647311443,NA,NA,NA,NA,NA,NA,-3.15817912870199,NA,NA,2.27168385071086,-1.65502480215592,NA,6,-56.55333463639,125.609663284756,0.895428472855642,0.00296984042864047
"8452",-2.238379232782,1.05286925472534,3.83122419862233,NA,NA,NA,NA,NA,NA,-4.03582568729204,NA,NA,NA,NA,-1.01243502299344,5,-57.6746150648308,125.706372986804,0.992138174903985,0.00282965097204566
"2307",-3.70628258386026,NA,3.02859520883312,NA,NA,NA,NA,NA,NA,-2.43573735651841,NA,NA,2.36244247462368,NA,NA,4,-58.7983058999368,125.833298190406,1.11906337850577,0.00265565351872076
"4868",-1.4367984704169,1.22128328509579,3.98483998387501,NA,NA,NA,NA,NA,NA,-3.78394308847452,-1.36537542552515,NA,NA,-1.65480513251564,NA,6,-56.7069141340519,125.91682228008,1.20258746817956,0.00254703191406273
"4355",-1.77266420875555,NA,3.63805710772436,NA,NA,NA,NA,NA,NA,-3.17065207407662,NA,NA,NA,-1.60086941902134,NA,4,-58.88025672145,125.997199833433,1.28296502153219,0.0024466994408282
"10500",-3.61399859066174,1.06368728611544,3.41681026641251,NA,NA,NA,NA,NA,NA,-3.06789870861121,NA,NA,2.44737430312493,NA,-1.01636810954085,6,-56.7954664656722,126.09392694332,1.3796921314201,0.0023311842362451
"2051",-5.26193348742497,NA,3.12051510442208,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39502999713255,NA,NA,3,-59.9989526458095,126.139081762207,1.4248469503068,0.00227914183718458
"4360",-2.50828473838031,1.14008968169292,4.25260114051133,1.12559763773954,NA,NA,NA,NA,NA,-3.95970963663364,NA,NA,NA,-1.96109778738433,NA,6,-56.8875910565594,126.278176125095,1.56394131319443,0.00212602024716709
"4364",-1.32556818476528,1.22049954661554,4.07084523794542,NA,-0.887354784133472,NA,NA,NA,NA,-3.97673111436496,NA,NA,NA,-2.06512109365786,NA,6,-56.8950014835768,126.29299697913,1.57876216722934,0.00211032375995453
"2820",-3.21969513955315,1.13743643695872,3.30579836071263,NA,NA,NA,NA,NA,NA,-3.09096197681361,-1.22709864310576,NA,2.05818183074337,NA,NA,6,-56.8976942665547,126.298382545085,1.58414773318503,0.00210464876025643
"12548",-1.68523953087565,1.12012079905445,4.13434965627486,NA,NA,NA,NA,NA,NA,-3.972423216669,NA,NA,NA,-1.6478004908134,-0.839071062483119,6,-56.9206076025205,126.344209217017,1.62997440511657,0.00205697253273215
"264",-3.03742113526175,1.04183089636558,3.8458291166627,0.849820591798996,NA,NA,NA,NA,NA,-4.08554154217577,NA,NA,NA,NA,NA,5,-57.9943493733295,126.345841603802,1.63160679190149,0.00205529433030449
"8451",-2.16786882390328,NA,3.56228373306525,NA,NA,NA,NA,NA,NA,-3.23672299137823,NA,NA,NA,NA,-1.01867748556683,4,-59.0735645711612,126.383815532855,1.66958072095461,0.00201663866789787
"268",-2.23570277705705,1.08818554677563,3.69822089621233,NA,-0.556264026765911,NA,NA,NA,NA,-4.07056304382983,NA,NA,NA,NA,NA,5,-58.0652080883388,126.48755903382,1.77332422192002,0.00191469884488391
"2052",-5.70671112912953,0.754051441744003,3.37184200608918,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65412926899832,NA,NA,4,-59.1732130702122,126.583112530957,1.86887771905656,0.00182537163248155
"771",-2.01112471793049,NA,3.37699028672474,NA,NA,NA,NA,NA,NA,-3.03460852592003,-1.20034529045863,NA,NA,NA,NA,4,-59.1737912998691,126.584268990271,1.8700341783703,0.00182431645356611
"8964",-1.84381569251073,1.1696870493947,3.81199919914634,NA,NA,NA,NA,NA,NA,-3.72236125245567,-1.43242953507016,NA,NA,NA,-0.909876755287847,6,-57.0456623886517,126.59431878928,1.88008397737913,0.00181517243983794
"6403",-3.04237608466551,NA,3.25712404789383,NA,NA,NA,NA,NA,NA,-2.39901938039561,NA,NA,2.2040638877714,-1.45585771784451,NA,5,-58.1713699691933,126.699882795529,1.98564798362909,0.00172184857784984
"388",-2.34121391239402,1.0340457214847,3.92797663590028,NA,NA,NA,NA,NA,-0.546857008567525,-4.02545683338381,NA,NA,NA,NA,NA,5,-58.1875551796399,126.732253216423,2.01801840452222,0.00169420441304459
"2312",-4.38964118648289,1.05089526977368,3.4104494816956,0.839919748176327,NA,NA,NA,NA,NA,-3.14146927845624,NA,NA,2.45922863453767,NA,NA,6,-57.1156019415713,126.734197895119,2.01996308321822,0.00169255787205826
"276",-2.44049059778012,1.03872485980527,3.82878129269661,NA,NA,-0.219669545756438,NA,NA,NA,-4.08033147002594,NA,NA,NA,NA,NA,5,-58.2164776872338,126.79009823161,2.07586341971,0.001645905601247
"1284",-2.44952661419276,1.10162256113595,3.69026245671499,NA,NA,NA,NA,NA,NA,-3.97296397037257,NA,-0.218680173937877,NA,NA,NA,5,-58.2230183286239,126.803179514391,2.08894470249018,0.00163517545222864
"324",-2.57390978159676,1.01460127827051,3.77487384454326,NA,NA,NA,NA,0.0238717514462705,NA,-4.17421630778207,NA,NA,NA,NA,NA,5,-58.2320392358749,126.821221328893,2.10698651699219,0.00162049101917013
"292",-2.52961861059736,1.03825138863257,3.72724249602988,NA,NA,NA,0.0665796422449896,NA,NA,-4.08414957101227,NA,NA,NA,NA,NA,5,-58.2373938284394,126.831930514022,2.11769570212135,0.00161183713968404
"2371",-4.68305131755344,NA,3.52315928635009,NA,NA,NA,NA,0.205322827205141,NA,-3.22659441800538,NA,NA,2.86365952421919,NA,NA,5,-58.2455170929553,126.848177043053,2.13394223115311,0.0015987967970264
"10499",-3.48734149491113,NA,3.19497661880221,NA,NA,NA,NA,NA,NA,-2.33640174448072,NA,NA,2.34379146306767,NA,-1.02418787504597,5,-58.2460636044043,126.849270065951,2.135035254051,0.00159792327498893
"10243",-4.97765203343705,NA,3.34718812348151,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33165197384196,NA,-1.14092209268756,4,-59.3089376650356,126.854561720604,2.14032690870344,0.00159370103404611
"776",-2.57297243517108,1.18887259940458,3.81292377732016,0.939568568086531,NA,NA,NA,NA,NA,-3.80987485069258,-1.61390929407327,NA,NA,NA,NA,6,-57.1897277755445,126.882449563065,2.16821475116467,0.00157163280872468
"2316",-3.58907923748673,1.10341476551473,3.27755962745902,NA,-0.511389369579619,NA,NA,NA,NA,-3.14993222590422,NA,NA,2.40289940288845,NA,NA,6,-57.2008893413798,126.904772694736,2.19053788283519,0.00155418845988709
"6147",-4.57601102172636,NA,3.38032652191096,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19723822327392,-1.46781701589861,NA,4,-59.3507675972924,126.938221585117,2.22398677321689,0.00152841167223593
"780",-1.66001987687275,1.24289040723224,3.65409399384787,NA,-0.676219104961774,NA,NA,NA,NA,-3.77973320652753,-1.62459462173315,NA,NA,NA,NA,6,-57.2277113593861,126.958416730748,2.24418191884791,0.00151305608165283
"2372",-4.29514594373204,0.942103948268017,3.48930377514308,NA,NA,NA,NA,0.0969566655860716,NA,-3.45036075490575,NA,NA,2.68547111811697,NA,NA,6,-57.2428638791993,126.988721770375,2.27448695847433,0.00149030229336302
"2324",-3.82515345994057,1.05119342502688,3.50235093665361,NA,NA,-0.467782468316703,NA,NA,NA,-3.10357660926295,NA,NA,2.62547521132234,NA,NA,6,-57.248193198358,126.999380408692,2.28514559679157,0.00148238112276981
"323",-2.85222170406602,NA,3.77410070711702,NA,NA,NA,NA,0.13600927735157,NA,-3.93316307207637,NA,NA,NA,NA,NA,4,-59.3831798352671,127.003046061067,2.28881124916636,0.00147966666415359
"4484",-1.71144879321206,1.11906062844662,4.23006584411873,NA,NA,NA,NA,NA,-0.461576018115719,-3.93164270565403,NA,NA,NA,-1.80004765336436,NA,6,-57.2521033464698,127.007200704916,2.29296589301532,0.0014765961105196
"14596",-3.02213815448272,1.12017459007341,3.72045704700604,NA,NA,NA,NA,NA,NA,-3.09187851329733,NA,NA,2.30454014259329,-1.50282789399185,-0.869434266591707,7,-56.1665416394351,127.007782074051,2.2935472621506,0.00147616694919595
"263",-2.94546588464642,NA,3.57468292612664,0.820378309157428,NA,NA,NA,NA,NA,-3.29670126218555,NA,NA,NA,NA,NA,4,-59.3965084455676,127.029703281668,2.31546846976737,0.00146007561457637
"4420",-1.9621465880928,1.0810412717445,4.14752455326005,NA,NA,NA,NA,0.0420253740169016,NA,-4.14399777591599,NA,NA,NA,-1.82479689431068,NA,6,-57.2669031821082,127.036800376192,2.32256556429202,0.00145490364916053
"4372",-1.85945721057972,1.13486532173891,3.9783024105976,NA,NA,0.183647123182148,NA,NA,NA,-3.99726173423242,NA,NA,NA,-1.87701740267335,NA,6,-57.2725476208981,127.048089253772,2.33385444187185,0.00144671466741225
"6408",-3.78019863632392,1.13540445424212,3.82392148842506,1.08827306691293,NA,NA,NA,NA,NA,-3.12917011637277,NA,NA,2.24320059448771,-1.79815804653736,NA,7,-56.1872266255621,127.049152046305,2.33491723440449,0.00144594609286647
"8456",-2.90318925041231,1.04806878861137,4.00813830085575,1.10854420389311,NA,NA,NA,NA,NA,-4.03123776640223,NA,NA,NA,NA,-1.15751550773443,6,-57.2763826808914,127.055759373759,2.34152456185853,0.00144117705519414
"4388",-1.80375805354591,1.13326734939114,4.04762874748767,NA,NA,NA,-0.0660150855966399,NA,NA,-3.9887181584712,NA,NA,NA,-1.81471320064806,NA,6,-57.2855674406886,127.074128893353,2.35989408145294,0.00142800079314669
"5380",-1.83213484216965,1.13248463754761,4.04705160603805,NA,NA,NA,NA,NA,NA,-3.9783369409635,NA,-0.0172438846366079,NA,-1.80663950200229,NA,6,-57.2868098132067,127.076613638389,2.36237882648896,0.00142622778580144
"836",-2.3143918027847,1.04192659592864,3.96343238149625,NA,NA,NA,NA,0.139242267725958,NA,-4.29699947088602,-1.87396219049437,NA,NA,NA,NA,6,-57.2875851323649,127.078164276706,2.36392946480552,0.00142512243263115
"6916",-2.61770342364637,1.18749000327364,3.62002673127403,NA,NA,NA,NA,NA,NA,-3.12111463685746,-1.08587098705169,NA,1.94164607737323,-1.56295559181285,NA,7,-56.2041134245181,127.082925644217,2.36869083231659,0.00142173370215445
"2436",-3.68910501787582,1.04826974822995,3.49380555372613,NA,NA,NA,NA,NA,-0.56240174222177,-3.10544427052669,NA,NA,2.46546932930679,NA,NA,6,-57.2948974484102,127.092788908796,2.37855409689607,0.0014147394949261
"6412",-2.61821018852007,1.22247177673062,3.6633116753165,NA,-0.824247801618775,NA,NA,NA,NA,-3.16809414762336,NA,NA,2.17491528886767,-1.90833207110934,NA,7,-56.2116218658425,127.097942526866,2.38370771496527,0.00141109867427831
"4876",-0.826413377440879,1.34243429529854,4.01109339578815,NA,-0.998188831998576,NA,NA,NA,NA,-3.76571593617401,-1.47222865569525,NA,NA,-1.95127899519278,NA,7,-56.2168555314604,127.108409858102,2.39417504620114,0.0014037327478746
"6148",-5.01089268341603,0.821839540602952,3.71357510588814,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45870952662985,-1.61851351609309,NA,5,-58.3965978523177,127.150338561778,2.43610374987782,0.0013746107293781
"1283",-2.57333348782747,NA,3.57467526907292,NA,NA,NA,NA,NA,NA,-3.73649143324447,NA,0.618884217406648,NA,NA,NA,4,-59.4722659992911,127.181218389115,2.46698357721431,0.00135354986573882
"3332",-3.87526656737474,1.04332535248659,3.30288440072586,NA,NA,NA,NA,NA,NA,-3.18017711663977,NA,0.0543206910515679,2.46574875446471,NA,NA,6,-57.3471014574748,127.197196926926,2.48296211502529,0.00134277907454817
"2340",-3.85457872586046,1.05729909291377,3.29627976364705,NA,NA,NA,-0.00176746622519003,NA,NA,-3.15651962733021,NA,NA,2.45267679372313,NA,NA,6,-57.3480534104813,127.199100832939,2.48486602103824,0.00134150142020106
"4872",-2.12244020652576,1.25055032231151,4.19466506830583,1.19121331802444,NA,NA,NA,NA,NA,-3.77177598256349,-1.42959681879405,NA,NA,-1.8124084216385,NA,7,-56.2709002932092,127.216499381599,2.5022645696988,0.00132988194511049
"1796",-2.04614571753304,1.02322417702261,3.76500544717156,NA,NA,NA,NA,NA,NA,-4.05859215688835,-1.89911997744087,0.661874804004366,NA,NA,NA,6,-57.3645207742205,127.232035560417,2.51780074851662,0.00131959132423646
"1795",-2.12633474618553,NA,3.67598697222151,NA,NA,NA,NA,NA,NA,-3.79775426738084,-2.08161706007445,1.45804213875298,NA,NA,NA,5,-58.4520035504695,127.261149958082,2.54691514618141,0.00130052091360137
"10244",-5.42324631141856,0.771606914072363,3.57105211270943,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62617605201242,NA,-1.15431828954935,5,-58.4530100312549,127.263162919653,2.54892810775237,0.00129921262278594
"12547",-1.62656973293287,NA,3.75614853503796,NA,NA,NA,NA,NA,NA,-3.13573240731428,NA,NA,NA,-1.46293484744063,-0.890525196951019,5,-58.464537328195,127.286217513533,2.57198270163255,0.00128432220113521
"835",-2.57456717129038,NA,3.93218439226138,NA,NA,NA,NA,0.243125502076571,NA,-4.03522108043773,-1.81215252986328,NA,NA,NA,NA,5,-58.4932869795453,127.343716816234,2.62948200433317,0.00124792410887509
"387",-2.18985446864689,NA,3.66676663847623,NA,NA,NA,NA,NA,-0.687387772218345,-3.25836410026411,NA,NA,NA,NA,NA,4,-59.5589810569248,127.354648504382,2.64041369248167,0.00124112175751069
"3331",-4.04761788696752,NA,3.20039815750089,NA,NA,NA,NA,NA,NA,-2.94180576885647,NA,0.836305310629126,2.56336727642548,NA,NA,5,-58.4990280560953,127.355198969333,2.640964157433,0.00124078020750176
"267",-2.24006610907351,NA,3.41475169681373,NA,-0.352295924108355,NA,NA,NA,NA,-3.28432180147493,NA,NA,NA,NA,NA,4,-59.5654827219702,127.367651834473,2.6534170225725,0.00123307857493548
"4867",-1.44472550265023,NA,3.57896021433865,NA,NA,NA,NA,NA,NA,-2.97295200711835,-1.06973643788855,NA,NA,-1.50596422694358,NA,5,-58.5162721078797,127.389687072902,2.67545226100181,0.00121956755106585
"788",-1.9209126461224,1.16953964648879,3.81283567641276,NA,NA,-0.275323567374328,NA,NA,NA,-3.79910646393403,-1.56688715201949,NA,NA,NA,NA,6,-57.4433756489657,127.389745309907,2.67551049800699,0.00121953203960198
"900",-1.87022984870585,1.16208234405718,3.84688714140143,NA,NA,NA,NA,NA,-0.455043350957526,-3.76285734018407,-1.53040896236052,NA,NA,NA,NA,6,-57.4444501774852,127.391894366946,2.67765955504601,0.00121822232143575
"4359",-2.41824800240997,NA,3.85357503824548,1.02772582081335,NA,NA,NA,NA,NA,-3.11935879867674,NA,NA,NA,-1.72379882719267,NA,5,-58.5192498966534,127.39564265045,2.68140783854936,0.0012159413382309
"2819",-3.24861179433549,NA,3.01864012559021,NA,NA,NA,NA,NA,NA,-2.3300638104882,-0.938416024734711,NA,2.11736164941831,NA,NA,5,-58.526590182883,127.410323222909,2.6960884110084,0.00120704865810666
"291",-2.59773941746492,NA,3.48277488281444,NA,NA,NA,0.385829272094909,NA,NA,-3.3239387005438,NA,NA,NA,NA,NA,4,-59.5936273169051,127.423941024343,2.70970621244237,0.00119885790030575
"275",-2.31655135272657,NA,3.54927844620005,NA,NA,-0.284695662055277,NA,NA,NA,-3.31544766869898,NA,NA,NA,NA,NA,4,-59.6028525085648,127.442391407662,2.72815659576173,0.00118784906379081
"2311",-4.28197869936495,NA,3.15937848017378,0.842668071415388,NA,NA,NA,NA,NA,-2.39289528216215,NA,NA,2.40580126551305,NA,NA,5,-58.5465885301942,127.450319917531,2.73608510563079,0.00118314944866908
"804",-2.03935262610541,1.16552355685424,3.68698455908677,NA,NA,NA,0.0795240943435538,NA,NA,-3.79883198413713,-1.54993042983427,NA,NA,NA,NA,6,-57.4768012934495,127.456596598875,2.74236178697466,0.00117944214307015
"13060",-1.33109291399305,1.21397817795641,4.10049999105843,NA,NA,NA,NA,NA,NA,-3.73164479733531,-1.31352679231272,NA,NA,-1.54705822466917,-0.788601914147929,7,-56.391929055995,127.458556907171,2.74432209527028,0.00117828667432276
"4419",-2.2689392662206,NA,4.06020438783555,NA,NA,NA,NA,0.156468116844918,NA,-3.87411662944024,NA,NA,NA,-1.67291893741154,NA,5,-58.5551967631073,127.467536383357,2.75330157145711,0.00117300833380595
"12552",-2.43327531290642,1.12523007692455,4.37078143296034,1.27248806422741,NA,NA,NA,NA,NA,-3.94549283874135,NA,NA,NA,-1.76610394658001,-0.962574583504265,7,-56.4174222321044,127.509543259389,2.79530844748911,0.00114862805705239
"8460",-1.9835377618125,1.09325326917326,3.80498587714844,NA,-0.548910941825831,NA,NA,NA,NA,-4.01160846465467,NA,NA,NA,NA,-1.00308767610914,6,-57.5090434231209,127.521080858218,2.80684604631737,0.00114202092811382
"10504",-4.26110803098714,1.05499727907388,3.58628840437585,1.08654597779454,NA,NA,NA,NA,NA,-3.04971579340201,NA,NA,2.43403054629508,NA,-1.1519232391056,7,-56.4241019487931,127.522902692767,2.80866788086657,0.00114098111518613
"2563",-4.67629332063545,NA,3.09526836155526,NA,NA,NA,NA,NA,NA,NA,-1.05420431827056,NA,3.08523051638032,NA,NA,4,-59.6469709844633,127.530628359459,2.81639354755866,0.00113658219690116
"6468",-3.57179884648933,1.01515454356395,3.82838195995367,NA,NA,NA,NA,0.0990190959972583,NA,-3.47529592837443,NA,NA,2.47910006171126,-1.65799005423903,NA,7,-56.445081397414,127.564861590009,2.85062677810826,0.00111729330788831
"10563",-4.56884981735063,NA,3.77795729395877,NA,NA,NA,NA,0.235770054053239,NA,-3.25959693290672,NA,NA,2.9290633793427,NA,-1.1714668245589,6,-57.5348147248558,127.572623461688,2.8583886497873,0.00111296556751974
"11012",-3.09010467398065,1.13221311539323,3.43625075761953,NA,NA,NA,NA,NA,NA,-2.98064288316383,-1.09424636877903,NA,2.09369240825279,NA,-0.933455946990432,7,-56.4491961608676,127.573091116916,2.85885630501546,0.00111270535586005
"5379",-1.95928628489337,NA,3.85404157621121,NA,NA,NA,NA,NA,NA,-3.67893741968396,NA,0.769612425739112,NA,-1.69794149954169,NA,5,-58.6196529948628,127.596448846869,2.88221403496817,0.00109978580991423
"2055",-5.8722698975554,NA,3.26092246078898,0.920142627058794,NA,NA,NA,NA,NA,NA,NA,NA,3.44731080345041,NA,NA,4,-59.6804875268025,127.597661444137,2.88342663223708,0.0010991192133782
"2883",-4.23429314744687,NA,3.65449738566909,NA,NA,NA,NA,0.28828263078951,NA,-3.40956289886706,-1.58568058676815,NA,2.60987485002542,NA,NA,6,-57.5795013149697,127.661996641915,2.94776183001503,0.0010643257978763
"6467",-4.01165022843986,NA,3.78836978465062,NA,NA,NA,NA,0.212358768490302,NA,-3.24233934245115,NA,NA,2.66669711978772,-1.48383955665114,NA,6,-57.5911651442014,127.685324300379,2.9710894884785,0.00105198380091723
"8455",-2.84907286406718,NA,3.78352400078064,1.08706197642877,NA,NA,NA,NA,NA,-3.21491349641504,NA,NA,NA,NA,-1.17563061693394,5,-58.6648833025329,127.686909462209,2.97267465030838,0.00105115034896649
"4932",-1.75724155022375,1.09023749679712,4.28555947467204,NA,NA,NA,NA,0.143322171754752,NA,-4.31088522476252,-1.68405746137022,NA,NA,-1.66571270265504,NA,7,-56.5092602417217,127.693219278624,2.97898446672382,0.00104783929188993
"6532",-3.00964815297138,1.11935796351735,3.80538237231241,NA,NA,NA,NA,NA,-0.493895298709273,-3.10606978931586,NA,NA,2.28792846877743,-1.64574493788218,NA,7,-56.5138012289028,127.702301252986,2.98806644108591,0.00104309185428222
"2323",-3.64014095185747,NA,3.22668983722993,NA,NA,-0.494241880245453,NA,NA,NA,-2.40598922970374,NA,NA,2.51963195877623,NA,NA,5,-58.6847084733728,127.726559803888,3.01232499198804,0.00103051632605864
"2564",-5.03272300672238,0.821381555688251,3.36438919770166,NA,NA,NA,NA,NA,NA,NA,-1.24547429866732,NA,3.27017063895412,NA,NA,5,-58.6890409929101,127.735224842963,3.02099003106272,0.00102606125175941
"8580",-2.07708277802812,1.05086973107202,4.0345941785429,NA,NA,NA,NA,NA,-0.540561868594278,-3.99194888995216,NA,NA,NA,NA,-1.01282096693238,6,-57.625130965048,127.753255942072,3.03902113017166,0.00101685231986435
"7428",-3.20995881049412,1.08160769771656,3.6589410021831,NA,NA,NA,NA,NA,NA,-3.242221191419,NA,0.195573693526405,2.31442758501761,-1.67334724420582,NA,7,-56.5404844799947,127.75566775517,3.04143294326964,0.00101562683005408
"4363",-1.45484377090222,NA,3.64276792270803,NA,-0.565712298443702,NA,NA,NA,NA,-3.12695557969787,NA,NA,NA,-1.73963869386835,NA,5,-58.7021624032773,127.761467663697,3.04723285179703,0.00101268582514888
"8963",-1.86291132052045,NA,3.53338432792014,NA,NA,NA,NA,NA,NA,-2.94631013788569,-1.08272823214006,NA,NA,NA,-0.944686540878541,5,-58.7038355860245,127.764814029192,3.05057921729157,0.00101099283343507
"8468",-2.15454368848238,1.04693101598859,3.98067655580489,NA,NA,-0.297128563472318,NA,NA,NA,-4.03243337958151,NA,NA,NA,NA,-1.03030925585736,6,-57.6340344791216,127.771062970219,3.05682815831877,0.00100783894581775
"6436",-3.09168286344497,1.14050067001685,3.6247454144397,NA,NA,NA,-0.120400588543471,NA,NA,-3.15719923088604,NA,NA,2.27621648363923,-1.66574707412261,NA,7,-56.5488253115905,127.772349418362,3.05811460646143,0.00100719088799331
"6420",-3.15301774424765,1.12642433276787,3.65707399603035,NA,NA,-0.0846996153011078,NA,NA,NA,-3.14451547008288,NA,NA,2.30554078536725,-1.62110134563171,NA,7,-56.5503760667856,127.775450928752,3.06121611685145,0.00100563019193292
"8515",-2.67108120850177,NA,3.99255504637797,NA,NA,NA,NA,0.164308117010692,NA,-4.0133691565629,NA,NA,NA,NA,-1.1186313354276,5,-58.7096919810165,127.776526819176,3.06229200727554,0.00100508936346716
"5892",-1.47535551773314,1.05531964025916,4.09762712638231,NA,NA,NA,NA,NA,NA,-4.07920974449145,-1.75983867594817,0.752404934733541,NA,-1.69854433719219,NA,7,-56.5522888123225,127.779276419826,3.06504160792527,0.00100370851569623
"8516",-2.40206958884645,0.987804285076904,3.96079847474493,NA,NA,NA,NA,0.0554392429779789,NA,-4.24905026622157,NA,NA,NA,NA,-1.04775503798818,6,-57.6397327439552,127.782459499886,3.06822468798603,0.00100211234393721
"2435",-3.48457888454429,NA,3.25844097616484,NA,NA,NA,NA,NA,-0.668597509606697,-2.40393032007122,NA,NA,2.35462049239314,NA,NA,5,-58.7240990554888,127.80534096812,3.09110615622005,0.000990712777102339
"2884",-3.82116629881035,0.950297650628011,3.64547958065745,NA,NA,NA,NA,0.183768236538049,NA,-3.66093240377812,-1.60583459684216,NA,2.36393206662906,NA,NA,7,-56.5673207105735,127.809340216328,3.09510540442734,0.000988733703314722
"12556",-1.22032466086585,1.20044148558419,4.14961931681114,NA,-0.841129678868922,NA,NA,NA,NA,-3.94639287201415,NA,NA,NA,-1.89161051142821,-0.790887900661677,7,-56.5715730802557,127.817844955692,3.10361014379171,0.000984538168894872
"8484",-2.29806291948601,1.04562629502479,3.84298704637264,NA,NA,NA,0.133147973256055,NA,NA,-4.03679005496431,NA,NA,NA,NA,-1.01790185975256,6,-57.6692143439406,127.841422699857,3.12718788795695,0.000972999720638332
"2315",-3.54884362146708,NA,3.01645085005586,NA,-0.291175643494854,NA,NA,NA,NA,-2.41958744085747,NA,NA,2.32620424131314,NA,NA,5,-58.7467254514288,127.850593760001,3.13635894810015,0.000968548215215854
"9476",-2.2432394113431,1.04593375884997,3.835595966981,NA,NA,NA,NA,NA,NA,-4.04957193458581,NA,0.0260365871597215,NA,NA,-1.0161650985044,6,-57.6744041710169,127.85180235401,3.13756754210945,0.000967963101239658
"2339",-3.89446393394185,NA,3.08723595122556,NA,NA,NA,0.380573316075482,NA,NA,-2.46262344031225,NA,NA,2.36452663993584,NA,NA,5,-58.7516584829887,127.86045982312,3.14622501121987,0.000963782101662436
"10564",-4.17502480370521,0.910433628015285,3.68860304531145,NA,NA,NA,NA,0.128818329126508,NA,-3.46308929321372,NA,NA,2.74788909464362,NA,-1.0936075981809,7,-56.6160199947559,127.906738784692,3.19250397279208,0.000941736727146736
"9475",-2.35861426553198,NA,3.78097993919763,NA,NA,NA,NA,NA,NA,-3.8369966032857,NA,0.842623333499385,NA,NA,-1.14304735952272,5,-58.7776770645773,127.912496986297,3.198262174397,0.00093902927156889
"5891",-1.55116036790691,NA,3.94226265579466,NA,NA,NA,NA,NA,NA,-3.79003022961463,-1.96643229701378,1.52871517862035,NA,-1.599212655533,NA,6,-57.7109209759645,127.924835963905,3.21060115200463,0.000933253775240644
"2824",-3.76864652918886,1.14767119898159,3.43374939841425,0.915568770556336,NA,NA,NA,NA,NA,-3.08765187983757,-1.29281550933949,NA,2.04492133401167,NA,NA,7,-56.6269767455614,127.928652286304,3.21441747440315,0.000931474674542948
"4368",-1.97101562256381,1.20843406792643,4.23835083132671,0.92991727988465,-0.738955466128024,NA,NA,NA,NA,-3.95921240267249,NA,NA,NA,-2.1350346613848,NA,7,-56.6328383709455,127.940375537072,3.22614072517125,0.000926030689832853
"2067",-5.17548694295656,NA,3.35410718971308,NA,NA,-0.543137180685652,NA,NA,NA,NA,NA,NA,3.54738117515862,NA,NA,4,-59.8540499516065,127.944786293746,3.23055148184518,0.000923990692120338
"8968",-2.51650575372282,1.18098373335741,3.9899944983398,1.13007558986158,NA,NA,NA,NA,NA,-3.72555248111581,-1.46427317651023,NA,NA,NA,-1.03703747557348,7,-56.6407426587193,127.956184112619,3.24194930071891,0.000918739928868554
"4483",-1.56774441493301,NA,3.87581165229697,NA,NA,NA,NA,NA,-0.669578440070681,-3.11311343964162,NA,NA,NA,-1.60296809889019,NA,5,-58.8053852482943,127.967913353731,3.25367854183109,0.000913367636422145
"14339",-4.42166514871177,NA,3.57590444331348,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1862634085252,-1.31027118189776,-1.02622110825856,5,-58.8132091279009,127.983561112945,3.26932630104437,0.000906249440263586
"14595",-2.92085203912292,NA,3.4011258261048,NA,NA,NA,NA,NA,NA,-2.32349878080666,NA,NA,2.22107906972456,-1.33090753819227,-0.918511836394153,6,-57.7408698821053,127.984733776187,3.27049896428623,0.000905718233307246
"10516",-3.57719138251947,1.05418815794806,3.6679781409889,NA,NA,-0.548903402585332,NA,NA,NA,-2.99862052616052,NA,NA,2.65515402729108,NA,-1.05035815989843,7,-56.6585597632465,127.991818321674,3.27758350977339,0.000902515607931124
