"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"5320",-3.14972493763924,1.09154483044073,4.69166473963922,1.34624495982461,NA,NA,NA,-0.146630930548183,-0.979851935413173,NA,NA,-0.629178905449509,NA,-1.96650262933282,NA,8,-59.2079593425513,135.28864595783,10.5744111459294,2.34946366181256e-05
"14952",-5.18098758580379,0.866475625088497,4.15423941703038,1.35039860585461,NA,NA,0.186689220725899,-0.00633809559981299,NA,NA,-1.05882146655827,NA,3.11682677418908,-1.49633014829374,-1.08640186078948,10,-56.969664943711,135.289023138956,10.5747883270553,2.34902061691636e-05
"14940",-3.88230270801712,0.920806889606486,4.19738516467561,NA,-1.01532440947683,-0.702017912990769,NA,0.0403090856531719,NA,NA,-1.24870093927815,NA,3.36788657142189,-1.28705217531974,-1.02342314271439,10,-56.9700342836622,135.289761818858,10.5755270069579,2.34815318995373e-05
"5499",-2.02083682580671,NA,4.22749964002999,NA,-0.891673068972976,-0.0909011732093301,0.429528338393547,0.120427060246385,NA,-4.05778235322541,NA,0.635281277894394,NA,-1.88718952883632,NA,9,-58.0968062968792,135.291173569368,10.5769387574677,2.34649627157985e-05
"3560",-4.56058079335909,0.953684295413456,3.78751367308457,0.846543277074282,NA,NA,0.0522709327459824,0.0763002322096723,-0.654822831095801,-3.3075036760315,NA,-0.0193296261156479,2.65596936266927,NA,NA,10,-56.9710847166672,135.291862684868,10.5776278729678,2.34568790737611e-05
"15135",-2.95842834051395,NA,3.78060251776424,1.05230110574008,-0.459647493040888,-0.436203808018299,NA,NA,NA,-2.1164590647323,-0.800844626367811,NA,2.13161121947267,-1.31544794935438,-1.01099012113689,10,-56.9713131516972,135.292319554928,10.5780847430277,2.34515213128604e-05
"991",-2.3936076380153,NA,4.28897464952529,0.557043593763722,-0.601007234067146,-0.372649252939545,NA,0.239400246191902,-0.361776465396348,-3.95422871053712,-1.87347897233304,NA,NA,NA,NA,9,-58.0978338606999,135.293228697009,10.5789938851091,2.34408633529945e-05
"7520",-3.60083062275727,1.07096849233927,4.07078268837587,0.821416036892764,-0.804110770318756,-0.18735649441931,NA,0.0927129484780478,NA,-3.43883607423632,NA,0.113479046791278,2.48804388981487,-1.9252062510566,NA,11,-55.8320095909397,135.293648811509,10.5794139996086,2.3435939946824e-05
"11931",-4.07127452556621,NA,4.18621901421506,NA,-0.871575871950354,-1.00200024580534,NA,NA,-0.543733033384909,NA,-1.63938153101909,1.16649079915671,3.50965968398433,NA,-1.3038691646347,9,-58.0982158207593,135.293992617128,10.5797578052279,2.34319115891531e-05
"3676",-4.46857324018648,0.913213140735475,3.76608839980082,NA,-0.912055136228872,-0.92947311153857,NA,0.014493818541684,NA,NA,-1.38108494379549,0.00199403706109009,3.51117320216405,NA,NA,9,-58.0982174770951,135.2939959298,10.5797611178995,2.3431872778071e-05
"8808",-4.00009182239171,0.85191186430947,4.34600525602111,1.27136641837168,NA,NA,0.554861601007133,-0.105701109355843,NA,NA,-1.57540933988147,NA,NA,NA,-1.17668082176501,8,-59.2110365947351,135.294800462197,10.5805656502971,2.34224488232743e-05
"1224",-3.6444057245711,1.08990561296797,4.23718918921275,1.07749480353663,NA,NA,NA,-0.146120285054265,-0.9454748116687,NA,NA,-0.889207154091913,NA,NA,NA,7,-60.3102250880422,135.295148971265,10.5809141593647,2.34183677109606e-05
"12239",-4.02761120945779,NA,4.44070312967621,0.878016943797918,-0.659157899276471,NA,NA,0.244593082495978,-0.852106670634477,-3.90640630650636,-2.21336724304864,1.62995826401334,2.64097704521105,NA,-1.29626195393353,11,-55.8332604408986,135.296150511427,10.5819156995265,2.34066434288975e-05
"5495",-3.01889429814956,NA,4.21624216768029,1.03299508629447,NA,0.192028966851556,0.249463980100306,0.100933858527277,NA,-3.94772641146235,NA,0.554313302821117,NA,-1.89848782250808,NA,9,-58.0995975682935,135.296756112197,10.5825213002965,2.33995569612024e-05
"8764",-2.87534313320728,0.818130624194243,4.70846460375265,NA,-1.16903926762745,-0.766838201517793,0.799333686639384,NA,NA,NA,-1.92182927620154,NA,NA,NA,-1.18443833813527,8,-59.2122037644662,135.29713480166,10.5828999897593,2.33951267978017e-05
"8811",-3.22071784146812,NA,4.14618628037375,NA,-0.766485798809962,NA,0.823111510337765,0.0313089194268441,NA,NA,-1.66242960217052,NA,NA,NA,-1.14724799278023,7,-60.3112550670412,135.297208929263,10.5829741173628,2.33942597015287e-05
"12260",-3.50713163733179,0.753734593435697,4.149809737104,NA,NA,NA,-0.174313089653281,0.184997054063069,-0.675832639085365,-3.86247396290884,-1.83607720498663,0.873754504970332,2.48599134695172,NA,-1.08093019912364,11,-55.8340672215774,135.297764072784,10.5835292608841,2.33877670168096e-05
"9655",-2.99014517024015,NA,4.52177775355204,1.25896601610661,NA,-0.314012262677138,0.448325460292156,NA,-0.86452012284426,-3.83872625467215,NA,0.920256924162528,NA,NA,-1.34131881216163,9,-58.1005495718572,135.298660119324,10.5844253074237,2.33772910998597e-05
"1290",0.153320069542697,0.931272734083742,NA,NA,-0.596085337789335,NA,NA,NA,NA,-4.25178605321979,NA,-0.520844370768859,NA,NA,NA,5,-62.471136017963,135.299414893069,10.5851800811684,2.33684704815844e-05
"8396",-2.82724961320099,0.854571011165087,4.22199707995055,NA,-0.434345828569046,NA,NA,-0.15048635542088,-0.863036841764165,NA,NA,NA,NA,NA,-1.01370303822538,7,-60.3126877123319,135.300074219844,10.5858394079441,2.33607680221166e-05
"15463",-5.80803918143638,NA,4.08995649647152,1.36068415400576,NA,NA,0.399277898295008,0.0237881738232681,NA,NA,NA,0.291230393547345,3.38506567728504,-1.43701794224407,-1.23124601150807,9,-58.101651307979,135.300863591568,10.5866287796674,2.3351549676555e-05
"5595",-1.76547145688685,NA,4.36518542835115,NA,-0.731222473433922,-0.0262949007839923,NA,0.125368975388527,-0.52751438438961,-4.0789737742964,NA,0.689559761408841,NA,-1.90222767980922,NA,9,-58.1017347622506,135.301030500111,10.5867956882106,2.33496009713019e-05
"1016",-2.66173715977126,1.07061134951061,4.32136160772565,0.943730191522583,NA,-0.170111346118393,0.117609773929186,0.109257928644554,-0.538254526658248,-4.1581628500507,-1.86750347774631,NA,NA,NA,NA,10,-56.9764019762346,135.302497204003,10.5882623921026,2.33324837732228e-05
"1922",-0.536401869700864,0.982367197876685,NA,NA,NA,NA,NA,NA,1.58635858135091,-4.27303816690055,-1.60989560924206,-0.0478196274494595,NA,NA,NA,6,-61.3999483878818,135.30289078774,10.5886559758392,2.33278925819189e-05
"4304",-2.8675640089631,0.985436082544546,4.73477937416377,1.21813942701768,-0.491262460857883,NA,NA,-0.174668481116321,-1.04823419651057,NA,NA,NA,NA,-2.15218419173619,NA,8,-59.2152854527941,135.303298178316,10.5890633664151,2.33231412840467e-05
"7155",-3.4289120630615,NA,4.05592936522455,NA,NA,-0.0498771763051948,-0.102033698199912,0.287374946234302,-0.495896838554108,-3.41186520571905,-1.45448534310823,NA,2.49686850138656,-1.37499735311326,NA,10,-56.977338377504,135.304370006542,10.5901351946414,2.33106454321212e-05
"3209",-4.28172732119033,NA,NA,NA,-0.538128052483492,NA,NA,NA,1.21994953311243,NA,NA,-0.217211931756165,4.30471713187499,NA,NA,5,-62.4736699230486,135.30448270324,10.5902478913397,2.33093319527401e-05
"15944",-5.11168149458488,0.858930248409791,4.14882000780517,1.31800339595658,NA,NA,NA,-0.00494356550274601,NA,NA,-1.10224528479024,0.0816938240004729,3.15083962411293,-1.5105328512195,-1.08521792047616,10,-56.978220188956,135.306133629446,10.5918988175454,2.3290098898441e-05
"10321",-3.5014940536635,NA,NA,NA,NA,0.144817878636157,NA,-0.0711336084812299,NA,NA,NA,NA,4.20563534683718,NA,-0.712803630027573,5,-62.475288144256,135.307719145655,10.5934843337544,2.32716428003616e-05
"353",-0.1852088945294,NA,NA,NA,NA,NA,0.0085840545523125,-0.0473342851150868,NA,-3.66515281117253,NA,NA,NA,NA,NA,4,-63.5356715369495,135.308029464432,10.5937946525311,2.326803226661e-05
"8978",-0.00075530666730026,0.935797840026437,NA,NA,NA,0.743594597376556,NA,NA,NA,-4.22962721844142,-1.36548757311323,NA,NA,NA,-0.6197953941671,6,-61.4029441654508,135.308882342878,10.5946475309772,2.32581119803583e-05
"8576",-2.70989423515725,1.01961090608706,4.35690806724129,0.997287245655476,-0.739285121393497,-0.529766096549369,0.621987646861794,0.025555718877372,NA,-4.08695551847549,NA,NA,NA,NA,-1.21945515909974,10,-56.9796408469497,135.308974945433,10.5947401335327,2.32570351249857e-05
"15159",-3.66952542397704,NA,3.82494848939075,1.26705371829054,NA,-0.248831616025773,0.544001160352538,NA,NA,-2.15880508164806,-0.770192651958024,NA,2.14680510261115,-1.26443996696822,-1.05515666307881,10,-56.9803492835893,135.310391818712,10.596157006812,2.32405648239453e-05
"9119",-1.94877899752738,NA,4.12955126559274,0.979687656985578,-0.393460213482625,-0.56069208886414,NA,NA,-0.487454931545526,-2.9043264982921,-1.09094635696473,NA,NA,NA,-1.0923581680244,9,-58.106785097075,135.31113116976,10.5968963578594,2.32319749438043e-05
"1636",-3.24031980275522,0.955681461619711,3.84606310142692,NA,NA,NA,0.250632531110246,-0.09756593587453,NA,NA,-1.40914659009909,-0.395966693106043,NA,NA,NA,7,-60.3183630126272,135.311424820435,10.5971900085348,2.32285641516397e-05
"15004",-3.62738861652349,0.970449111507254,4.18397864116267,NA,-0.955785327520265,-0.684400551963452,NA,NA,-0.245687478287601,NA,-1.15498914608837,NA,3.26022894557158,-1.30676554504626,-0.986258567173507,10,-56.9808666367092,135.311426524952,10.5971917130517,2.32285443549083e-05
"1285",-0.436502524960232,NA,NA,0.310021341382016,NA,NA,NA,NA,NA,-3.94413733200526,NA,0.0489600476140361,NA,NA,NA,4,-63.5377597633896,135.312205917312,10.5979711054113,2.32194940434611e-05
"293",-0.409581101552899,NA,NA,0.303853533153495,NA,NA,-0.0440616133040779,NA,NA,-3.90443664158946,NA,NA,NA,NA,NA,4,-63.5384023908063,135.313491172145,10.5992563602448,2.3204577353436e-05
"2405",-2.92821303720522,NA,NA,0.507338149564617,NA,NA,-0.0371431151965885,0.0283723750823426,NA,-2.59603565339187,NA,NA,3.58238270306618,NA,NA,6,-61.4053774507436,135.313748913463,10.599514101563,2.32015871569371e-05
"9536",-2.66247116729887,1.01410142619006,4.33357723703624,1.00922330164869,-0.753176537616585,-0.557072715181981,0.651247593900305,NA,NA,-4.0530804406388,NA,0.12306290661664,NA,NA,-1.22327162573664,10,-56.9822145178263,135.314122287186,10.5998874752859,2.31972561297349e-05
"14496",-4.92159664518829,0.880187026364814,4.47222780778495,1.12845365295743,-0.656883393145451,-0.495965488138201,NA,NA,-0.57092791927659,NA,NA,NA,3.54967028845731,-1.50971667408094,-1.08764408244794,10,-56.9824636715475,135.314620594629,10.6003857827284,2.31914771670028e-05
"3342",-2.52238273250233,0.896460873576572,NA,0.390705668632472,-0.520428516274892,NA,NA,NA,NA,-3.01376916422865,NA,-0.120032721665112,3.58425536465401,NA,NA,7,-60.3204469606345,135.31559271645,10.6013579045492,2.31802074356066e-05
"8575",-3.06565709935378,NA,4.40460519046393,0.983061137464318,-0.648111530232308,-0.470042306776527,0.624540657847666,0.137622548586394,NA,-3.82973471276923,NA,NA,NA,NA,-1.30412378364864,9,-58.1095436506212,135.316648276852,10.6024134649517,2.31679766089398e-05
"14191",-2.16008453413821,NA,4.93539442368342,0.974860475475402,-1.13090682340915,NA,0.603486328488201,0.204375379456673,NA,-4.55332610235701,-2.53054249358812,1.66007519088972,NA,-1.80468697973638,-1.16962743439669,11,-55.8435718752522,135.316773380134,10.6025385682336,2.31665274593095e-05
"16019",-4.07300249718378,NA,4.24137975211203,NA,NA,-0.408191042713589,NA,NA,-0.84299443548546,NA,-1.37365223596588,0.920277510529561,3.30346117871038,-1.13585615611746,-1.13354004469506,9,-58.1105059888129,135.318572953236,10.6043381413351,2.31456919046548e-05
"3763",-4.6621140494328,NA,3.79432911817445,NA,NA,-0.507219230454464,0.169377955454775,NA,-0.895997711319407,NA,-1.44429198705195,0.684111332974348,3.37769125016906,NA,NA,8,-59.2229966710082,135.318720614744,10.6044858028433,2.31439831038494e-05
"13844",-2.7939806063039,0.845275121235473,4.5555756347433,NA,NA,-0.111136027898374,NA,NA,NA,NA,-1.45367401855083,-0.297784306036138,NA,-1.43705975861067,-0.93956039308071,8,-59.2230743345119,135.318875941751,10.6046411298508,2.31421857308273e-05
"2361",-2.45521517430937,NA,NA,NA,-0.396537036485432,0.126948820414949,0.201809142671203,NA,NA,-2.46905791538661,NA,NA,3.34647830281576,NA,NA,6,-61.4085264705015,135.320046952979,10.6058121410786,2.31286398171546e-05
"8856",-3.7044070083589,0.757609168448726,5.00085923448309,1.18791293543326,NA,-0.374553957782935,NA,NA,-0.812672246122453,NA,-1.7932523720149,NA,NA,NA,-1.23350439925112,8,-59.2244358216044,135.321598915936,10.6073641040357,2.31106993826556e-05
"15200",-3.17601359161149,1.06105688690496,4.48546666481048,0.946344215519863,-0.943323941367038,-0.318004089705155,NA,0.212835738473541,NA,-3.63644758860259,-1.61305313211141,NA,2.28661386691296,-1.61812308699534,-0.969436370703838,12,-54.6923473722239,135.322582943206,10.6083481313053,2.30993314002801e-05
"2776",-5.2032153396947,0.866106239138051,3.98055223378142,0.991070976784967,NA,-0.56012975460421,NA,-0.0247756681585566,-0.744586530138157,NA,-1.23222544832918,NA,3.37824205346945,NA,NA,9,-58.1126975625623,135.322956100734,10.6087212888339,2.30950219576091e-05
"2350",-2.57085841632432,0.863447329654207,NA,0.391132734933523,-0.554539729023545,NA,0.0664599620091523,NA,NA,-3.06424920418384,NA,NA,3.61297636247251,NA,NA,7,-60.324424591912,135.323547979005,10.6093131671043,2.30881882480148e-05
"7233",-3.0646747857659,NA,NA,NA,NA,NA,NA,-0.101891311398511,NA,NA,NA,0.0458650561197227,4.15452016465497,-0.961993350274888,NA,5,-62.483277862419,135.323698581981,10.6094637700806,2.3086449738538e-05
"13860",-2.86026330095763,0.839660620957272,4.51607819178932,NA,NA,NA,0.0940632834104732,NA,NA,NA,-1.43702830865183,-0.307240670418827,NA,-1.47028077856968,-0.93072662555459,8,-59.2260474654264,135.32482220358,10.6105873916798,2.30734831644722e-05
"6241",-3.0532899074044,NA,NA,NA,NA,NA,-0.0246912988261206,-0.096760999423649,NA,NA,NA,NA,4.15035059213154,-0.959140037106378,NA,5,-62.4839694596465,135.325081776436,10.6108469645355,2.30704887338367e-05
"11919",-5.07042465654182,NA,4.03171424576894,1.08953758242806,-0.342648700412778,NA,NA,NA,-0.926601249436771,NA,-1.48558423841797,1.04622216583485,3.30288564394196,NA,-1.31046726769388,9,-58.1137855983007,135.325132172211,10.6108973603108,2.30699074135766e-05
"12456",-4.12279799809159,0.63698598797889,5.40526888584819,1.46596957475382,NA,NA,0.412520334469102,NA,-1.07393777476156,NA,NA,NA,NA,-1.8904789483127,-1.04260869331399,8,-59.2263964826021,135.325520237931,10.611285426031,2.30654315277076e-05
"1523",-2.62971187450224,NA,4.09564549877366,NA,NA,-0.155938558510833,0.132047517247439,0.0874486227289049,-0.687221358047619,-3.99657182535687,NA,0.484444054285146,NA,NA,NA,8,-59.2265028617893,135.325732996306,10.6114981844055,2.30629779763536e-05
"11943",-5.49814875645311,NA,4.16629140091375,1.25390472089866,NA,NA,0.438145328867625,NA,-0.999111260391642,NA,-1.41804185716847,0.889137604763832,3.27766273007083,NA,-1.3239035118202,9,-58.1143752477112,135.326311471032,10.6120766591317,2.30563082660299e-05
"7156",-2.98188168529292,1.01752150403713,4.07574794134003,NA,NA,-0.016085709642094,-0.302984684236363,0.186235448293221,-0.353253778887223,-3.69854332727058,-1.45346717506425,NA,2.25588765490543,-1.5511393586685,NA,11,-55.8484553850361,135.326540399702,10.6123055878015,2.30536692920761e-05
"5051",-1.19678800602272,NA,3.87896336482255,NA,-0.838899150872769,-0.173396732768182,0.750038181538493,NA,-0.405829941503462,-2.88047870262592,-1.14400153917583,NA,NA,-1.5786207616593,NA,9,-58.114552215202,135.326665406014,10.6124305941134,2.30522284100195e-05
"2736",-5.22823973271571,0.849339681955866,3.77138332679531,0.919058281823946,-0.551550657400614,NA,0.420142089816434,NA,-0.731892000152376,NA,-1.30779987392535,NA,3.18421072486531,NA,NA,9,-58.1146581820565,135.326877339723,10.6126425278224,2.30497857673081e-05
"11329",-3.43579065677713,NA,NA,NA,NA,NA,NA,-0.0830723852645902,NA,NA,NA,0.0717345074042231,4.26149778551379,NA,-0.718225806950693,5,-62.4852549564713,135.327652770085,10.6134179581851,2.30408507476723e-05
"3964",-3.26621893791056,0.848635377443753,4.10455307447798,NA,-1.17598011940814,-0.824969196663109,0.300707159993452,0.167805186492122,NA,-3.86244767445856,-2.19827950413007,0.890683982919468,2.54204193752234,NA,NA,11,-55.8496369718945,135.328903573419,10.6146687615181,2.30264454662296e-05
"10337",-3.42476034791827,NA,NA,NA,NA,NA,-0.00679145144590238,-0.0762321411793409,NA,NA,NA,NA,4.25070574634551,NA,-0.713121608572216,5,-62.4872758359621,135.331694529067,10.6174597171667,2.2994334982155e-05
"2744",-5.37615269692063,0.823887967046202,4.03112937016337,0.99531801044641,NA,-0.541412963128155,0.0995000912850596,NA,-0.749138651841837,NA,-1.2785129956044,NA,3.43488433004113,NA,NA,9,-58.1170785751564,135.331718125922,10.6174833140221,2.29940636867565e-05
"3736",-5.30366385817644,0.861713404099135,3.99629673746927,0.980657658029996,NA,-0.549910398207463,NA,NA,-0.707074558999917,NA,-1.22542417061287,-0.10760609907816,3.42286553572221,NA,NA,9,-58.117088158964,135.331737293538,10.6175024816374,2.29938433171293e-05
"8872",-4.05089733993428,0.726181255197919,4.89992546659295,1.26854462785241,NA,NA,0.44973147356782,NA,-0.896590952690079,NA,-1.76304404458944,NA,NA,NA,-1.22068661679237,8,-59.2295239679472,135.331775208622,10.6175403967212,2.29934074145121e-05
"1684",-3.18280598546886,0.871270403704376,4.37171407488819,NA,NA,-0.25734131696334,NA,NA,-0.645883089911798,NA,-1.52500375200963,-0.518989438325211,NA,NA,NA,7,-60.3287444302959,135.332187655773,10.6179528438721,2.29886661207234e-05
"1801",0.478802684002763,NA,NA,NA,-0.72101649876364,NA,NA,NA,NA,-3.99954163502667,-1.95637144193216,1.04082273359668,NA,NA,NA,5,-62.4876598166957,135.332462490534,10.6182276786338,2.29855072954798e-05
"5056",-1.59679541867754,1.30825683839758,4.35286894371204,1.03332768895917,-0.965402317858956,-0.0399529138638181,0.490930772331013,NA,-0.332570489651377,-3.70490514576009,-1.51685583145949,NA,NA,-1.97715144218965,NA,11,-55.8519010237805,135.333431677191,10.6191968652903,2.29743713704136e-05
"11192",-3.69013889183234,1.10961521984151,4.0770727998349,1.18992140131846,NA,-0.548709098123302,0.256207488936859,NA,-0.525006158695943,-2.88499270413018,-1.13173431179507,NA,2.27703931414623,NA,-1.11101120570277,11,-55.8522660439222,135.334161717474,10.6199269055736,2.29659867924842e-05
"4083",-3.77642606559851,NA,4.16518842894195,NA,NA,-0.360653205141131,-0.112119499386477,0.221216368569916,-0.833497927741502,-3.81730863882166,-2.15077484160796,1.30662439055131,2.69710304127135,NA,NA,10,-56.9924882174615,135.334669686457,10.6204348745563,2.29601545286943e-05
"12731",-1.40334804840312,NA,4.05787355448783,NA,-0.788927082906658,-0.23708426846616,0.707756836915625,NA,-0.373158819860776,-3.05008265200427,NA,NA,NA,-1.50874323772301,-0.899000713570376,9,-58.1185843150017,135.334729605613,10.6204947937128,2.2959466662452e-05
"12320",-3.66953072066594,0.708870853785365,4.96669502504681,1.14479640554601,-0.685257203140209,-0.144081174109221,NA,NA,NA,NA,NA,NA,NA,-1.98317400489421,-1.03247360862703,8,-59.2318248906601,135.336377054047,10.6221422421471,2.29405621808581e-05
"14835",-3.81271357161029,NA,4.18067189620222,NA,NA,-0.145330911884189,-0.0245090606577901,0.231511092774036,-0.465607786596451,-3.21714660525046,NA,NA,2.81907794695837,-1.26354626632782,-1.0468689408289,10,-56.9934017832035,135.336496817941,10.6222620060404,2.29391884964672e-05
"4060",-3.12740579197948,0.842505028101929,4.18150068313928,NA,-1.05865195262702,-0.77587877840468,NA,0.174333561867622,-0.36431381275932,-3.88425846676232,-2.18202054258941,0.925935674149826,2.59526162922104,NA,NA,11,-55.8537053562122,135.337040342054,10.6228055301536,2.29329553424308e-05
"2641",-3.41782706717818,NA,NA,NA,NA,0.162547208173304,NA,-0.0423383553399428,NA,NA,-0.969419206360724,NA,4.08588925788873,NA,NA,5,-62.4900871994487,135.33731725604,10.6230824441398,2.29297803341973e-05
"15216",-3.29149883691662,1.05851456858918,4.40300021816385,1.01141760407712,-0.972997048412897,NA,0.336970501462734,0.208746629189412,NA,-3.67372130836026,-1.59440954069776,NA,2.12268187650016,-1.76152669639102,-0.964832696302539,12,-54.700186179685,135.338260558128,10.6240257462274,2.29189680293862e-05
"14767",-3.61276534385367,NA,3.93276543585591,1.22641451973719,-0.500159730452161,NA,0.814040948887781,NA,-0.543849389397305,-2.22498527370719,NA,NA,2.18252193439154,-1.49307896423532,-1.03918659107288,10,-56.9951056046358,135.339904460805,10.625669648905,2.29001374928829e-05
"2201",-4.35076404373835,NA,NA,NA,-0.634174547232232,-0.111057852290765,NA,NA,1.23268834255182,NA,NA,NA,4.45926626882883,NA,NA,5,-62.4923043643592,135.341751585861,10.6275167739608,2.2878997547544e-05
"12561",0.0675373093265552,NA,NA,NA,NA,0.864265821377197,NA,NA,NA,-3.75737830584166,NA,NA,NA,-1.30060499986014,-0.591362672271163,5,-62.4923079311091,135.341758719361,10.6275239074607,2.28789159440264e-05
"7600",-3.34170269339456,1.10251419546971,4.0736773771406,0.977809636020635,-0.774385140751145,NA,0.366161292627546,NA,-0.565620480172335,-3.19167618957751,NA,0.282827991060805,2.25178943633733,-1.9786350316595,NA,11,-55.8570287925864,135.343687214803,10.6294524029021,2.28568656341639e-05
"3205",-4.86572096600255,NA,NA,0.633944049724502,NA,NA,NA,NA,1.17168216829153,NA,NA,-0.353003219922474,4.4146521077586,NA,NA,5,-62.4937499292603,135.344642715664,10.6304079037631,2.28459483648399e-05
"15247",-2.90982595151272,NA,3.81209935695887,1.12847919770926,-0.302037657425208,NA,NA,NA,-0.532319980941114,-2.13969471356794,-0.766617431379441,NA,1.98990952582718,-1.48277701697146,-0.956231262709384,10,-56.9978850558431,135.34546336322,10.6312285513195,2.28365760519639e-05
"2795",-4.9641452399604,NA,3.58272155757758,NA,-0.588859300868186,NA,0.465741617600331,0.107823047806613,-0.581453437275028,NA,-1.31284207279374,NA,3.30279037340022,NA,NA,8,-59.2366754653571,135.346078203441,10.631843391541,2.28295567082237e-05
"12204",-2.74457809940723,0.89786776801246,3.83194930034229,NA,-0.808092055907222,NA,0.441748726099116,NA,-0.655819335850384,-3.38596858737597,-1.73276674947996,1.20404091238276,2.07810031386703,NA,-1.03311791882871,11,-55.8587743597882,135.347178349206,10.6329435373057,2.28170022414146e-05
"2394",-2.23973168578367,0.923077753321483,NA,NA,-0.51531377826766,0.170900188752522,NA,-0.0336432753985618,NA,-2.99024603462888,NA,NA,3.38630335521616,NA,NA,7,-60.3365473777468,135.347793550674,10.6335587387739,2.28099847941163e-05
"6007",-2.61676738000618,NA,4.43529792304987,0.984438049615999,NA,0.153966948910537,0.121217001301558,0.180014960131779,NA,-4.41909336823566,-2.25579114822722,1.28867520247038,NA,-1.7787544840205,NA,10,-56.9991455358584,135.347984323251,10.6337495113501,2.28078091381005e-05
"10967",-5.50831274591633,NA,4.28387915636195,1.10901646680389,NA,-0.59708038091479,NA,0.111967259919515,-0.546390938900737,NA,-1.18535861518721,NA,3.57865139275815,NA,-1.33115779598023,9,-58.1253341297951,135.3482292352,10.6339944232997,2.28050163566002e-05
"6181",-3.99849387924878,NA,NA,0.679289419876643,NA,NA,-0.175150928280624,NA,NA,NA,NA,NA,4.67247687239319,-0.935439108663151,NA,5,-62.4957891537147,135.348721164572,10.6344863526719,2.27994078176894e-05
"11184",-3.50279160957443,1.14636242959342,3.80605196001419,1.07977835906145,-0.542483485819286,NA,0.54995989884395,NA,-0.497723992332123,-2.95003108255121,-1.15928877661167,NA,1.99007411526399,NA,-1.04534116444737,11,-55.8598506847271,135.349330999084,10.6350961871835,2.27924569445988e-05
"2217",-4.41041682023667,NA,NA,NA,-0.620992781339284,NA,0.0881489720016048,NA,1.18827570687364,NA,NA,NA,4.41789483632675,NA,NA,5,-62.4962300242145,135.349602905572,10.6353680936715,2.27893584467687e-05
"8404",-2.82802469515691,0.850772160777148,4.41851922434183,NA,NA,-0.402673054398351,NA,-0.175317710515603,-0.871418899279373,NA,NA,NA,NA,NA,-1.02772357142275,7,-60.3388195669179,135.352337929016,10.6381031171161,2.27582150312948e-05
"4027",-2.80541354024001,NA,4.01668406030726,NA,-1.10967562204495,-0.853748026305179,0.694599037243963,NA,-0.702874679207377,-3.18645357048072,-2.11351285173743,1.85055714214552,2.33015933836022,NA,NA,10,-57.0014775836844,135.352648418903,10.6384136070022,2.27546822077321e-05
"14512",-5.14641468023993,0.847600227308963,4.39072573043413,1.24618061285341,-0.690278471585881,NA,0.537965443680003,NA,-0.698375141842378,NA,NA,NA,3.35067955326697,-1.71397947535195,-1.07523342387348,10,-57.0018917451508,135.353476741835,10.6392419299351,2.27452600464637e-05
"11476",-4.89764764410475,0.895738718560769,3.95291572475272,NA,NA,-0.645354000950955,NA,-0.0119107665424773,-0.499577782928043,NA,NA,-0.339237105675164,3.66830715010785,NA,-1.12416197518618,9,-58.1284892827506,135.354539541111,10.6403047292105,2.27331764344133e-05
"10103",-3.0026138977576,NA,4.66812511248003,1.07611792333923,NA,-0.362112311602639,0.244229086637608,0.169146288082992,NA,-4.40438345969027,-2.32193675934301,1.39004268372219,NA,NA,-1.31627699169693,10,-57.0025697967063,135.354832844946,10.6405980330459,2.27298428149402e-05
"10816",-5.03073619991879,0.889526658819322,4.24945284347558,0.989805138235539,-0.942891631847788,-0.993420867496397,0.662131024237165,NA,NA,NA,-1.28325480552218,NA,3.4319199480233,NA,-1.28738767659721,10,-57.0025933284534,135.354879908441,10.6406450965402,2.27293079483193e-05
"13244",-0.854769321918238,1.29267482848002,4.31538868918982,NA,-1.14295011253147,-0.266952598813088,0.538978352214008,NA,-0.141851417266875,-3.65477899053384,-1.43686992281792,NA,NA,-1.68716153869932,-0.770759036114912,11,-55.8633041035011,135.356237836632,10.6420030247314,2.27138808021367e-05
"11196",-2.63222859656934,1.18009924480365,3.93683566379867,NA,-1.03393688062478,-0.917071211982268,0.55885060555985,NA,-0.147550675599891,-2.85387554915821,-1.22665480184348,NA,2.27869369812266,NA,-0.988440212116618,11,-55.8637339975221,135.357097624674,10.6428628127734,2.27041183391488e-05
"11444",-4.96653323451988,0.886215264481201,3.96878082090562,NA,NA,-0.637751456383169,0.0266181214556811,NA,-0.488803539171559,NA,NA,-0.37318114932554,3.69276578505325,NA,-1.12875354996815,9,-58.1297743085213,135.357109592652,10.642874780752,2.27039824783539e-05
"9985",0.333336736892681,NA,NA,NA,NA,NA,NA,NA,NA,-4.04380273919741,-1.6544089584801,0.843436277600675,NA,NA,-0.668275359389794,5,-62.5004636913323,135.358070239807,10.643835427907,2.26930798388729e-05
"1809",-0.256148425150703,NA,NA,NA,NA,0.678230268486292,NA,NA,NA,-3.96000410101727,-1.78790650912319,0.8914291538047,NA,NA,NA,5,-62.5006479488,135.358438754743,10.6442039428425,2.26888988546479e-05
