"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"1787",-2.88550190686161,NA,-2.54610824903531,NA,-0.753807910669991,-0.467387555086645,-0.149123648946003,0.579471379317277,1.9616376715761,NA,1.65301777413294,2.39620716799876,NA,NA,9,-76.3425380158176,171.769413381033,9.00503885033771,7.84661222136853e-05
"4865",-1.27400689672308,NA,NA,NA,NA,NA,NA,NA,NA,-0.507217487319192,0.00857442823926196,NA,NA,-0.149579365820511,4,-81.7677999767435,171.769518082142,9.00514355144702,7.84620145761853e-05
"4269",-3.09308431398029,NA,NA,1.0651402931756,-0.690945347820817,NA,0.226913185738972,NA,2.42609883919522,NA,NA,NA,NA,-0.292928400219615,6,-79.6364137241144,171.769868868347,9.00549433765218,7.84482540867968e-05
"7883",-2.87393526318485,NA,-2.48489314937533,NA,-0.999324067839836,NA,NA,0.462851105508304,2.23955480509529,NA,1.68182196030284,2.41071928429854,-0.373719320107012,-0.248699860830018,9,-76.3428347798583,171.770006909114,9.00563237841928,7.84428397450631e-05
"2457",-1.78043012363644,NA,NA,NA,-0.360497749342267,-0.651437096770367,NA,NA,2.14399746404325,-0.346266985093165,NA,NA,-0.54594192069615,NA,6,-79.6369341619201,171.770909743958,9.00653521326345,7.84074372718122e-05
"3736",-3.12729905053953,0.251709104297326,-2.15791638037207,0.897938479389276,NA,-0.632049755574397,NA,NA,1.7260559079024,NA,1.22849302461629,2.2548344315132,-0.269232000296019,NA,9,-76.3434967717395,171.771330892877,9.00695636218165,7.83909284063527e-05
"3355",-1.70333537116874,NA,-0.961232440573032,NA,-0.0565919245511539,-0.724926986907446,NA,NA,NA,0.328968433050336,NA,2.15395700917857,-0.273087825464293,NA,7,-78.5530729262202,171.772812519107,9.00843798841203,7.83328768837972e-05
"2883",-0.28105197706755,NA,-2.47492195590632,NA,NA,NA,NA,-0.573230142944502,NA,-0.648031118775464,1.67365311588725,NA,-0.22007308330431,NA,6,-79.6379035803135,171.772848580745,9.00847405005032,7.83314644905941e-05
"5427",-1.88196823006588,NA,-0.935013863225476,NA,NA,-0.721439331266414,0.119215147589438,NA,NA,0.298459061463178,NA,2.19657607192386,NA,-0.173942491870589,7,-78.5532124032982,171.773091473263,9.00871694256801,7.83219520049214e-05
"2588",0.251554589593557,0.11688457216004,-2.85551789299836,NA,-0.699260733460495,-1.04076207364105,NA,NA,NA,NA,1.65077441004498,NA,-0.552929616578241,NA,7,-78.5537770727637,171.774220812194,9.00984628149911,7.82777384743324e-05
"568",-0.653666722110052,0.185216944433935,-2.6701921183087,0.980829208943197,NA,-1.16040374656648,-0.341507102081077,NA,NA,NA,1.23678766007681,NA,NA,NA,7,-78.5540171261647,171.774700918996,9.01032638830097,7.82589498922163e-05
"717",-2.82723456485097,NA,NA,1.12918701693539,-0.51830910152446,NA,NA,-0.475713171037575,2.25886058195466,NA,0.00187836484233347,NA,NA,NA,6,-79.6423687603123,171.781778940743,9.01740441004799,7.79824801209176e-05
"4749",-2.97774408698728,NA,NA,1.08697721939906,-0.593512350693217,NA,NA,NA,2.43054862303638,NA,-0.168096374693752,NA,NA,-0.275187424746625,6,-79.642591988704,171.782225397526,9.01785086683128,7.79650741601282e-05
"631",-0.602692920464069,NA,-2.53439124567199,0.958774670098484,NA,-1.09037666858884,-0.220878172780376,-0.393243607295516,NA,NA,1.46584004302232,NA,NA,NA,7,-78.5587790574571,171.784224781581,9.01985025088578,7.78871720426371e-05
"4563",-1.74315589029596,NA,-1.70662168529963,NA,NA,-0.763451614259396,NA,0.620772354844302,2.1304441997299,-0.119080689104328,NA,NA,NA,-0.192536729119944,7,-78.5592145979851,171.785095862637,9.02072133194179,7.78532564089537e-05
"801",-1.3954810430253,NA,NA,NA,NA,NA,0.151631150572835,NA,NA,-0.51819606812576,-0.0145552695372045,NA,NA,NA,4,-81.7759174763107,171.785753081276,9.02137855058129,7.78276773063206e-05
"5403",-1.81067177654766,NA,-0.941002330876766,NA,-0.0355551119091869,-0.710258552586446,NA,NA,NA,0.306296073349524,NA,2.19476433099253,NA,-0.173035929436091,7,-78.5604260363936,171.787518739454,9.02314420875894,7.77589990889037e-05
"4616",-1.27909934260626,0.0847025611134077,-2.44252748608032,0.946075969971732,NA,NA,NA,NA,NA,NA,0.942419140255781,NA,NA,-0.032867653718956,6,-79.6472232632271,171.791487946573,9.02711341587761,7.760483133408e-05
"4339",-1.72946546933452,NA,-1.73397213224591,NA,NA,-0.765879243863401,-0.0653998778447815,0.600480624449849,2.12867891091839,NA,NA,NA,NA,-0.197496675006461,7,-78.5624482999633,171.791563266593,9.02718873589822,7.7601908790364e-05
"2584",-0.643912390822553,0.120773301684337,-2.53318104914221,0.905849869740101,NA,-1.14753563858963,NA,NA,NA,NA,1.18858062956368,NA,-0.327057435391198,NA,7,-78.563416220601,171.793499107869,9.02912457717369,7.75268326410567e-05
"1397",-3.22787679485483,NA,NA,1.07033366237805,NA,-0.716319871937932,0.0661478105083777,0.132212878771974,NA,0.0706799373154744,NA,2.66373720131631,NA,NA,7,-78.5640420355144,171.794750737695,9.03037620700047,7.74783303713068e-05
"5784",-3.21425182594947,0.262792683207149,-2.15654181058963,0.893365496063899,NA,-0.619718007070092,NA,NA,1.71460285368814,NA,1.22008536422772,2.28760583655234,NA,-0.15693856695888,9,-76.3564361859322,171.797209721262,9.032835190567,7.73831299368028e-05
"1752",-3.44142618959364,0.247646836503777,-2.19753375569349,0.904532682447487,NA,-0.641701278537879,NA,0.278995852818433,1.7555016956138,NA,1.12214825179608,2.34881521732616,NA,NA,9,-76.3576783792159,171.799694107829,9.03531957713437,7.72870648106046e-05
"2082",-1.40566342871507,-0.184066647449166,NA,NA,NA,NA,0.173677003457612,NA,NA,NA,NA,NA,-0.341966587405924,NA,4,-81.7832474373803,171.800413003415,9.03603847272049,7.72592891379776e-05
"6683",0.243838503781771,NA,-2.80613314353847,NA,-0.689429000040602,-1.02743154023736,NA,NA,NA,NA,1.72111221523797,NA,-0.54008967138101,-0.0922610061711151,7,-78.5673216136468,171.80130989396,9.03693536326517,7.72246503424019e-05
"3756",-2.55620018666985,0.252677061675483,-2.53788491327734,NA,-0.925599943353659,NA,-0.129995605043584,NA,2.19907469930516,NA,1.67775033925621,2.27956616595576,-0.446807112915349,NA,9,-76.3587166477232,171.801770644844,9.03739611414909,7.72068617285577e-05
"2619",0.26660297448111,NA,-2.83279047941851,NA,-0.664571649782066,-1.03701698638015,-0.0984175391963787,NA,NA,NA,1.73744506701349,NA,-0.568636368798556,NA,7,-78.5697228912023,171.806112449071,9.04173791837624,7.70394349885347e-05
"867",-0.336677934756746,NA,-2.5222351273573,NA,NA,NA,-0.108498897195678,-0.530187614554944,NA,-0.70337167150725,1.70251508471563,NA,NA,NA,6,-79.655330984422,171.807703388962,9.04332885826739,7.69781768011312e-05
"6146",-1.28940680834407,-0.161978092465489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320026101997848,-0.115344789934683,4,-81.787733216874,171.809384562403,9.04501003170802,7.69134971561919e-05
"2161",-0.626468854370063,NA,NA,NA,NA,-0.992348428408157,0.18996279621903,-0.509608017070978,NA,NA,NA,NA,-0.425711171687272,NA,5,-80.7287867698919,171.810514716254,9.04614018555944,7.68700473910593e-05
"836",-0.368239197123415,0.0524577201071233,-2.50285470054101,NA,NA,NA,NA,-0.574801680828922,NA,-0.686979870841553,1.65409683351189,NA,NA,NA,6,-79.6572614656057,171.81156435133,9.04718982063469,7.68297152265098e-05
"5067",-1.22980170573908,NA,-3.05382748182593,NA,-1.23451164316933,NA,NA,0.245701962071866,2.44222057346073,-1.10545681062166,2.09380753524502,NA,NA,-0.216559819520429,8,-77.4760947918412,171.814465032784,9.05009050208918,7.67183667276039e-05
"6225",-0.518028701204458,NA,NA,NA,NA,-1.01057171335381,NA,-0.444949786165867,NA,NA,NA,NA,-0.405090473856194,-0.144278122774326,5,-80.7307875218204,171.814516220111,9.05014168941645,7.67164032486576e-05
"7556",-3.11849640482083,0.418137955000222,-1.32119776429586,NA,NA,NA,NA,NA,2.20488282759696,0.213992747668141,NA,2.22501676423318,-0.175164638358228,-0.182890363123117,8,-77.4764846343863,171.815244717874,9.0508701871793,7.66884644732301e-05
"5819",-2.49980765274696,NA,-2.42913439337019,NA,-0.757978894396857,-0.405964001997203,-0.0484245505364453,NA,1.87039477117308,NA,1.83914326333817,2.26531582929388,NA,-0.27140914765672,9,-76.3654779521976,171.815293253793,9.05091872309774,7.66866034232837e-05
"4931",-0.370144981168796,NA,-2.48504427030224,NA,NA,NA,NA,-0.55417703202144,NA,-0.689889598141603,1.68135925525984,NA,NA,-0.0458973115732386,6,-79.6596637673295,171.816368954777,9.05199442408227,7.66453685859652e-05
"4238",-3.01593799287964,0.040059935265122,NA,1.0702874774772,-0.658423166533013,NA,NA,NA,2.44065526957537,NA,NA,NA,NA,-0.298341092400169,6,-79.6607974593093,171.818636338737,9.05426180804199,7.65585255822157e-05
"1339",-1.91078512674008,NA,-0.956448959581402,NA,-0.0640818194437987,-0.699687724435294,0.136165980405618,NA,NA,0.274925093609512,NA,2.17755999278228,NA,NA,7,-78.5771712761925,171.821009219052,9.05663468835664,7.64677473352066e-05
"5540",-3.11999739806962,0.447182133552998,-1.35358459074154,NA,NA,NA,-0.143490035291559,NA,2.2035006960156,0.192818384253969,NA,2.24101922847987,NA,-0.202439398564311,8,-77.4800113180696,171.822298085241,9.05792355454602,7.64184848630359e-05
"7219",-1.68293808068815,NA,-0.869266529201023,NA,NA,-0.721498480173081,0.124493211757268,NA,NA,NA,NA,2.11837695489103,-0.172140625291585,-0.136462246340485,7,-78.5779343210068,171.82253530868,9.05816077798528,7.64094212726695e-05
"849",-0.694185878050268,NA,NA,NA,NA,-0.9891418108463,NA,-0.601065961679152,NA,-0.456883804569899,0.420609910468768,NA,NA,NA,5,-80.7355224544148,171.8239860853,9.05961155460528,7.63540148697123e-05
"2139",-0.219044623584134,NA,-1.59145222171198,NA,-0.227432637545501,-1.01078768588825,NA,0.397992867408154,NA,NA,NA,NA,-0.387491375755028,NA,6,-79.6635758095213,171.824193039161,9.05981850846587,7.63461143994034e-05
"2064",-0.978097696209047,0.340299581865952,-1.85043141223798,1.30614239148966,-0.667243851766861,NA,NA,NA,NA,NA,NA,NA,-0.239355467115092,NA,6,-79.6637990355021,171.824639491122,9.0602649604275,7.63290738651507e-05
"6347",-1.83103333688325,NA,-1.80830479780141,NA,-0.729388460555015,NA,NA,0.68621915248174,2.64360212361909,NA,NA,NA,-0.408056676546991,-0.191429126989307,7,-78.5791954223796,171.825057511426,9.06068298073086,7.63131219809556e-05
"2265",-1.72467533984362,NA,NA,NA,-0.307232017254774,-0.649526401700505,NA,-0.256935430780611,2.08758372593285,NA,NA,NA,-0.602396543615571,NA,6,-79.6640305335855,171.825102487289,9.06072795659429,7.63114058759753e-05
"2562",-1.30034633149421,-0.144944758678612,NA,NA,NA,NA,NA,NA,NA,NA,-0.0649878934687202,NA,-0.342808845654129,NA,4,-81.7971551891385,171.828228506932,9.06385397623697,7.61922235649359e-05
"4283",-1.49400538252461,NA,-1.47106846717215,NA,-0.39160396329812,-0.55828938348879,0.166350427204191,NA,2.156078252642,NA,NA,NA,NA,-0.208965099112829,7,-78.5811562795449,171.828979225757,9.06460469506152,7.61636294635469e-05
"4695",-0.665106399318112,NA,-2.45739015829756,0.931338147658185,NA,-1.07461609140867,NA,-0.441165248466568,NA,NA,1.42191884247525,NA,NA,-0.0595063522797316,7,-78.5812030960477,171.829072858762,9.06469832806707,7.61600638322427e-05
"2385",-0.540850470875117,NA,NA,NA,NA,-1.00225226696659,NA,-0.398552074492829,NA,-0.162065327969544,NA,NA,-0.41203011599194,NA,5,-80.7382736680806,171.829488512632,9.0651139819368,7.61442373642572e-05
"7332",-2.9791612169263,0.453591375119546,-1.31064027955681,NA,NA,NA,-0.143945477097914,NA,2.22271592117784,NA,NA,2.18435756513263,-0.15366201096126,-0.171896312934843,8,-77.4843044839743,171.83088441705,9.06650988635539,7.60911108675984e-05
"2279",-2.48672152930988,NA,-1.67310423298587,0.987382666050731,NA,NA,-0.0920277265277102,0.276975010340713,2.34873805584051,NA,NA,NA,-0.314845421554711,NA,7,-78.5825755322953,171.831817731257,9.06744320056222,7.60556106940535e-05
"6343",-2.50256116547567,NA,-1.64985411802274,0.97316333936737,NA,NA,NA,0.253983195107555,2.34911836495671,NA,NA,NA,-0.292281095881231,-0.0720221422118815,7,-78.5827096898019,171.832086046271,9.06771151557555,7.60454079473577e-05
"7195",-1.58074321340658,NA,-0.873892625750605,NA,-0.0646829334906945,-0.704008161808147,NA,NA,NA,NA,NA,2.11027977860269,-0.195082354983653,-0.133628061099998,7,-78.5838256408123,171.834317948291,9.06994341759625,7.59605923313648e-05
"6679",-0.639547406874038,NA,-2.49189348803298,0.878653303952328,NA,-1.13942059518392,NA,NA,NA,NA,1.26728396220798,NA,-0.344121397309575,-0.0260241034869634,7,-78.5852427276804,171.837152122027,9.07277759133237,7.58530258070372e-05
"5179",-1.76184292385376,NA,-0.871875555399425,NA,-0.0879003010090042,-0.683188376854484,0.167154336768099,NA,NA,NA,NA,2.13452434473722,NA,-0.163311106072809,7,-78.5861835194301,171.839033705527,9.07465917483191,7.57816974639822e-05
"3131",-1.66821378333646,NA,-0.889161847031129,NA,-0.101812547684699,-0.694976037479547,0.151760478942202,NA,NA,NA,NA,2.09720898569449,-0.221926494049812,NA,7,-78.5868882442171,171.840443155101,9.07606862440585,7.57283110369593e-05
"2503",-2.51994017941036,NA,-1.65747670549051,0.98617307140904,NA,NA,NA,0.238637840944891,2.33853970191099,0.0243829353206243,NA,NA,-0.312402459439622,NA,7,-78.5869597239691,171.840586114605,9.07621158390978,7.57228981895263e-05
"5804",-2.72025582251375,0.25278491630723,-2.50503394094134,NA,-0.894813471077433,NA,-0.0973960377169902,NA,2.15360378692399,NA,1.66552415804353,2.34825654894925,NA,-0.285561872660864,9,-76.3796215317366,171.843580412871,9.07920588217576,7.5609614540573e-05
"2137",-0.525646718938801,NA,NA,NA,-0.0720307387287175,-0.987941911223352,NA,-0.441971302973722,NA,NA,NA,NA,-0.459533076891251,NA,5,-80.7454273922407,171.843795960952,9.07942143025696,7.5601466226002e-05
"3492",-3.0696014607018,0.443646197829783,-1.36811214353149,NA,NA,NA,-0.161797293643392,NA,2.21219069515191,0.211117604955079,NA,2.2167932989105,-0.227326679531009,NA,8,-77.490979126506,171.844233702114,9.07985917141889,7.5584921099854e-05
"499",-1.774247183957,NA,-1.73672490018356,NA,NA,-0.760647396782381,-0.0615753471998599,0.634535100269507,2.11693785325898,-0.134892440240793,NA,NA,NA,NA,7,-78.5894963321709,171.845659331008,9.08128480031343,7.55310622740534e-05
"1783",-3.35759869205166,NA,-2.25656410679893,0.874424019977645,NA,-0.685833380840787,-0.353503677469554,0.452069891845755,1.70130246785749,NA,1.34016564645262,2.41334166837483,NA,NA,9,-76.3813752114866,171.847087772371,9.08271324167572,7.54771356873425e-05
"2130",-0.53971373519781,0.0301984089228613,NA,NA,NA,-1.00490922988094,NA,-0.489004927549266,NA,NA,NA,NA,-0.441872894663328,NA,5,-80.7473379602364,171.847617096943,9.08324256624834,7.54571623792544e-05
"5035",-1.13225382522801,NA,-3.00124106607282,NA,-1.20060104876801,NA,0.0150211080068877,NA,2.37759993419033,-1.05663182757604,2.14730284445766,NA,NA,-0.210961698903804,8,-77.4928269702747,171.847929389651,9.08355485895629,7.54453809383062e-05
"685",-3.18588861578323,NA,NA,1.12385148202043,-0.597351986072679,NA,0.250770456683233,NA,2.38536365668077,NA,-0.221527477076565,NA,NA,NA,6,-79.6757575873819,171.848556594882,9.08418206418713,7.54217247790331e-05
"3767",-2.91967491532584,NA,-2.18488740661214,0.871042451707953,NA,-0.66433423103042,-0.314366950135022,NA,1.64090118169216,NA,1.49470881349448,2.26351653668743,-0.328149134040447,NA,9,-76.382521868325,171.849381086048,9.08500655535255,7.53906389140982e-05
"1975",-2.94307722076483,NA,-2.23950776591697,0.839642106885559,NA,-0.648947820842279,-0.284881280112749,NA,1.59673975367754,-0.393166526181785,1.65285763046431,2.24941228588408,NA,NA,9,-76.3845693796911,171.85347610878,9.08910157808475,7.52364336464161e-05
"6545",-1.84719772258424,NA,NA,NA,NA,-0.755315751225566,NA,NA,2.06099505437897,-0.330222152191266,NA,NA,-0.413278957414832,-0.232923537039183,6,-79.6790324783202,171.855106376759,9.09073184606368,7.51751308604915e-05
"2007",-3.30044229037401,NA,-2.20207849864883,0.797163972286016,NA,-0.659264731304763,NA,0.40730998173708,1.67250561704719,-0.445128993316919,1.44516486637301,2.3283916745905,NA,NA,9,-76.3855631270999,171.855463603597,9.09108907290238,7.51617047723938e-05
"4507",-1.4351438231404,NA,-1.48974526875306,NA,-0.350690517482869,-0.569374205001955,NA,NA,2.14996666325787,0.0480820677930787,NA,NA,NA,-0.208817339477154,7,-78.5949216868482,171.856510040363,9.09213550966811,7.51223890730145e-05
"2233",-1.93802157427394,NA,NA,NA,-0.39586344205,-0.661769641743886,0.152284331137818,NA,2.13871069937372,NA,NA,NA,-0.61376821536142,NA,6,-79.6802993988724,171.857640217863,9.09326568716813,7.50799502480562e-05
"6353",-1.73132123764652,NA,NA,NA,NA,-0.730318238450659,NA,-0.320037935077398,2.01342810626744,NA,NA,NA,-0.479962243906626,-0.223502270055462,6,-79.6822610571009,171.86156353432,9.09718900362509,7.49328134091367e-05
"3819",-2.89127101767581,NA,-2.5232421483141,NA,-0.96281984224995,NA,-0.105469635331911,0.473696960695682,2.2326889784918,NA,1.68041188299914,2.40273090599557,-0.436516489826517,NA,9,-76.3888122487849,171.861961846967,9.09758731627244,7.4917891551436e-05
"4783",-1.94440291402649,NA,-2.79886222929333,0.965684086743789,-1.08251253142194,NA,-0.051227732033472,NA,2.3517211889765,NA,1.48072926945018,NA,NA,-0.206156867916104,8,-77.5024330777834,171.867141604669,9.10276707397361,7.47241143266575e-05
"6535",-2.40548483520698,NA,-1.56551436861735,1.00893074700516,NA,NA,NA,NA,2.29274972268,0.104333106318593,NA,NA,-0.311723894234704,-0.0664916735917835,7,-78.6006017598647,171.867870186396,9.10349565570104,7.46968979721448e-05
"654",-3.11202401001673,0.12703981408418,NA,1.15282904368731,-0.556739237444774,NA,NA,NA,2.42954786263213,NA,-0.314302661882046,NA,NA,NA,6,-79.6855570359604,171.868155492039,9.10378096134411,7.46862430088873e-05
"4663",-0.684209554869945,NA,-2.58591671414758,0.928755042151128,NA,-1.14185839241889,-0.27049897524306,NA,NA,NA,1.33726692066727,NA,NA,-0.0626618871449017,7,-78.6007957273277,171.868258121322,9.10388359062696,7.46824106094379e-05
"4815",-1.95185063553505,NA,-2.78214312073522,0.964794191527885,-1.08662177356999,NA,NA,-0.0291016220269719,2.34374003523496,NA,1.48032075061927,NA,NA,-0.206173436072008,8,-77.5035347940793,171.86934503726,9.10497050656537,7.46418348848322e-05
"80",-1.06335073209212,0.361664899449546,-1.83630045849194,1.32363317460858,-0.631413592182552,NA,NA,-0.122657791000023,NA,NA,NA,NA,NA,NA,6,-79.686518359905,171.870078139928,9.10570360923327,7.46144798345077e-05
"4130",-1.52671870807858,-0.176444759473386,NA,NA,NA,NA,0.192218011821149,NA,NA,NA,NA,NA,NA,-0.164533147995404,4,-81.8190163602002,171.871950849055,9.10757631836046,7.45446469250886e-05
"2471",-2.39801228381425,NA,-1.57656227977161,1.02224128495316,NA,NA,-0.0513328486468974,NA,2.28649805014675,0.107497024336618,NA,NA,-0.330627625277999,NA,7,-78.6029172759726,171.872501218612,9.10812668791681,7.45241361952101e-05
"2507",-1.86071612378498,NA,-1.80460637732657,NA,-0.718413007973271,NA,NA,0.716348149548337,2.62594566531249,-0.13802575141158,NA,NA,-0.426713517176684,NA,7,-78.6029699867528,171.872606640172,9.1082321094772,7.45202080733759e-05
"6657",-1.26446219436945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.181168662586669,NA,-0.2846140724535,-0.119007818834815,4,-81.8195544065569,171.873026941769,9.10865241107379,7.45045492375762e-05
"4505",-1.92332745939494,NA,NA,NA,-0.319702725394275,-0.631864011606676,NA,NA,2.13262491433548,-0.427063619468666,NA,NA,NA,-0.315875300315868,6,-79.6880087983481,171.873059016814,9.1086844861195,7.45033543787463e-05
"6311",-2.36367984222551,NA,-1.5385203612091,1.00747131276321,NA,NA,-0.0381379640964214,NA,2.29099871045245,NA,NA,NA,-0.298910016316999,-0.0625077318642043,7,-78.6043030617944,171.875272790255,9.11089825956043,7.44209332290077e-05
"4112",-1.08505258266534,0.349682942892527,-1.87523871895832,1.30887890861486,-0.653416488613795,NA,NA,NA,NA,NA,NA,NA,NA,-0.0393501310256903,6,-79.6902952190588,171.877631858236,9.11325732754091,7.43332029592679e-05
"2202",-1.87600777854148,0.0355511792443307,NA,NA,-0.36893275149185,-0.676729016251201,NA,NA,2.14532342191418,NA,NA,NA,-0.625067216842226,NA,6,-79.690327020679,171.877695461476,9.11332093078144,7.4330839080562e-05
"272",-1.08680879696368,0.35247982588449,-1.86594301187923,1.3115110882894,-0.651194380427147,NA,NA,NA,NA,-0.0540180040552873,NA,NA,NA,NA,6,-79.6904334680782,171.877908356275,9.11353382557982,7.43229271771705e-05
"1772",-3.07871229205895,0.239966581581188,-2.59141243496445,NA,-0.896934339810731,NA,-0.16986855163754,0.449724699622522,2.23826946260918,NA,1.5121149829991,2.45717144464649,NA,NA,9,-76.397296871256,171.87893109191,9.1145565612147,7.4284930540071e-05
"48",-1.11587131176365,0.345135854938327,-1.87455649909487,1.3115262489729,-0.655899809778521,NA,0.0306461220438988,NA,NA,NA,NA,NA,NA,NA,6,-79.691259021542,171.879559463202,9.11518493250725,7.42615949472069e-05
"2593",-1.35609703879484,NA,NA,NA,NA,NA,0.129817524480476,NA,NA,NA,-0.202520434155126,NA,-0.307312407824427,NA,4,-81.8229263418992,171.879770812453,9.11539628175848,7.42537477955929e-05
"6547",-1.35267055302828,NA,-1.47112265994583,NA,NA,-0.715704897375245,NA,NA,2.04649660805862,0.12617097358946,NA,NA,-0.39614049830262,-0.137504380054814,7,-78.6068098212193,171.880286309105,9.11591177841032,7.42346114826875e-05
"2283",-1.88714811693061,NA,-1.8059499737157,NA,-0.721577142378111,NA,0.0788389617076568,0.641581745217629,2.60926327568131,NA,NA,NA,-0.445006330718042,NA,7,-78.6069462954745,171.880559257616,9.11618472692066,7.4224481060664e-05
"3991",-2.95957608613426,NA,-2.13610208225285,0.811206542758285,NA,-0.640263771846093,NA,NA,1.62077311859937,-0.347807645666439,1.55087211738135,2.21648986136545,-0.252998809588834,NA,9,-76.3991777151786,171.882692779755,9.11831824905988,7.41453434918002e-05
"2713",-1.86995495813513,NA,NA,NA,-0.354792537570761,-0.673274904664545,NA,NA,2.1352104888556,NA,-0.00951933241635231,NA,-0.618631939612774,NA,6,-79.6928853689613,171.882812158041,9.118437627346,7.41409179518651e-05
"6227",-0.284750147846789,NA,-1.55161402878682,NA,NA,-1.058924640483,NA,0.32459849449068,NA,NA,NA,NA,-0.31965743090773,-0.0814880600010251,6,-79.6931639012002,171.883369222519,9.11899469182379,7.41202701916612e-05
"4632",-0.787319062158341,0.142164000770487,-2.5498527522559,0.928125733205075,NA,-1.13888763785952,NA,NA,NA,NA,1.165754089204,NA,NA,-0.07503353511829,7,-78.6090689734779,171.884804613623,9.12043008292756,7.40670934880645e-05
"4764",-1.12657616404155,0.270781048302207,-2.90121365901922,NA,-0.854326157985358,-0.592270522016154,NA,NA,2.16715193031308,NA,1.42596087403757,NA,NA,-0.257860462382201,8,-77.5114028898096,171.885081228721,9.12070669802597,7.40568501582685e-05
"7851",-2.566553256226,NA,-2.42870728690864,NA,-0.947072285435717,NA,-0.0229027756176843,NA,2.13103285006545,NA,1.83450800761351,2.29609422170187,-0.390805491252282,-0.237353172677319,9,-76.4006048785483,171.885547106494,9.12117257579914,7.40396014470746e-05
"4689",-0.697747686314244,NA,NA,NA,NA,-0.995111079449908,NA,-0.643986905463995,NA,NA,0.268929098355898,NA,NA,-0.212355993016859,5,-80.7675441030191,171.888029382509,9.1236548518138,7.39477650862589e-05
"5867",-3.06654749870357,NA,-2.49179921816158,NA,-0.940902432450754,NA,-0.0728358622032714,0.50159993680113,2.19922968473933,NA,1.65955269193283,2.47973249683127,NA,-0.293578933533089,9,-76.4022998910827,171.888937131563,9.1245626008681,7.39142096948911e-05
"2246",-2.65478762301482,0.112392517613574,NA,1.0463446389362,NA,NA,NA,-0.716323564428254,2.23937458834522,NA,NA,NA,-0.466172819587718,NA,6,-79.6977188928279,171.892479205774,9.12810467507904,7.37834207371342e-05
"6323",-1.34659147217882,NA,-1.43524261931444,NA,NA,-0.709223614252933,0.0241152252111374,NA,2.04681464268031,NA,NA,NA,-0.37314514932828,-0.134479422061635,7,-78.6132186603072,171.893103987281,9.12872945658611,7.37603750785445e-05
"2387",-0.302907099182438,NA,-1.56149231516827,NA,NA,-1.05644728522176,NA,0.306321299368361,NA,0.0316429844611303,NA,NA,-0.344670415069919,NA,6,-79.6985658329894,171.894173086097,9.12979855540206,7.37209570500948e-05
"1003",-1.27651411017791,NA,-3.08122561960499,NA,-1.20664087993665,NA,-0.0200740663274117,0.234466333789416,2.40890573070083,-1.13675418991737,2.10374842605562,NA,NA,NA,8,-77.5159652358632,171.894205920828,9.12983139013329,7.37197467561245e-05
"2163",-0.31041399034582,NA,-1.55485856633364,NA,NA,-1.05526295325465,0.019258329377565,0.311777768732053,NA,NA,NA,NA,-0.337403456133523,NA,6,-79.6987535532298,171.894548526578,9.13017399588304,7.37071194331493e-05
"2513",-1.76362678288048,NA,NA,NA,NA,-0.722620091081113,NA,-0.248488739101626,2.00384016657971,-0.245718240700225,NA,NA,-0.486434274494007,NA,6,-79.7009625857286,171.898966591576,9.13459206088061,7.35444777174861e-05
"4610",-1.40322192452422,-0.125818397480419,NA,NA,NA,NA,NA,NA,NA,NA,-0.0957636823080557,NA,NA,-0.160999846159036,4,-81.8332149808422,171.900348090339,9.13597355964444,7.34936944562317e-05
"3799",-3.28969237126477,NA,-2.12217265205599,0.838106157062711,NA,-0.661759143411112,NA,0.316990036674748,1.69940197153828,NA,1.28363470738226,2.33351992691034,-0.277172870202766,NA,9,-76.4097267065183,171.903790762434,9.1394162317392,7.33672959290894e-05
"443",-1.55813531569497,NA,-1.50301855715304,NA,-0.371274569928986,-0.560690412057454,0.159980358402775,NA,2.12591713048183,0.00922191857933218,NA,NA,NA,NA,7,-78.6190024551715,171.90467157701,9.14029704631463,7.33349915513463e-05
"6341",-2.64439743742964,NA,NA,1.00483101123875,NA,NA,NA,-0.598886942667992,2.24047852189618,NA,NA,NA,-0.432862489331041,-0.130907070603004,6,-79.7050124168953,171.907066253909,9.14269172321397,7.32472372925135e-05
"546",-1.5540858896187,-0.146918679667846,NA,NA,NA,NA,0.197065469247687,NA,NA,NA,-0.112509430704027,NA,NA,NA,4,-81.8367105656152,171.907339259885,9.14296472919045,7.3237239508122e-05
"5196",-2.26191618161795,0.304905674874775,-1.32161387674398,NA,-0.433952515940277,NA,NA,0.575751478429321,NA,NA,NA,2.62417727258224,NA,-0.18946459621398,7,-78.6219772426952,171.910621152057,9.14624662136205,7.31171596958103e-05
"6417",-0.677825468894659,NA,NA,NA,NA,-1.06660924644859,NA,NA,NA,-0.310970569873131,NA,NA,-0.339914338772139,-0.165397058447252,5,-80.7790904086749,171.91112199382,9.14674746312531,7.30988519246369e-05
