"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LMSPW","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"5115",-2.0389665729111,NA,4.04729159396897,NA,-1.07702950133907,0.957435225484208,1.64673827965037,1.76850060281894,-3.83582891723153,0.431708773124705,-0.784695923202219,NA,NA,-0.658660011177089,10,-88.9254794910595,199.200652233653,14.6523538857873,5.16303653250018e-06
"2268",-1.28007706431629,0.281607193531808,3.57406603772951,NA,-0.762499526783054,1.05746645604722,NA,1.38478815889539,-4.25946168000173,NA,NA,NA,0.0418207969597005,NA,8,-91.1660369133278,199.204801099383,14.6565027515175,5.15233726113049e-06
"8014",-5.36949095703712,0.315566794825626,NA,0.113957526382311,-0.857870215053205,NA,NA,4.06344611998288,NA,1.57556504257982,-2.19524724965953,6.88554605015512,1.29526185028395,-1.01390225790039,10,-88.9275974396532,199.20488813084,14.6565897829747,5.15211305829884e-06
"5198",-4.48240458881786,-0.155075782516393,NA,0.226652331357254,-1.43066692816907,NA,NA,3.77913447752683,NA,NA,NA,6.68820723750221,NA,-0.89279211257021,7,-92.2667730711348,199.20824493745,14.6599465895849,5.14347298750348e-06
"996",-2.18487507161071,0.38332984894653,4.33713731015121,NA,NA,NA,1.20462635335733,1.92613377019828,-3.80513498749137,0.691486171379535,-1.51688694801806,NA,NA,NA,8,-91.1678590632467,199.208445399221,14.6601470513551,5.14295747848872e-06
"1305",-4.30071501581067,NA,NA,NA,-0.773442177160813,1.83408242097938,NA,NA,NA,0.439810371830669,NA,6.96521183098617,NA,NA,5,-94.427994179914,199.213131216971,14.6648328691053,5.13092210216862e-06
"999",-2.62962959699395,NA,4.44881477894328,0.629395476904152,NA,NA,1.33320123595565,1.72231767045686,-3.69836678300833,0.658860945998962,-1.21348754489267,NA,NA,NA,8,-91.1709333247149,199.214593922157,14.6662955742916,5.12717096085454e-06
"1397",-6.26502128641036,NA,NA,0.580079180948548,NA,1.65126137603091,-0.12327698784957,2.72092055967657,NA,0.493522147872264,NA,6.86502649273901,NA,NA,7,-92.27146355373,199.217625902641,14.6693275547753,5.1194041084333e-06
"7861",-3.19619811529335,NA,NA,0.375354987979182,NA,1.86880049451377,-0.0608955951456062,NA,-2.68600354858138,NA,-0.520279437928841,5.96473678607229,1.36832351505505,-0.905198801514043,9,-90.0603980734774,199.218357122565,14.6700587746991,5.11753274540764e-06
"4607",-2.37304770250381,NA,4.36713327448019,0.719014206410365,-1.09361068234273,1.03437572369844,1.58820596863682,1.39777707373867,-4.16119823650532,0.0119014038227865,NA,NA,NA,-0.803786822929329,10,-88.9345029844567,199.218699220447,14.6704008725816,5.11665747170909e-06
"3059",-2.68482998874149,NA,3.85594875060044,NA,NA,1.23124785478469,1.40066570849859,1.54276165360142,-3.81279957412778,0.585592981694766,-1.19170233140794,NA,0.331503238903436,NA,9,-90.0615326026528,199.220626180915,14.6723278330499,5.11173004748929e-06
"5393",-4.63234301924014,NA,NA,NA,NA,2.02229238004778,NA,NA,NA,0.601598780174461,NA,7.02303750209395,NA,-0.692955749855925,5,-94.436195273711,199.229533404565,14.6812350566995,5.08901500563965e-06
