"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"4946",-0.463561705661559,3.88547568932341,NA,NA,NA,-1.25699204719954,NA,-0.0032909706298351,NA,-4.3405297006311,0.510447776264689,NA,NA,-0.207098383217581,7,-90.3275420195819,195.321750705831,15.3001965981368,2.10561324785961e-05
"3496",-2.28884988402254,5.10059083596968,0.228012348817527,2.41653841710537,NA,NA,-1.06369162929725,NA,-0.958577447378833,-3.92174752029848,NA,-1.01163105679932,1.07524364595552,NA,9,-88.1190664487854,195.322470246968,15.3009161392747,2.10485584643698e-05
"6557",0.756901990046861,NA,NA,2.04895073333188,-2.37432205620506,-1.15365911464641,NA,NA,2.24867752423145,-4.76115314917855,NA,NA,-0.106029547530613,-0.194146565021894,8,-89.2312370206129,195.324749490328,15.3031953826339,2.10245847339059e-05
"911",-0.110208467365145,NA,-0.0850982829045704,2.17907476387583,-2.69217954194657,NA,NA,NA,2.72480864957165,-4.77817005719394,0.130137367831125,NA,NA,NA,7,-90.329759791712,195.326186250091,15.3046321423969,2.10094865189926e-05
"5938",-0.301722120970265,3.70836112868628,NA,NA,NA,-1.19044794428646,-0.497533465541869,NA,NA,-3.53175822001008,1.21113250156731,-1.24387109220945,NA,-0.217468341036474,8,-89.2320150544084,195.326305557919,15.3047514502249,2.10082332582715e-05
"6045",0.0140208205255685,NA,NA,2.37029610493333,-1.98934433070374,-1.14416710279465,NA,NA,2.44676185081214,-4.03347901017011,1.18508351577651,-1.52050761440033,NA,-0.113909470326215,9,-88.1214884526156,195.327314254629,15.3057601469352,2.09976404618376e-05
"447",0.528650646745245,NA,0.00511537878213589,2.03523063229558,-2.46025187759202,-1.16199579938027,0.381109870026291,NA,2.2906674985648,-4.8723939373818,NA,NA,NA,NA,8,-89.2354173773718,195.333110203845,15.3115560961516,2.09368779196236e-05
"1844",-0.350425464307072,3.70169806004716,0.165809511485278,NA,NA,-1.21072514165451,-0.445600155854074,NA,NA,-3.59735542340295,1.21757693466337,-1.3847068992612,NA,NA,8,-89.2362855069885,195.334846463079,15.313292355385,2.09187098830669e-05
"4511",0.706931307898653,NA,0.0181369157306846,2.05833325195563,-2.36483177503929,-1.14945121639982,NA,NA,2.23772776170466,-4.78322384596882,NA,NA,NA,-0.208790926803601,8,-89.2363924432993,195.3350603357,15.3135062280068,2.09164730330062e-05
"7590",-2.17716185234055,5.17051776965591,NA,2.3492056012908,NA,NA,-1.12456170433631,NA,-1.07671039477413,-3.85966826064643,NA,-0.807228985902946,1.11961351867551,-0.271676688975284,9,-88.1270916897004,195.338520728798,15.3169666211048,2.08803147130672e-05
"2447",-0.0496689434967246,NA,-0.066523828556635,2.1675988879602,-2.70704689980171,NA,NA,NA,2.73795231980734,-4.75747869768097,NA,NA,-0.0216365877985655,NA,7,-90.3390027773798,195.344672221426,15.3231181137326,2.0816190827011e-05
"2013",-0.0656891568014748,NA,NA,2.37181823010973,-1.98150270667236,-1.15383546603433,NA,0.122210166520938,2.46179317711481,-4.08845018028671,1.15440307865857,-1.56416975724163,NA,NA,9,-88.1307124977675,195.345762344933,15.3242082372389,2.08048478091476e-05
"6536",-2.67345650181999,5.64402751826337,-0.0839330387346183,2.07615896342116,NA,NA,NA,NA,-1.31675500134659,-4.52084405949331,NA,NA,1.08613817280644,-0.227793525617782,8,-89.2418800314151,195.346035511932,15.3244814042382,2.0802006404273e-05
"5590",-1.49419556770808,4.4416924869139,NA,2.01358869447271,NA,-1.2136266228508,NA,0.711961887161513,-0.669941352495365,-4.25251556351409,NA,-1.01039388153392,NA,-0.00554575732642416,9,-88.1317893476472,195.347916044692,15.3263619369982,2.07824561696691e-05
"2957",-0.0700687972873597,NA,NA,2.18780457052873,-2.71829570694787,NA,NA,NA,2.74293702641672,-4.829778706743,0.0957776507225725,NA,-0.04143772019564,NA,7,-90.3425704736505,195.351807613968,15.330253506274,2.07420573022103e-05
"3997",-0.0142458091404128,NA,NA,2.3834315031705,-1.98011720229418,-1.14511847973697,NA,NA,2.43732364831011,-4.04419501870585,1.18432489122884,-1.53382297494183,-0.0285406872786733,NA,9,-88.1346850030622,195.353707355522,15.3321532478283,2.07223643824662e-05
"6122",-0.814321620417878,4.41165190622027,NA,NA,-2.33582649405654,NA,0.54965531331705,0.557310233005213,0.524849580832048,-4.244809652468,0.572588579505005,-0.725359921665912,NA,-0.266092011702318,10,-87.0111349243171,195.355603181968,15.3340490742739,2.07027306862509e-05
"333",1.48408981828637,NA,NA,2.40066189762258,-2.48413151624747,NA,NA,-0.809877482912035,NA,-4.3294516448054,NA,NA,NA,NA,5,-92.5021683450046,195.35727786648,15.3357237587862,2.06854026707822e-05
"8064",-2.25878882716577,4.6966869018699,0.334724493018978,2.88055995120708,-2.2333105552897,-0.496871814601599,0.336806890953811,0.441771983315428,NA,-4.47319007777393,1.10679665159552,-1.38204081217913,0.667831806599345,-0.191270536341916,13,-83.5559742868303,195.358862153907,15.3373080462138,2.06690233473347e-05
"468",-0.308102544450368,4.25060725035056,-0.148437258667316,NA,NA,-1.28106459450799,NA,0.310755061210941,-0.709380030213226,-4.34707320890781,NA,NA,NA,NA,7,-90.3466491240497,195.359964914766,15.3384108070724,2.0657629993693e-05
"4500",-0.101170124903363,4.20088364648216,-0.11031813665367,NA,NA,-1.26137994998477,NA,NA,-0.714269701629874,-4.16082570942421,NA,NA,NA,-0.17897852502458,7,-90.348093581078,195.362853828823,15.341299721129,2.06278124751066e-05
"2973",0.65899163942221,NA,NA,2.08414294836106,-2.3467334251237,-1.16669452823334,NA,NA,2.21780751190717,-4.82732860254295,0.17564489271066,NA,-0.181484128133544,NA,8,-89.2526320798549,195.367539608812,15.3459855011179,2.05795403498719e-05
"4562",-0.212776175660688,4.28292137469422,NA,NA,NA,-1.28976202976208,NA,0.228415274222048,-0.706068960580342,-4.36821625431523,NA,NA,NA,-0.182897399305386,7,-90.351278868742,195.369224404151,15.347670296457,2.05622114929597e-05
"1465",1.24915689202959,NA,NA,NA,-2.14091967005239,-1.27343661556837,0.725104970595813,NA,2.58251368382236,-4.05205077993786,NA,-0.811821834799741,NA,NA,7,-90.351930729128,195.370528124923,15.3489740172289,2.05488121695591e-05
"6598",-2.66861153628878,5.65431102614148,NA,2.09136659364372,NA,NA,NA,-0.0369482363155137,-1.31488519507968,-4.55295475744387,NA,NA,1.09015568450757,-0.227587107019226,8,-89.2549502137926,195.372175876687,15.3506217689932,2.05318894708638e-05
