"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"42",-3.67571833754577,4.02552142149499,NA,NA,-0.231948124792723,NA,0.259288409938324,NA,NA,NA,NA,NA,NA,NA,4,-76.3622511674417,160.958420463538,4.07453241252273,0.00129546153217828
"578",-3.91620884289568,4.16245984257482,NA,NA,NA,NA,NA,0.388413260707681,NA,NA,-0.174038157731481,NA,NA,NA,4,-76.3628746165227,160.9596673617,4.07577931068479,0.00129465412958988
"4866",-2.74015614350744,3.83240217991657,NA,NA,NA,NA,NA,NA,NA,-1.7894637282485,0.146603959633196,NA,NA,-0.266937819370288,5,-75.3056618049768,160.964264786424,4.08037673540863,0.00129168151004539
"3394",-3.48708265736414,4.32720873031851,NA,NA,NA,NA,NA,1.08147853621639,NA,-3.07288487381597,NA,0.892285699254778,-0.206780796275615,NA,6,-74.2345861641483,160.966213748415,4.08232569739937,0.00129042340406153
"98",-3.98208995948801,4.15374885293611,NA,NA,NA,NA,0.125990416701485,0.291624898257292,NA,NA,NA,NA,NA,NA,4,-76.3667539742599,160.967426077175,4.08353802615912,0.00128964143238466
"2114",-3.87444033742371,4.151547390683,NA,NA,NA,NA,NA,0.325708059267255,NA,NA,NA,NA,-0.128703999327537,NA,4,-76.3672030410977,160.96832421085,4.08443615983472,0.00128906242720047
"802",-2.93954904510978,3.79859005799894,NA,NA,NA,NA,0.318070504053872,NA,NA,-1.85639119807035,0.0988769455542814,NA,NA,NA,5,-75.3093559857799,160.97165314803,4.08776509701477,0.00128691860793468
"2178",-3.48618771755369,4.2954473838148,NA,NA,NA,NA,NA,NA,-0.506039686833128,NA,NA,NA,-0.0936263394143536,NA,4,-76.3691333645958,160.972184857846,4.08829680683093,0.00128657651978138
"146",-3.48729576631841,4.28091564684874,NA,NA,NA,-0.0617113983312453,NA,NA,-0.528582340584546,NA,NA,NA,NA,NA,4,-76.370886622649,160.975691373953,4.09180332293744,0.00128432279539447
"2338",-2.86209403291992,3.77948010575102,NA,NA,NA,NA,0.320317100187428,NA,NA,-1.83686407775758,NA,NA,-0.0685870843129273,NA,5,-75.3115932339871,160.976127644445,4.0922395934293,0.00128404266987938
"82",-3.89711022143413,4.123580978096,NA,NA,NA,-0.0745115319311233,NA,0.332033854984479,NA,NA,NA,NA,NA,NA,4,-76.3717921602548,160.977502449165,4.09361439814904,0.00128316031921763
"4362",-2.6560666683885,3.81543572891896,NA,NA,-0.0629986523783878,NA,NA,NA,NA,-1.75350060274735,NA,NA,NA,-0.264791957911041,5,-75.3125056298105,160.977952436092,4.09406438507597,0.00128287164900891
"1362",-3.50144294955653,4.26757193154846,NA,NA,NA,-0.148972854629842,NA,1.11546142487425,NA,-3.08742441304902,NA,0.867656502852979,NA,NA,6,-74.240925632486,160.97889268509,4.09500463407474,0.00128226868136318
"306",-2.87661870616495,3.76835992949246,NA,NA,NA,-0.0342884502350325,0.322907368453621,NA,NA,-1.83993042029769,NA,NA,NA,NA,5,-75.3130825804999,160.97910633747,4.09521828645478,0.00128213170880163
"642",-3.53125007561605,4.31199816268555,NA,NA,NA,NA,NA,NA,-0.522217404613719,NA,-0.00953638856158311,NA,NA,NA,4,-76.3733007659086,160.980519660472,4.09663160945669,0.00128122599573783
"4370",-2.65705753499673,3.79539927108857,NA,NA,NA,-0.0381820145290493,NA,NA,NA,-1.76331735118521,NA,NA,NA,-0.259635906653427,5,-75.3145407515134,160.982022679497,4.09813462848183,0.00128026350392046
"6402",-2.6748447386735,3.81380861488357,NA,NA,NA,NA,NA,NA,NA,-1.76392938401013,NA,NA,-0.0193455956704778,-0.256764881424382,5,-75.3152900550591,160.983521286589,4.09963323557312,0.00127930455725354
"1378",-3.61826199366978,4.3361833605277,NA,NA,NA,NA,0.0753191967552989,1.06973666004628,NA,-3.07300238734353,NA,0.867347273848978,NA,NA,6,-74.2513831616062,160.999807743331,4.11591969231523,0.0012689291899149
"2058",-3.48168135020786,4.00778838570003,NA,NA,-0.183074076205271,NA,NA,NA,NA,NA,NA,NA,-0.157602042845488,NA,4,-76.3851324689963,161.004183066647,4.12029501563194,0.00126615623642688
"2082",-3.68945112014773,4.02906319226041,NA,NA,NA,NA,0.172984404015353,NA,NA,NA,NA,NA,-0.115591187507397,NA,4,-76.3931808279472,161.020279784549,4.13639173353383,0.00125600665507256
"522",-3.55171010434782,4.01642491070748,NA,NA,-0.168054073667162,NA,NA,NA,NA,NA,-0.058874004593047,NA,NA,NA,4,-76.3953525713167,161.024623271288,4.14073522027283,0.00125328189076271
"898",-2.72795450383838,4.02604296568398,NA,NA,NA,NA,NA,NA,-0.408492983656549,-1.80283703160178,0.14405984954569,NA,NA,NA,5,-75.3373766402909,161.027694457052,4.14380640603679,0.00125135883690394
"26",-3.57870506029758,4.02249721419883,NA,NA,-0.164710124064686,-0.00478254713632669,NA,NA,NA,NA,NA,NA,NA,NA,4,-76.3969643609506,161.027846850556,4.14395879954071,0.00125126349105759
"546",-3.73031527334349,4.03164393687753,NA,NA,NA,NA,0.183430320674314,NA,NA,NA,-0.0629485209359578,NA,NA,NA,4,-76.3978643699012,161.029646868457,4.14575881744173,0.00125013784933599
"50",-3.72277019379843,4.01369406648521,NA,NA,NA,-0.0468913546526341,0.177813544283799,NA,NA,NA,NA,NA,NA,NA,4,-76.3982910963426,161.03050032134,4.14661227032454,0.0012496044962663
"2434",-2.64538449682099,3.98451418934599,NA,NA,NA,NA,NA,NA,-0.374250321625223,-1.77792962108372,NA,NA,-0.0574144103389752,NA,5,-75.3453125273098,161.04356623109,4.15967818007471,0.00124146749475259
"402",-2.64261612242254,3.97451280015732,NA,NA,NA,-0.0434610317432649,NA,NA,-0.387931636538569,-1.77937030773961,NA,NA,NA,NA,5,-75.3456573823525,161.044255941176,4.1603678901601,0.00124103944223895
"394",-2.67211492950538,3.99543148307959,NA,NA,-0.00774738374912815,NA,NA,NA,-0.38291566017787,-1.77957679107876,NA,NA,NA,NA,5,-75.346798583377,161.046538343225,4.16265029220895,0.00123962397457631
"2066",-3.53900448762775,3.98424839496873,NA,NA,NA,-0.0684275076373253,NA,NA,NA,NA,NA,NA,-0.137506045342183,NA,4,-76.4072138923923,161.04834591344,4.164457862424,0.00123850412701616
"2562",-3.58789872997434,4.02168274325124,NA,NA,NA,NA,NA,NA,NA,NA,-0.0244655903198049,NA,-0.121975435300351,NA,4,-76.4099165258667,161.053751180388,4.16986312937274,0.00123516142339035
"530",-3.60719891773356,4.00073181769709,NA,NA,NA,-0.0518685626059666,NA,NA,NA,NA,-0.048210198178528,NA,NA,NA,4,-76.4151811415389,161.064280411733,4.18039236071724,0.00122867586018145
"1802",-2.65971281248929,4.02619444795973,NA,NA,-0.383316209658242,NA,NA,NA,NA,-2.70752566139498,-0.821875029867062,1.57359799465164,NA,NA,6,-74.2837404410484,161.064522302215,4.18063425119954,0.00122852726666927
"2818",-2.76216287858179,3.79471510587692,NA,NA,NA,NA,NA,NA,NA,-1.81207316343135,0.139186178932406,NA,-0.10772729816033,NA,5,-75.3601915141363,161.073324204743,4.18943615372766,0.00122313245789472
"786",-2.78664641546929,3.78361715460596,NA,NA,NA,-0.0394860013446979,NA,NA,NA,-1.81426733244624,0.121267533404049,NA,NA,NA,5,-75.3645359588648,161.0820130942,4.19812504318455,0.00121783015266156
"778",-2.7999281549147,3.80398975523006,NA,NA,-0.0324657835721502,NA,NA,NA,NA,-1.80946854892358,0.117775735266177,NA,NA,NA,5,-75.3647231051273,161.082387386725,4.1984993357097,0.00121760226162518
"2314",-2.69370428896989,3.77961532766738,NA,NA,-0.0482773981574289,NA,NA,NA,NA,-1.78242155099024,NA,NA,-0.0925125263594373,NA,5,-75.3670940790572,161.087129334585,4.20324128356941,0.00121471877808888
"2322",-2.67656543376605,3.75269776939336,NA,NA,NA,-0.0510762180142449,NA,NA,NA,-1.78883245166375,NA,NA,-0.0940110943338374,NA,5,-75.3672185558108,161.087378288092,4.20349023707661,0.00121456758324916
"282",-2.73267298948538,3.77537241657384,NA,NA,-0.0311782683412278,-0.0280978788746232,NA,NA,NA,-1.78945626681374,NA,NA,NA,NA,5,-75.3706055257316,161.094152227934,4.21026417691832,0.00121046083801504
"5506",-2.75023194382759,4.65196113860169,NA,NA,NA,NA,NA,NA,-0.999066253839017,-2.66505234330826,NA,1.31701742639192,NA,-0.33527471406859,6,-74.3059346812149,161.108910782548,4.22502273153268,0.00120156138796075
"5890",-2.76383438406477,4.06353410500664,NA,NA,NA,NA,NA,NA,NA,-2.68101317745857,-0.678166649975583,1.45638732251175,NA,-0.296234735201601,6,-74.3086786475428,161.114398715204,4.2305106641883,0.00119826886332564
"1796",-2.8249739029189,4.05110347511167,0.188527461909826,NA,NA,NA,NA,NA,NA,-2.7467957771498,-0.693723084905439,1.31043397441642,NA,NA,6,-74.3297957176741,161.156632855467,4.27274480445107,0.0011732302373634
"1826",-2.93150460222548,4.02123608510672,NA,NA,NA,NA,0.232642854910106,NA,NA,-2.72474128181525,-0.721445818131755,1.43251538723561,NA,NA,6,-74.3514236721657,161.19988876445,4.31600071343425,0.00114812809961924
"1412",-2.85275373698285,4.59508558671157,0.170887379378967,NA,NA,NA,NA,NA,-0.922173116255286,-2.70464285010753,NA,1.15636175402713,NA,NA,6,-74.3580471958487,161.213135811816,4.32924776080017,0.00114054857525005
"1418",-2.78233531394991,4.5727192623155,NA,NA,-0.21934543394459,NA,NA,NA,-0.928798387055829,-2.66312639775809,NA,1.32457628027762,NA,NA,6,-74.3671689210456,161.231379262209,4.3474912111939,0.00113019211079412
"3842",-2.76740441266799,4.01857580431897,NA,NA,NA,NA,NA,NA,NA,-2.69881189186049,-0.684820859630902,1.44922042335986,-0.15895518473613,NA,6,-74.36995301641,161.236947452938,4.35305940192268,0.00112704992428068
"1442",-2.94593244745538,4.59663709597036,NA,NA,NA,NA,0.215602929484425,NA,-0.976222791654537,-2.68676335323885,NA,1.26446142357846,NA,NA,6,-74.3749782326674,161.246997885453,4.36310983443761,0.00112140046145316
"1810",-2.78757132142705,3.98577027593101,NA,NA,NA,-0.0758961359616467,NA,NA,NA,-2.69993241477499,-0.7107655628707,1.44885500067863,NA,NA,6,-74.3778310205968,161.252703461312,4.36881541029638,0.00111820590261871
"3458",-2.77942129667264,4.57048131542375,NA,NA,NA,NA,NA,NA,-0.938454547855987,-2.66368939928981,NA,1.2917527171554,-0.171434780205388,NA,6,-74.387170927842,161.271383275802,4.38749522478676,0.0011078105844296
"1426",-2.78164950383964,4.55069315959196,NA,NA,NA,-0.105756501705743,NA,NA,-0.987745481601868,-2.6683028033299,NA,1.28940525761043,NA,NA,6,-74.3934982844591,161.284037989037,4.40014993802106,0.00110082320094313
"5386",-2.82210016023049,4.08260013922326,NA,NA,-0.307172874829827,NA,NA,NA,NA,-2.60999932123922,NA,1.25294087885927,NA,-0.352011613431724,6,-74.3986220158554,161.294285451829,4.41039740081362,0.00109519730364788
"5380",-2.93034255810763,4.0982088323986,0.190886630635682,NA,NA,NA,NA,NA,NA,-2.66254598507627,NA,1.05097245200925,NA,-0.310802167433526,6,-74.410574276421,161.31818997296,4.43430192194478,0.00108218513741037
"836",-3.4900540527113,4.33371702864856,0.304423154322872,NA,NA,NA,NA,1.57927093819751,NA,-2.89011676107025,-0.453623532562689,NA,NA,NA,6,-74.4185269101713,161.334095240461,4.45020718944536,0.0010736130458927
"4420",-3.47641097993886,4.34001535265307,0.282284011429235,NA,NA,NA,NA,1.39516644807327,NA,-2.80825782614774,NA,NA,NA,-0.275142476957495,6,-74.4342736649195,161.365588749957,4.48170069894184,0.00105683953533861
"5410",-3.03242999666189,4.07254548926563,NA,NA,NA,NA,0.203580013088637,NA,NA,-2.63800843082893,NA,1.16920804320537,NA,-0.318122902289946,6,-74.440642986236,161.37832739259,4.4944393415748,0.00105012957638463
"1292",-2.92542267597411,4.07247840848116,0.201423836596277,NA,-0.263848255380641,NA,NA,NA,NA,-2.66938561830316,NA,1.07195083381433,NA,NA,6,-74.4432033877089,161.383448195536,4.49956014452053,0.00104744426227866
"1322",-3.04587371360668,4.04062229791959,NA,NA,-0.343127473290744,NA,0.319500126585671,NA,NA,-2.65145672488288,NA,1.20396961197611,NA,NA,6,-74.4498875146803,161.396816449479,4.51292839846329,0.00104046635841149
"7426",-2.87197453429849,4.06629701484903,NA,NA,NA,NA,NA,NA,NA,-2.61820841932393,NA,1.19836895079181,-0.165602351038515,-0.300817354805713,6,-74.4510472719609,161.39913596404,4.51524791302452,0.0010392603694395
"5394",-2.89893449361514,4.03959013208733,NA,NA,NA,-0.0724014698483881,NA,NA,NA,-2.61613510231081,NA,1.18777225715483,NA,-0.322766101495696,6,-74.4599394949341,161.416920409987,4.53303235897096,0.00103006000099497
"3338",-2.77975273336704,4.02767013865835,NA,NA,-0.303146659626225,NA,NA,NA,NA,-2.62062876104899,NA,1.2471891773879,-0.296214474052487,NA,6,-74.4624248723635,161.421891164845,4.53800311382972,0.00102750309187589
"332",-3.49101532286018,4.32947076058314,0.296372530804771,NA,-0.2132776266416,NA,NA,1.41407923631086,NA,-2.82114673354576,NA,NA,NA,NA,6,-74.4662787649191,161.429598949957,4.545710898941,0.00102355082605487
"3332",-2.9116790699652,4.05670728441078,0.197475272604333,NA,NA,NA,NA,NA,NA,-2.6741695319687,NA,1.04093714656683,-0.227306829892739,NA,6,-74.4679220979815,161.432885616081,4.54899756506578,0.00102187017245641
"452",-3.46698428671938,4.54481015416178,0.290091649929754,NA,NA,NA,NA,1.37734881464467,-0.413849387384463,-2.811274148012,NA,NA,NA,NA,6,-74.4691887144076,161.435418848933,4.55153079791793,0.00102057667426662
"16",-4.46714691489258,4.2057387557261,0.260198996931017,1.47395820650505,-0.381635139188359,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-75.5493077253243,161.451556627119,4.56766857610356,0.00101237488842083
"1316",-3.09099602897159,4.06473839506345,0.182592301541646,NA,NA,NA,0.152351408706433,NA,NA,-2.68436084172952,NA,1.01734864535167,NA,NA,6,-74.4794785223632,161.455998464845,4.57211041382922,0.00101012898084728
"340",-3.44730338272632,4.23193554842279,0.291599702952714,NA,NA,-0.174214471379244,NA,1.40426301494523,NA,-2.84600755207001,NA,NA,NA,NA,6,-74.4798983312301,161.456838082579,4.57295003156301,0.00100970500874427
"1158",-4.48239157111174,4.77238251968002,NA,1.36613397952128,NA,NA,NA,NA,-0.97755402559655,NA,NA,0.39276565856395,NA,NA,5,-75.5547700959369,161.462481368344,4.57859331732874,0.00100685999748303
"136",-4.44300378846029,4.65463997384788,0.234517434963365,1.44200274000497,NA,NA,NA,NA,-0.794475659591194,NA,NA,NA,NA,NA,5,-75.5561563236625,161.465253823796,4.58136577278003,0.00100546522719665
"1300",-2.96459495862536,4.02400618551627,0.204825965901181,NA,NA,-0.0877508426372428,NA,NA,NA,-2.67590235472419,NA,1.01808371394048,NA,NA,6,-74.4868947837509,161.47083098762,4.58694293660454,0.00100266531076323
"2372",-3.51095189134999,4.31213428233309,0.289095490152371,NA,NA,NA,NA,1.37912084316522,NA,-2.82454946060336,NA,NA,-0.0956033028420054,NA,6,-74.4940111184891,161.485063657096,4.60117560608089,0.000995555337262573
"356",-3.56511778346399,4.32075609156315,0.287802090938203,NA,NA,NA,0.00683038612596875,1.37640531873677,NA,-2.82856465176616,NA,NA,NA,NA,6,-74.498308308381,161.49365803688,4.60976998586477,0.000991286425661394
"902",-3.61196350850275,4.27958196873433,NA,1.56603506118067,NA,NA,NA,NA,-0.697252495679951,-1.93925585245135,0.318781182424669,NA,NA,NA,6,-74.4987861246695,161.494613669457,4.61072561844182,0.000990812886002112
"1306",-2.95359258228977,4.05263226714188,NA,NA,-0.268298991930659,0.00648158533787337,NA,NA,NA,-2.62156576404691,NA,1.21373769599174,NA,NA,6,-74.5015915641753,161.500224548469,4.6163364974534,0.00098803711583707
"3362",-3.01451439691628,4.0259603948085,NA,NA,NA,NA,0.203532707511734,NA,NA,-2.64579617943793,NA,1.16147877074168,-0.228397396211818,NA,6,-74.5017274460089,161.500496312136,4.61660826112052,0.000987902868663229
"422",-3.57787893103685,4.20929884742395,NA,1.50603878066159,NA,NA,0.271398270635831,NA,-0.650938305949389,-1.90845205524984,NA,NA,NA,NA,6,-74.5020329307562,161.501107281631,4.61721923061521,0.00098760112549631
"1038",-4.51175761559691,4.20724380531083,NA,1.39045040156177,-0.414777066455608,NA,NA,NA,NA,NA,NA,0.380466424912149,NA,NA,5,-75.5743899497977,161.501721076066,4.61783302505043,0.000987298079963078
"4930",-3.52566823715087,4.34336184881452,NA,NA,NA,NA,NA,1.77796764287657,NA,-2.7664867341654,-0.38187556283985,NA,NA,-0.270401618033662,6,-74.5047115217202,161.506464463559,4.62257641254311,0.000984959285829063
"1478",-4.16617142360498,5.0362044911344,NA,1.45494190771963,NA,NA,NA,1.04073439541867,-1.10026344049547,-3.17882132107635,NA,0.964024682491276,NA,NA,7,-73.4204862776378,161.507639221942,4.62375117092671,0.000984380911119061
"3346",-2.83574916309512,3.9678225974123,NA,NA,NA,-0.111597452619082,NA,NA,NA,-2.62671627688457,NA,1.18518327898983,-0.260988699154993,NA,6,-74.5170438004791,161.531129021077,4.64724097006095,0.000972887085221362
"1330",-3.08603389945044,4.00272825863346,NA,NA,NA,-0.0697790886194407,0.212320172666781,NA,NA,-2.6463034796591,NA,1.1422043492383,NA,NA,6,-74.5227825172279,161.542606454574,4.65871840355862,0.000967319951191791
"1862",-4.17868204198434,4.44552040975004,NA,1.24098729773044,NA,NA,NA,1.30956959818467,NA,-3.30144701638455,-0.736755123607596,1.05567450678382,NA,NA,7,-73.439038998447,161.544744663561,4.66085661254516,0.000966286337704405
"4486",-3.40885167267767,4.21327693999844,NA,1.49292201446473,NA,NA,NA,NA,-0.632412740495179,-1.86101480170433,NA,NA,NA,-0.149312620656742,6,-74.5244068481979,161.545855116514,4.66196706549866,0.000965749978859686
"4426",-3.49756252381203,4.34526064885217,NA,NA,-0.22589410962121,NA,NA,1.64883882315983,NA,-2.70999998865938,NA,NA,NA,-0.310075329631652,6,-74.5255737263084,161.548188872735,4.66430082171951,0.000964623723578322
"302",-3.6525270116706,3.85692957716604,NA,1.49711280456652,-0.255687439913094,NA,0.343326009569004,NA,NA,-1.89119808268932,NA,NA,NA,NA,6,-74.5266637501506,161.55036892042,4.66648086940401,0.000963572833572451
"842",-3.52133618406148,4.33167482435875,NA,NA,-0.237265680963773,NA,NA,1.84679549549789,NA,-2.78753796565819,-0.455043221484225,NA,NA,NA,6,-74.526896450367,161.550834320852,4.66694626983681,0.000963348636051978
"4104",-4.49145134500014,4.24937052153307,0.226123909690974,1.34400755871174,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252435784638277,5,-75.6011546949552,161.555250566381,4.6713625153655,0.000961223790821635
"398",-3.43232368514691,4.17545983659836,NA,1.54219546748757,-0.134004241321875,NA,NA,NA,-0.598868415922191,-1.85868956360286,NA,NA,NA,NA,6,-74.5298587484627,161.556758917044,4.67287086602812,0.000960499132844663
"4546",-3.47903995163034,4.55106535753728,NA,NA,NA,NA,NA,1.60270677359269,-0.40647096085308,-2.70691872707407,NA,NA,NA,-0.289710441928251,6,-74.533163244399,161.563367908916,4.6794798579007,0.000957330405769698
"142",-4.23352575033414,4.4593678973149,NA,1.47219626767665,-0.272861593263069,NA,NA,NA,-0.673971392253452,NA,NA,NA,NA,NA,5,-75.6081399126416,161.569221001754,4.68533295073829,0.000954532829514172
"4110",-4.22117050116848,4.1253065039306,NA,1.39279965240203,-0.345167607030765,NA,NA,NA,NA,NA,NA,NA,NA,-0.279034406027827,5,-75.6127389222844,161.578419021039,4.69453097002372,0.000950153002978947
"406",-3.4898853753722,4.21772322819556,NA,1.52044001251784,NA,0.0265133155999074,NA,NA,-0.637478404061246,-1.88154512082353,NA,NA,NA,NA,6,-74.5424367027631,161.581914825645,4.69802677462903,0.000948493678947772
"2438",-3.48229203616688,4.20889341659664,NA,1.52010653324681,NA,NA,NA,NA,-0.643550042081063,-1.88204192991374,NA,NA,0.0242266117406683,NA,6,-74.5426143899105,161.582270199939,4.69838214892374,0.000948325158784051
"4230",-4.22324200366227,4.54385409195184,NA,1.37432988297294,NA,NA,NA,NA,-0.737876103267762,NA,NA,NA,NA,-0.238168921787945,5,-75.6154813484369,161.583903873344,4.70001582232891,0.000947550848274048
"806",-3.8136256098015,3.89987618114028,NA,1.48489457439924,NA,NA,0.244042554789595,NA,NA,-1.97371038827968,0.248249626398041,NA,NA,NA,6,-74.544344266493,161.585729953104,4.70184190208883,0.000946686091400114
"4434",-3.46858386100835,4.25034907612237,NA,NA,NA,-0.163589058349741,NA,1.62775030172842,NA,-2.73443583245148,NA,NA,NA,-0.289272636402245,6,-74.544909152928,161.586859725974,4.70297167495869,0.000946151472282705
"962",-3.52286172281596,4.50436832573471,NA,NA,NA,NA,NA,1.770012556349,-0.349817726022557,-2.77660731646401,-0.390416851868432,NA,NA,NA,6,-74.5453626845767,161.587766789272,4.70387873825624,0.000945722459938183
"850",-3.49391527166898,4.23389723837734,NA,NA,NA,-0.16548081464753,NA,1.80415398940705,NA,-2.80381952112649,-0.412491967410047,NA,NA,NA,6,-74.5493789176856,161.59579925549,4.71191120447395,0.000941931835194361
"4390",-3.63996814947697,3.87757432294713,NA,1.4279437333671,NA,NA,0.257712822411805,NA,NA,-1.9067708871324,NA,NA,NA,-0.147606584863114,6,-74.5530457876601,161.603132995439,4.71924494442294,0.000938484218474018
"4870",-3.66368270330908,3.91911500533874,NA,1.47578705784722,NA,NA,NA,NA,NA,-1.9337710266481,0.288066222272379,NA,NA,-0.16792300053161,6,-74.553726703632,161.604494827382,4.72060677636676,0.000937845407093389
"78",-4.63994618548243,4.24467024524126,NA,1.42162862552592,-0.376618214037097,NA,NA,0.367157285576768,NA,NA,NA,NA,NA,NA,5,-75.6265125280405,161.605966232552,4.72207818153595,0.000937155685549514
