"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"5898",-2.12486166461053,-0.0490976306670842,NA,NA,-1.9525901301655,NA,NA,NA,NA,1.46636466144371,-1.53951799111474,5.26130809019593,NA,-0.265483255108375,7,-91.2977738325435,197.262214331754,14.2385580839974,2.20000948658536e-05
"5687",-1.02112664430153,NA,-2.01786239437678,1.71308641446726,NA,-1.58254046368667,-1.53433728973622,NA,NA,NA,-0.385279178946526,4.08849385140331,NA,-0.130893008963628,8,-90.2006947013094,197.263664851721,14.2400086039645,2.19841448620619e-05
"3822",-4.13159758029401,0.148023888528259,NA,2.03679061658864,-2.44810130245165,NA,0.131310115558573,-0.0978070211359485,2.72032355831303,NA,-1.49482336162775,4.77807057515037,0.600042015450412,NA,10,-87.9657448345613,197.264823002456,14.2411667546999,2.19714180705341e-05
"3646",-2.47204491408346,0.0901314881626808,NA,2.05672825400989,-1.89954857453767,-1.07846785685484,-0.285404170536929,NA,NA,NA,-1.29500390607161,4.88647025345963,0.628062336492773,NA,9,-89.0909429160973,197.266223181592,14.242566933836,2.19560414930663e-05
"3177",-1.67708846614083,NA,NA,NA,-2.17241123036156,NA,-0.0735167864072976,-1.09797531394588,NA,NA,NA,5.14317630317853,0.567159896323916,NA,6,-92.3850229448161,197.267087309751,14.2434310619944,2.19465571252902e-05
"7897",-2.58701493860724,NA,NA,NA,-2.04301249195781,-0.776272400925208,NA,0.146756839722997,2.44085009934065,NA,-1.2322060421537,4.65659455396142,0.522833569028673,-0.407686390847945,9,-89.0932277054632,197.270792760324,14.2471365125679,2.19059338274734e-05
"4037",-5.17406516301723,NA,NA,1.89706140350826,NA,NA,NA,-0.635292330472978,2.35006169181013,2.39233565818673,-2.73463278878141,4.78844271726505,0.773304989134946,NA,8,-90.205736516651,197.273748482404,14.2500922346477,2.18735838116291e-05
"3845",-4.46932217589175,NA,NA,1.83608924122651,NA,NA,NA,NA,NA,2.09290545710501,-2.70873433659342,5.25173262522975,0.888493635693014,NA,6,-92.3898764197072,197.276794259533,14.2531380117766,2.18402981326014e-05
"7834",-2.48283018180478,0.0489087184840191,NA,NA,-2.04176736502609,-0.774377027876758,NA,NA,2.41144607918233,NA,-1.21017906324519,4.62731235105573,0.520372155990575,-0.402443704709641,9,-89.0965628310124,197.277463011422,14.2538067636663,2.18329964830933e-05
"7319",-2.79142060129851,NA,-2.5402950487378,1.3435769919473,NA,-1.50534923548872,NA,NA,1.51511562179057,NA,NA,4.24636001834919,0.87896319938931,-0.0916684936527471,8,-90.2078413331793,197.27795811546,14.2543018677042,2.18275923496636e-05
"4383",1.55349888354243,NA,-3.6738806194602,2.03947296514799,-2.48676893519687,-1.56330923375502,NA,NA,NA,0.786010650903757,NA,NA,NA,-0.0834878421814911,7,-91.3060604049463,197.278787476559,14.255131228803,2.18185427481532e-05
"1592",-1.07459632194383,0.0756178648214694,-2.04124315782258,1.74069173422805,NA,-1.5837597112167,-1.50910340726563,NA,NA,NA,-0.452645879748447,4.08331558859196,NA,NA,8,-90.2092149279574,197.280705305017,14.2570490572605,2.17976306651108e-05
"5287",-2.68205108240975,NA,-2.30378669971328,1.53027014651434,NA,NA,-1.78123406707154,NA,1.96288906385526,NA,NA,4.31359640900552,NA,-0.153785549605306,7,-91.3070294173078,197.280725501282,14.257069253526,2.17974105508539e-05
"5241",-0.765421112745769,NA,NA,NA,-2.00561731773781,-1.13838531884182,-0.144713608706699,-0.854324697178364,NA,NA,NA,4.84669469161726,NA,-0.366577930288307,7,-91.3084188269439,197.283504320554,14.2598480727983,2.17671460483562e-05
"7353",-2.78585999717476,NA,NA,NA,-2.34653154921746,-0.789502274252467,-0.0114811415332763,NA,2.20328065491401,NA,NA,5.0846540788232,0.364107579090499,-0.532431079959551,8,-90.2125510547575,197.287377558617,14.2637213108606,2.17250321714947e-05
"7479",-1.96539595316532,NA,-2.6389799029658,1.81186266723671,NA,-1.67440837510714,-1.53687690624995,NA,NA,1.23326541266421,NA,4.58475802494029,0.735295861459476,-0.296833534190871,9,-89.1019277185751,197.288192786548,14.2645365387917,2.17161785495324e-05
"2335",1.482837656281,NA,-3.68819583239072,2.05293309038811,-2.473175027157,-1.55535434626398,NA,NA,NA,0.770872220158719,NA,NA,0.0603613917254539,NA,7,-91.311933910491,197.290534487649,14.2668782398924,2.16907670293751e-05
"1655",-1.14236084954444,NA,-2.03974702943199,1.72508252102883,NA,-1.58779525308171,-1.51936837074749,0.121123772250609,NA,NA,-0.442558730699355,4.11238924535005,NA,NA,8,-90.2141768739172,197.290629196936,14.26697294918,2.16897398951487e-05
"3224",-2.81540355366521,-0.0231427556419488,-2.54052111297731,1.35448235615497,NA,-1.5027539087245,NA,NA,1.50780032946065,NA,NA,4.24208706219758,0.855865754560381,NA,8,-90.2158859019844,197.294047253071,14.2703910053145,2.16527031783057e-05
"3637",-2.49080294589468,NA,NA,1.75684645811736,NA,-1.39481636852038,-1.2841313262618,NA,NA,NA,-1.52977642438667,4.56408949909296,0.839442048708734,NA,7,-91.3153460777846,197.297358822236,14.2737025744797,2.16168806316059e-05
"5932",-0.744043410230826,0.0569907795014383,-2.56506017386903,NA,-2.48661104631817,NA,-0.172906910500833,NA,NA,1.0383942593247,-0.045962519916372,4.78321544127628,NA,-0.27692149205671,9,-89.1074360938848,197.299209537167,14.2755532894111,2.1596886541995e-05
"5251",-2.81163158955823,NA,-2.37077209495075,NA,NA,NA,NA,NA,2.24530767705467,NA,NA,4.40412338915479,NA,-0.0360528616833129,5,-93.4765112378223,197.305963652115,14.282307404359,2.15240756274033e-05
"1514",-3.01989698171835,-0.263719114153336,NA,NA,-2.5293276195558,NA,0.495890452547987,-1.0785184744068,2.44767908115729,0.867721869298386,NA,4.99698404201991,NA,NA,8,-90.224040768819,197.31035698674,14.2867007389837,2.14768462866107e-05
"1255",-2.67562546872516,NA,-2.28080459757367,1.55549949422016,NA,NA,-1.69603446680376,-0.1518531703381,1.92948561158678,NA,NA,4.27406133686025,NA,NA,7,-91.3235451072042,197.313756881075,14.2901006333189,2.14403677971341e-05
"7292",-0.0820215679433497,0.188562285652697,-2.65028170683696,NA,-2.27060219187257,-1.30095374037215,-0.0463465463356123,0.123996119442579,NA,NA,NA,4.43262415306912,0.578104887020446,-0.309851036779153,10,-87.9915851907518,197.316503714837,14.2928474670807,2.14109414460178e-05
"1077",-2.47875821349921,NA,NA,1.47835701231829,NA,-1.51353872799894,-1.69413512629872,NA,NA,NA,NA,4.93641633700295,NA,NA,5,-93.4819771831896,197.31689554285,14.2932392950935,2.14067471535715e-05
"1112",-1.26894149756699,-0.0558525015436901,-2.19784321398675,1.44991104078126,NA,-1.69012876079981,NA,-0.523506725601927,NA,NA,NA,4.06578322592971,NA,NA,7,-91.3310929225527,197.328852511772,14.3051962640158,2.12791490500436e-05
