"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"1179",-1.02943387357836,NA,-2.66742553856334,NA,-2.59386619104068,-0.869363671758725,NA,NA,2.56838557134902,NA,NA,4.01284772022185,NA,NA,6,-86.451968557316,185.40097853475,2.37732228699423,0.00828054994734256
"1419",-2.03668321283325,NA,-2.86304811779964,NA,-2.7986831458045,NA,NA,NA,2.98230454990953,1.00117002521524,NA,4.37365998713947,NA,NA,6,-86.4855201430427,185.468081706204,2.44442545844757,0.00800733341950713
"1055",-0.83367876792147,NA,-2.63972982215105,2.06523154166295,-2.52274946302577,-1.2195584389006,NA,NA,NA,NA,NA,4.2957874452314,NA,NA,6,-86.5582999602477,185.613641340614,2.58998509285757,0.00744526293140717
"1935",-3.28172163335843,NA,-2.71423121062728,2.25512576082499,-2.91355908753726,NA,NA,NA,2.98565285660945,1.47281516857941,-0.610609281118036,4.40001707538656,NA,NA,8,-84.4707636174789,185.80380268406,2.78014643630337,0.00676997443229002
"3471",-3.29094800776814,NA,-3.12693773354298,2.17913835867878,-3.03411973731825,NA,NA,NA,2.87832023014474,1.10588556566958,NA,4.4893829418004,0.426235898882701,NA,8,-84.4982936912386,185.858862831579,2.83520658382272,0.00658613865377969
"1424",-2.97483836846095,0.239885922355255,-3.27333818171448,2.18939035691266,-3.16148546399175,NA,NA,NA,2.98751129753562,1.08376517379843,NA,4.3796360869691,NA,NA,8,-84.5002773626319,185.862830174366,2.83917392660936,0.0065730868684462
"5519",-2.96451989870839,NA,-3.07151473525851,2.12765310732133,-3.10800907620417,NA,NA,NA,2.96062962006413,1.16649823584595,NA,4.40349689884554,NA,-0.211521676870355,8,-84.5446044368045,185.951484322711,2.92782807495453,0.00628808448516508
"1455",-3.15124729209538,NA,-3.1216582454315,2.11977278443689,-3.19518114507771,NA,0.305585886893249,NA,3.02234256200995,1.15160465943143,NA,4.4169500744551,NA,NA,8,-84.5598388632414,185.981953175585,2.95829692782834,0.00619301512691479
"1039",-1.45792129001857,NA,-2.5584715785717,2.14844817124705,-2.82668851473789,NA,NA,NA,NA,NA,NA,4.55985696669427,NA,NA,5,-87.8196563528053,185.992253882081,2.96859763432494,0.00616120090889536
"1487",-2.9443778236076,NA,-3.04394634934631,2.18354851089875,-3.05550819882292,NA,NA,-0.215394157541029,2.88380983216555,1.2142634433266,NA,4.36173464435129,NA,NA,8,-84.5754333749205,186.013142198943,2.98948595118657,0.00609718721693484
"1184",-1.90826039185718,0.365116878592293,-3.12498266398207,2.06471946799013,-2.98418814012042,-0.797331573277878,NA,NA,2.61714496266638,NA,NA,4.03180610527384,NA,NA,8,-84.6148683097611,186.092012068624,3.06835582086791,0.00586142423759011
"1311",-1.37119798963007,NA,-2.92270647760148,2.1796691445934,-2.48762838423797,-1.27556084350576,NA,NA,NA,1.21351656838838,NA,4.53257130034217,NA,NA,7,-85.7974474727472,186.261561612161,3.23790536440484,0.00538500288441712
