"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"1463",-6.33896236178602,NA,1.14787739846008,0.56817511753987,NA,0.718540554299966,-0.75444480609013,NA,-0.017519055304225,0.495935353325294,NA,-0.941833505276843,8,-84.6942752985473,186.261277869822,4.25092173259529,0.00581958287002211
"1479",-5.49888156995476,NA,1.22772002013775,0.605868580360423,NA,NA,NA,1.15158200666666,-0.166788377616995,0.654462956141801,NA,-0.973356163810563,7,-85.7976069457203,186.269912686621,4.25955654939474,0.00579451151464051
"1807",-7.72080365924233,NA,1.15076275278504,0.57874289886375,-0.238024693611986,NA,NA,NA,NA,0.66141202814819,0.885482075708799,-1.08633654124005,7,-85.8035475882961,186.281793971773,4.27143783454628,0.00576019043839032
"1455",-5.54966245453926,NA,1.23390374999916,0.56725811470098,0.0799616756331917,NA,-0.781392952734029,NA,-0.0234872268474038,0.501006996458392,NA,-0.94881200440202,8,-84.7249775322662,186.32268233726,4.31232620003314,0.00564362366863927
"1840",-8.76449779292055,-0.26543455887424,1.18939142798644,0.545981607494072,0.114715428519117,NA,-0.800405422034137,NA,NA,0.560289415226662,0.922527474229705,-1.08526628402524,9,-83.6495381400236,186.396637255657,4.38628111843045,0.00543874803871618
"1848",-9.23958374978955,-0.213343698266932,1.10529936511033,0.547943318788766,NA,0.593928243280113,-0.753896886578382,NA,NA,0.548544922416122,0.912653574316386,-1.07232341112665,9,-83.6639148633863,186.425390702382,4.41503456515579,0.0053611160467038
"1960",-8.3962450116903,-0.208819796570277,1.15479660897692,0.550957391252277,NA,NA,-0.746857618842651,NA,-0.00276743663683113,0.54675807011326,0.918566259648932,-1.07339869616473,9,-83.7000912114283,186.497743398466,4.48738726123989,0.00517063664463642
"1303",-6.30531426028546,NA,1.24277091932976,0.588625754042407,NA,0.548683665029284,NA,NA,NA,0.666663551393307,NA,-0.987331384787825,6,-87.006726960814,186.516447933604,4.50609179637755,0.00512250488858463
"1975",-9.37522223695139,NA,1.10373300568601,0.541805694820825,NA,0.661657520988391,-0.75578829175412,NA,-0.0240114062807685,0.544839595111728,0.916420453235963,-1.05694835960624,9,-83.7254416286697,186.548444232949,4.53808809572266,0.0050412063358467
"1855",-9.58929638017221,NA,1.13339528586043,0.540741693083384,0.0704473687386912,0.634255551197426,-0.826721823677595,NA,NA,0.556969869105728,0.913710185278021,-1.07330105211088,9,-83.7259915612745,186.549544098159,4.53918796093217,0.0050384347742712
"1967",-8.78094365345604,NA,1.19075732295425,0.538692839315142,0.106457111803057,NA,-0.791483328475353,NA,-0.0343878684977487,0.553375862677758,0.92836178099545,-1.06464331594728,9,-83.7306926602195,186.558946296049,4.54859015882224,0.00501480418226514
"1863",-8.48911448548168,NA,1.24356468077518,0.578767182990595,NA,NA,NA,0.399676979513391,NA,0.734889882109814,0.839135068634106,-1.11572256367049,7,-85.979615711338,186.633930217857,4.62357408063016,0.00483027022517095
"1127",-7.68804197845918,NA,1.38398036073139,0.541402510906889,NA,NA,-1.10776144662649,0.328003832795496,NA,NA,NA,-0.950344033916072,6,-87.1318675037532,186.766729019482,4.75637288225593,0.0045199594046287
"1064",-7.43495930274532,-0.194148795277191,1.36663079975384,0.535694580576605,NA,NA,-1.04610180199187,NA,NA,NA,NA,-0.936088054626716,6,-87.1447250944542,186.792444200884,4.78208806365791,0.00446221563499972
"1815",-9.26559824550211,NA,1.1979752358855,0.566442426323275,NA,0.513944986803671,NA,NA,NA,0.713869503495652,0.88185969004464,-1.10440977549793,7,-86.0680214528441,186.810741700869,4.80038556364238,0.00442157811444663
"1191",-7.42034021218257,NA,1.3673665703729,0.532927081980569,NA,NA,-1.02447116134407,NA,-0.0376294187414099,NA,NA,-0.915235798212216,6,-87.1588689703132,186.820731952602,4.81037581537589,0.00439954684552492
"1991",-8.33480127425285,NA,1.18126672915052,0.577351723030858,NA,NA,NA,0.991603574291352,-0.16713549964778,0.690583150878408,0.845678212901113,-1.07339853923347,8,-84.9814624950877,186.835652262903,4.82529612567612,0.00436684766559786
"1071",-7.2872788580447,NA,1.3567169286242,0.538583453694321,-0.0640033854881195,NA,-1.04343073126416,NA,NA,NA,NA,-0.925550428265858,6,-87.1982987334813,186.899591478939,4.88923534171212,0.00422944924646077
"1079",-8.08041167093485,NA,1.34403275894014,0.531445281658334,NA,0.393358918013397,-1.08552664999978,NA,NA,NA,NA,-0.93040399543909,6,-87.2007016909119,186.9043973938,4.89404125657322,0.00421929826104427
"1891",-7.0087341621881,NA,1.00199707131086,NA,NA,NA,-0.834255744466889,0.390309666984384,NA,0.545541870016181,0.981793215065235,-0.903394165780307,7,-86.2245464134357,187.123791622052,5.11343548482549,0.00378093642806101
"807",-7.01435433057928,NA,1.04435703631097,0.427439794640352,NA,NA,-0.819712719613833,NA,NA,0.524625547940189,0.574897096657041,NA,6,-87.3170954307835,187.137184873543,5.12682873631641,0.00375570150057199
"1359",-4.65773001563228,NA,1.17006311773721,0.624429825430673,-0.338915415254163,NA,NA,0.848537523454849,NA,0.642876475391014,NA,-0.992752086249969,7,-86.2557975849383,187.186293965057,5.17593782783081,0.00366460495042205
"1843",-8.26346753247863,NA,0.932503211315899,NA,NA,0.853251213283984,-0.824580603074651,NA,NA,0.529195615820001,1.00944403953826,-0.892873373586595,7,-86.2586586291264,187.192016053433,5.18165991620688,0.00365413533788089
"1379",-3.65508031832659,NA,1.05391332109383,NA,NA,NA,-0.819398509140077,0.531841637343572,NA,0.491424295593035,NA,-0.796003845408095,6,-87.3511701258768,187.20533426373,5.19497812650303,0.0036298829058084
"1835",-7.45838917642789,NA,1.04411215292017,NA,0.125931623644332,NA,-0.883975590207304,NA,NA,0.541856611119432,1.01712383380873,-0.906380038892022,7,-86.2691614534862,187.213021702153,5.20266556492663,0.00361595743509119
"1828",-6.93856277174948,-0.167764957890126,0.988276886389068,NA,NA,NA,-0.792826785667789,NA,NA,0.527492996666813,1.01482815285354,-0.893779726138172,7,-86.285277985062,187.245254765305,5.23489862807821,0.00355814783929561
"1955",-7.00846420862837,NA,0.994398578417774,NA,NA,NA,-0.780018158782925,NA,-0.0293005148662996,0.524059029130091,1.0249774951888,-0.880746483440972,7,-86.3048322473958,187.284363289972,5.27400715274567,0.00348924673362907
"1352",-5.59848505535069,-0.496815064160379,1.26672650260003,0.616823123260581,NA,NA,NA,0.715256088159827,NA,0.685891349348857,NA,-1.03393775975957,7,-86.3167211725888,187.308141140358,5.29778500313171,0.00344800896235542
"1527",-6.81637896754486,NA,1.12314682443706,0.587275606540917,NA,0.902381917179207,-0.705227650419624,0.972847500147726,-0.0810319019633942,0.53621102155415,NA,-0.967994574094212,9,-84.1499056349581,187.397372245526,5.38701610829935,0.00329755537833683
"1512",-5.49788061460742,-0.216521733717254,1.19818676247946,0.599153523394857,NA,NA,-0.699094805926211,0.950757226585233,-0.0545399048031133,0.536132305363665,NA,-0.989110298036442,9,-84.15679713062,187.41115523685,5.40079909962313,0.00327490841510702
