"surfacearea_ha","shoreline_development","depth_max_m","nonFP_species_richness","TOTP_avg","PH_avg","COND_avg","ALK_avg","secchi_avg","waterbodies_1km","waterbodies_10km","nearest_LM","nearest_SP","nearest_W","nearest_any_FP","boatlaunch","dist_waterfowl","latitude","longitude"
0.00163497921240716,0,0.133675542722703,0,0.0101926050892732,0.306818181818182,0.153171462188469,0.0371454711802379,0.148148148148148,0,0.264705882352941,0.172694354788555,0.477758191156283,0.194863952161035,0.321167742391536,0,0.109979472873219,0.540951757488733,0.633233420972388
0.406409118512636,0.252910737386805,0.804459416105229,0.513513513513513,0.0182763953324898,0.204545454545455,0.0218205155631618,0.0164684354986276,0.679012345679012,0,0.42156862745098,0.107565765692667,0.170475447246364,0.105430650071889,0.200733382014545,0,0.79670424216824,0.82637341752104,0.936675507280566
0.213574998832158,0.215717981888745,0.721847930702599,0.891891891891892,0.0141993532967805,0.438636363636364,0.20633222804578,0.144007319304666,0.166666666666667,0,0.274509803921569,0.155381172766357,0.331574868002585,0.151870828585371,0.289152585424693,1,0.12086476418687,0.461001594357453,0.893458137487843
0.353482505722427,0.238357050452781,0.397016361886429,0.432432432432432,0.0358498523829608,0.431818181818182,0.102256925874425,0.0479414455626715,0.395061728395062,0.333333333333333,0.245098039215686,0.300506871274098,0.610716374734172,0.301613942867174,0.557515848266315,0,0.0211035101100162,0.57907907379447,0.68835973052428
0.106974354183211,0.285899094437257,0.0954978077210993,0.783783783783784,0.0687473639814424,0.306818181818182,0.0843940528398759,0.0331198536139067,0.123456790123457,0,0.147058823529412,0.131509942943945,0.209493527583679,0.128686164015211,0.245010430113427,1,0.231157490521175,0.454233494176905,0.938832923903603
0.29677208389779,0.1872574385511,0.133675542722703,0.351351351351351,0.00773232110220723,0.340909090909091,0.121082468713231,0.0462946020128088,0.209876543209877,0,0.215686274509804,0.220980345252039,0.355289447336271,0.215583290049452,0.410457138298413,0,0.180330429589028,0.679977615643712,0.671980623522169
0.0177044891857803,0.172380336351876,0.037429151962357,0.27027027027027,0.026008716434697,0.318181818181818,0.227724890362606,0.109789569990851,0.111111111111111,0,0.313725490196078,0.14384885384754,0.411593702317985,0.249141691064464,0.267827273884375,0,0.119232774223304,0.649262477694834,0.57269918708542
0.0101835848087074,0.0818240620957309,0.160410651267244,0.486486486486487,0.0123014199353297,0.261363636363636,0.234142689057653,0.477584629460201,0.209876543209877,0.5,0.411764705882353,0.147655160098305,0.411358682172888,0.371869486735749,0.27486581202981,0,0.236030631791992,0.390142436304893,0.306100023587755
0.100154155182884,0.123221216041397,0.168858945567319,0.216216216216216,0.00386616055110361,0.318181818181818,0.156059471601241,0.0192131747483989,0.0987654320987654,0.333333333333333,0.764705882352941,0.429844616081374,0.223677521259471,0.498594915807453,0.261106182769321,0,0.517244935972907,0.868375761543255,0.805193908606078
0.048535525762601,0.0401034928848641,0.0802053256336221,0.0810810810810811,0.0576409391255448,0.227272727272727,0.200984062466574,0.0969807868252516,0.111111111111111,0.333333333333333,0.274509803921569,0.125207547822388,0.39328330094424,0.184595488040228,0.233356179102549,1,0.0977643724070744,0.438194891720957,0.890305432662714
0.15593030317186,0.132276843467012,0.804459416105229,0.243243243243243,0.128286236468438,0.488636363636364,0.51866509787143,0.209990850869167,0.209876543209877,0.333333333333333,0.441176470588235,0.280536900603829,0.56918599941806,0.499745288999451,0.52058781592586,1,0.653056388188551,0.406001541564161,0.00195605773822147
0.0466669780912786,0.209249676584735,0.0802053256336221,0.297297297297297,0.0383101363700267,0.454545454545455,0.26516204941705,0.203110704483074,0.135802469135802,0.166666666666667,0.294117647058824,0.473267190245068,0.790417048785944,0.47847575806494,0.876980445958746,0,0.1592188513311,0.756232248255179,0.19116437213423
0.000140141075349185,0.111578266494179,0.133675542722703,0.0540540540540541,0.0193308027555181,0.352272727272727,0.435233714835811,0.251235132662397,0.0864197530864197,0.166666666666667,0.254901960784314,0.0363011936521106,0.0543467213393399,0.0362157327514129,0.0689524963790803,0,0.0294612325721084,0.218645535271204,0.438811062081821
0.703181202410426,0.273609314359638,0.748583039247139,0.432432432432432,0.00738085196119781,0.181818181818182,0.0478126002781046,0.00365965233302836,0.580246913580247,0,0.323529411764706,0.145686420797299,0.232594716067941,0.142454909331707,0.271225262437732,1,0.431761989480225,0.525705054429889,1
0.109216611388798,0.289456662354463,0.614907496524436,0.243243243243243,0.0101926050892732,0.409090909090909,0.481227938816986,0.115462031107045,0.209876543209877,0.333333333333333,0.647058823529412,0.126474645794157,0.423556810712627,0.219564891479756,0.235699268917382,0,0.114031583223679,0.182147419991766,0.22234623372589
0.0570841313589013,0.104139715394567,0.133675542722703,0.351351351351351,0.032053985660059,0.613636363636364,0.638464006845652,0.32387923147301,0.209876543209877,0.5,0.676470588235294,0.151936814315504,0.0474757441443518,0.0321205003724514,0.061155429349674,0,0.155811174581143,0.517923323021046,0.425914313164841
0.225860699771103,0.187904269081501,0.36439952946209,0.459459459459459,0.015113173063405,0.590909090909091,0.243769387100225,0.181152790484904,0.333333333333333,0.166666666666667,0.480392156862745,0.105664955748373,0.167377994603321,0.103584509705517,0.19721844590097,1,0.0334758692327491,0.46175125912004,0.457855585407808
0.0472275423926753,0.28751617076326,0.224040209603251,0.567567567567568,0.0242513707296499,0.261363636363636,0.102256925874425,0.0356816102470265,0.271604938271605,0.333333333333333,0.901960784313726,0.43608690986086,0.519959206569927,0.58799112420231,0.597321555691264,1,0.544173482194764,0.965684359458976,0.803352913087755
0.184098659317046,0.244825355756792,0.51106833493744,0.486486486486487,0.00105440742302826,0.215909090909091,0.0383998288587015,0.0151143641354071,0.62962962962963,0.166666666666667,0.117647058823529,0.127438353970195,0.202858695907855,0.124731678832578,0.237481336967409,1,0.26443856457473,0.453494388072943,0.951593324089999
