"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"1459",-4.11180592789019,NA,1.20496173714274,NA,NA,-1.11796879615211,-0.803922654238545,NA,0.127483486471438,0.384511953716248,NA,-0.591900874495439,7,-57.9959543810511,130.666607557283,5.75934891060534,0.000753411438485087
"748",-4.74935257466142,1.06919322994828,1.40936220374862,NA,0.231414469134052,NA,-1.19880967413982,-1.28285138470961,0.0318084574873313,NA,-0.990779125266784,NA,8,-56.8993123607854,130.671351994298,5.76409334762043,0.000751626300133178
"1475",-5.36592820248626,NA,1.13982810932089,NA,NA,NA,NA,-0.894947336348455,0.0645400456821629,0.479894306636761,NA,-0.600908512758166,6,-59.0847588202762,130.672511652528,5.76525300585094,0.000751190611645213
"284",-4.03765901482937,0.820119619167558,1.19617494178265,NA,-0.0797899479285724,-1.15199068438444,NA,NA,NA,0.516187431098201,NA,NA,6,-59.0890294824034,130.681052976783,5.77379433010539,0.000747989370923985
"176",-8.76367014119762,1.12984975614955,1.30811533602457,0.217785241475847,0.0903060502581302,NA,-1.09677711319188,NA,-0.0714137698486572,NA,NA,NA,7,-58.0062457491491,130.687190293479,5.77993164680127,0.000745697565279418
"64",-7.12318189104569,1.03228148155286,1.38493156465609,0.225713321943773,0.0141135617223506,-1.04103425104258,-1.12066881714187,NA,NA,NA,NA,NA,7,-58.0135320936921,130.701762982565,5.79450433588728,0.000740283902750418
"119",-5.82977140037816,NA,1.26393410860556,0.216715572603063,NA,-1.10719189758808,-0.832182877243594,-0.83922306199383,NA,NA,NA,NA,6,-59.1046311694944,130.712256350965,5.80499770428726,0.000736410038252721
"1900",-4.39405415868782,0.979253064792472,1.36319481462163,NA,0.413824650571897,NA,-1.01591946506415,-0.969299109509376,NA,0.358185820757424,-0.805730157329741,-0.495326968052922,9,-55.8215691437265,130.740699263063,5.83344061638523,0.000726011332886106
"1296",-6.72943180049366,0.781156460520538,1.2475488997086,0.286157617421086,-0.0203583777218156,NA,NA,NA,NA,0.534389398849739,NA,-0.652190776836434,7,-58.0432587750649,130.761216345311,5.85395769863304,0.000718601587342874
"1363",-4.08263153570061,NA,1.1627729063355,NA,NA,-0.790484601939367,NA,-0.651771059610407,NA,0.454093025085826,NA,-0.556987758884051,6,-59.1337026247758,130.770399261528,5.86314061485002,0.000715309721273588
"947",-0.99254942575871,NA,1.22377367031372,NA,NA,-1.14642676162494,-0.784028168922088,NA,0.108476921184297,0.356710598164324,-0.907630555170124,NA,7,-58.0565805358132,130.787859866807,5.88060122012949,0.000709092031573827
"1155",-7.86186167695636,NA,1.31126326081057,NA,NA,NA,NA,NA,-0.0645146904693925,NA,NA,-0.554059715178351,4,-61.27831623273,130.793318855992,5.88606020931492,0.000707159207724017
"1259",-8.35675833407102,NA,1.38126740454231,NA,0.40760900880427,NA,-1.187065839437,-1.5256679875392,0.112495564238111,NA,NA,-0.591279554977002,7,-58.0621398506824,130.798978496546,5.89171984986801,0.000705160903014362
"756",-2.87650905956767,1.10963822519576,1.41149784627344,NA,NA,-0.782487580491148,-1.09201081659627,-1.16535104324128,0.0581793428714508,NA,-0.997073058997553,NA,8,-56.9685972243664,130.80992172146,5.90266307478255,0.000701313072352007
"623",-5.52579549118045,NA,1.39471357541604,0.215853364615181,0.418595578000967,NA,-1.05555849557305,-1.10636716876657,NA,NA,-0.958399086569877,NA,7,-58.0708840729134,130.816466941008,5.90920829432996,0.000699021699766207
"1848",-2.66887357258637,1.11272700870623,1.38486865910566,0.314366041317166,NA,-0.846350937337141,-0.836387420222811,NA,NA,0.336209070270511,-0.943816438657625,-0.512785432705714,9,-55.8607147670985,130.818990509807,5.91173186312913,0.000698140241312679
"1156",-8.30615331002832,0.970519736090753,1.38450869593632,NA,NA,NA,NA,NA,-0.167640751596798,NA,NA,-0.493657371256802,5,-60.234636791252,130.826416439647,5.91915779296933,0.000695552877455467
"1391",-7.90103591154897,NA,1.33076700806303,0.231559854566865,0.619187807412397,NA,-0.901852009828635,-0.974192022316016,NA,0.425474162362236,NA,-0.671411869972309,8,-56.9776099566446,130.827947186016,5.92068853933888,0.000695020723608589
"1043",-6.31887669336794,NA,1.44396532151881,NA,NA,-1.22384650438542,NA,NA,NA,NA,NA,-0.571578270948659,4,-61.2971407148115,130.830967820156,5.92370917347809,0.000693971814238244
"1603",-4.55437842199569,NA,1.40011586164937,NA,NA,NA,NA,-1.0155719085363,NA,NA,-0.869386188416762,-0.515821567252907,5,-60.240600596085,130.838344049313,5.93108540263533,0.000691417080643936
"747",-4.91765218670393,NA,1.37296646693016,NA,0.365183610118982,NA,-1.17194012547941,-1.47888126378132,0.114598676308442,NA,-0.936864697922747,NA,7,-58.0839534556425,130.842605706466,5.9353470597881,0.000689945357921571
"1591",-3.47247583520344,NA,1.41267115952518,0.305818073343024,NA,-0.939717515556537,-0.839684317272622,NA,NA,NA,-0.914181622959836,-0.531150187433602,7,-58.0849375597527,130.844573914686,5.93731526800853,0.000689266713842
"8",-9.58680368116738,0.589168939557332,1.43823338313898,0.21946691388386,NA,NA,NA,NA,NA,NA,NA,NA,4,-61.3070343702096,130.850755130952,5.94349648427421,0.000687139749030916
"743",-4.23943269505578,NA,1.31938743408142,0.237638535043065,NA,NA,-0.989705648816543,-1.26441645321677,0.145370937337522,NA,-1.01364648271753,NA,7,-58.0903415439169,130.855381883015,5.94812323633703,0.000685551973674115
"843",-3.02763447410904,NA,1.17345377713316,NA,0.1768215783825,NA,NA,-0.776424100638097,NA,0.48756427360115,-0.81020952951487,NA,6,-59.1784037327907,130.859801477558,5.95254283087995,0.000684038715406037
"1307",-4.79243013406634,NA,1.2494084819344,NA,0.194425755079261,-0.862138635692272,NA,NA,NA,0.548680364757895,NA,-0.615458271689931,6,-59.1831040908168,130.86920219361,5.96194354693206,0.000680831033073349
"1255",-7.8674766509281,NA,1.31396628925596,0.253009196589628,NA,NA,-1.00506694072726,-1.27037136662782,0.154856296967781,NA,NA,-0.629931178932163,7,-58.0990642581608,130.872827311502,5.96556866482474,0.000679598104408898
"1596",-3.88916427937974,1.04790007074759,1.49364649643298,NA,0.140785189372247,-0.725359297416025,-1.16557601245396,NA,NA,NA,-0.970098932729238,-0.465925624450405,8,-57.0000845963373,130.872896465402,5.96563781872437,0.000679574606385595
"1960",-3.90588935459694,1.07542536955269,1.32676097277902,0.306628101232818,NA,NA,-0.866877797851394,NA,0.0215830536631361,0.342321707662937,-0.955285316311416,-0.529345049236332,9,-55.9015401323445,130.900641240299,5.99338259362109,0.000670212372554279
"851",-0.710139888577564,NA,1.19745732155814,NA,NA,-1.10467112932924,NA,-0.620939002471165,NA,0.439593289457581,-0.850930556402408,NA,6,-59.1996629646723,130.902319941321,5.99506129464309,0.000669650065476276
"696",-3.49466136511044,1.17754599248111,1.48636564974722,0.288431994307925,NA,-0.889723094985192,-1.04602677212239,NA,-0.0289154617328314,NA,-1.1411256672372,NA,8,-57.0183725834249,130.909472439577,6.00221379289958,0.000667259507177253
"1035",-7.60445721592381,NA,1.29630546009024,NA,-0.127800664438179,NA,NA,NA,NA,NA,NA,-0.566224893064485,4,-61.3380867068085,130.91285980415,6.00560115747204,0.000666130338066412
"1708",-5.00046297693064,1.07491697993849,1.43207523712616,NA,0.163683893115755,NA,-1.16334593616305,NA,-0.0221874895946265,NA,-0.963976728775496,-0.458178295962648,8,-57.0290247029997,130.930776678727,6.0235180320491,0.000660189501244987
"1419",-6.19518953264945,NA,1.19426933765339,NA,0.242492484415657,NA,NA,NA,-0.0314705169835797,0.548761951153996,NA,-0.61957369596596,6,-59.2157923590342,130.934578730045,6.02732008336697,0.00065893565623673
"576",-3.51614448927907,1.11344546227679,1.50663920825437,0.2825733564768,0.0288091578637571,-0.939874164165684,-1.09231351929789,NA,NA,NA,-1.15602575582835,NA,8,-57.0322223803496,130.937172033427,6.02991338674899,0.00065808179990057
"487",-6.11938162967612,NA,1.09162231222182,0.196805237361116,NA,NA,-0.800599107216806,-1.12795482823936,0.145665728110819,0.345400506983104,NA,NA,7,-58.1353905906087,130.945479976398,6.03822132972054,0.000655353816773256
"83",-5.52848800580691,NA,1.35557680447105,NA,NA,-1.3368819833458,NA,-1.15838715164445,NA,NA,NA,NA,4,-61.3555549055728,130.947796201678,6.04053755500065,0.000654595282553157
"1148",-7.24976381744889,1.03186138124127,1.44246914948802,NA,0.318866603082243,-0.728249911438889,-1.19135310216518,-1.29854403627576,NA,NA,NA,-0.525472632189372,8,-57.0416651802846,130.956057633297,6.04879898661896,0.000651896912407841
"1364",-4.40362486037046,0.838430428804324,1.25446802775256,NA,NA,-0.872997668097178,NA,-0.805668849918767,NA,0.487537134316377,NA,-0.559296445030331,7,-58.1456029498736,130.965904694928,6.05864604825045,0.000648695166286591
"1716",-3.35781032718157,1.10446667597829,1.44815252815183,NA,NA,-0.745956115041409,-1.09267115705222,NA,0.00426711560187045,NA,-0.971487592367956,-0.444348829346557,8,-57.0480219759964,130.96877122472,6.06151257804244,0.000647766080248801
"963",-2.4273991705074,NA,1.13211583851373,NA,NA,NA,NA,-0.795112791759894,0.0439086859810994,0.460537653869556,-0.846226021317983,NA,6,-59.2348700355318,130.97273408304,6.06547543636218,0.000646483848393925
"852",-1.13263764734135,0.867484293964762,1.31115854387637,NA,NA,-1.06912536374023,NA,-0.742644947372187,NA,0.471689346244651,-0.916359730568455,NA,7,-58.1524648684406,130.979628532062,6.0723698853843,0.000644259110214838
"319",-6.02188065750043,NA,1.25555780129926,0.182609099028327,0.414717656175196,-0.938702024299312,-0.859413728587534,NA,NA,0.43825729260684,NA,NA,7,-58.1558428689355,130.986384533052,6.07912588637406,0.000642086474270327
"964",-2.76619568874425,0.984097931966518,1.21685447552478,NA,NA,NA,NA,-0.576829503517287,-0.0623697248536697,0.458206640178945,-0.901620969970257,NA,7,-58.158158078522,130.991014952225,6.08375630554711,0.000640601629036931
"688",-4.99369198581715,1.17489387929159,1.4288769115524,0.274975681522889,0.0754920400376608,NA,-1.08702478127917,NA,-0.0442096123260886,NA,-1.13974865634422,NA,8,-57.0596948216918,130.992116916111,6.08485826943338,0.000640248766326007
"1260",-8.28470704184473,0.989651065630908,1.38530099499533,NA,0.295433886611789,NA,-1.21544668498348,-1.38657961778807,0.0321185457995515,NA,NA,-0.531429595194956,8,-57.0646575365039,131.002042345735,6.09478369905754,0.000637079265459405
"1515",-7.13810405243802,NA,1.29746868520068,NA,0.544847397682969,NA,-1.00676521773446,-1.28603483724176,0.10712017854595,0.418073326357471,NA,-0.620369231231302,8,-57.068301180238,131.009329633203,6.1020709865257,0.000634762199430734
"63",-7.23858441199011,NA,1.35660876708818,0.196036873511265,0.231084363441182,-1.02157910920521,-1.03882302475441,NA,NA,NA,NA,NA,6,-59.2553878041216,131.013769620219,6.10651097354169,0.0006333545944839
"1476",-5.71347254096055,0.907544212354694,1.18241391270033,NA,NA,NA,NA,-0.708474445181775,-0.0392768685563085,0.478686621819784,NA,-0.548750081679172,7,-58.1707305974564,131.016159990093,6.10890134341587,0.000632598070795651
"500",-4.6314823020961,1.02469357061207,1.1909095770091,NA,NA,-0.909707531245855,-0.902787184733898,-1.04204056514808,0.0634737172731102,0.320855857834364,NA,NA,8,-57.0776546558653,131.028036584458,6.12077793778026,0.000628852647179983
"1356",-5.92983616397171,0.78654451818034,1.21712603789802,NA,0.0830801006540323,NA,NA,-0.884571199206084,NA,0.508332704853114,NA,-0.584256951956176,7,-58.1781426349774,131.030984065136,6.12372541845797,0.000627926564237149
"880",-4.31954934729499,1.06197470145613,1.34177903642515,0.254363412982472,0.30815179958722,NA,-0.990890796224603,-1.01190602902785,NA,0.333384136082901,-0.978619102601074,NA,9,-55.9704429601145,131.038446895839,6.13118824916116,0.000625587875438875
"1392",-7.7430224082691,0.945043079596274,1.31999647346211,0.253662790254186,0.410035735916397,NA,-0.988952879899201,-1.04235289244015,NA,0.378494410838047,NA,-0.61170968016594,9,-55.9736679999321,131.044896975474,6.13763832879646,0.00062357357946937
"320",-5.90956690188424,0.953280179255714,1.27303608198618,0.205128992535308,0.20001544185426,-0.964540186699673,-0.939628096852191,NA,NA,0.404446832306508,NA,NA,8,-57.0892203869993,131.051168046726,6.1439094000484,0.0006216214044521
"1313",0.208734503127901,NA,NA,NA,NA,NA,-0.68188268048171,NA,NA,0.514924884541348,NA,-0.375968675390794,4,-61.4098085901529,131.056303570838,6.14904492416089,0.000620027276143384
"583",-4.80326710758877,NA,1.41901796212377,0.270749935756001,NA,NA,NA,-0.968107884079842,NA,NA,-1.06726965703694,NA,5,-60.3497209700678,131.056584797278,6.14932615060088,0.000619940098240926
"883",-1.16155686699607,NA,1.14653309609911,NA,NA,-0.878308951839722,-0.630754008164702,-0.539690005318699,NA,0.303564069117076,-0.83866184275651,NA,7,-58.1999713835642,131.074641562309,6.16738291563159,0.000614368232213942
"1707",-5.30096364083974,NA,1.40937390724177,NA,0.295985695371897,NA,-1.13711953959935,NA,0.0551062161822007,NA,-0.898487002391811,-0.540207440285788,7,-58.2032667550789,131.081232305338,6.17397365866087,0.000612346992838469
"431",-7.40099336598933,NA,1.18627103918894,0.175171083945693,0.386318272039304,NA,-0.890474986777346,NA,0.0276343553191865,0.439882703785912,NA,NA,7,-58.2041852382635,131.083069271708,6.17581062503017,0.000611784820634756
"432",-7.43891689703927,1.02536188731158,1.20511434036361,0.198424203605584,0.252110792956947,NA,-0.919153583613193,NA,-0.054513278571702,0.397935986268435,NA,NA,8,-57.107810010775,131.088347294277,6.18108864759962,0.000610172442067661
"1095",-8.47752502084954,NA,1.4031492894202,0.268775714210527,NA,NA,NA,-1.10018976571885,NA,NA,NA,-0.643092704954308,5,-60.3677741073371,131.092691071817,6.18543242513952,0.000608848653474161
"72",-8.90078161498011,0.760250092980604,1.4157102742409,0.226902661261416,NA,NA,NA,-1.42991626386147,NA,NA,NA,NA,5,-60.3678373907157,131.092817638574,6.18555899189668,0.000608810124693454
"1427",-4.0972111719485,NA,1.19238617255851,NA,NA,-0.947949555586892,NA,NA,0.0257930967109699,0.504277620629629,NA,-0.587699279573451,6,-59.2957554660586,131.094504944093,6.18724629741571,0.000608296716951117
"188",-7.21573931197809,1.08802731903847,1.33183609255627,NA,0.116420200214053,-0.667694746952035,-1.11436398842832,NA,-0.0575718754184098,NA,NA,NA,7,-58.2191020727683,131.112902940717,6.2056442940398,0.000602726655251639
"136",-9.192791104492,1.04886717010545,1.39774595811586,0.246616525181893,NA,NA,NA,NA,-0.201880867932977,NA,NA,NA,5,-60.3803837997648,131.117910456673,6.21065180999496,0.000601219461192187
"499",-3.56163389556329,NA,1.16037495704096,NA,NA,-1.32129469399314,-0.825246349998383,-1.19282431989355,0.167342825815038,0.340264232945,NA,NA,7,-58.2218036736931,131.118306142567,6.21104749588936,0.00060110052592771
"844",-2.6101746821021,0.893416502439652,1.21874793917176,NA,-0.0408202581516182,NA,NA,-0.742659941434391,NA,0.466116785098186,-0.918415452164294,NA,7,-58.222137179986,131.118973155153,6.21171450847523,0.00060090008854505
"532",-2.51098306215193,0.682725236280818,1.62018784220574,NA,NA,-1.51237813275172,NA,NA,NA,NA,-1.1785472269284,NA,5,-60.3823023312044,131.121747519552,6.21448887287401,0.000600067108519711
"916",-1.43460653752218,1.00547495484051,1.28772806421937,NA,NA,-0.894909868300961,NA,NA,-0.0887653989307382,0.471434543325267,-0.944550120860876,NA,7,-58.2239416638745,131.12258212293,6.21532347625218,0.000599816751742548
"20",-6.60319508656764,0.598063839051516,1.50765949678197,NA,NA,-1.51494953286893,NA,NA,NA,NA,NA,NA,4,-61.4430791416939,131.12284467392,6.21558602724288,0.000599738015669516
"1595",-4.37841347795194,NA,1.44905848351861,NA,0.35431248235452,-0.684980007270946,-1.08261035753506,NA,NA,NA,-0.87080210762006,-0.519619843138308,7,-58.2262992727089,131.127297340599,6.22003869392096,0.000598404284146913
"1395",-4.28371029521876,NA,1.11926260261385,NA,NA,-0.718319406549997,-0.614299195086533,-0.513015929343427,NA,0.322285276030115,NA,-0.503178775057756,7,-58.2323139349514,131.139326665084,6.23206801840603,0.000594815886810134
"1959",-3.80836816855802,NA,1.27815461982496,0.297729584631416,NA,NA,-0.782522069124993,NA,0.123681378074346,0.36370825645444,-0.875547105762029,-0.614533175148502,8,-57.1336529194114,131.14003311155,6.23277446487261,0.000594605821121607
"196",-8.06086492369608,0.980218494682386,1.34006644500358,NA,NA,NA,NA,-0.975123338298574,-0.124206759163329,NA,NA,NA,5,-60.3916149836992,131.140372824541,6.23311417786367,0.000594504832037677
"1032",-9.68091981868712,0.585818859484357,1.51597068946008,0.284328587516778,NA,NA,NA,NA,NA,NA,NA,-0.65955373746759,5,-60.3933724334904,131.143887724124,6.23662907744601,0.00059346093720982
"795",-1.06298527845782,NA,1.25465943151089,NA,0.108160805388213,-1.1820635945883,NA,NA,NA,0.497721418777775,-0.884195281055071,NA,6,-59.3218205381009,131.146635088178,6.23937644150023,0.000592646270261363
"1147",-7.48999568802262,NA,1.41461123881383,NA,0.508074580101679,-0.65589170058065,-1.10424382954684,-1.21464346670905,NA,NA,NA,-0.567360034869632,7,-58.2366585848512,131.148015964883,6.24075731820547,0.000592237225773088
"1863",-3.57419591043534,NA,1.27002541682988,0.310328119685531,NA,NA,NA,-0.551541397124489,NA,0.44556638322345,-0.824131128320529,-0.578753032860652,7,-58.2383531857107,131.151405166602,6.24414651992463,0.000591234469936635
"175",-8.77009841452852,NA,1.28135747270632,0.184225371981392,0.225055124127039,NA,-1.07332323559564,NA,0.0161387401764287,NA,NA,NA,6,-59.3267889892614,131.156571990499,6.24931334382138,0.000589709038999358
"1963",-4.51503282267106,NA,1.33198573746927,NA,0.44706168329382,NA,-0.962101160536418,NA,0.063965857220592,0.428696137750397,-0.775005448629953,-0.585654568892444,8,-57.1427369232628,131.158201119253,6.25094247257535,0.000589228878610729
"801",2.1437016728172,NA,NA,NA,NA,NA,-0.686148030808379,NA,NA,0.512693545010698,-0.552042209020995,NA,4,-61.4650520174403,131.166790425413,6.25953177873562,0.000586703771103762
"183",-6.22168752490303,NA,1.3192605738197,0.213734800793425,NA,-1.26905780382747,-0.977582848435447,NA,0.0577922428176831,NA,NA,NA,6,-59.3333438885354,131.169681789047,6.26242314236931,0.0005858561969389
"75",-7.36175590846779,NA,1.23743508791127,NA,-0.047876100317174,NA,NA,-1.13935375532655,NA,NA,NA,NA,4,-61.4718548785872,131.180396147707,6.2731375010293,0.000582726052090049
"195",-7.51275684285883,NA,1.24995388827917,NA,NA,NA,NA,-1.12258380368267,-0.0154647269603903,NA,NA,NA,4,-61.4744956696685,131.185677729869,6.27841908319193,0.000581189224442335
"635",-3.97925882154177,NA,1.40902458751094,NA,0.450989458557777,-0.770497700340508,-1.07273036033411,-1.13933314566336,NA,NA,-0.89476560292062,NA,7,-58.2656237931218,131.205946381424,6.29868773474682,0.00057532900832893
"305",-3.12064090776523,NA,NA,NA,NA,1.62256939075715,-0.681143764282634,NA,NA,0.505893127021489,NA,NA,4,-61.4861687948435,131.20902398022,6.30176533354195,0.000574444373210066
"915",-0.655464358525409,NA,1.22299945256719,NA,NA,-1.20446405887177,NA,NA,0.0118961227255669,0.473637736229338,-0.897738288628468,NA,6,-59.3582367238433,131.219467459663,6.31220881298511,0.000571452592157582
"908",-2.81306098279778,1.02042087888472,1.21700396268498,NA,0.00873764113341506,NA,NA,NA,-0.0990305596929109,0.47351049599437,-0.933202744929127,NA,7,-58.274559235666,131.223817266513,6.31655861983511,0.000570211088522308
"755",-1.90946157951274,NA,1.35682449756059,NA,NA,-1.21287379862311,-1.00141150018098,-1.32279569923384,0.160744470309024,NA,-0.940475402008588,NA,7,-58.2793104093464,131.233319613873,6.32606096719586,0.000567508342298859
"440",-5.43596482372844,1.07310321488606,1.22305539956573,0.225679798904679,NA,-0.954387737277208,-0.844076133980621,NA,-0.0140805090179924,0.359359032497276,NA,NA,8,-57.1811801550609,131.235087582849,6.32782893617146,0.000567006895395865
"1851",-3.62846757418209,NA,1.36790490777176,NA,0.520153976888404,-0.678459326018442,-0.906885943692065,NA,NA,0.428582172783097,-0.741509534935288,-0.5641979795658,8,-57.1817194094676,131.236166091663,6.32890744498498,0.000566701216855517
"1268",-6.00130650557402,1.03951295724265,1.37351812637689,NA,NA,-0.928638332230277,-1.09874164211468,-1.25257420173262,0.0734416315361991,NA,NA,-0.506675404989787,8,-57.1848703665337,131.242468005795,6.33520935911712,0.000564918375954566
"2020",-3.11362168544885,1.03171183859088,1.27512135035164,NA,NA,NA,-0.912584197812367,-0.919032797758171,0.0826327833162762,0.310750278917785,-0.875308154729964,-0.46878134668223,9,-56.0750298493778,131.247620674365,6.34036202768787,0.000563464830587527
"1807",-4.25035737933097,NA,1.33451080962225,0.31179132877362,0.149477218124377,NA,NA,NA,NA,0.514457062642981,-0.823017493282459,-0.624116717942006,7,-58.2871759196184,131.249050634418,6.34179198774005,0.000563062108474543
"1864",-3.86065279654471,0.872814510151668,1.37355412068782,0.321308471468805,NA,NA,NA,-0.733791022477098,NA,0.47422885108259,-0.899400771350641,-0.558722727342092,8,-57.1945966669537,131.261920606635,6.3546619599572,0.000559450444594648
"1815",-2.14411648513117,NA,1.34994420901037,0.320303575890163,NA,-1.01027066860325,NA,NA,NA,0.465488999687134,-0.85564329971258,-0.575267457368725,7,-58.2953721502342,131.265443095649,6.3581844489715,0.000558465982765559
"1648",-5.80644994324591,1.10921572647988,1.52375457027599,0.302137001322983,0.259892356786973,NA,-1.16732991778309,-1.16572026395995,NA,NA,-0.969843203793235,-0.512612903713444,9,-56.0880719476275,131.273704870865,6.36644622418719,0.000556163780900303
"1314",0.164628877246493,0.820919982715888,NA,NA,NA,NA,-0.857732721186632,NA,NA,0.540866020930654,NA,-0.404238803807648,5,-60.4591202936356,131.275383444414,6.3681247977364,0.00055569719582121
"648",-5.42845135505437,1.06846047647903,1.52512042421316,0.309552827232417,NA,NA,NA,NA,-0.171032029184064,NA,-1.1577755838472,NA,6,-59.3895146451782,131.282023302332,6.37476465565489,0.000553855379649353
"443",-5.51984108885226,NA,1.2339954212741,NA,0.404021419834607,-0.94671945456162,-0.916394370757042,NA,0.0392934330096593,0.442792551408026,NA,NA,7,-58.3045177767379,131.283734348657,6.37647570197895,0.00055338174617474
"76",-7.28680522023411,0.899749323158744,1.28091217639871,NA,-0.256700475200132,NA,NA,-1.20013382178462,NA,NA,NA,NA,5,-60.4673013331173,131.291745523377,6.38448687669988,0.000551169560755552
"1420",-6.16897268173774,0.915904537344079,1.20430666444203,NA,0.127308258731227,NA,NA,NA,-0.105151204649623,0.52376182424278,NA,-0.558917226551617,7,-58.3086089827087,131.291916760598,6.38465811392057,0.000551122372403827
"1428",-4.75089930280501,0.93776536868852,1.22665251761276,NA,NA,-0.73044819710784,NA,NA,-0.0746967370130487,0.50090486907417,NA,-0.540703039291979,7,-58.3099394213463,131.294577637873,6.3873189911957,0.000550389625451067
"1403",-6.2331065545707,NA,1.33119324130068,NA,0.649488228548364,-0.662385921530517,-0.924984236022154,-1.01828175955987,NA,0.42687493126454,NA,-0.600997504298754,8,-57.2144135987981,131.301554470323,6.39429582364592,0.000548472982319652
"2019",-2.92294109045583,NA,1.22973149143912,NA,NA,NA,-0.828628796599574,-1.07655646453595,0.182015425942302,0.328052037335958,-0.818576403554871,-0.541056041075603,8,-57.2160844921317,131.304896256991,6.39763761031311,0.0005475573076802
"907",-2.97771424096336,NA,1.16348792216099,NA,0.141696826046868,NA,NA,NA,-0.024275221181855,0.500868913967795,-0.854766817114642,NA,6,-59.4014609189364,131.305915849849,6.3986572031712,0.00054727823606095
"1604",-5.06518269639726,0.770915654843024,1.52114905223015,NA,NA,NA,NA,-1.22005705101052,NA,NA,-0.917963119096812,-0.496028000212481,6,-59.4031860404537,131.309366092884,6.40210744620599,0.000546334928493954
"584",-5.30055197414714,0.815552405023931,1.55366184690914,0.297561626300367,NA,NA,NA,-1.20010642426288,NA,NA,-1.14863160127868,NA,6,-59.4057777176795,131.314549447335,6.40729080065755,0.000544920837926799
"353",0.179988458625826,NA,NA,NA,NA,NA,-0.652912443608173,-0.64766171936537,NA,0.495806389782663,NA,NA,4,-61.5428249856388,131.32233636181,6.41507771513268,0.000542803336821409
"1267",-5.20813718587052,NA,1.34685677214134,NA,NA,-1.22223424489733,-1.01803859658332,-1.36650586040921,0.174045267671075,NA,NA,-0.557737638266352,7,-58.3254448388862,131.325588472953,6.4183298262755,0.000541921425644002
"335",-6.36709615890887,NA,1.1315107075615,0.21536568415319,0.177034868845029,NA,NA,-0.867856344256988,NA,0.517497869802624,NA,NA,6,-59.4119426750962,131.326879362168,6.41962071549086,0.000541571758239641
"888",-2.23723101249564,1.18331806509846,1.34302568347988,0.28714036400015,NA,-0.869064168653787,-0.843504437719775,-0.775195610970899,NA,0.291426379984164,-1.00979961285382,NA,9,-56.1181084859603,131.33377794753,6.42651930085286,0.000539706936744189
"1715",-2.74149284550351,NA,1.39380972839001,NA,NA,-1.01605487340831,-1.00588714889546,NA,0.102912653031379,NA,-0.907313927302632,-0.514272583312914,7,-58.3310549385847,131.33680867235,6.42955002567253,0.00053888970449782
"1852",-3.0591697301249,0.970568743629935,1.38627011167174,NA,0.299253185431906,-0.704341470428336,-0.978513387308394,NA,NA,0.394847540112598,-0.852022182277838,-0.505687708457768,9,-56.1223864310645,131.342333837739,6.43507519106116,0.000537403031599945
"1000",-3.46206439236835,1.11394041746058,1.28289699045699,0.272150626783632,NA,NA,-0.901377623499173,-0.938966142939816,0.0505268008809257,0.295868165021798,-1.02308924834726,NA,9,-56.1300377272865,131.357636430183,6.45037778350523,0.000533306892185677
"1927",-3.72445921066496,NA,1.29246411977078,0.318315323174533,NA,NA,NA,NA,0.0261901061610422,0.48636130678867,-0.856021486620557,-0.606116436866172,7,-58.3428923513652,131.360483497911,6.45322485123346,0.00053254825186789
"1036",-7.47611048307403,0.821062763355749,1.32037872314762,NA,-0.332660109825408,NA,NA,NA,NA,NA,NA,-0.523910479801137,5,-60.5030079597154,131.363158776574,6.45590012989608,0.000531836370606704
"343",-4.27290675767484,NA,1.1642233237134,0.234247022267063,NA,-1.1227569298853,NA,-0.705812722086872,NA,0.466058765144638,NA,NA,6,-59.4301742278499,131.363342467676,6.45608382099822,0.000531787526045279
"879",-4.65771498379338,NA,1.29576608037101,0.207523971908796,0.53572261294557,NA,-0.896826543250978,-0.971938803720808,NA,0.383716698335576,-0.854609846138447,NA,8,-57.2481962011903,131.369119675108,6.46186102843033,0.000530253619112604
"796",-0.674662950507377,0.896471320346423,1.3010161601937,NA,-0.106810783877325,-1.16092713351228,NA,NA,NA,0.481749978175316,-0.991083424763586,NA,7,-58.3522261643948,131.37915112397,6.47189247729266,0.000527600671868453
"1003",-4.08342818376687,NA,1.27823743381924,NA,0.478351501904365,NA,-1.01770717576789,-1.29854728239076,0.111365368019264,0.380153413258069,-0.838621253496409,NA,8,-57.2606454621448,131.394018197017,6.4867595503393,0.000523693273889907
"1544",-5.98721422457478,0.668304827366643,1.64572468945735,0.332512736749051,NA,NA,NA,NA,NA,NA,-1.1446562336728,-0.548383870464922,6,-59.4468849294968,131.39676387097,6.48950522429205,0.000522974821670957
"306",-3.60072503291065,0.830311434540011,NA,NA,NA,1.82998954755579,-0.864807272345836,NA,NA,0.522000392853826,NA,NA,5,-60.5215934156727,131.400329688488,6.49307104181075,0.000522043235993386
