"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"471",-4.05203823050324,NA,1.18834168357568,0.231929884138314,NA,-1.2810533842605,NA,-0.871046404624241,0.0465063259562902,0.482244053980109,NA,NA,7,-59.384339305908,133.443377406997,8.53611876031924,0.000187959507270517
"1019",-2.33351202418633,NA,1.35671382067153,NA,0.468021304862926,-1.12600198215436,-1.01613168048464,-1.32803626442622,0.124077770341263,0.384448388415165,-0.836227262478463,NA,9,-57.1740573962789,133.445675768168,8.53841712148996,0.000187743631917568
"1935",-4.26709546354173,NA,1.33453553561193,0.31143195615962,0.155370448580079,NA,NA,NA,-0.00381670386005987,0.514136352522116,-0.820661062729565,-0.623353252955413,8,-58.2869107332926,133.446548739312,8.53929009263491,0.000187661702412735
"1775",-5.92049089413795,NA,1.51433353156198,0.265016715270377,0.359535003225293,NA,-1.16528317235827,-1.41214832274007,0.12712405312463,NA,-0.918988852592271,-0.604612897889511,9,-57.1795094754613,133.456579926532,8.54932127985488,0.00018672282406162
"1289",0.655744418358185,NA,NA,NA,-0.126415558481363,NA,NA,NA,NA,0.648805525043243,NA,-0.366382170481885,4,-62.6112876500483,133.459261690629,8.55200304395153,0.000186472618564341
"32",-5.4567758599514,0.889508358846025,1.4461432516315,0.272762359662063,-0.427613799821404,-1.79274042439945,NA,NA,NA,NA,NA,NA,6,-60.4806963838924,133.464386779761,8.55712813308334,0.000185995385895092
"1776",-5.70459214922903,1.05470433918515,1.52782723700127,0.300059355005834,0.232142512632027,NA,-1.19341444998482,-1.27173916918779,0.0427587789396677,NA,-0.983995797899099,-0.523781829480762,10,-56.0617325628143,133.473158377162,8.56589973048476,0.000185181433793043
"1016",-2.00163512080581,1.09125912894367,1.3618577323018,0.281471853430964,NA,-1.004128879515,-0.897070202531147,-0.957052034070489,0.060743946918542,0.298275472416234,-1.0177738204915,NA,10,-56.0631011219834,133.475895495501,8.568636848823,0.000184928175382963
"895",-3.23783588380464,NA,1.36094687571935,0.214779146784256,0.532302044828019,-0.925348886026251,-0.88628236424736,-0.968122703246605,NA,0.38520441438607,-0.856555839470456,NA,9,-57.1896594826655,133.476879940941,8.56962129426329,0.000184837171932265
"773",2.0340077116026,NA,NA,0.174809979954894,NA,NA,NA,NA,NA,0.705416385982194,-0.53532579381206,NA,4,-62.6210719504118,133.478830291356,8.57157164467851,0.000184657011163187
"663",-2.54737325770912,NA,1.54365906013557,0.292347468030845,NA,-1.57868085728947,NA,NA,-0.0508164379996812,NA,-1.13746824752883,NA,6,-60.4910640955768,133.48512220313,8.57786355645216,0.000184077001173161
"1872",-3.8592376704615,0.873065201915519,1.37343950021324,0.321329325288955,-0.000433815769239116,NA,NA,-0.733496697721476,NA,0.474132416224223,-0.899510236770102,-0.558631634042214,9,-57.1945961782266,133.486753332063,8.57949468538548,0.00018392693571422
"1471",-6.26188203537008,NA,1.36926811610154,0.256201213853358,0.426702862700561,-0.992083623441617,-0.9284117948986,NA,0.0639808166753336,0.45491853945654,NA,-0.704111683179911,9,-57.1992497979023,133.496060571414,8.58880192473684,0.00018307299819859
"463",-6.36180233150077,NA,1.13126006584379,0.215411699098942,0.174802856292182,NA,NA,-0.872296081163929,0.00174036744107087,0.517566928585955,NA,NA,7,-59.4118913831682,133.498481561517,8.59122291483952,0.000182851523314406
"421",-0.298563498945138,NA,NA,0.137376362548375,NA,NA,-0.73252604258329,NA,0.0434274785660718,0.548916674266456,NA,NA,5,-61.5715897483258,133.500322353794,8.59306370711685,0.000182683304904061
"143",-8.2707095360155,NA,1.26794119726667,0.231154125829854,-0.101189389811716,NA,NA,NA,-0.0686954378274997,NA,NA,NA,5,-61.5719155880354,133.500974033214,8.59371538653618,0.00018262378912586
"401",-3.37354745440937,NA,NA,NA,NA,1.90344956689723,NA,NA,-0.057435810811124,0.642679035509395,NA,NA,4,-62.6411817008551,133.519049792243,8.61179114556519,0.000180980693557582
"482",0.174407181804523,0.809206179063817,NA,NA,NA,NA,-0.857380012768552,-0.947031031940443,0.0309610458549729,0.51074660636675,NA,NA,6,-60.5106589613495,133.524311934675,8.61705328799754,0.000180505146337713
"1104",-8.32797459308061,0.879742964364741,1.42153627309535,0.289342724712392,-0.216251203305651,NA,NA,-1.17561976282949,NA,NA,NA,-0.584728315593085,7,-59.4251175027957,133.524933800772,8.61767515409464,0.00018044903004694
"1409",0.492261429227657,NA,NA,NA,NA,NA,NA,NA,-0.0335476045203406,0.67023378579353,NA,-0.370928929418291,4,-62.6442460762719,133.525178543076,8.61791989639885,0.000180426949642267
"777",2.69664901359982,NA,NA,NA,-0.184872460975151,NA,NA,NA,NA,0.627876356867346,-0.557696060657791,NA,4,-62.645559939394,133.52780626932,8.62054762264292,0.000180190048988506
"314",-3.51951966587631,0.848590286604256,NA,NA,-0.0363379883235414,1.81548972411003,-0.848638651584205,NA,NA,0.515422701093239,NA,NA,6,-60.5176878748198,133.538369761616,8.63111111493812,0.00017924083983897
"362",0.0874206529716764,0.83072547371027,NA,NA,0.0558974894374857,NA,-0.853752108792821,-0.890125235883591,NA,0.516624570231938,NA,NA,6,-60.5196280938482,133.542250199672,8.63499155299492,0.000178893410504341
"301",-0.389485700748305,NA,NA,0.128731842541906,0.0847236071934401,NA,-0.720964875249678,NA,NA,0.552329043647137,NA,NA,5,-61.5977333878359,133.552609632815,8.64535098613719,0.000177969189010541
"1784",-3.54441743768698,1.09594213930432,1.54534026806186,0.319557564995316,NA,-0.99706681861027,-1.0893444647669,-1.15882492935778,0.0726245637445698,NA,-0.994162748404226,-0.501745653227225,10,-56.1029294206862,133.555552092906,8.64829344622858,0.000177707547906781
"1563",-2.18898617509773,NA,1.46576667644816,NA,-0.121637174656603,-1.31243467352061,NA,NA,NA,NA,-0.972967500485753,-0.471797851232466,6,-60.5297573533516,133.562508718679,8.65525007200169,0.000177090499219181
"1112",-7.06734352883237,0.760849189258104,1.59938369121599,0.289662320414576,NA,-1.33835375491799,NA,-1.325455397776,NA,NA,NA,-0.614171457595691,7,-59.4444290477848,133.56355689075,8.65629824407277,0.000176997712877651
"281",-2.77503524499884,NA,NA,NA,-0.136627937568081,1.68404799243456,NA,NA,NA,0.634511660627669,NA,NA,4,-62.6655654841385,133.567817358809,8.6605587121319,0.000176621067640206
"1527",-4.33728849409356,NA,1.29367051288803,0.264869157319419,NA,-1.37594533950085,-0.811139743985833,-1.07384464304749,0.185803777844333,0.350679929998802,NA,-0.637289240220913,9,-57.2356287342016,133.568818444013,8.66155979733536,0.000176532683393375
"1944",-2.49760222779295,0.968317439885259,1.4268802222903,0.329782484621017,NA,-0.940202575921308,NA,NA,-0.0681756647522895,0.477937323785803,-0.926069064182276,-0.523836631612165,9,-57.2387712416251,133.57510345886,8.66784481218239,0.000175978798874241
"810",2.29431577831954,0.83768420530575,NA,NA,-0.0776658828886697,NA,-0.81972295439496,NA,NA,0.523680482586083,-0.576691773771327,NA,6,-60.5395729632989,133.582139938574,8.67488129189634,0.000175360751107719
"1683",-2.80269447987888,NA,1.48442429202749,NA,NA,-1.19064587080766,NA,NA,-0.0388113848695763,NA,-0.951470039610024,-0.473618334493762,6,-60.5435491153454,133.590092242667,8.68283359598935,0.000174664874470787
"930",2.12998140457188,0.841056422715736,NA,NA,NA,NA,-0.829974687037101,NA,-0.0247494726601648,0.532214989823278,-0.561919485217875,NA,6,-60.5436956471773,133.590385306331,8.68312665965301,0.000174639282381848
"1980",-3.05454085511324,0.969697997618532,1.38646480530577,NA,0.298611683663285,-0.706274175286417,-0.978948202369777,NA,0.000713612980934386,0.394918921626058,-0.852296569455379,-0.505914322176059,10,-56.1223787555545,133.594450762643,8.68719211596529,0.000174284648754374
"1058",-1.32448740851874,0.722083098348205,NA,NA,NA,NA,-1.26934533684273,NA,NA,NA,NA,-0.41308418776351,4,-62.6800909509477,133.596868292428,8.68960964575048,0.000174074106863101
"1216",-7.67480398899936,1.04739105476938,1.4542477568045,0.283067038644541,0.132211194389393,-0.896181708354229,-1.13947451174316,NA,-0.0330269944581228,NA,NA,-0.603392903331938,9,-57.2516908869058,133.600942749421,8.69368410274386,0.000173719839116764
"1215",-7.56517057541262,NA,1.45461348194846,0.267819960692823,0.246035776577008,-1.01255411611698,-1.11722421895242,NA,0.0529557649215435,NA,NA,-0.671895139840356,8,-58.3653424678378,133.603412208403,8.69615356172532,0.000173505474476687
"472",-5.00858302574715,0.953750076081614,1.24640789024563,0.248563939158771,NA,-1.01148232748427,NA,-0.708474164195151,-0.0650271706754929,0.471338887053358,NA,NA,8,-58.3791743469529,133.631075966633,8.72381731995553,0.000171122089076449
"1676",-4.30056700065937,1.03553671518609,1.41869375710063,NA,-0.197898222730641,NA,NA,NA,-0.110993084579081,NA,-0.984894274486311,-0.39686572835244,7,-59.4845704739405,133.643839743062,8.73658109638409,0.000170033484404399
"156",-6.10988545515739,1.05782134241192,1.36148488292465,NA,-0.210656478927843,-1.05736749133131,NA,NA,-0.142217921283556,NA,NA,NA,6,-60.5708057321772,133.644605476331,8.73734682965296,0.00016996839671723
"329",0.58146531332866,NA,NA,NA,-0.0851641475283181,NA,NA,-0.712111382131913,NA,0.631865559529535,NA,NA,4,-62.7083330459761,133.653352482485,8.7460938358072,0.000169226662581731
"703",-3.53076371080498,NA,1.46640267257505,0.243662686889676,0.197924647649823,-1.10549031037656,-1.03607860441025,NA,0.0502149508425312,NA,-1.06090577725584,NA,8,-58.399989382011,133.672706036749,8.76544739007171,0.000167596991581475
"546",1.04161570667698,0.701431433851636,NA,NA,NA,NA,-1.25029139860325,NA,NA,NA,-0.664350922369937,NA,4,-62.7195363250873,133.675759040707,8.76850039402952,0.000167341349610796
"425",-0.134826832537836,NA,NA,NA,0.0672002436216137,NA,-0.76441914314456,NA,0.0337012262889936,0.545879259224396,NA,NA,5,-61.660487255277,133.678117367697,8.77085872101922,0.00016714414309237
"41",-1.27413316323996,NA,NA,NA,-0.0985016666924289,NA,-1.01826502516408,NA,NA,NA,NA,NA,3,-63.7691876243083,133.679551719205,8.77229307252738,0.000167024314339782
"1936",-3.99253485417335,0.972837642333098,1.35973884270522,0.323566892206708,0.0271989329677095,NA,NA,NA,-0.0815194563504003,0.484249571999675,-0.912039549110219,-0.534858644044734,9,-57.2919447371464,133.681450449903,8.77419180322498,0.00016686582248858
"37",-1.64796737798886,NA,NA,0.0783553726424886,NA,NA,-1.08634565817744,NA,NA,NA,NA,NA,3,-63.7702724704047,133.681721411398,8.77446276472016,0.000166843216913547
"897",2.2647222538807,NA,NA,NA,NA,NA,NA,NA,-0.0455211382907348,0.661133334274724,-0.509997632131286,NA,4,-62.7243947312604,133.685475853053,8.77821720637574,0.000166530309142163
"1684",-3.58305495940256,0.969163896161736,1.55745582511988,NA,NA,-0.974814405316916,NA,NA,-0.139550582930705,NA,-0.970586808055586,-0.409798976208183,7,-59.5159765962521,133.706651987685,8.79939334100736,0.000164776376781464
"449",0.490790296668732,NA,NA,NA,NA,NA,NA,-0.783352882112499,-0.00316231758255039,0.654889138884944,NA,NA,4,-62.736312616086,133.709311622705,8.80205297602699,0.00016455739990233
"1528",-5.1140261476529,0.995115167199951,1.30745232842362,0.278741909875626,NA,-1.10340421956221,-0.889371554096847,-0.968480468240808,0.0814168527887431,0.326551322531743,NA,-0.579738296592556,10,-56.1829023877501,133.715498027034,8.80823938035643,0.00016404917702001
"269",0.170166511084758,NA,NA,0.173248342219211,-0.177552900798591,NA,NA,NA,NA,0.653546726843387,NA,NA,4,-62.7405534328662,133.717793256265,8.81053460958749,0.00016386101977345
"1824",-1.97714122722592,0.874361890362595,1.44162298333077,0.331523032494316,-0.0704871740744641,-1.14053206605813,NA,NA,NA,0.488824745838121,-0.954516089004897,-0.545205373585668,9,-57.3144196081353,133.72640019188,8.81914154520278,0.000163157364315198
"655",-4.4698514926456,NA,1.37472562405488,0.287279754497665,-0.123610239023309,NA,NA,NA,-0.036750816491116,NA,-1.12368459959543,NA,6,-60.6142150076905,133.731424027357,8.82416538067959,0.000162748040746417
"256",-7.19754323040923,1.06247325746367,1.41359564409614,0.223940591911721,0.195164450960995,-0.977812073004078,-1.16777827419611,-1.40861538140075,0.0219424289801274,NA,NA,NA,9,-57.3173052999114,133.732171575433,8.82491292875507,0.000162687221121199
"464",-6.60629426709393,0.957079384844237,1.1774202586159,0.237676922287998,0.0560759202871815,NA,NA,-0.705696395964202,-0.085344426575658,0.483385802195007,NA,NA,8,-58.4358780916525,133.744483456032,8.83722480935462,0.000161688804549809
"161",-1.47894095692662,NA,NA,NA,NA,NA,-1.08485768342408,NA,0.000470803213316183,NA,NA,NA,3,-63.80555379909,133.752284068768,8.84502542209079,0.000161059396914978
"603",-1.77076170489404,NA,1.42019717056383,NA,-0.0561878411994698,-1.42038415665406,NA,-0.925815354473171,NA,NA,-0.981902895144438,NA,6,-60.6247264341131,133.752446880202,8.84518823352467,0.000161046286292949
"1675",-4.38422490929371,NA,1.37117049803561,NA,-0.06753600296376,NA,NA,NA,-0.0325427539352567,NA,-0.939148699288362,-0.484795864349902,6,-60.6276652302747,133.758324472525,8.8510658258479,0.000160573698844165
"352",-4.59585724918029,0.848937847222502,1.25805641578742,0.245327162190741,-0.0263639714472008,-1.21202794986707,NA,-0.882911050098017,NA,0.484601888249312,NA,NA,8,-58.4457987468701,133.764324766468,8.85706611978999,0.000160092676078248
"1015",-1.07670241590144,NA,1.30403087676837,0.248934517593821,NA,-1.3829489960105,-0.808187699483686,-1.10753700047292,0.167822809880713,0.324849302920196,-0.936713476749691,NA,9,-57.3368183906533,133.771197756916,8.86393911023889,0.000159543462586701
"723",-1.99374706306813,NA,1.44941248010965,NA,NA,-1.43193058975273,NA,-1.00653267156922,0.0072248540992457,NA,-0.983498936270731,NA,6,-60.63452227905,133.772038570076,8.8647799233985,0.000159476403562279
"604",-1.74920790301638,0.941888968206454,1.47978772783163,NA,-0.273122611789095,-1.30221362030872,NA,-0.947677017253387,NA,NA,-1.04716839578417,NA,7,-59.5509609182755,133.776620631732,8.8693619850542,0.000159111456417612
"1532",-5.71837035914227,0.870327620105613,1.34752154771537,NA,0.413951731713134,-0.864410578162335,-1.03406943329341,-1.16002373490899,0.047021705661061,0.38513150768167,NA,-0.561580747376075,10,-56.214653967777,133.779001187088,8.87174254041015,0.00015892218226947
"1020",-2.6953177122078,0.964646911853723,1.36130889144156,NA,0.330919723094957,-0.78066164444136,-1.03549281679586,-1.10619279405435,0.042573623248297,0.346263709203148,-0.904686966339446,NA,10,-56.2151651341293,133.780023519792,8.87276487311486,0.000158840967356186
"1911",-2.2952541583351,NA,1.27384569454785,0.297821055414992,NA,-0.824759594246321,-0.595476382594425,-0.435174031755794,NA,0.310148196525395,-0.825215183640242,-0.521229089327791,9,-57.3430838073721,133.783728590354,8.87646994367633,0.000158546981254023
"1783",-2.92078666578591,NA,1.50138819697242,0.291242627905911,NA,-1.2538227518524,-0.999508064099656,-1.25754426274385,0.175975174614818,NA,-0.927818252397631,-0.57268154997022,9,-57.3497552248267,133.797071425263,8.88981277858555,0.000157492768612273
"716",-3.96116333338294,1.04652966308834,1.38001945683103,NA,-0.199146475596983,NA,NA,-0.785522892916891,-0.0764218833872333,NA,-1.01557285138108,NA,7,-59.5740988655371,133.822896526255,8.9156378795774,0.000155472208650677
"1564",-1.83490911851754,0.891550778794311,1.52296233368211,NA,-0.337261695569385,-1.35081195853205,NA,NA,NA,NA,-1.05354950166475,-0.418729969366814,7,-59.5742924902035,133.823283775588,8.91602512891016,0.000155442108310324
"255",-6.62784356311173,NA,1.4043212041533,0.18088945757688,0.316350652839179,-1.27792832127927,-1.14348966789742,-1.57336005859075,0.114151127613931,NA,NA,NA,8,-58.4775566290004,133.827840530728,8.92058188405061,0.000155088355641383
"1375",-5.57816274084978,NA,1.33121795742985,0.272331523532526,0.260099757518265,-0.878188386433544,NA,-0.817860778487139,NA,0.525814217856024,NA,-0.675008228212943,8,-58.4778352493346,133.828397771396,8.92113912471883,0.000155045150891057
"1623",-3.35220479061369,NA,1.5930566734729,0.316196334089524,NA,-1.31150828252498,NA,-0.924755362377592,NA,NA,-0.967681477658276,-0.551494360144179,7,-59.590806353982,133.856311503145,8.94905285646711,0.000152896237446853
"389",-0.0306534626575728,NA,NA,0.15670384596258,NA,NA,NA,NA,-0.0449220017534668,0.683864866421998,NA,NA,4,-62.8105135235706,133.857713437674,8.95045479099618,0.00015278909974393
"724",-3.0754615897953,0.968229380645727,1.5231285453996,NA,NA,-1.07088665043382,NA,-0.830619692918147,-0.099988089034576,NA,-1.00278421738069,NA,7,-59.5970097461239,133.868718287428,8.96145964075093,0.00015195069793732
"415",-4.92757058227863,NA,1.20681247786557,0.229217063993934,0.135715585041214,-1.0873921482369,NA,NA,-0.0288622628938516,0.527147773797804,NA,NA,7,-59.5970601904027,133.868819175986,8.9615605293085,0.000151943033087277
"475",-4.16145816523508,NA,1.17857294241321,NA,0.188120248861622,-1.06908881697456,NA,-0.925509422925455,0.0141876644437518,0.511727951526505,NA,NA,7,-59.6050903336099,133.8848794624,8.97762081572289,0.000150727794572104
"1055",-6.35452232335601,NA,1.47085491581386,0.299580869619538,-0.148424348348862,-1.42333857036133,NA,NA,NA,NA,NA,-0.618656524305864,6,-60.6918125065248,133.886619025026,8.97936037834815,0.000150596751350825
"1175",-7.04719293763962,NA,1.48724910457969,0.292392751210796,NA,-1.21820948488606,NA,NA,-0.0552908014533226,NA,NA,-0.618697870892919,6,-60.6918287215634,133.886651455103,8.9793928084252,0.000150594309438497
"960",-2.80376718486445,1.06737304400029,1.38662093219582,0.261559221344707,0.19950088003791,-0.854895165051496,-0.915538140153166,NA,-0.0221008166819838,0.364425717470587,-1.03777661901658,NA,10,-56.2761800612258,133.902053373985,8.99479472730785,0.000149439042809541
"1235",-5.86753788268085,NA,1.41507846532177,NA,NA,-1.12600556556381,NA,-1.20294287020814,0.0200732271140871,NA,NA,-0.568926811072244,6,-60.7025366468521,133.90806730568,9.00080865900277,0.0001489903596371
"1663",-5.08359551162205,NA,1.54274028470842,0.268459019108739,0.465507920653336,-0.752064812172032,-1.06326411165768,-1.05996668631404,NA,NA,-0.86465957490875,-0.574362423674592,9,-57.4073869384262,133.912334852462,9.00507620578462,0.000148672786906815
"1883",-2.35810706841877,NA,1.33050343046483,NA,0.242612475666343,-0.855117699532681,NA,-0.778315984230537,NA,0.499251284103725,-0.708490195804076,-0.557021297614494,8,-58.5228036898607,133.918334652449,9.01107600577113,0.000148227451728854
"1487",-6.86486717214616,NA,1.27130998115106,0.269128157807985,0.238044691375605,NA,NA,-0.873281782765941,0.0169757836217845,0.529632549599378,NA,-0.690864328603089,8,-58.5237999356802,133.920327144088,9.0130684974102,0.000148079854283605
"1115",-5.94292575440995,NA,1.40375970519618,NA,0.0102589445800474,-1.06859712929276,NA,-1.13125826847299,NA,NA,NA,-0.561415911900508,6,-60.7110373807815,133.925068773539,9.01781012686151,0.000147729200216655
"155",-5.58141911268653,NA,1.31452898869625,NA,-0.0958635792335388,-1.30152350239393,NA,NA,-0.0565494885455484,NA,NA,NA,5,-61.7884019724634,133.93394680207,9.02668815539205,0.000147074881528928
"1472",-6.39984094180169,0.938251378288968,1.35051698502779,0.266600213311487,0.304593342691749,-0.848365342269884,-0.94812119096654,NA,-0.0160257992338595,0.415675175276607,NA,-0.637928597561883,10,-56.2951791167809,133.940051485095,9.0327928384179,0.000146626643198771
"422",-0.335126521729235,0.84057907940491,NA,0.135426243708449,NA,NA,-0.816231847194478,NA,-0.031072715498893,0.548940766497503,NA,NA,6,-60.7191245663625,133.941243144701,9.03398449802343,0.0001465393046969
"302",-0.238204814783928,0.827138270647783,NA,0.141997688075597,-0.0818495421739983,NA,-0.810413911735671,NA,NA,0.541446547744418,NA,NA,6,-60.7205626910422,133.94411939406,9.03686074738285,0.000146328714370136
"42",-1.05819442588562,0.842124947679268,NA,NA,-0.269171228943729,NA,-1.1161510260953,NA,NA,NA,NA,NA,4,-62.8607603030535,133.95820699664,9.05094834996201,0.000145301625534577
"416",-5.32922044905986,0.983583214836101,1.24369406056305,0.245323078641698,0.0197236981047146,-0.944324321954109,NA,NA,-0.113420428451525,0.492713944871108,NA,NA,8,-58.555416861108,133.983560994943,9.07630234826577,0.000143471263214199
"1995",-3.59245461687011,NA,1.27573092915492,NA,0.204700817958402,NA,NA,-0.864636212731132,0.028698444760309,0.501814562597558,-0.712024378010043,-0.577267924097127,8,-58.5572396468752,133.987206566478,9.07994791980018,0.000143209984037934
"1168",-8.68710131742078,1.02789547304735,1.40557387625364,0.300732791917891,-0.180432475099634,NA,NA,NA,-0.137858066959587,NA,NA,-0.542753613583766,7,-59.6602200100128,133.995138815206,9.08788016852871,0.000142643120300146
"2031",-5.09513347175411,NA,1.42240141635803,0.260005565536226,0.481628590340598,NA,-0.996750222730057,-1.21718068780852,0.123496689045058,0.391952492762385,-0.813063836388857,-0.635902533467273,10,-56.3238375887184,133.997368428971,9.09010978229297,0.000142484189373053
"1787",-3.85286598158532,NA,1.53272602829091,NA,0.385146813462529,-0.999187948434294,-1.19076106735371,-1.49994921827577,0.138577029255827,NA,-0.859928602895911,-0.542661131104074,9,-57.455192500492,134.007945976594,9.10068732991628,0.000141732611937123
"1176",-7.75080509356941,0.969618727308982,1.54457735952903,0.301373761378638,NA,-1.04592865020966,NA,NA,-0.162721233447569,NA,NA,-0.556879051192618,7,-59.6678162173488,134.010331229878,9.10307258320078,0.000141563678605271
"959",-2.63411752282111,NA,1.36382723141134,0.227635190770298,0.343574253638813,-1.10309007638716,-0.885662415310187,NA,0.0600475028697052,0.408745315914668,-0.94287237876003,NA,9,-57.4584602261991,134.014481428008,9.10722278133038,0.000141270224526632
"715",-3.93895487537491,NA,1.31602948893902,NA,-0.0645486070670161,NA,NA,-0.98651351185068,0.00937798130180652,NA,-0.972751793844995,NA,6,-60.7592767710673,134.021547554111,9.11428890743316,0.000140771988583866
"1495",-4.54785437088329,NA,1.28688943734013,0.282314904219942,NA,-1.13511214082456,NA,-0.852980099292918,0.0735524711376261,0.485458028430662,NA,-0.654485310814194,8,-58.5745000836073,134.021727439942,9.11446879326424,0.000140759327710173
"2003",-1.18809357496505,NA,1.30008252026828,NA,NA,-1.0857228939667,NA,-0.847060286204358,0.0768371930892306,0.464512750645398,-0.771584795486786,-0.543886324665776,8,-58.5804014284238,134.033530129575,9.12627148289722,0.000139931104599928
"393",0.430952786924721,NA,NA,NA,-0.127677631350667,NA,NA,NA,-0.0196756298245573,0.64091315174011,NA,NA,4,-62.9024188661515,134.041524122835,9.13426547615792,0.000139372916727018
"114",-5.60139571670634,0.921620536607265,NA,NA,NA,2.38892616443904,-1.18936162192535,-1.26628520359705,NA,NA,NA,NA,5,-61.8443792535996,134.045901364342,9.13864271766447,0.000139068215828008
"1167",-8.62300801862093,NA,1.37306862695175,0.286997908225359,-0.0638338125043777,NA,NA,NA,-0.0510031787948136,NA,NA,-0.626676412882032,6,-60.7816526509183,134.066299313813,9.15904066713519,0.000137657070955882
"1735",-5.39231377983132,NA,1.51124833836745,0.30842839223373,NA,NA,NA,-1.01986314022218,0.015324991202501,NA,-0.96240556461609,-0.582328832619301,7,-59.6987594803454,134.072217755872,9.16495910919399,0.0001372503153933
"1615",-5.24999807626117,NA,1.48841482863965,0.310212804184412,-0.027884102047132,NA,NA,-0.930303185652307,NA,NA,-0.959271113344835,-0.570511990367335,7,-59.7015042329877,134.077707261156,9.17044861447856,0.000136874113753873
"1227",-7.56691626609014,NA,1.33271338490807,NA,0.00201326858175468,NA,NA,-1.19236324459789,0.0101219614733269,NA,NA,-0.581479955897728,6,-60.7890476299643,134.081089271905,9.17383062522715,0.00013664285447736
"668",-2.12694194781843,1.07615783029417,1.46388041544353,NA,-0.239831390025129,-1.16029513068225,NA,NA,-0.111230056151353,NA,-1.08151188366321,NA,7,-59.7056798864522,134.086058568085,9.17879992140762,0.000136303766501531
"402",-4.11492388333744,0.801212097291419,NA,NA,NA,2.28865829003776,NA,NA,-0.140166458889686,0.651313313308775,NA,NA,5,-61.866316569147,134.089775995437,9.18251734875936,0.000136050652133103
"426",-0.0269702999294342,0.848905569461469,NA,NA,-0.0315302805698273,NA,-0.813346522736358,NA,-0.0246378364601371,0.533896213574551,NA,NA,6,-60.8101954172672,134.12338484651,9.21612619983286,0.000133783501513221
"1616",-4.87668855661666,0.943386491036987,1.53325703572743,0.340084868269686,-0.253262321726601,NA,NA,-0.993721949392749,NA,NA,-1.05701901148176,-0.49723811733493,8,-58.642857541372,134.158442355471,9.2511837087937,0.000131458876771022
"511",-5.31879524993506,NA,1.30358776683105,0.175749319996908,0.455501770834285,-1.28855708751331,-0.983232289641414,-1.38836744892713,0.114178068678926,0.409389235039,NA,NA,9,-57.5367274817416,134.171015939093,9.26375729241543,0.000130635014619495
"561",-2.70692549479951,NA,NA,NA,NA,2.15841850148602,-1.05860244151976,NA,NA,NA,-0.715123113695304,NA,4,-62.9759348017417,134.188555994016,9.28129734733837,0.000129494351090106
"113",-4.78629257280006,NA,NA,NA,NA,1.97048872899749,-0.98710756110728,-0.970916314537468,NA,NA,NA,NA,4,-62.9842440636156,134.205174517764,9.29791587108629,0.000128422806652658
"162",-1.52495361681203,0.817978875332739,NA,NA,NA,NA,-1.18560097578415,NA,-0.067974524059023,NA,NA,NA,4,-62.9846323586039,134.20595110774,9.29869246106283,0.000128372950400548
"1736",-5.80903045696933,0.970192340132037,1.58699599397788,0.333907301368998,NA,NA,NA,-0.894246531893941,-0.0926709022636838,NA,-1.0012274314907,-0.501188919286005,8,-58.6756788880136,134.224085048754,9.31682640207693,0.000127214257500535
"1788",-3.99313064962206,1.00339834259359,1.54324840094418,NA,0.270461290984,-0.800367593346984,-1.22073239002235,-1.32927539296216,0.057315127629874,NA,-0.912345696320082,-0.480406757751767,10,-56.4378235146102,134.225340280754,9.31808163407651,0.000127134440846851
"1298",-3.27142287398305,0.52374000435226,NA,NA,NA,1.98397869665094,NA,NA,NA,0.712078425818416,NA,-0.421174598821851,5,-61.9365722685842,134.230287394311,9.32302874763373,0.00012682035520338
"338",-3.22323602588892,0.572256105947131,NA,NA,NA,1.96141121337685,NA,-0.948832632678319,NA,0.670811798469537,NA,NA,5,-61.948244747618,134.253632352379,9.34637370570123,0.00012534865318123
"1236",-6.7004588221291,0.909783648555856,1.46811397930694,NA,NA,-0.889000591932254,NA,-1.04958530125796,-0.0851860606059217,NA,NA,-0.515814432593745,7,-59.7923811858491,134.259461166879,9.35220252020126,0.000124983867982133
"476",-4.7126779748388,0.91526519739782,1.19818544909821,NA,0.0756095273946349,-0.811067472456711,NA,-0.71597232827414,-0.0711953768625095,0.486015786720897,NA,NA,8,-58.7024979040258,134.277723080779,9.37046443410135,0.000123847840068084
"1624",-3.7810279804859,0.800082319405072,1.72626047248607,0.336489698108903,NA,-1.37650747023514,NA,-1.1618708321736,NA,NA,-1.0311280166862,-0.529794561578064,8,-58.7052143514388,134.283155975605,9.37589732892737,0.000123511870451818
"863",-1.62387402149629,NA,1.32511650842446,0.269204936469722,0.147866225453846,-1.23654537495599,NA,-0.712644095476926,NA,0.477083495173504,-0.911990195967918,NA,8,-58.7054706418572,134.283668556442,9.37640990976421,0.000123480219598938
"1073",-5.03987102508117,NA,NA,NA,NA,2.03304328149473,-1.06840686875807,NA,NA,NA,NA,-0.407223317093482,4,-63.0248044515682,134.286295293669,9.37903664699145,0.000123318151005312
