"","(Intercept)","COND_avg","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","df","logLik","AICc","delta","weight"
"69",-2.8230271166954,NA,NA,0.355334890518273,NA,NA,NA,1.10831890144617,3,-195.152529976662,396.446236423911,35.9953853224943,3.05438632409848e-09
"85",-2.28462789189366,NA,NA,0.353931549906044,NA,-0.321957362908127,NA,1.00738655090802,4,-194.20023984748,396.637166085493,36.1863149840755,2.77628545160434e-09
"97",-0.304208283630655,NA,NA,NA,NA,NA,-0.00725399119627872,0.957031091469517,3,-195.805492321251,397.75216111309,37.3013100116726,1.58981292479329e-09
"21",-2.09789621700648,NA,NA,0.353801967435227,NA,-0.388551109723662,NA,NA,3,-196.241746175129,398.624668820847,38.1738177194297,1.02774028911658e-09
"5",-2.7369339009898,NA,NA,0.355313653060656,NA,NA,NA,NA,2,-197.659498975861,399.389173390319,38.9383222889017,7.01250726129291e-10
"33",-0.212251144870657,NA,NA,NA,NA,NA,-0.00810625634536852,NA,2,-197.685016526398,399.440208491392,38.9893573899749,6.83582903744764e-10
"113",-0.112598622539161,NA,NA,NA,NA,-0.126168519832183,-0.00658724781263196,0.933618375269635,4,-195.685810918211,399.608308226954,39.157457125537,6.28476146342874e-10
"49",0.0429471254635153,NA,NA,NA,NA,-0.170187017567301,-0.00716778521096252,NA,3,-197.465029792115,401.071236054819,40.6203849534015,3.02425256220325e-10
"65",-0.474536701536539,NA,NA,NA,NA,NA,NA,1.12024227012431,2,-198.653560548112,401.37729653482,40.9264454334029,2.59512253219717e-10
"81",0.0696325468207838,NA,NA,NA,NA,-0.331153603310212,NA,1.01776400441867,3,-197.652133837494,401.445444145577,40.9945930441598,2.50818636618895e-10
"17",0.257784662975133,NA,NA,NA,NA,-0.399038440692451,NA,NA,2,-199.783962339399,403.638100117395,43.1872490159774,8.37974124039676e-11
"1",-0.388370674748865,NA,NA,NA,NA,NA,NA,NA,1,-201.271238403981,404.565732621916,44.1148815204991,5.26984412081128e-11
