"FP_presence","surfacearea_ha","shoreline_development","TOTP_avg","PH_avg","COND_avg","secchi_avg","waterbodies_1km","waterbodies_10km","dist_waterfowl","nearest_LMSPW","latitude","longitude","boatlaunch"
0,0.833324071350885,0.548692842842602,0.41424637931317,0.309766202947622,0.100658184977819,0.861509419409697,0,0.382441166574199,0.786927405121592,0.434406591695982,0.839935327405012,0.0609803353656613,0
0,0.715238446379546,0.496990535782392,0.378498910434944,0.57581619488925,0.484424743284644,0.44688946943977,0,0.34040858027179,0.35073157903031,0.513699032888401,0.484236054971706,0.102776821678448,1
0,0.807618421091817,0.529207093727018,0.511847099457515,0.569057420585547,0.319981135179431,0.685088897852894,0.356207187108022,0.34040858027179,0.354518584213157,0.745815488048342,0.601455133387227,0.303122978813468,0
0,0.590246446643705,0.589695559357669,0.607686706256672,0.435308338113965,0.28225415633462,0.37702065917732,0,0.215714494969948,0.51798271234382,0.489198813978708,0.477768795472918,0.0588976582262539,1
0,0.775468857289039,0.452805039739525,0.295582195695986,0.473749143551861,0.355774336553455,0.505191321345281,0,0.280602874784556,0.552061026573303,0.644540130955603,0.700889248181083,0.31926508507491,0
1,0.290738336849615,0.427872379448762,0.465052594199629,0.448297436426133,0.510822239404155,0.354139964965279,0,0.36867673390355,0.533821288251479,0.520553279878958,0.670169765561843,0.417563774209041,0
1,0.214522994664592,0.240663028205394,0.358470331694202,0.381504413920034,0.518402943525357,0.505191321345281,0.356207187108022,0.576003054081371,0.491624274404098,0.518303430515957,0.413096200485044,0.685406626339948,0
0,0.578493888276536,0.334805316874528,0.209624865826015,0.448297436426133,0.414059945449769,0.32958919328224,0.56457503405358,0.811846286031829,0.319697783539352,0.493828757771233,0.878738884397737,0.188591801397713,0
0,0.452086555763134,0.12632667956028,0.581681257075478,0.339091660532328,0.477532148822994,0.354139964965279,0.56457503405358,0.325883699054206,0.606131518450751,0.487513657158208,0.46160064672595,0.105831566327134,1
1,0.658044430975832,0.353319502146788,0.699831093664927,0.623860789520562,0.761635191934597,0.505191321345281,0.356207187108022,0.607827648457012,0.593015027529153,0.7223783069892,0.428455941794665,0.997965436143568,1
0,0.445424051620235,0.487327182482857,0.521574616784364,0.591389406593045,0.553108094343452,0.398461099069295,0.356207187108022,0.447934578007155,0.841283958167931,0.941434927628515,0.773645917542441,0.802639599684291,0
0,0.00545981276518428,0.309974229709493,0.422265499737028,0.486219223515404,0.703682963551923,0.30307654842005,0,0.496796578456642,0.463696854696867,0.57423628307605,0.5642683912692,0.357535949841893,0
0,0.934684474030227,0.57490498122932,0.289477686031282,0.279553404530667,0.188700238404266,0.808219142405657,0,0.484848444413847,0.561874278883671,0.432605331914763,0.54890864995958,0,1
0,0.593954002946316,0.593875576589384,0.33260867323219,0.546151858582979,0.736582997806859,0.505191321345281,0.356207187108022,0.786564933893547,0.52707363293928,0.437572363990225,0.196443007275667,0.770728911836198,0
1,0.479855995103794,0.293468041398388,0.495478942802374,0.733401358099905,0.833429992944306,0.505191321345281,0.56457503405358,0.742837414531463,0.916456173646984,0.148213376134237,0.541632983023444,0.564330160474832,0
1,0.715238446379546,0.453859027770345,0.387275394730925,0.714516304234679,0.529504902445292,0.633957437946705,0,0.586741680638991,0.618297151084938,0.402552897518485,0.485044462409054,0.532246643572334,1
0,0.447447908206161,0.591601094161575,0.454915925702289,0.381504413920034,0.319981135179431,0.575047685555715,0.56457503405358,0.914216861042072,0.672496350382365,0.762428653520224,0.968472109943411,0.19038819763075,1
0,0.688180056381344,0.53798009972813,0.0892856263315571,0.324537244431288,0.1595789112644,0.835698005390109,0.356207187108022,0.215714494969948,0.770118042107203,0.473854551287625,0.47696038803557,0.0465867155181371,1
1,0.0427278526139662,0.082767188875037,0.793841597560661,0.448297436426133,0.610641732838013,0.0673299207366813,0,0.668202500569082,0.368098551397177,0.20277041704197,0.0137429264349232,0.96205323192726,0
0,0.562723818271059,0.382937177024857,0.439471722519316,0.580293676374099,0.370553454238745,0.30307654842005,0,0.786564933893547,0.507577442121086,0.685042958431547,0.901374292643492,0.240022891786889,0
0,0.335444582579847,0.231754282363042,0.528155121437953,0.395240825150466,0.513365580617868,0.611467938969033,0.712414374216044,0.742837414531463,0.943505954736411,0.473956131156798,0.301535974130962,0.284738745277976,0
0,0.636872652305927,0.27868515344066,0.33260867323219,0.353434454894143,0.35286084785667,0.71287424420473,0.712414374216044,0.836464872118203,0.425804339728491,0.604428226796361,0.946645109135004,0.155904561807773,1
1,0.475144302253241,0.644106703324362,0.522914072079937,0.24840983878877,0.450138411322539,0.455822669619954,0.56457503405358,0.435252227110758,0.57589763068413,0.714478605575058,0.535974130962005,0.138243874240509,0
0,0.795404804235071,0.31138534493627,0.299131452938559,0.367570474107502,0.448339761403413,0.644731037267261,0.356207187108022,0.542957583464084,0.613910095998082,0.233022317913259,0.780921584478577,0.361207314822786,1
0,0.727742778010116,0.446964289487111,0.420695324284604,0.360528014445475,0.421076555222639,0.62287635417217,0.712414374216044,0.472726142037638,0.484220499171239,0.324682184068562,0.788197251414713,0.357331068539005,1
0,0.568071445442462,0.599876872283162,0.424846761659985,0,0.294218746300936,0.24252452639936,0.56457503405358,0.484848444413847,0.448705539976748,0.406501298531538,0.801131770412288,0.354389119579414,1
1,0.418078063733699,0.357843926679281,0.301452731855997,0.294773368863039,0.934149984641966,0.30307654842005,0,0.447934578007155,0.261072214948145,0.697018787764817,0.767178658043654,0.372957305730071,1
1,0.475721795858274,0.435603642979552,0.562511074618379,0.49852358833636,0.586078265187628,0.418645696606134,0.712414374216044,0.803494850513992,0.786350189432226,0.567809795715795,0.330638641875505,0.185420687490548,0
1,0.386953113799035,0.602473585552206,0.712975116202589,0.53447661332395,0.686649458553977,0.418645696606134,0.56457503405358,0.354669282925121,0.493089632145117,0.34929243061909,0.246564268391269,0.572896457872082,0
0,0.108817387750745,0.141775887017751,0.455334761188717,0.862517968141546,0.723114881877748,0.505191321345281,0.712414374216044,0.18102461611927,0.366229882579353,0.714025586490825,0.889248181083266,0.421258657992533,0
0,0.0499306890188441,0.226834443155196,0.471575293608818,0.634421401266134,0.763717323468846,0.121676093398991,0.356207187108022,0.163044425122803,0.467154318566997,0.721916742065609,0.888439773645918,0.421447435358165,0
1,0.497210778693277,0.758293924288341,0.341725539848978,0.49852358833636,0.586078265187628,0.505191321345281,0,0.668202500569082,0.391563523801558,0.480274637440815,0.147938561034762,0.798472612917747,0
0,0.663654385510455,0.693237757604595,0.174540704233369,0.395240825150466,0.414553825510772,0.562085725709523,0,0.422369475177819,0.00946368473166959,0.773906470303197,0.850444624090542,0.744300454457286,1
0,0.276196148266444,0.789992766059234,0.348645831518454,0.473749143551861,0.366633981154348,0.398461099069295,0.356207187108022,0.460423641386805,0.49931514093487,0.452651449512567,0.257881972514147,0.413698475095925,0
1,0.611391250971641,0.700091013141543,0.596885104886832,0.623860789520562,0.592359862368878,0.575047685555715,0,0.531651732068602,0.283038436330237,0.480274637440815,0.197251414713015,0.828632446506623,0
0,0.626503720130467,0.225184867461619,0.397423782522144,0.404281871026603,0.152925971922525,0.619489153585622,0.356207187108022,0.565128895860198,0.447359860709817,0.715134923192126,0.362974939369442,0.398843121901309,1
1,0.424257685950845,0.230937302580286,0.422265499737028,0.557677790731223,0.799611237302788,0.548659630875827,0.56457503405358,0.395972179441837,0.570291936844788,0.34929243061909,0.274050121261116,0.560297906830746,0
0,0.575055831089624,0.444284627219925,0.35032789170971,0.695192622238057,0.520897429267228,0.548659630875827,0.56457503405358,0.811846286031829,0.400121280676809,0.707214919421839,0.917542441390461,0.226067860608361,0
0,0.304589473466205,0.656476467389852,0.439471722519316,0.324537244431288,0.557664438054181,0.121676093398991,0.712414374216044,0.687447957600018,0.493165948601723,0.20710526793047,0.253839935327405,0.340553710076453,0
1,0.631134704742227,0.526984913834441,0.373554276105578,0.461109774623169,0.31847944937877,0.599710297678011,0,0.484848444413847,0.624699770767469,0.74193552317027,0.826192400970089,0.0271027185192144,0
0,0.409848927571763,0.403300157184432,0.528155121437953,0.448297436426133,0.663692927215,0.633957437946705,0.356207187108022,0.484848444413847,0.395320730437256,0.166605071853614,0.292643492320129,0.537834586302321,0
0,0.935188460741836,0.564052599440184,0.446285161978095,0.522648958566721,0.27256834131275,0.665426398331394,0,0.447934578007155,0.621492360416103,0.618286609971547,0.750202101859337,0.296897456814845,1
1,0.505256458663583,0.637761742074501,0.682237981696401,0.367570474107502,0.572122960408384,0.30307654842005,0.56457503405358,0.786564933893547,0.665430512758524,0.632927621569252,1,0.412080666311545,0
0,0.484313988568189,0.767162872561957,0.459052798996013,0.435308338113965,0.496825353851977,0.408700289797248,0,0.597348645654922,0.569615371476055,0.532955339425862,0.49232012934519,0.478899573881051,1
1,0.216847389669705,0.606519236906538,0.478186701050635,0.422138574043762,0.439983851215582,0.167506127800589,0.56457503405358,0.638531522178759,0.680430856050068,0.738101361381422,0.252223120452708,0.350372810515362,0
1,0.808007228497695,0.3991773080644,0.517482801492216,0.644854625916271,0.559923194360173,0.62287635417217,0.56457503405358,0.648532592281563,0.635489307966369,0.768603987067914,0.914308811641067,0.327602396638944,0
0,0.760865731265214,0.547845954891589,0.575248722582092,0.448297436426133,0.30106717039009,0.548659630875827,0.356207187108022,0.836464872118203,0.419296425173628,0.579523290548564,0.901374292643492,0.172699657469189,0
0,0.0124995269161741,0.0393440619854906,0.35032789170971,0.53447661332395,0.377721221312851,0.505191321345281,0.356207187108022,0.677876951125258,0.472583009346181,0.458276853861318,0.349232012934519,0.706248223166664,0
1,0.240669083789163,0.799035341059307,0.547454997267724,0.591389406593045,0.678291866977593,0.398461099069295,0,0.280602874784556,0.306368008919284,0.410409765528647,0.371059013742926,0.573452309998604,0
0,0.48974070687674,0.679109919413861,0.337235207838423,0.339091660532328,0.310212707479642,0.37702065917732,0.56457503405358,0.520192927813269,0.508495809786899,0.485435000741958,0.299110751818917,0.450174881583409,0
0,0.228053779277148,0.256502787744971,0.337235207838423,0.339091660532328,0.310212707479642,0.70382490331357,0.356207187108022,0.50857626311551,0.488649431683305,0.478573351999227,0.296685529506871,0.452141715590639,0
0,0.409848927571763,0.27643211332133,0.269554860911301,0.510665709239921,0.31847944937877,0.575047685555715,0.356207187108022,0.36867673390355,0.494257303030801,0.387140104467808,0.672594987873888,0.389310770715453,0
