"","(Intercept)","COND_avg","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","df","logLik","AICc","delta","weight"
"17",-0.643060453052255,NA,NA,NA,NA,-0.771666804258533,NA,NA,2,-67.0819323775624,138.234040193721,13.1209212197467,0.000194018284304204
"7",-3.15319097188636,NA,-0.0461485255244642,0.274559166262313,NA,NA,NA,NA,3,-66.0900407196375,138.321257909863,13.2081389358887,0.000185739201170019
"19",-0.647223470365151,NA,-0.0427083986860465,NA,NA,-0.458998671385093,NA,NA,3,-66.165843692822,138.472863856232,13.3597448822576,0.000172180022577557
"5",-4.41219255374408,NA,NA,0.383956979285738,NA,NA,NA,NA,2,-67.2692272896206,138.608630017838,13.4955110438632,0.000160879798271126
"120",-1.37945206325389,0.00733620573873064,-0.016099948874268,-0.0824129096357554,NA,-0.660567885809485,0.00523856808057143,-0.253646064624558,7,-62.0490549391511,138.772808673483,13.6596896995083,0.000148200807821151
"67",-1.35660643969949,NA,-0.0482982428150254,NA,NA,NA,NA,0.536300487072144,3,-66.3671242511433,138.875424972875,13.7623059989004,0.000140788675955346
"21",-3.16860054021189,NA,NA,0.380893491558059,NA,-0.76238652934506,NA,NA,3,-66.4255960386696,138.992368547927,13.8792495739528,0.000132792562009589
"35",-1.28689050949415,NA,-0.0516288400030091,NA,NA,NA,0.0002726226891205,NA,3,-66.4301048716605,139.001386213909,13.8882672399347,0.000132195170306818
"65",-1.96124328343764,NA,NA,NA,NA,NA,NA,1.1288534954982,2,-67.6496221066697,139.369419651936,14.2563006779614,0.000109976056564679
"33",-1.78022868586436,NA,NA,NA,NA,NA,-0.00416846533177044,NA,2,-67.7371631845804,139.544501807757,14.4313828337828,0.000100757999441188
"23",-2.60433620774768,NA,-0.0367813029114792,0.296170496189934,NA,-0.498883369149275,NA,NA,4,-65.7773831491639,139.79145268886,14.6783337148858,8.90542875319128e-05
"81",-0.783598121645692,NA,NA,NA,NA,-0.722523860642331,NA,0.8746318459467,3,-66.9048405975887,139.950857665766,14.8377386917912,8.22319298462703e-05
"69",-4.464507494287,NA,NA,0.38014873775364,NA,NA,NA,1.09039372537626,3,-66.9939179944384,140.129012459465,15.0158934854906,7.52236947240396e-05
"37",-4.29840615945608,NA,NA,0.38252743399772,NA,NA,-0.00428370931633338,NA,3,-67.0556722198768,140.252520910342,15.1394019363673,7.07188421090261e-05
"71",-3.26812980593373,NA,-0.0430993323099094,0.280350158138092,NA,NA,NA,0.582803701853545,4,-66.0152533132439,140.26719301702,15.1540740430458,7.02019432282931e-05
"49",-0.673256418306559,NA,NA,NA,NA,-0.739898677810983,-0.000853612064173424,NA,3,-67.0743979295854,140.289972329759,15.1768533557846,6.94069034281659e-05
