"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"1380",-3.13017711982178,0.246197604074398,0.761341790173963,NA,NA,NA,-0.42286749412859,0.0156438770505201,NA,0.212439936872593,NA,-0.401707987527941,7,-171.270101830004,357.214902455188,5.78756952765417,0.00273233300349298
"807",-3.54103249518642,NA,0.749466645167234,0.208847416502115,NA,NA,-0.392810770964657,NA,NA,0.217018350004407,-0.0466274298021589,NA,6,-172.356942444228,357.216878900433,5.78954597289908,0.00272963418394376
"359",-3.68995790820552,NA,0.745047550969046,0.206702112351445,NA,NA,-0.393173766600739,-0.0235736603796502,NA,0.217005283182398,NA,NA,6,-172.366193014139,357.235380040255,5.80804711272123,0.00270449994434799
"292",-3.2185109969558,0.250610356414423,0.729069100227943,NA,NA,NA,-0.445525319387982,NA,NA,0.211966097053786,NA,NA,5,-173.440668579566,357.238480016276,5.81114708874202,0.00270031124891259
"1416",-3.87226849389988,0.172979933322181,0.842896971641233,0.257783607687564,NA,NA,NA,NA,-0.0259574567144066,0.296043609800219,NA,-0.48506211030165,7,-171.312893951453,357.300486698087,5.87315377055364,0.00261787704942791
"299",-3.5630215141612,NA,0.755117670737043,NA,0.15638252540378,NA,-0.481594686624474,NA,NA,0.237356696009501,NA,NA,5,-173.486923116663,357.330989090469,5.90365616293565,0.00257825420881746
"1135",-5.10134356761137,NA,0.922543523958258,0.25018106090375,0.0942108670414502,NA,-0.593303936710145,-0.146231243062188,NA,NA,NA,-0.486974215282732,7,-171.332827386925,357.340353569031,5.91302064149778,0.00256621042362976
"39",-4.80475021792325,NA,0.848899172326239,0.200615607593335,NA,NA,-0.564063652851694,NA,NA,NA,NA,NA,4,-174.552396407103,357.341479204739,5.91414627720565,0.00256476652095161
"1060",-4.10884360149163,0.211091224200279,0.841783833271171,NA,NA,NA,-0.592073865306864,NA,NA,NA,NA,-0.39226785740269,5,-173.493946741255,357.345036339653,5.91770341211981,0.00256020896484433
"1255",-4.86159257631182,NA,0.90637061030164,0.251994381459317,NA,NA,-0.584284475430207,-0.177264179841148,0.0344152344460522,NA,NA,-0.486368696747465,7,-171.351065048942,357.376828893064,5.94949596553084,0.00251983293917339
"1087",-5.5312049852239,NA,0.906987196161993,0.25105111611378,0.0799141574578935,0.254390091048821,-0.601010339663538,NA,NA,NA,NA,-0.496894671806949,7,-171.352418193173,357.379535181528,5.95220225399402,0.0025164255476332
"1975",-4.34038288120968,NA,0.800994637528292,0.250513624658713,NA,0.217039629737119,-0.43326169073689,NA,0.0425521462773001,0.224895404721741,0.035412671976912,-0.499764063438725,9,-169.144101028652,357.385763032915,5.95843010538096,0.00250860177311293
"1304",-4.36326881523617,0.114727122830543,0.825495512112774,0.256629574558135,NA,0.322056836435508,NA,NA,NA,0.31243509963856,NA,-0.505540747955215,7,-171.356795629918,357.388290055017,5.96095712748382,0.00250543412864727
"1527",-4.21430282655592,NA,0.804659910958473,0.251065438265116,NA,0.216051900263283,-0.433974458527012,-0.026740540900238,0.0445313621530985,0.223393799383554,NA,-0.496673919485261,9,-169.148590818814,357.394742613238,5.96740968570475,0.00249736392422149
"1199",-5.10284722082526,NA,0.921232885298665,0.253317240228682,0.0594016966738404,NA,-0.607376359697402,NA,0.0138524821395688,NA,NA,-0.495956410394626,7,-171.362595259794,357.399889314769,5.9725563872355,0.00249094559270676
"2023",-4.00954195745738,NA,0.815883308120433,0.250713583048747,NA,NA,-0.43668277599499,-0.0326501917781342,0.0468378940715772,0.22309085088087,0.0368491623103049,-0.497011448585343,9,-169.163456621882,357.424474219374,5.99714129184071,0.00246051319045144
